GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001MA,B08011_001EA,B08011_002MA,B08011_002EA,B08011_003MA,B08011_003EA,B08011_004MA,B08011_004EA,B08011_005EA,B08011_005MA,B08011_006MA,B08011_006EA,B08011_007MA,B08011_007EA,B08011_008MA,B08011_008EA,B08011_009MA,B08011_009EA,B08011_010EA,B08011_010MA,B08011_011EA,B08011_011MA,B08011_012MA,B08011_012EA,B08011_013MA,B08011_013EA,B08011_014MA,B08011_014EA,B08011_015MA,B08011_015EA,B08011_016EA,B08011_016MA,B08011_017EA,B08011_017MA,B08011_018EA,B08011_018MA,B08011_019MA,B08011_019EA,B08011_020MA,B08011_020EA,B08011_021EA,B08011_021MA,B08011_022EA,B08011_022MA,B08011_023EA,B08011_023MA,B08011_024MA,B08011_024EA,B08011_025MA,B08011_025EA,B08011_026EA,B08011_026MA,B08011_027EA,B08011_027MA,B08011_028EA,B08011_028MA,B08011_029MA,B08011_029EA,B08011_030MA,B08011_030EA,B08011_031EA,B08011_031MA,B08011_032EA,B08011_032MA,B08011_033EA,B08011_033MA,B08011_034MA,B08011_034EA,B08011_035MA,B08011_035EA,B08011_036EA,B08011_036MA,B08011_037EA,B08011_037MA,B08011_038EA,B08011_038MA,B08011_039MA,B08011_039EA,B08011_040MA,B08011_040EA,B08011_041EA,B08011_041MA,B08011_042EA,B08011_042MA,B08011_043EA,B08011_043MA,B08011_044EA,B08011_044MA,B08011_045MA,B08011_045EA,state
0400000US01,1972747,17874,120859,5933,93302,5395,125164,6411,194334,6920,238180,9076,304131,7819,244163,8374,159174,6917,67217,4882,81912,4753,47543,3959,20272,2643,132079,7094,144417,6662,1034536,11070,87551,4594,66587,4320,82894,5603,122851,5430,129162,6115,140152,6080,100957,5415,75580,4509,26375,2927,36165,3228,19808,2404,9007,1524,63479,3702,73968,5472,938211,11985,33308,3171,26715,3049,42270,4008,71483,4722,109018,5999,163979,5522,143206,6424,83594,5402,40842,3373,45747,3613,27735,3306,11265,2058,68600,5215,70449,4992,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,335298,6491,14338,2092,12765,2394,14943,2044,24662,2593,35275,3436,40851,3448,51698,4191,37345,2957,20775,2271,23156,2444,9995,1776,6532,1384,19029,2338,23934,3152,186500,4932,10841,1822,9717,2052,10684,1715,17701,2120,20728,2492,22517,2502,24246,2761,18993,2508,8819,1543,10612,1775,4127,790,2960,904,11163,1960,13392,2095,148798,3505,3497,842,3048,858,4259,1057,6961,1365,14547,2073,18334,2226,27452,2723,18352,1840,11956,1435,12544,1820,5868,1477,3572,1084,7866,1281,10542,2145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2892235,16831,225050,9002,159963,6799,173951,7490,273834,8864,277093,8982,401495,10087,296060,9182,265153,8993,124616,6010,169840,6960,77789,5189,40446,4167,208324,8358,198621,7392,1568952,12101,161918,8152,109849,5575,107599,5703,165993,6919,140192,6941,203370,8215,129333,6428,128742,6022,58531,4570,77629,5621,38593,3606,20179,2527,113502,6438,113522,5970,1323283,14878,63132,3811,50114,4157,66352,4850,107841,5440,136901,5822,198125,7098,166727,6505,136411,6291,66085,3771,92211,4549,39196,3101,20267,2698,94822,5932,85099,4782,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1234510,13089,65104,5106,44634,3460,65610,4419,107295,5283,131519,7007,216773,7677,190608,7542,99007,5454,41397,3700,53877,4257,31040,3843,12430,2170,82561,4816,92655,6312,644648,9304,43310,3812,29814,2900,42900,3372,66718,4105,75102,5334,103039,5262,82703,4869,47024,3370,17188,2334,21553,2621,15098,2378,6049,1567,41634,3126,52516,3890,589862,8733,21794,2667,14820,2125,22710,2902,40577,3090,56417,4391,113734,4794,107905,5959,51983,4144,24209,2951,32324,3234,15942,2658,6381,1373,40927,3311,40139,4093,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17227742,47859,1061971,18594,803732,17702,819487,17486,1498053,18319,1403227,18913,2289227,27703,1821609,23759,2049241,26252,1008210,16082,1438528,20468,637480,11942,274242,8911,1138253,19208,984482,18384,9450703,29069,771699,15570,588457,13662,541740,14204,961941,14237,761991,14837,1165226,19870,821254,14414,1016376,15644,485982,11115,730391,14303,313546,8794,135228,6687,600279,15162,556593,15953,7777039,32431,290272,8765,215275,8020,277747,9179,536112,11943,641236,12576,1124001,18115,1000355,18081,1032865,18393,522228,11702,708137,14761,323934,8687,139014,6502,537974,13074,427889,10267,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2642875,17113,114030,6047,101372,6522,146582,6258,246620,8893,273016,7900,411730,11748,330144,9909,279787,8897,146290,6247,166956,6222,79792,4401,39243,4000,155798,5447,151515,6889,1439655,11300,80665,4902,72241,4972,97340,5206,159871,7110,155762,5759,218148,8201,153457,6995,141107,5768,65049,4020,73920,4015,40352,3710,20051,2459,82140,4708,79552,4599,1203220,11009,33365,2761,29131,2779,49242,3714,86749,4575,117254,5088,193582,7254,176687,6466,138680,6571,81241,4133,93036,4777,39440,2938,19192,2526,73658,4821,71963,4909,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1686826,14264,50679,4342,45389,3610,72685,5194,144577,6469,181108,7396,248643,8537,221059,8029,209958,7913,121286,5803,109662,6011,47280,3881,24527,2847,112201,6763,97772,5480,867097,9189,36166,3718,33263,3116,50816,4187,89760,4609,101681,5358,130991,5499,97530,4695,94703,5522,53364,4103,48253,4043,19712,2266,11173,2044,52965,4379,46720,3439,819729,11715,14513,1741,12126,1849,21869,2563,54817,4311,79427,4540,117652,5582,123529,6160,115255,4976,67922,4512,61409,3948,27568,2876,13354,1836,59236,4289,51052,3741,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,408553,7000,17108,2309,12322,2017,14650,2006,37119,3044,45570,3576,69238,3882,49297,3052,48576,3774,21125,2465,25815,2686,11195,1726,4417,1104,26620,3462,25501,2508,211336,4026,10528,1667,9841,1840,10476,1653,21196,2378,23087,2371,34596,2868,21600,2374,22771,2548,10236,1798,11943,1923,5676,1247,1733,768,14398,2005,13255,1805,197217,4786,6580,1453,2481,838,4174,1134,15923,2551,22483,2628,34642,2717,27697,2376,25805,2889,10889,1551,13872,2092,5519,1183,2684,792,12222,2180,12246,1640,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,347713,6569,7743,1571,5076,1366,9069,1739,18354,2559,16283,1880,43916,4003,43720,3700,70975,4304,48229,3965,35894,2578,9948,1758,4069,1212,17814,2310,16623,2532,170783,3813,4628,1250,3123,938,4791,1343,10044,2058,7627,1282,21906,3275,18468,2070,35866,3048,21503,2110,17123,1923,5338,1142,2019,739,8835,1807,9512,2034,176930,5367,3115,938,1953,1013,4278,1048,8310,1507,8656,1403,22010,2480,25252,2635,35109,3246,26726,3033,18771,1973,4610,1273,2050,800,8979,1690,7111,1336,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8780575,37295,337128,12830,283379,9101,359524,12090,800709,17315,844148,16119,1373435,23941,963093,20696,1080460,22247,493750,12393,649744,16114,293587,9971,129241,6324,584965,16072,587412,15148,4626777,23615,225240,10452,200057,7877,237461,8991,505701,14768,448299,12069,699379,15544,443103,12960,527559,14158,218514,9454,308214,12852,141367,7793,65729,4265,304150,12128,302004,11144,4153798,22885,111888,6630,83322,4850,122063,6372,295008,10817,395849,11036,674056,17569,519990,13478,552901,14971,275236,9334,341530,11683,152220,6767,63512,5178,280815,10497,285408,10805,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
