GEO_ID,B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,NAME,B07409_001MA,B07409_001EA,B07409_002EA,B07409_002MA,B07409_003MA,B07409_003EA,B07409_004MA,B07409_004EA,B07409_005MA,B07409_005EA,B07409_006MA,B07409_006EA,B07409_007EA,B07409_007MA,B07409_008EA,B07409_008MA,B07409_009MA,B07409_009EA,B07409_010MA,B07409_010EA,B07409_011MA,B07409_011EA,B07409_012MA,B07409_012EA,B07409_013EA,B07409_013MA,B07409_014MA,B07409_014EA,B07409_015EA,B07409_015MA,B07409_016EA,B07409_016MA,B07409_017MA,B07409_017EA,B07409_018EA,B07409_018MA,B07409_019EA,B07409_019MA,B07409_020EA,B07409_020MA,B07409_021EA,B07409_021MA,B07409_022MA,B07409_022EA,B07409_023MA,B07409_023EA,B07409_024EA,B07409_024MA,B07409_025EA,B07409_025MA,B07409_026EA,B07409_026MA,B07409_027MA,B07409_027EA,B07409_028MA,B07409_028EA,B07409_029EA,B07409_029MA,B07409_030EA,B07409_030MA,state
0400000US01,3297740,9566,445770,10623,1028049,16582,979386,13910,527001,10595,317534,7829,2930912,12246,391303,9857,921427,16004,866814,13301,468086,9900,283282,7766,220992,10194,37054,4286,66568,5084,68389,4795,31935,3444,17046,2381,84142,5248,12766,2234,25006,3229,26948,3028,12488,1822,6934,1412,61694,5664,4647,1393,15048,2874,17235,2633,14492,2532,10272,1902,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,486920,4463,40701,3164,136074,5591,169829,5324,86933,4790,53383,3212,403539,6136,33174,2529,112049,5026,140611,5469,73276,4337,44429,3084,47248,4752,4052,1243,14472,2261,17566,2801,7084,1531,4074,1057,9749,1730,1741,686,2852,786,2975,844,1444,660,737,419,26384,3284,1734,743,6701,1645,8677,1468,5129,1115,4143,1401,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4608188,11016,595767,13723,1110819,15719,1554889,19411,837482,15694,509231,11298,3971494,16316,521177,12827,960647,15249,1329108,19292,713273,14717,447289,11047,459519,13442,54098,3901,112723,6995,164283,7755,88458,5437,39957,3637,75446,5645,11780,1753,18420,2684,30702,3560,10402,1645,4142,1018,101729,7422,8712,1827,19029,2714,30796,3591,25349,3101,17843,2251,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2002380,7705,265894,8663,682503,11857,585649,11397,299992,8183,168342,6656,1750211,10550,231091,7707,598537,11559,508140,10513,265195,7881,147248,6405,140746,7811,18548,2590,48342,4616,42902,3629,19332,2747,11622,1736,66832,5107,11140,1895,23357,2397,20074,2761,7644,1821,4617,1227,44591,4368,5115,1295,12267,1936,14533,2228,7821,1490,4855,1377,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26550615,23077,4420076,36597,5542771,37048,7731424,40303,5554535,43427,3301809,29954,23493434,48052,4032453,33901,4934626,35030,6830600,41666,4822859,40638,2872896,28304,1977771,35914,271846,12333,406111,14239,584921,15333,458341,12474,256552,9727,673066,19086,86837,5842,125596,7340,192947,8195,167770,7158,99916,6549,406344,11602,28940,3704,76438,5340,122956,6349,105565,6643,72445,4693,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3785502,13200,315376,10833,811953,15793,1109265,14385,974943,11469,573965,11813,3213630,16592,271697,10742,700252,15506,933363,14133,818968,11039,489350,10800,271548,12179,23238,3427,55723,4439,84036,5171,70958,5306,37593,3992,177162,7895,14326,2807,35446,3772,51887,3891,50991,3524,24512,2644,123162,8799,6115,1557,20532,3180,39979,4095,34026,3292,22510,2806,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2484605,7597,236506,8831,675645,14440,608961,13078,533626,11142,429867,8611,2232336,10234,210107,8095,612596,13749,548913,12452,478158,10160,382562,8726,154019,7982,18431,2713,41818,3558,38065,3407,30306,3435,25399,2899,41327,4061,4511,1090,10907,2337,11841,1761,7917,1168,6151,1396,56923,4914,3457,1396,10324,1535,10142,1608,17245,2757,15755,2050,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,669156,4470,62385,5032,215252,7623,179146,5863,121233,5055,91140,4925,600623,5111,56824,4707,193305,7543,161332,5596,108000,5180,81162,4823,40877,3745,3843,1055,15729,2342,10285,1631,6650,1373,4370,1199,5978,1840,659,514,2032,871,1475,715,1105,733,707,588,21678,3242,1059,498,4186,1420,6054,1578,5478,1345,4901,1328,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,498736,5398,48460,3894,87235,5246,80599,4699,119411,6302,163031,5597,409895,5252,43786,3809,74832,4955,68028,4365,93696,5565,129553,5076,45384,4182,2991,1073,7817,1571,6030,1215,12567,2062,15979,2401,0,198,0,198,0,198,0,198,0,198,0,198,43457,4001,1683,723,4586,1209,6541,1462,13148,2007,17499,2687,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14738686,21535,1716423,29054,4261375,40202,4424678,31997,2767367,29875,1568843,18777,12886828,31724,1499502,27982,3738963,37797,3876263,30707,2394017,29359,1378083,19128,1135294,26567,140225,9060,329443,12425,333360,13023,223023,10004,109243,6231,426338,16982,53405,4281,123332,9610,124485,6681,84522,7214,40594,4027,290226,12643,23291,3266,69637,4990,90570,6358,65805,4883,40923,3572,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
