GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002MA,B17001A_002EA,B17001A_003MA,B17001A_003EA,B17001A_004EA,B17001A_004MA,B17001A_005MA,B17001A_005EA,B17001A_006MA,B17001A_006EA,B17001A_007MA,B17001A_007EA,B17001A_008MA,B17001A_008EA,B17001A_009EA,B17001A_009MA,B17001A_010EA,B17001A_010MA,B17001A_011MA,B17001A_011EA,B17001A_012MA,B17001A_012EA,B17001A_013MA,B17001A_013EA,B17001A_014MA,B17001A_014EA,B17001A_015EA,B17001A_015MA,B17001A_016MA,B17001A_016EA,B17001A_017MA,B17001A_017EA,B17001A_018MA,B17001A_018EA,B17001A_019MA,B17001A_019EA,B17001A_020EA,B17001A_020MA,B17001A_021EA,B17001A_021MA,B17001A_022EA,B17001A_022MA,B17001A_023EA,B17001A_023MA,B17001A_024MA,B17001A_024EA,B17001A_025MA,B17001A_025EA,B17001A_026EA,B17001A_026MA,B17001A_027EA,B17001A_027MA,B17001A_028EA,B17001A_028MA,B17001A_029EA,B17001A_029MA,B17001A_030MA,B17001A_030EA,B17001A_031EA,B17001A_031MA,B17001A_032EA,B17001A_032MA,B17001A_033EA,B17001A_033MA,B17001A_034EA,B17001A_034MA,B17001A_035MA,B17001A_035EA,B17001A_036MA,B17001A_036EA,B17001A_037EA,B17001A_037MA,B17001A_038EA,B17001A_038MA,B17001A_039EA,B17001A_039MA,B17001A_040MA,B17001A_040EA,B17001A_041MA,B17001A_041EA,B17001A_042MA,B17001A_042EA,B17001A_043EA,B17001A_043MA,B17001A_044EA,B17001A_044MA,B17001A_045MA,B17001A_045EA,B17001A_046MA,B17001A_046EA,B17001A_047MA,B17001A_047EA,B17001A_048EA,B17001A_048MA,B17001A_049EA,B17001A_049MA,B17001A_050MA,B17001A_050EA,B17001A_051MA,B17001A_051EA,B17001A_052MA,B17001A_052EA,B17001A_053EA,B17001A_053MA,B17001A_054EA,B17001A_054MA,B17001A_055MA,B17001A_055EA,B17001A_056MA,B17001A_056EA,B17001A_057MA,B17001A_057EA,B17001A_058MA,B17001A_058EA,B17001A_059EA,B17001A_059MA,state
0400000US01,3245945,7170,397399,16158,170556,8461,16481,2431,1968,703,18636,2744,10262,2185,3903,896,4886,1233,24279,2968,20338,2309,17096,2057,17931,2078,19886,2365,8976,1573,5914,1165,226843,10449,15318,1914,2943,935,17154,2280,8750,1774,2823,925,5136,1166,32771,3129,33209,3364,24785,2973,22962,2362,28820,2976,17365,2067,14807,1553,2848546,16885,1415968,9465,71447,3090,14998,2031,97247,3919,50205,3265,15279,1824,35144,1995,110144,3848,179222,3599,176152,2687,201369,2494,205355,2443,162518,1972,96888,1438,1432578,10558,71242,2515,13382,1889,94061,3870,48177,3661,18619,2006,32877,2383,96999,3534,168612,3369,168610,3245,200347,2874,210807,2945,175531,2108,133314,1898,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,465528,3684,35573,3896,17893,2265,1424,628,119,102,1396,608,392,326,191,174,169,134,3458,1099,2929,850,1357,577,1933,627,2604,861,1310,514,611,430,17680,2468,1483,620,168,198,1662,716,1058,730,366,297,282,181,1795,691,3324,857,1454,625,1817,640,2055,662,1178,561,1038,484,429955,5585,226308,3581,13432,820,2307,853,15048,1420,7871,1105,2275,553,5203,588,16048,1498,37145,1219,31217,1196,31567,813,34234,1027,21528,639,8433,489,203647,3326,12806,887,2007,668,13831,1314,7024,1256,3278,626,3863,760,15390,819,31260,1097,28441,1067,27428,814,30893,756,18596,605,8830,608,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5339610,25482,686351,22910,318516,11561,29191,3545,3888,846,40478,3942,15881,2023,5345,1039,12205,1952,45711,4169,33541,3469,31485,3456,29586,2915,32905,2578,23144,2392,15156,1821,367835,14084,30896,3171,5089,1434,35597,3466,14388,2237,5622,1273,10468,1654,45686,4101,52695,4219,41455,2654,33058,3205,42813,3551,26913,3091,23155,2287,4653259,30169,2311590,14558,123440,3566,24490,2592,159738,4947,84489,4344,27649,2362,56075,2920,186240,5330,312304,5323,284162,4371,293422,3391,302196,2894,268654,2757,188731,1907,2341669,19082,116300,4104,21030,2671,154425,5292,84631,4065,28873,2498,54517,3066,168612,5573,283872,5961,275155,3471,303408,4120,327534,4060,301299,3314,222013,2440,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2232138,7403,303436,15203,138831,8290,12840,1968,2928,837,15682,2296,6703,1345,3075,1153,4613,1238,18552,2968,16478,2227,14260,2076,14734,1973,16132,2105,8376,1253,4458,1029,164605,8691,10010,1512,1655,685,15695,2352,6926,1687,1403,617,4434,1264,21954,2492,24466,2461,20563,2225,16638,2108,17204,2125,10753,1590,12904,1620,1928702,14980,960461,8964,53621,2017,10110,1515,66861,3432,36767,2887,12938,1816,25028,2063,73524,3496,125313,3291,121398,2913,128089,2135,130204,2273,106492,1668,70116,1306,968241,8780,51012,2258,11427,1844,66469,3568,28876,2513,10963,1258,22160,1557,67034,3344,115895,3327,117312,2745,129496,2222,141537,2123,120381,1648,85679,2006,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22769478,69014,2763309,49918,1263998,26892,121728,7254,23020,2904,152844,7840,64240,4485,20206,2437,47413,4391,163865,8110,154015,6741,135073,6830,125361,6795,136195,5483,69655,4402,50383,3808,1499311,29253,107531,6777,21750,2659,139379,7818,66647,4231,21406,2469,44251,3736,184799,7456,218622,8329,181916,6976,154498,6672,151383,6298,102959,5180,104170,4461,20006169,82036,10073436,45538,548652,9465,103470,5719,696655,12581,344937,9715,117302,5185,241823,5289,812509,12499,1537084,14008,1331561,12283,1403023,10991,1357802,8083,958865,6123,619753,5251,9932733,44300,527305,8848,99199,5742,650369,12553,343426,9143,112247,4549,227009,6324,743802,10222,1383704,12721,1234010,9900,1354300,9625,1400122,8878,1045778,6313,811462,6181,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4621959,13500,441148,17927,200795,9114,16977,2832,2557,764,18739,2711,8156,1503,2253,922,5790,1360,38947,3247,27057,2791,19132,2522,20332,2682,23209,2704,12267,1535,5379,1021,240353,11214,14720,2613,3584,1026,18465,2829,8729,1844,1720,647,5998,1376,43591,3726,36766,3338,24516,2496,23434,2621,27164,2358,16767,1839,14899,1887,4180811,20520,2111305,11429,115730,3389,25505,2409,151488,5220,81868,4382,26488,2227,51250,2277,159183,4061,337483,4051,299382,4091,283149,3452,279284,3251,195626,1978,104869,1888,2069506,12292,112282,3073,22410,2071,142888,4037,76878,4353,23355,2039,52366,2363,139330,4087,306393,3930,281067,3581,280574,3650,290850,2839,207984,2382,133129,2281,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2648178,12509,194971,11363,82311,5664,5547,1314,1028,577,7995,1792,3741,1154,2153,870,1966,679,11758,2346,9048,1862,9067,1848,9145,1637,10639,1590,5218,987,5006,1219,112660,7495,6317,1534,786,396,7789,1952,3872,1034,974,398,2992,858,14311,1916,14439,1834,12645,1712,11199,1700,14810,1984,11421,1530,11105,1393,2453207,14736,1210589,8283,56030,2155,9264,1463,74868,3663,46634,3611,16114,1535,30723,1964,97920,3067,142537,2849,137586,2800,186195,2093,198404,2197,131831,1345,82483,1584,1242618,9373,51702,1855,9863,1912,72363,3036,42418,2480,15462,1593,27795,1647,87260,2708,133203,2818,139354,2409,193260,2385,205403,2253,143912,1883,120623,1807,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,647602,4029,69028,6550,30647,3634,2763,1076,104,102,3075,828,1239,642,357,304,726,483,4380,1084,3224,1128,3342,1003,3415,957,3927,1002,2716,826,1379,626,38381,4158,3129,996,410,328,2123,909,882,524,801,524,882,543,4516,1133,5011,1162,4695,1163,5812,1250,4738,1233,3449,889,1933,667,578574,6942,284147,3908,13004,1178,2415,770,19525,1658,8692,1389,3045,792,6868,976,18707,1612,38785,1304,31791,1386,38897,1277,43301,1149,36621,867,22496,715,294427,4370,12650,960,2958,1152,16300,1762,10597,1804,2790,662,5733,900,17494,1472,37227,1445,31787,1296,38763,1270,47844,1397,40958,997,29326,844,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,267497,4940,17735,2427,7878,1989,65,107,57,98,184,295,136,161,0,208,86,107,1760,721,2098,1057,1238,589,600,411,891,602,573,454,190,198,9857,1670,75,128,196,281,99,140,73,122,67,107,115,182,3766,1000,3259,1011,429,388,898,455,511,304,140,191,229,254,249762,4901,125170,3310,8295,683,962,410,4434,768,1841,511,405,274,987,339,4964,1137,39581,1288,24268,1105,15458,922,10517,694,8130,533,5328,357,124592,2610,7348,848,830,431,4927,756,1897,626,490,321,523,266,5833,1164,43311,1423,22007,622,12179,730,9693,532,9212,470,6342,417,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15502579,35080,1890554,44301,844638,23229,65696,5078,14353,2226,83186,6876,39001,4089,13502,1971,27093,3195,88451,5218,86932,5206,83458,5924,98230,5836,114805,6482,72534,4188,57397,4364,1045916,25999,64941,5381,10722,2255,76758,6160,34357,4196,12258,1876,23275,3060,108174,6604,139447,6785,118586,6498,119947,6690,135684,6249,98459,5544,103308,4944,13612025,49169,6729205,26700,314045,6385,58559,4873,379159,9685,209150,7918,63733,4015,143617,4876,481773,7193,866438,7463,806398,8057,935192,6628,950293,7216,858176,4898,662672,5601,6882820,29741,295923,6214,52998,4431,380975,9586,190844,8239,66789,4044,139356,4450,426452,7754,796328,8032,779779,7950,947154,7782,1041520,7534,962218,6998,802484,6414,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
