GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001MA,B19001A_001EA,B19001A_002EA,B19001A_002MA,B19001A_003EA,B19001A_003MA,B19001A_004EA,B19001A_004MA,B19001A_005MA,B19001A_005EA,B19001A_006MA,B19001A_006EA,B19001A_007EA,B19001A_007MA,B19001A_008MA,B19001A_008EA,B19001A_009EA,B19001A_009MA,B19001A_010MA,B19001A_010EA,B19001A_011MA,B19001A_011EA,B19001A_012EA,B19001A_012MA,B19001A_013EA,B19001A_013MA,B19001A_014EA,B19001A_014MA,B19001A_015EA,B19001A_015MA,B19001A_016MA,B19001A_016EA,B19001A_017MA,B19001A_017EA,state
0400000US01,1283039,9632,79244,3996,65505,3960,65515,5099,67316,4251,58630,3967,67136,4257,57350,3559,59916,3222,52095,3885,107145,4777,131955,6056,164596,6976,115177,5086,69966,4142,61551,3944,59942,3086,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,181774,3200,6115,1291,4927,926,4421,1011,6423,1342,7204,1447,6289,1246,5908,1056,6063,1256,5468,977,13516,1710,18499,2024,25252,1934,23170,2189,15597,1409,17232,1970,15690,1766,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2104338,11676,127372,5938,84751,4392,93069,4883,106609,5572,95991,5027,96365,4625,97316,4466,103541,5807,88939,4687,171662,6828,223670,8401,272023,6955,193100,7045,112958,5596,116357,4750,120615,5341,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,907964,7326,61069,4266,55092,3601,49776,3141,55000,3883,52740,3427,48573,3821,45247,3522,48507,3558,40892,2745,75719,4015,93901,5045,106015,4625,68232,3846,36768,2843,39444,3257,30989,2526,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8372857,23711,373585,10531,335298,9304,293614,7861,334665,9527,302773,9077,314677,9652,296218,8506,307381,9525,274638,7369,555952,11380,774145,11360,1038730,15641,853555,13658,574867,11223,737378,12775,1005381,15262,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1864952,9353,87749,5254,58866,3550,61584,4021,67919,4482,67568,4229,75408,4302,78700,4526,75934,3860,71465,5010,139992,5147,192333,6684,254025,7464,196310,5290,133505,5305,149640,5598,153954,4794,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1083145,7443,44983,3419,33966,3285,32729,2659,36277,2925,34043,2664,36848,3459,35234,3126,39613,2965,37798,3136,74797,4505,97514,4878,137713,5037,112682,4662,86354,4342,104363,5214,138231,4442,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,261482,4251,14233,1910,10083,1719,9085,1534,9018,1314,9978,1530,12380,1941,10285,1547,9914,1692,9703,1637,19239,1744,30728,3085,36517,3010,26166,2425,15980,1837,19644,2363,18529,1895,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,128669,2932,4155,895,1645,633,980,435,1364,548,1945,747,1808,646,1652,629,1510,577,1494,534,4494,1195,9198,1524,13977,1594,15304,1741,12321,1748,18452,1880,38370,2397,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6130945,21038,374600,11124,270672,8873,301983,9108,316039,9957,299735,10520,317591,9608,302887,10319,307244,8584,266631,9628,511172,10856,615934,11473,762531,14441,498889,11302,296177,9592,319556,9100,369304,8850,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2317485,13010,122744,6336,88207,5040,96416,5097,104294,5954,97305,5432,105398,6106,101073,5357,104954,6325,90551,5299,176353,6635,239782,7535,306469,8257,217779,7365,141765,6409,154955,5391,169440,5892,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,152428,3786,9324,1444,4875,1009,4434,885,6245,1085,4268,978,5690,1239,4271,1071,6287,1202,4262,980,9543,1554,13432,1412,22541,2631,18078,1733,10265,1592,14619,1837,14294,1397,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,574554,6719,33176,3541,26671,2924,24584,2633,32060,3084,30384,2752,32718,3291,28469,2739,29923,2585,28343,3044,51313,3738,65858,4554,74353,4118,47771,3715,26011,2760,23837,2796,19083,1992,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3618658,14313,181614,6552,124766,5027,139477,5452,148511,5618,140189,5457,152332,5862,144037,5871,139781,6530,133293,5555,274343,7359,368123,8408,486756,10725,364446,8377,240540,6130,275879,7010,304571,7166,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2198699,11648,118177,5789,95882,5000,100869,5344,111315,5953,103655,5057,114981,5822,108110,5305,111457,4931,91682,4599,188252,6619,243634,7037,304527,8021,194844,6187,112993,4562,105882,4588,92439,5170,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1168129,6630,53584,2840,49903,2920,53739,3061,56944,3200,50828,3155,56574,3392,57379,3522,58278,3247,51747,3142,94833,3721,131022,5536,165989,5343,116420,4609,63659,3321,59412,3250,47818,3182,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,989369,6235,47990,3079,41135,2955,44060,3207,44219,3123,48430,3521,51642,2805,49097,3041,48064,2693,44777,3021,84700,3965,108939,4708,130145,5429,91463,4839,54525,3159,50381,3130,49802,3157,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1524795,9699,130778,5065,90235,5193,83005,4568,86826,4532,72928,4378,84769,4347,76768,4442,73281,3744,63303,3973,118897,4992,146278,5910,184832,6477,119896,4563,73330,3972,62178,3637,57491,3260,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130363,9093,76564,4613,58389,3936,54639,3549,59788,3513,55521,4345,53003,3783,44838,3393,51229,3395,46128,3670,89221,5344,112448,4181,136853,5692,107856,4658,60573,3893,63218,3726,60095,3445,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,521031,5785,28702,2678,30013,2677,27415,2802,23078,2205,26095,2307,25800,2477,23131,2196,25017,2170,20823,1987,41915,3041,58569,3475,71429,3439,45986,3282,27201,2586,24441,2204,21416,2303,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
