GEO_ID,B07011_001E,B07011_001M,B07011_002E,B07011_002M,B07011_003E,B07011_003M,B07011_004E,B07011_004M,B07011_005E,B07011_005M,B07011_006E,B07011_006M,NAME,B07011_001EA,B07011_001MA,B07011_002EA,B07011_002MA,B07011_003EA,B07011_003MA,B07011_004EA,B07011_004MA,B07011_005MA,B07011_005EA,B07011_006EA,B07011_006MA,state
0400000US01,25055,318,25790,307,21734,668,20037,1775,18852,2852,31052,7378,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31686,614,32507,1155,30587,1147,19170,4238,31647,2517,12190,10239,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29182,390,30068,290,26757,618,20031,1917,27011,1266,20662,3635,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24778,422,25574,368,20952,853,18667,2544,22142,2519,13644,7949,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31136,90,31305,99,30384,333,28380,1495,31793,633,21619,1337,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34945,386,35905,264,30559,772,31555,808,30224,1712,21538,4063,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36009,408,36885,462,31272,1193,27371,3919,30436,2910,14829,5616,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,32130,576,33148,1433,27644,2041,25318,7837,26207,5265,21599,3631,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,49075,2327,50586,877,50254,6110,-666666666,-222222222,35008,8253,36277,15515,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,11
0400000US12,26667,128,26975,140,25438,495,23703,1096,26834,860,17005,1207,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28415,377,29424,417,25074,887,24013,1254,25387,1191,19009,4097,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35177,586,35383,506,32562,2756,31801,10081,34082,4186,31059,6506,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25688,490,26907,514,20888,1182,16606,2421,23693,2812,12267,8155,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31666,151,32181,163,27210,718,26709,1233,25647,1315,18553,4059,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28756,368,30132,216,22795,1059,21323,957,20753,1654,14044,4133,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30974,259,32128,298,23511,1168,21832,1625,21701,1923,16497,5100,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30124,289,31246,286,24544,1340,20863,1315,22525,2124,14606,4522,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25791,294,26554,295,21617,738,20213,1375,22367,1913,20336,2069,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24871,377,25498,323,20783,861,20664,1186,21535,1373,19086,8289,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27980,691,29020,719,23019,2289,18007,2596,21818,4538,12837,11129,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38296,499,39376,558,33356,1714,35872,1919,34610,2604,22764,5545,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,36349,278,37073,314,31907,812,34888,2792,27397,3317,14692,3608,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,28747,259,30026,194,23250,863,21570,715,25784,1788,20401,3359,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34709,373,35947,252,29685,1452,26917,1264,24947,2137,12319,2668,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24020,453,24982,433,20434,1349,17415,2305,20869,1964,17848,9374,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28152,399,29653,414,24162,1179,20699,847,21150,1336,19428,5680,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,27191,509,28968,754,21692,1201,16461,2263,19574,2030,12182,14309,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31436,270,32605,620,25564,1033,23523,2880,20450,2201,15039,7883,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30446,260,30905,314,27542,1333,22116,2434,26660,2213,24679,7850,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34060,909,35808,649,26945,1685,30143,2187,27327,3149,16996,3854,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,36331,219,36601,249,32056,948,36379,2189,41002,2172,19576,2355,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24856,558,25516,474,20496,1353,20066,2730,21405,2475,13490,6668,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,31750,119,32095,136,30050,698,26540,1122,27169,2076,17731,2705,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,27494,260,28320,314,24959,938,22461,1075,25584,1620,20688,2914,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,33648,944,36078,678,30483,2215,21290,3177,18235,3689,15005,4200,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,28831,261,30250,162,23062,708,20960,820,21492,1220,15440,4188,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,26288,254,27480,396,21921,558,20193,1164,17860,1893,13157,7978,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29841,465,30686,332,25956,809,25329,2794,24407,1964,20567,6357,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30285,143,30896,142,25347,656,22995,1667,24031,2044,16702,4392,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,30402,540,31453,634,22584,2651,30611,10210,20399,5411,11183,7436,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,26086,220,26511,244,24132,1585,20209,1189,23553,2102,18202,7215,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30245,359,31493,433,23726,2630,21642,1922,19335,2615,5544,7314,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,26670,233,27227,273,22307,566,22635,1391,26329,1456,18057,4086,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,29868,234,30324,126,26473,412,26424,738,30130,1230,18583,2873,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29910,417,30947,284,25840,811,23237,2072,21449,1479,12973,2556,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,29800,925,30618,603,26693,1832,23166,6632,20661,3520,9905,6596,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
