GEO_ID,B23002I_001E,B23002I_001M,B23002I_002E,B23002I_002M,B23002I_003E,B23002I_003M,B23002I_004E,B23002I_004M,B23002I_005E,B23002I_005M,B23002I_006E,B23002I_006M,B23002I_007E,B23002I_007M,B23002I_008E,B23002I_008M,B23002I_009E,B23002I_009M,B23002I_010E,B23002I_010M,B23002I_011E,B23002I_011M,B23002I_012E,B23002I_012M,B23002I_013E,B23002I_013M,B23002I_014E,B23002I_014M,B23002I_015E,B23002I_015M,B23002I_016E,B23002I_016M,B23002I_017E,B23002I_017M,B23002I_018E,B23002I_018M,B23002I_019E,B23002I_019M,B23002I_020E,B23002I_020M,B23002I_021E,B23002I_021M,B23002I_022E,B23002I_022M,B23002I_023E,B23002I_023M,B23002I_024E,B23002I_024M,B23002I_025E,B23002I_025M,B23002I_026E,B23002I_026M,B23002I_027E,B23002I_027M,B23002I_028E,B23002I_028M,B23002I_029E,B23002I_029M,B23002I_030E,B23002I_030M,B23002I_031E,B23002I_031M,B23002I_032E,B23002I_032M,B23002I_033E,B23002I_033M,B23002I_034E,B23002I_034M,B23002I_035E,B23002I_035M,B23002I_036E,B23002I_036M,B23002I_037E,B23002I_037M,B23002I_038E,B23002I_038M,B23002I_039E,B23002I_039M,B23002I_040E,B23002I_040M,B23002I_041E,B23002I_041M,B23002I_042E,B23002I_042M,B23002I_043E,B23002I_043M,B23002I_044E,B23002I_044M,B23002I_045E,B23002I_045M,B23002I_046E,B23002I_046M,B23002I_047E,B23002I_047M,B23002I_048E,B23002I_048M,B23002I_049E,B23002I_049M,B23002I_050E,B23002I_050M,B23002I_051E,B23002I_051M,B23002I_052E,B23002I_052M,B23002I_053E,B23002I_053M,B23002I_054E,B23002I_054M,B23002I_055E,B23002I_055M,B23002I_056E,B23002I_056M,B23002I_057E,B23002I_057M,B23002I_058E,B23002I_058M,B23002I_059E,B23002I_059M,B23002I_060E,B23002I_060M,B23002I_061E,B23002I_061M,B23002I_062E,B23002I_062M,B23002I_063E,B23002I_063M,B23002I_064E,B23002I_064M,B23002I_065E,B23002I_065M,B23002I_066E,B23002I_066M,B23002I_067E,B23002I_067M,B23002I_068E,B23002I_068M,B23002I_069E,B23002I_069M,B23002I_070E,B23002I_070M,B23002I_071E,B23002I_071M,B23002I_072E,B23002I_072M,B23002I_073E,B23002I_073M,B23002I_074E,B23002I_074M,B23002I_075E,B23002I_075M,B23002I_076E,B23002I_076M,B23002I_077E,B23002I_077M,B23002I_078E,B23002I_078M,B23002I_079E,B23002I_079M,NAME,B23002I_001EA,B23002I_001MA,B23002I_002MA,B23002I_002EA,B23002I_003MA,B23002I_003EA,B23002I_004MA,B23002I_004EA,B23002I_005EA,B23002I_005MA,B23002I_006EA,B23002I_006MA,B23002I_007EA,B23002I_007MA,B23002I_008EA,B23002I_008MA,B23002I_009MA,B23002I_009EA,B23002I_010MA,B23002I_010EA,B23002I_011MA,B23002I_011EA,B23002I_012EA,B23002I_012MA,B23002I_013EA,B23002I_013MA,B23002I_014MA,B23002I_014EA,B23002I_015MA,B23002I_015EA,B23002I_016MA,B23002I_016EA,B23002I_017EA,B23002I_017MA,B23002I_018EA,B23002I_018MA,B23002I_019MA,B23002I_019EA,B23002I_020MA,B23002I_020EA,B23002I_021MA,B23002I_021EA,B23002I_022EA,B23002I_022MA,B23002I_023EA,B23002I_023MA,B23002I_024MA,B23002I_024EA,B23002I_025MA,B23002I_025EA,B23002I_026MA,B23002I_026EA,B23002I_027EA,B23002I_027MA,B23002I_028EA,B23002I_028MA,B23002I_029EA,B23002I_029MA,B23002I_030MA,B23002I_030EA,B23002I_031MA,B23002I_031EA,B23002I_032EA,B23002I_032MA,B23002I_033EA,B23002I_033MA,B23002I_034EA,B23002I_034MA,B23002I_035MA,B23002I_035EA,B23002I_036MA,B23002I_036EA,B23002I_037MA,B23002I_037EA,B23002I_038EA,B23002I_038MA,B23002I_039EA,B23002I_039MA,B23002I_040EA,B23002I_040MA,B23002I_041EA,B23002I_041MA,B23002I_042EA,B23002I_042MA,B23002I_043EA,B23002I_043MA,B23002I_044EA,B23002I_044MA,B23002I_045EA,B23002I_045MA,B23002I_046EA,B23002I_046MA,B23002I_047MA,B23002I_047EA,B23002I_048MA,B23002I_048EA,B23002I_049EA,B23002I_049MA,B23002I_050EA,B23002I_050MA,B23002I_051EA,B23002I_051MA,B23002I_052EA,B23002I_052MA,B23002I_053EA,B23002I_053MA,B23002I_054EA,B23002I_054MA,B23002I_055EA,B23002I_055MA,B23002I_056EA,B23002I_056MA,B23002I_057EA,B23002I_057MA,B23002I_058EA,B23002I_058MA,B23002I_059MA,B23002I_059EA,B23002I_060MA,B23002I_060EA,B23002I_061MA,B23002I_061EA,B23002I_062EA,B23002I_062MA,B23002I_063EA,B23002I_063MA,B23002I_064MA,B23002I_064EA,B23002I_065MA,B23002I_065EA,B23002I_066MA,B23002I_066EA,B23002I_067EA,B23002I_067MA,B23002I_068EA,B23002I_068MA,B23002I_069MA,B23002I_069EA,B23002I_070MA,B23002I_070EA,B23002I_071MA,B23002I_071EA,B23002I_072EA,B23002I_072MA,B23002I_073EA,B23002I_073MA,B23002I_074MA,B23002I_074EA,B23002I_075MA,B23002I_075EA,B23002I_076MA,B23002I_076EA,B23002I_077EA,B23002I_077MA,B23002I_078EA,B23002I_078MA,B23002I_079MA,B23002I_079EA,state
0400000US01,125755,1954,66710,2120,5497,1194,1906,766,0,200,1906,766,1119,527,787,568,3591,1003,8912,1703,6963,1476,69,89,6894,1480,6545,1488,349,323,1949,860,43403,1628,38362,1782,383,326,37979,1772,37077,1825,902,636,5041,996,4923,934,3099,869,0,200,3099,869,3090,869,9,18,1824,775,2246,928,963,473,873,452,90,101,1283,731,1729,838,306,240,306,240,0,200,1423,789,59045,2355,7092,1599,3037,1220,0,200,3037,1220,2963,1209,74,128,4055,981,8663,1708,5530,1247,0,200,5530,1247,5141,1278,389,327,3133,1182,34477,2178,18383,1632,69,119,18314,1643,17458,1597,856,439,16094,1963,4610,1035,1846,725,0,200,1846,725,1778,706,68,129,2764,870,1552,681,334,286,334,286,0,200,1218,651,2651,751,64,93,64,93,0,200,2587,729,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,35874,541,18590,572,1906,603,812,451,75,119,737,466,435,373,302,356,1094,494,3181,851,2701,882,988,648,1713,713,1299,587,414,593,480,481,11158,819,10139,988,1487,656,8652,1025,8521,1006,131,151,1019,525,1251,499,853,404,0,153,853,404,786,381,67,126,398,318,553,445,0,153,0,153,0,153,553,445,541,298,134,173,48,84,86,148,407,246,17284,593,1843,583,907,430,0,153,907,430,855,443,52,95,936,518,2492,505,2058,544,266,338,1792,558,1792,558,0,153,434,265,10228,532,7742,984,108,185,7634,1002,7086,990,548,400,2486,961,1196,359,725,280,0,153,725,280,725,280,0,153,471,268,686,431,395,396,395,396,0,153,291,251,839,367,40,52,40,52,0,153,799,363,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560553,2730,780866,1975,82690,2085,34893,2552,239,239,34654,2547,26861,2580,7793,1411,47797,2644,100607,1167,81915,2554,945,420,80970,2567,74927,2805,6043,1610,18692,2381,449879,1128,384894,4743,1473,640,383421,4574,367554,5361,15867,2527,64985,4339,81215,483,55274,1959,0,208,55274,1959,53271,2040,2003,661,25941,2003,27267,1633,9693,1511,9407,1549,286,306,17574,1772,39208,1727,6003,1097,5690,1103,313,245,33205,1798,779687,2095,78898,2117,31212,2476,140,184,31072,2467,25305,2423,5767,1482,47686,2571,95358,992,73671,2991,547,314,73124,2999,66870,3193,6254,1569,21687,2782,434360,1098,304283,5401,1105,863,303178,5381,285011,5829,18167,2857,130077,5424,88446,523,45737,3129,0,208,45737,3129,43887,3143,1850,617,42709,3157,29667,1977,6095,1288,6095,1288,0,208,23572,1862,52958,2014,4050,1003,3958,1007,92,112,48908,1931,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,143793,1579,75240,1887,9900,1379,4052,1047,75,115,3977,1015,3200,824,777,510,5848,1002,9825,1158,8335,1175,75,131,8260,1189,7895,1180,365,292,1490,750,45992,1939,41633,2101,287,340,41346,2141,39717,2007,1629,759,4359,1182,5487,916,4379,928,0,201,4379,928,4181,937,198,212,1108,520,2573,1116,1608,929,1608,929,0,201,965,506,1463,527,203,184,137,154,66,99,1260,507,68553,2008,6924,1268,3397,956,7,12,3390,955,2953,886,437,301,3527,860,10012,1133,7649,1204,94,196,7555,1252,6766,1361,789,672,2363,801,41361,1577,27155,2148,0,201,27155,2148,26224,2058,931,538,14206,1896,5846,1018,3391,844,0,201,3391,844,3391,844,0,201,2455,755,1732,642,511,407,511,407,0,201,1221,540,2678,776,329,302,329,302,0,201,2349,697,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11284723,7924,5654659,5191,530977,5570,167794,4789,3099,1159,164695,4513,126858,4969,37837,2339,363183,6574,677761,2158,527067,7282,8278,1530,518789,7325,458771,8919,60018,4930,150694,6759,3345600,1662,2981459,9149,10931,2107,2970528,9618,2833643,11688,136885,6861,364141,9149,624098,1274,459395,6295,0,210,459395,6295,434723,6967,24672,2857,164703,6289,181672,4968,63192,3598,60497,3463,2695,813,118480,4460,294551,4809,36365,3385,33428,3110,2937,1017,258186,4571,5630064,5016,506505,5510,153836,6002,359,259,153477,6043,117753,5732,35724,3032,352669,6757,648035,2110,459793,7610,1383,747,458410,7605,418504,7500,39906,3771,188242,7398,3189750,1306,2258508,15879,2232,1010,2256276,15992,2115840,15345,140436,5958,931242,15769,661086,914,362363,7440,0,210,362363,7440,343966,6971,18397,2617,298723,7520,212832,5114,48412,3460,46479,3478,1933,695,164420,5363,411856,5099,24544,2533,23343,2429,1201,538,387312,5367,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,857653,2264,432540,2110,45200,2320,22663,2024,361,193,22302,2034,18042,1766,4260,1095,22537,2293,50265,1692,42478,2294,1029,515,41449,2224,39322,2170,2127,921,7787,1805,257854,1623,226394,3527,2535,931,223859,3725,216741,4065,7118,1508,31460,3094,43487,999,30692,1312,0,200,30692,1312,28947,1418,1745,751,12795,1589,14016,1343,4240,960,4100,941,140,151,9776,1212,21718,1348,2728,797,2671,789,57,100,18990,1494,425113,1849,44476,2254,18676,2532,136,167,18540,2549,15905,2358,2635,992,25800,2581,47598,1733,39402,2242,245,227,39157,2235,36888,2401,2269,994,8196,1625,241379,1854,172575,4490,546,539,172029,4515,165214,4630,6815,1444,68804,4344,46931,843,26354,1845,78,131,26276,1843,25041,1937,1235,536,20577,1965,15758,1454,3645,981,3551,986,94,109,12113,1398,28971,1342,2130,690,2095,690,35,59,26841,1374,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,417972,1499,207357,1082,20338,1119,7417,1367,185,224,7232,1368,5177,1312,2055,841,12921,1546,25460,901,18237,1467,262,277,17975,1588,14285,1605,3690,1457,7223,1451,125120,691,107500,2348,47,79,107453,2338,99342,2951,8111,1706,17620,2227,21082,630,13218,1279,0,207,13218,1279,12376,1315,842,398,7864,1321,6994,849,3061,1023,3061,1023,0,207,3933,890,8363,876,1189,496,1189,496,0,207,7174,985,210615,1301,17817,1447,7024,1418,0,207,7024,1418,5707,1336,1317,519,10793,1478,23724,908,17901,1327,0,207,17901,1327,15031,1379,2870,1110,5823,1295,124928,861,91333,3184,0,207,91333,3184,82763,3460,8570,1654,33595,3085,23575,525,12406,1593,0,207,12406,1593,11110,1391,1296,781,11169,1639,8064,1240,2130,821,2095,826,35,59,5934,1295,12507,1035,808,487,808,487,0,207,11699,1142,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,60984,423,31461,323,3429,683,853,483,12,26,841,484,841,484,0,198,2576,682,3337,694,2770,645,12,26,2758,645,2673,638,85,109,567,401,19804,482,17367,1143,54,97,17313,1137,16313,1227,1000,779,2437,933,2865,453,2053,690,0,198,2053,690,2053,690,0,198,812,674,788,453,378,388,378,388,0,198,410,290,1238,323,213,214,213,214,0,198,1025,374,29523,441,3191,554,1067,513,0,198,1067,513,837,419,230,344,2124,702,3265,680,2217,820,0,198,2217,820,2217,820,0,198,1048,629,18060,619,9761,1441,0,198,9761,1441,9136,1378,625,557,8299,1451,2696,298,1225,380,0,198,1225,380,1225,380,0,198,1471,435,1112,267,206,210,206,210,0,198,906,313,1199,313,16,29,16,29,0,198,1183,311,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,57026,590,28938,496,1563,713,132,154,0,208,132,154,132,154,0,208,1431,675,2714,527,1065,622,31,64,1034,617,1034,617,0,208,1649,593,20270,-555555555,19232,529,664,345,18568,630,18176,736,392,347,1038,530,2665,-555555555,2208,215,0,208,2208,215,2110,239,98,163,457,215,501,401,105,132,105,132,0,208,396,408,1225,402,458,323,458,323,0,208,767,395,28088,421,2086,655,319,238,0,208,319,238,290,223,29,69,1767,612,2208,511,1586,506,33,68,1553,508,1483,495,70,89,622,302,18219,-555555555,15304,938,102,144,15202,960,14182,983,1020,620,2915,939,2865,-555555555,2238,364,0,208,2238,364,2089,387,149,231,627,364,1419,281,672,364,497,370,175,193,747,396,1291,281,212,286,212,286,0,208,1079,116,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4208756,3993,2056631,3400,152690,3867,49050,3967,931,504,48119,3963,38916,3477,9203,2121,103640,4446,192739,3366,148527,4312,2627,1078,145900,4493,133740,4317,12160,2115,44212,3268,1189610,2963,1053859,7277,4212,1238,1049647,7379,1010608,9064,39039,3985,135751,7278,256975,1665,188564,4762,0,226,188564,4762,180933,4913,7631,1544,68411,4756,85981,3688,34820,3257,34034,3173,786,498,51161,3264,178636,3983,21286,2113,19805,2071,1481,452,157350,3988,2152125,3573,144073,3721,44834,3826,27,54,44807,3815,37924,3608,6883,1662,99239,4112,173624,2463,121821,4926,728,323,121093,4935,112179,4971,8914,1809,51803,3962,1168171,2686,869595,10011,1466,700,868129,10153,819346,9923,48783,4336,298576,9855,291256,1594,169393,5050,0,226,169393,5050,158657,5070,10736,1973,121863,4921,106370,3836,25007,2489,24032,2479,975,464,81363,3748,268631,3980,13805,1680,13352,1669,453,244,254826,4117,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
