GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001MA,B18106_001EA,B18106_002EA,B18106_002MA,B18106_003EA,B18106_003MA,B18106_004EA,B18106_004MA,B18106_005MA,B18106_005EA,B18106_006MA,B18106_006EA,B18106_007MA,B18106_007EA,B18106_008EA,B18106_008MA,B18106_009MA,B18106_009EA,B18106_010MA,B18106_010EA,B18106_011MA,B18106_011EA,B18106_012EA,B18106_012MA,B18106_013EA,B18106_013MA,B18106_014EA,B18106_014MA,B18106_015MA,B18106_015EA,B18106_016MA,B18106_016EA,B18106_017EA,B18106_017MA,B18106_018MA,B18106_018EA,B18106_019EA,B18106_019MA,B18106_020MA,B18106_020EA,B18106_021MA,B18106_021EA,B18106_022MA,B18106_022EA,B18106_023MA,B18106_023EA,B18106_024EA,B18106_024MA,B18106_025EA,B18106_025MA,B18106_026MA,B18106_026EA,B18106_027MA,B18106_027EA,B18106_028MA,B18106_028EA,B18106_029MA,B18106_029EA,B18106_030EA,B18106_030MA,B18106_031MA,B18106_031EA,B18106_032MA,B18106_032EA,B18106_033MA,B18106_033EA,state
0400000US01,4504615,3339,2153447,5213,411444,4217,5232,1210,406212,4383,520215,3663,7976,1592,512239,4015,880682,3743,30187,2840,850495,4413,218704,2414,12844,2027,205860,2969,122402,1564,15919,1738,106483,2142,2351168,4762,392104,3455,2657,792,389447,3495,551807,4093,5630,1337,546177,4104,965447,4483,31349,3272,934098,5606,256376,2450,13676,1989,242700,3333,185434,2029,31873,2667,153561,3017,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,663261,2517,340050,2781,67704,1506,732,630,66972,1595,90812,2297,1451,867,89361,2465,140572,1986,2917,1047,137655,2262,29319,854,793,458,28526,924,11643,556,1514,544,10129,746,323211,2016,64201,1491,323,383,63878,1571,84410,1463,1036,700,83374,1585,134050,1486,3403,1160,130647,1988,27107,802,1157,609,25950,1101,13443,590,1774,542,11669,757,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6473181,2493,3175188,4063,607971,2408,6126,1482,601845,2827,801629,3267,7807,1550,793822,3475,1217760,3046,25041,2584,1192719,4139,325812,1317,11941,1583,313871,2046,222016,1374,21575,2511,200441,2707,3297993,3251,587180,2122,3854,1294,583326,2384,776961,2401,4800,1268,772161,2725,1292658,2213,30869,3025,1261789,3843,370320,1497,12728,1628,357592,2304,270874,1364,34671,3271,236203,3294,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2762693,3073,1345493,4779,267738,3343,3584,1113,264154,3370,328497,3191,5974,1453,322523,3442,533566,3046,21330,2301,512236,3972,134649,2156,6533,1409,128116,2598,81043,1222,9955,1301,71088,1893,1417200,4084,252140,3183,3317,1208,248823,3098,326258,3131,4078,1311,322180,3299,574175,3255,21149,2728,553026,4006,153140,1870,9282,1656,143858,2276,111487,1662,18653,1958,92834,2520,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36586733,6047,18008850,7147,3361317,3959,41437,3578,3319880,5812,4873764,6552,41926,3796,4831838,7796,7369434,5871,140362,6556,7229072,8859,1468783,2641,63084,4202,1405699,4990,935552,2759,119507,6613,816045,6589,18577883,5994,3221186,3661,24381,2297,3196805,4191,4732202,3883,33209,3446,4698993,5568,7618752,4575,153747,6602,7465005,7938,1699022,3522,92249,4592,1606773,5483,1306721,3392,241807,6250,1064914,6315,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5181477,3851,2578050,4723,475506,2746,5686,1273,469820,3113,686806,3519,4039,936,682767,3719,1067828,3179,17382,2443,1050446,3845,227526,1732,6789,1263,220737,2130,120384,1522,9896,1338,110488,1682,2603427,3157,451979,1973,3142,994,448837,2165,660085,2798,4822,1436,655263,2962,1080502,2392,18221,2002,1062281,2972,249596,1977,7508,1062,242088,2285,161265,1927,19617,1890,141648,2728,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3354328,1821,1622519,2993,284690,1612,2202,762,282488,1828,392743,2384,3715,1099,389028,2701,692210,2364,12136,1603,680074,2891,156934,1003,4348,976,152586,1473,95942,1109,9403,1309,86539,1533,1731809,2274,274045,1267,2154,684,271891,1490,388799,1681,3125,1068,385674,1928,742355,1820,11946,1760,730409,2344,179212,1333,5413,1369,173799,1829,147398,1444,19468,2330,127930,2759,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892352,1038,426390,1419,75704,950,851,488,74853,1101,102435,1419,857,717,101578,1530,172625,1520,3287,942,169338,1812,47492,714,1270,479,46222,829,28134,688,2375,693,25759,1022,465962,1206,73297,940,1053,599,72244,1131,107213,1070,902,552,106311,1122,191947,1212,4403,1311,187544,1761,55971,477,1652,694,54319,817,37534,650,5072,1195,32462,1366,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,638743,609,298140,867,39874,488,354,236,39520,535,106974,777,995,685,105979,887,118653,816,2372,776,116281,1274,19989,540,974,464,19015,673,12650,484,1128,483,11522,708,340603,772,39433,646,459,522,38974,801,126518,291,995,660,125523,679,125807,493,3155,1061,122652,1168,27099,384,2170,984,24929,1109,21746,523,4146,945,17600,1082,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19549382,5370,9450144,6973,1557335,4728,18358,2927,1538977,5267,2175658,6071,26662,3766,2148996,6627,3844548,6580,91271,5847,3753277,8694,1072077,3869,38772,3516,1033305,4729,800526,3282,78473,6379,722053,6820,10099238,6648,1504557,4753,11711,2214,1492846,5281,2181121,4995,14939,2812,2166182,5718,4139420,5790,105435,6233,4033985,9202,1254343,3374,41509,3339,1212834,4199,1019797,3470,142162,6606,877635,7376,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
