GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,NAME,B27004_001MA,B27004_001EA,B27004_002MA,B27004_002EA,B27004_003MA,B27004_003EA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006EA,B27004_006MA,B27004_007EA,B27004_007MA,B27004_008EA,B27004_008MA,B27004_009MA,B27004_009EA,B27004_010EA,B27004_010MA,B27004_011MA,B27004_011EA,B27004_012MA,B27004_012EA,B27004_013MA,B27004_013EA,B27004_014MA,B27004_014EA,B27004_015MA,B27004_015EA,B27004_016EA,B27004_016MA,B27004_017EA,B27004_017MA,B27004_018EA,B27004_018MA,B27004_019MA,B27004_019EA,B27004_020MA,B27004_020EA,B27004_021MA,B27004_021EA,B27004_022MA,B27004_022EA,B27004_023MA,B27004_023EA,B27004_024MA,B27004_024EA,B27004_025MA,B27004_025EA,B27004_026MA,B27004_026EA,B27004_027EA,B27004_027MA,B27004_028EA,B27004_028MA,B27004_029MA,B27004_029EA,B27004_030MA,B27004_030EA,B27004_031MA,B27004_031EA,B27004_032EA,B27004_032MA,B27004_033EA,B27004_033MA,B27004_034EA,B27004_034MA,B27004_035MA,B27004_035EA,B27004_036MA,B27004_036EA,B27004_037MA,B27004_037EA,B27004_038EA,B27004_038MA,B27004_039EA,B27004_039MA,B27004_040MA,B27004_040EA,B27004_041MA,B27004_041EA,B27004_042MA,B27004_042EA,B27004_043EA,B27004_043MA,B27004_044EA,B27004_044MA,B27004_045EA,B27004_045MA,B27004_046MA,B27004_046EA,B27004_047MA,B27004_047EA,B27004_048MA,B27004_048EA,B27004_049EA,B27004_049MA,B27004_050EA,B27004_050MA,B27004_051EA,B27004_051MA,B27004_052EA,B27004_052MA,B27004_053EA,B27004_053MA,B27004_054EA,B27004_054MA,B27004_055EA,B27004_055MA,B27004_056MA,B27004_056EA,B27004_057MA,B27004_057EA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,74933,4607,101491,4992,420448,6434,205200,6522,215248,7661,226085,5035,133552,5825,92533,5449,256087,5088,151045,5883,105042,5732,277336,3717,176121,5888,101215,5088,299187,3191,189087,4668,110100,5108,304159,2250,180340,4671,123819,4776,218704,2414,80266,3491,138438,3625,122402,1564,43244,2183,79158,2546,2492680,5724,167763,4244,69648,4769,98115,4612,404854,5054,203000,7199,201854,7436,230344,6195,135709,6479,94635,4830,282462,5515,168322,5096,114140,6097,301709,3327,190773,5575,110936,4934,323118,3004,211770,4579,111348,4971,340620,2018,196026,5012,144594,4940,256376,2450,89315,3850,167061,4254,185434,2029,53905,2631,131529,3083,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,12312,1343,19235,2025,68413,2358,31480,2417,36933,2854,33050,2664,15892,2221,17158,2068,51570,1973,23141,2069,28429,2542,46738,1845,28188,2276,18550,1787,45308,1380,27012,1871,18296,1912,48526,910,30637,1348,17889,1318,29319,854,14691,1168,14628,1343,11643,556,5034,733,6609,740,350064,2412,32900,1868,11881,1576,21019,2161,61523,1903,28868,2516,32655,2371,32603,1550,14591,1538,18012,1411,48438,2003,23784,2014,24654,1943,46398,2018,27426,2134,18972,2170,42337,1726,26688,1775,15649,1745,45315,791,28443,1680,16872,1695,27107,802,13775,1427,13332,1280,13443,590,4390,812,9053,837,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,123243,5332,138842,5536,618452,4976,316985,8278,301467,8941,333965,5668,186045,6399,147920,5884,417137,4682,236802,6890,180335,6499,412301,2964,251491,6330,160810,6767,407134,2009,249835,5603,157299,5459,398325,1489,222198,4859,176127,4700,325812,1317,87401,3361,238411,3569,222016,1374,59323,2749,162693,2858,3510894,3887,251768,3734,112568,4441,139200,5331,597135,5137,298158,9737,298977,9613,324755,4964,168698,6985,156057,6802,403384,4178,226739,6019,176645,5593,422700,2322,258137,5522,164563,5473,428500,2092,265389,6727,163111,6500,441458,1059,241511,4991,199947,5058,370320,1497,90850,3406,279470,3634,270874,1364,64240,3289,206634,3417,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,41217,3471,74932,4543,271815,4346,115660,5200,156155,6072,141415,3978,76628,3799,64787,4444,163784,4511,90972,4527,72812,3977,173771,3114,103535,4112,70236,3480,180348,2786,108665,3730,71683,4217,179447,1792,93723,3655,85724,3843,134649,2156,32678,2177,101971,2694,81043,1222,18051,1618,62992,1989,1506884,4657,110061,3585,41283,3065,68778,3545,253769,4632,104737,5049,149032,6328,137389,3437,73606,4562,63783,4246,166863,3786,91432,4210,75431,4110,186810,3003,108267,3935,78543,4009,189031,2346,112998,4250,76033,4563,198334,1857,107447,3461,90887,4086,153140,1870,36244,2790,116896,3238,111487,1662,20020,2114,91467,2543,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,710553,13914,790688,13246,3379612,12332,1677202,17199,1702410,17171,1946447,12636,1046426,16502,900021,15847,2666750,11785,1531051,16062,1135699,16439,2560912,5580,1581169,13841,979743,13824,2526206,4303,1561867,15517,964339,15215,2282316,3576,1326397,11961,955919,11864,1468783,2641,502633,7633,966150,8293,935552,2759,278595,6798,656957,6893,19779016,6604,1430930,7691,684574,11924,746356,11673,3255690,10386,1601142,18449,1654548,18464,1883513,12504,979102,14263,904411,14473,2584388,11218,1460675,17039,1123713,15775,2591862,3513,1555820,13851,1036042,13736,2584512,3253,1556835,13396,1027677,13280,2442378,2947,1373051,12242,1069327,11898,1699022,3522,525752,8676,1173270,8367,1306721,3392,335265,7848,971456,8594,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,104018,4108,101917,4826,478965,4933,260751,7416,218214,6723,263630,5590,157133,5864,106497,5993,384020,4969,228100,6207,155920,5287,376335,3554,242926,5559,133409,5696,353019,2914,235897,4327,117122,4580,338474,1785,207861,4049,130613,4159,227526,1732,68330,3384,159196,3554,120384,1522,36172,2081,84212,2317,2765782,3756,193747,3759,97922,4585,95825,4467,455588,4322,237716,6863,217872,7045,252631,4755,144747,4881,107884,4521,372453,4538,222021,5285,150432,5652,366941,2443,236692,4306,130249,4863,353088,2143,233734,5237,119354,4958,360473,1421,218046,3987,142427,3758,249596,1977,76007,3242,173589,3646,161265,1927,45529,2669,115736,3361,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,62888,3147,46908,3125,297096,2941,173709,5477,123387,5680,168094,3738,107145,4098,60949,3633,196907,3260,118692,4285,78215,4743,200678,1534,133078,4062,67600,4167,246338,1763,171322,3409,75016,3413,245194,1312,170768,3761,74426,3758,156934,1003,64612,3046,92322,2850,95942,1109,35940,2194,60002,2248,1819543,2573,105700,2643,62475,2975,43225,2988,280289,3335,173669,5066,106620,5114,168672,3590,104909,4707,63763,4288,195917,2461,121490,4108,74427,3616,214032,1455,143013,4015,71019,4296,264687,1508,183729,4340,80958,4161,263636,1173,182014,3682,81622,3470,179212,1333,68560,3584,110652,3488,147398,1444,46389,2673,101009,2908,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,18851,2046,13816,1944,79124,1860,48399,3126,30725,3303,39026,2163,28069,2435,10957,1880,55393,2069,37076,2545,18317,2195,51959,1580,32571,2003,19388,2156,58492,1199,43278,2053,15214,1960,62174,740,42915,2015,19259,2016,47492,714,23727,1482,23765,1509,28134,688,11913,1167,16221,1281,492798,1502,31871,1458,15318,1833,16553,2188,74811,1891,47755,3000,27056,2832,42357,1944,28727,2077,13630,1851,58307,1991,36413,2298,21894,2365,56533,1002,41253,1996,15280,1910,64561,914,49030,1837,15531,1819,70853,523,48262,1837,22591,1948,55971,477,22642,1487,33329,1468,37534,650,13655,1595,23879,1594,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,14928,1656,11219,1558,39950,1365,14423,1889,25527,1949,37247,1846,19231,2234,18016,2354,66299,1657,47628,2582,18671,2488,49005,630,32010,1853,16995,1787,37234,644,22660,1633,14574,1616,32414,426,18050,1510,14364,1573,19989,540,10456,907,9533,1016,12650,484,6432,906,6218,1010,362873,800,25689,1060,12185,1957,13504,1671,41849,1884,15112,2079,26737,2466,45369,1865,27664,2632,17705,2046,75314,1715,53149,2263,22165,2292,51380,395,34210,1647,17170,1573,37764,225,23288,1618,14476,1597,36663,143,22600,1654,14063,1679,27099,384,13302,1301,13797,1192,21746,523,10941,1140,10805,1210,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,260080,9708,426793,9280,1580087,7926,674504,13776,905583,14699,893939,9738,464840,11572,429099,12481,1148101,9222,591728,13328,556373,13838,1213805,6189,663816,12935,549989,13116,1322190,5431,742979,11835,579211,11210,1308553,3989,682415,11703,626138,11829,1072077,3869,296207,7786,775870,8300,800526,3282,204591,7775,595935,8091,10652553,6437,653841,6523,242076,7822,411765,7239,1529642,8700,661328,14854,868314,16064,868340,9975,440004,11832,428336,10602,1187170,9165,607922,13784,579248,14120,1268760,5219,712392,10590,556368,10638,1401479,4660,796174,13149,605305,12596,1469181,3298,752789,10423,716392,10187,1254343,3374,306040,7628,948303,7839,1019797,3470,209789,6832,810008,7289,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
