GEO_ID,B27005_001E,B27005_001M,B27005_002E,B27005_002M,B27005_003E,B27005_003M,B27005_004E,B27005_004M,B27005_005E,B27005_005M,B27005_006E,B27005_006M,B27005_007E,B27005_007M,B27005_008E,B27005_008M,B27005_009E,B27005_009M,B27005_010E,B27005_010M,B27005_011E,B27005_011M,B27005_012E,B27005_012M,B27005_013E,B27005_013M,B27005_014E,B27005_014M,B27005_015E,B27005_015M,B27005_016E,B27005_016M,B27005_017E,B27005_017M,B27005_018E,B27005_018M,B27005_019E,B27005_019M,B27005_020E,B27005_020M,B27005_021E,B27005_021M,B27005_022E,B27005_022M,B27005_023E,B27005_023M,B27005_024E,B27005_024M,B27005_025E,B27005_025M,B27005_026E,B27005_026M,B27005_027E,B27005_027M,B27005_028E,B27005_028M,B27005_029E,B27005_029M,B27005_030E,B27005_030M,B27005_031E,B27005_031M,B27005_032E,B27005_032M,B27005_033E,B27005_033M,B27005_034E,B27005_034M,B27005_035E,B27005_035M,B27005_036E,B27005_036M,B27005_037E,B27005_037M,B27005_038E,B27005_038M,B27005_039E,B27005_039M,B27005_040E,B27005_040M,B27005_041E,B27005_041M,B27005_042E,B27005_042M,B27005_043E,B27005_043M,B27005_044E,B27005_044M,B27005_045E,B27005_045M,B27005_046E,B27005_046M,B27005_047E,B27005_047M,B27005_048E,B27005_048M,B27005_049E,B27005_049M,B27005_050E,B27005_050M,B27005_051E,B27005_051M,B27005_052E,B27005_052M,B27005_053E,B27005_053M,B27005_054E,B27005_054M,B27005_055E,B27005_055M,B27005_056E,B27005_056M,B27005_057E,B27005_057M,NAME,B27005_001MA,B27005_001EA,B27005_002MA,B27005_002EA,B27005_003EA,B27005_003MA,B27005_004EA,B27005_004MA,B27005_005EA,B27005_005MA,B27005_006EA,B27005_006MA,B27005_007MA,B27005_007EA,B27005_008EA,B27005_008MA,B27005_009MA,B27005_009EA,B27005_010MA,B27005_010EA,B27005_011MA,B27005_011EA,B27005_012MA,B27005_012EA,B27005_013MA,B27005_013EA,B27005_014EA,B27005_014MA,B27005_015EA,B27005_015MA,B27005_016EA,B27005_016MA,B27005_017MA,B27005_017EA,B27005_018MA,B27005_018EA,B27005_019EA,B27005_019MA,B27005_020EA,B27005_020MA,B27005_021EA,B27005_021MA,B27005_022MA,B27005_022EA,B27005_023MA,B27005_023EA,B27005_024MA,B27005_024EA,B27005_025EA,B27005_025MA,B27005_026EA,B27005_026MA,B27005_027MA,B27005_027EA,B27005_028MA,B27005_028EA,B27005_029MA,B27005_029EA,B27005_030EA,B27005_030MA,B27005_031EA,B27005_031MA,B27005_032EA,B27005_032MA,B27005_033MA,B27005_033EA,B27005_034MA,B27005_034EA,B27005_035MA,B27005_035EA,B27005_036EA,B27005_036MA,B27005_037EA,B27005_037MA,B27005_038MA,B27005_038EA,B27005_039EA,B27005_039MA,B27005_040EA,B27005_040MA,B27005_041EA,B27005_041MA,B27005_042EA,B27005_042MA,B27005_043EA,B27005_043MA,B27005_044MA,B27005_044EA,B27005_045MA,B27005_045EA,B27005_046MA,B27005_046EA,B27005_047EA,B27005_047MA,B27005_048EA,B27005_048MA,B27005_049EA,B27005_049MA,B27005_050EA,B27005_050MA,B27005_051EA,B27005_051MA,B27005_052EA,B27005_052MA,B27005_053EA,B27005_053MA,B27005_054MA,B27005_054EA,B27005_055MA,B27005_055EA,B27005_056MA,B27005_056EA,B27005_057MA,B27005_057EA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,8981,1808,167443,4918,420448,6434,30056,3469,390392,6987,226085,5035,27024,2862,199061,5325,256087,5088,26079,2944,230008,5943,277336,3717,27720,2872,249616,4121,299187,3191,39823,3517,259364,4505,304159,2250,40427,2948,263732,3465,218704,2414,58835,3541,159869,3617,122402,1564,44709,2297,77693,2464,2492680,5724,167763,4244,8897,1865,158866,4427,404854,5054,29435,3922,375419,6364,230344,6195,32198,3099,198146,6732,282462,5515,29410,3257,253052,5875,301709,3327,29289,2682,272420,3916,323118,3004,40332,3051,282786,3991,340620,2018,53951,3984,286669,4204,256376,2450,78873,4040,177503,4229,185434,2029,65301,2777,120133,3269,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,2018,1109,29529,1616,68413,2358,3900,1281,64513,2377,33050,2664,2313,947,30737,2568,51570,1973,3248,1194,48322,2190,46738,1845,3213,943,43525,1890,45308,1380,3127,711,42181,1458,48526,910,3615,790,44911,1114,29319,854,3730,818,25589,1055,11643,556,1983,530,9660,691,350064,2412,32900,1868,1534,667,31366,1935,61523,1903,2734,924,58789,2116,32603,1550,1862,775,30741,1459,48438,2003,3415,916,45023,2051,46398,2018,2736,980,43662,2026,42337,1726,3432,768,38905,1661,45315,791,5167,944,40148,1235,27107,802,3365,755,23742,1087,13443,590,3370,720,10073,949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,15459,2279,246626,3131,618452,4976,49676,4161,568776,6240,333965,5668,41074,4595,292891,7125,417137,4682,29947,3419,387190,5687,412301,2964,33352,3632,378949,4249,407134,2009,41300,2543,365834,3356,398325,1489,53600,3819,344725,4119,325812,1317,86461,3831,239351,3734,222016,1374,76005,3365,146011,3240,3510894,3887,251768,3734,16683,2184,235085,4032,597135,5137,48073,4335,549062,6042,324755,4964,34618,3673,290137,5596,403384,4178,31404,2884,371980,5035,422700,2322,34863,2843,387837,3709,428500,2092,41967,3505,386533,4170,441458,1059,67305,3507,374153,3633,370320,1497,115972,3915,254348,4045,270874,1364,99107,4429,171767,4250,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,4962,1269,111187,3370,271815,4346,17795,2223,254020,4666,141415,3978,19846,2886,121569,4108,163784,4511,15461,2117,148323,4649,173771,3114,16513,2165,157258,3804,180348,2786,22855,2370,157493,2789,179447,1792,28743,2593,150704,3080,134649,2156,41941,2515,92708,3269,81043,1222,33573,2502,47470,2435,1506884,4657,110061,3585,4612,1239,105449,3530,253769,4632,16023,2000,237746,5240,137389,3437,17188,2435,120201,3315,166863,3786,16696,2444,150167,4306,186810,3003,18466,2101,168344,3561,189031,2346,23619,2410,165412,3211,198334,1857,34727,2750,163607,2757,153140,1870,52646,2792,100494,2961,111487,1662,44857,2548,66630,2546,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,100225,5848,1401016,9986,3379612,12332,283560,9762,3096052,14209,1946447,12636,250295,8523,1696152,14876,2666750,11785,272797,9537,2393953,14657,2560912,5580,249089,8903,2311823,10348,2526206,4303,305320,9765,2220886,10367,2282316,3576,346707,8278,1935609,9078,1468783,2641,296834,7147,1171949,7259,935552,2759,235735,5931,699817,6424,19779016,6604,1430930,7691,96823,5742,1334107,10082,3255690,10386,279659,9344,2976031,13457,1883513,12504,250300,9258,1633213,13870,2584388,11218,257210,6846,2327178,11994,2591862,3513,259856,7841,2332006,7401,2584512,3253,328690,8691,2255822,9274,2442378,2947,394704,9626,2047674,10180,1699022,3522,374063,7651,1324959,8266,1306721,3392,331269,7331,975452,7813,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,13699,1836,192236,4097,478965,4933,43478,3965,435487,5863,263630,5590,35513,3345,228117,5554,384020,4969,39810,3539,344210,6332,376335,3554,39564,3302,336771,4582,353019,2914,42914,2862,310105,4183,338474,1785,52043,2733,286431,2845,227526,1732,59455,3485,168071,3611,120384,1522,39804,2376,80580,2836,2765782,3756,193747,3759,13760,2253,179987,4131,455588,4322,39595,3881,415993,5324,252631,4755,36264,2991,216367,5266,372453,4538,35896,2676,336557,4549,366941,2443,37495,3301,329446,3475,353088,2143,42738,2689,310350,3164,360473,1421,63055,3409,297418,3907,249596,1977,75915,3441,173681,3609,161265,1927,57577,2980,103688,3043,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,4938,980,104858,2311,297096,2941,22408,2371,274688,3288,168094,3738,20426,2263,147668,4141,196907,3260,19142,2314,177765,3646,200678,1534,17833,2395,182845,2779,246338,1763,28225,2308,218113,2533,245194,1312,33386,2848,211808,3179,156934,1003,40591,2723,116343,2946,95942,1109,35245,2107,60697,2336,1819543,2573,105700,2643,6819,1580,98881,2621,280289,3335,20860,2446,259429,4187,168672,3590,21692,2498,146980,3866,195917,2461,16291,2239,179626,3190,214032,1455,16912,2141,197120,2362,264687,1508,27210,2532,237477,3011,263636,1173,36335,2805,227301,3135,179212,1333,49816,2842,129396,2983,147398,1444,51626,2821,95772,2554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,318,218,32349,1310,79124,1860,5170,1188,73954,2172,39026,2163,3545,1148,35481,2189,55393,2069,3741,935,51652,2185,51959,1580,4786,1484,47173,1735,58492,1199,5569,1085,52923,1789,62174,740,6677,1259,55497,1358,47492,714,13334,1448,34158,1531,28134,688,9736,1152,18398,1344,492798,1502,31871,1458,745,412,31126,1597,74811,1891,6461,1736,68350,2342,42357,1944,5411,1294,36946,2016,58307,1991,4770,1281,53537,2328,56533,1002,3881,1195,52652,1550,64561,914,5709,1225,58852,1400,70853,523,8322,1274,62531,1396,55971,477,17317,1468,38654,1581,37534,650,12889,1474,24645,1522,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,2023,900,24124,1256,39950,1365,5283,1368,34667,1497,37247,1846,10125,1806,27122,2321,66299,1657,9918,2157,56381,2602,49005,630,4771,1107,44234,1313,37234,644,5058,1352,32176,1453,32414,426,3845,836,28569,857,19989,540,3937,748,16052,889,12650,484,3156,842,9494,863,362873,800,25689,1060,1799,1095,23890,1583,41849,1884,6749,1620,35100,1636,45369,1865,12949,2445,32420,2766,75314,1715,8949,1527,66365,1982,51380,395,4591,1215,46789,1244,37764,225,5469,1112,32295,1107,36663,143,4151,965,32512,986,27099,384,6299,1132,20800,1094,21746,523,5976,1096,15770,1222,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,49648,4485,637225,8910,1580087,7926,173261,8530,1406826,11446,893939,9738,155094,8532,738845,10936,1148101,9222,141913,7689,1006188,9933,1213805,6189,157558,7050,1056247,8496,1322190,5431,212715,8339,1109475,9281,1308553,3989,248129,7877,1060424,8165,1072077,3869,256557,7319,815520,7940,800526,3282,251709,7179,548817,7371,10652553,6437,653841,6523,52829,5294,601012,7664,1529642,8700,158463,7827,1371179,10661,868340,9975,144938,7209,723402,10824,1187170,9165,160809,8706,1026361,11120,1268760,5219,177458,7375,1091302,8672,1401479,4660,238916,8308,1162563,8261,1469181,3298,305345,10240,1163836,10783,1254343,3374,335277,8125,919066,8162,1019797,3470,319262,8467,700535,8269,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
