GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001MA,B15011_001EA,B15011_002MA,B15011_002EA,B15011_003EA,B15011_003MA,B15011_004EA,B15011_004MA,B15011_005EA,B15011_005MA,B15011_006EA,B15011_006MA,B15011_007MA,B15011_007EA,B15011_008MA,B15011_008EA,B15011_009EA,B15011_009MA,B15011_010EA,B15011_010MA,B15011_011EA,B15011_011MA,B15011_012MA,B15011_012EA,B15011_013MA,B15011_013EA,B15011_014EA,B15011_014MA,B15011_015EA,B15011_015MA,B15011_016EA,B15011_016MA,B15011_017MA,B15011_017EA,B15011_018MA,B15011_018EA,B15011_019EA,B15011_019MA,B15011_020EA,B15011_020MA,B15011_021EA,B15011_021MA,B15011_022EA,B15011_022MA,B15011_023MA,B15011_023EA,B15011_024MA,B15011_024EA,B15011_025EA,B15011_025MA,B15011_026EA,B15011_026MA,B15011_027EA,B15011_027MA,B15011_028MA,B15011_028EA,B15011_029MA,B15011_029EA,B15011_030MA,B15011_030EA,B15011_031EA,B15011_031MA,B15011_032MA,B15011_032EA,B15011_033MA,B15011_033EA,B15011_034MA,B15011_034EA,B15011_035MA,B15011_035EA,B15011_036EA,B15011_036MA,B15011_037MA,B15011_037EA,B15011_038EA,B15011_038MA,B15011_039MA,B15011_039EA,state
0400000US01,844704,13082,388862,8067,110355,5324,43174,3695,6803,1575,28320,2522,7021,1592,25037,2698,181671,5730,70551,4441,11344,1814,51794,3586,12539,1929,35443,3143,96836,3467,36453,2143,5434,1131,25770,1973,13150,1756,16029,1737,455842,9005,143027,4883,36521,3147,23377,2923,25948,2503,23795,2569,33386,2812,232175,7172,44668,3253,35842,2646,52363,3992,55597,3579,43705,3628,80640,3547,11839,1372,9207,1412,8937,1492,36073,2517,14584,1619,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138684,5762,63384,2915,18651,2058,8883,1483,1753,827,2441,803,516,315,5058,985,31503,2142,15449,1690,2252,644,4325,861,1589,404,7888,1279,13230,1234,7151,1000,832,439,1865,600,1096,466,2286,571,75300,3940,27259,2734,10598,1584,4049,1149,3506,1047,3003,951,6103,1270,35898,2435,11027,1736,6885,1208,5560,1087,6347,1053,6079,1165,12143,1286,2190,651,3155,870,802,449,3222,679,2774,574,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1383092,18160,681042,11067,189153,6677,81018,4511,12907,2203,45292,3928,10299,2037,39637,3071,296490,7794,120784,4972,21218,2834,80581,4335,17454,2464,56453,4029,195399,4831,80273,3541,10344,1526,49868,2982,25563,2627,29351,2698,702050,11579,226709,6545,65235,3850,28530,3121,41924,3789,30141,2548,60879,3893,317715,8530,76309,4399,44409,2973,72530,4071,53730,3376,70737,4287,157626,5146,25735,2268,19198,2065,16300,2075,60268,3516,36125,2622,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,470114,11180,217100,7152,66557,4125,27892,3049,3866,1071,15454,2128,4460,1240,14885,1843,96393,4644,35974,3107,6215,1435,27549,2616,7387,1425,19268,2371,54150,2657,21685,1604,3165,875,12193,1429,8588,1370,8519,1160,253014,6475,87401,3996,23509,2630,14782,1812,15273,2308,13587,1870,20250,2336,118612,4658,24617,2787,16413,1919,22693,1876,31177,2835,23712,2208,47001,3076,6041,1134,4945,1181,5276,1285,21548,1846,9191,1509,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8976247,47144,4362491,27184,1486959,16289,739336,12953,71057,4394,286651,9574,21229,2690,368686,10382,1966225,21655,984203,15034,103964,4914,411974,10626,58668,3979,407416,9293,909307,10043,458440,7441,46321,3083,173854,6639,57179,3067,173513,5665,4613756,29467,1695995,17795,643774,10670,160209,7070,280984,8771,87870,5697,523158,11827,2102579,17460,671229,12246,239286,8193,406985,9000,172099,6463,612980,11526,815182,10299,196471,6716,97802,4770,85147,4548,184597,6316,251165,7561,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1574697,14828,770869,9766,247874,6619,116795,5742,8570,1435,57764,3980,6527,1306,58218,4009,359479,7791,173780,5993,15872,1781,85351,4101,13684,1752,70792,3700,163516,4546,80844,3898,6054,958,35884,3016,15784,1782,24950,2036,803828,9520,290459,5314,103291,4775,33139,2831,45659,3781,22671,2481,85699,3995,379090,7069,117165,5229,48145,3717,71352,4144,46896,3284,95532,4794,134279,4005,26351,2048,17058,2042,12078,1328,45165,2632,33627,2422,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,964607,12471,451301,7667,129841,4974,58446,3238,6971,1627,30164,2869,3607,935,30653,2713,219565,5374,99357,3506,10325,1345,55684,3564,8246,1604,45953,2789,101895,3048,46558,2746,4421,869,21414,1955,8357,1206,21145,1774,513306,8572,158952,5063,54337,3667,19458,2235,27939,2479,16574,2293,40644,3259,260173,6967,68903,3914,34112,2910,51946,3659,33665,2631,71547,3935,94181,3418,21025,1723,10696,1411,5114,810,30059,2107,27287,2180,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,212083,6756,98664,4223,25806,2528,11482,1917,1313,611,6020,1065,850,459,6141,1510,46254,2635,20202,1837,1861,663,13773,1908,2618,771,7800,1294,26604,1864,10805,1310,867,428,7136,1025,3644,866,4152,777,113419,4233,33456,2847,12285,1944,4660,1273,5680,1170,5244,1109,5587,1221,56456,3146,14792,1742,7766,1423,12768,1680,9556,1428,11574,1385,23507,1755,3665,649,3322,797,2401,755,9197,1017,4922,1070,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,283519,5856,134758,3653,72325,2739,39395,3211,1726,698,11699,1895,755,447,18750,2099,44333,2342,21958,1972,1179,557,6793,1228,1437,620,12966,1621,18100,1195,10111,1143,857,428,1653,494,793,359,4686,1034,148761,3706,82600,2725,43067,2759,4499,972,8627,1334,3375,1355,23032,2312,47600,2282,19612,1901,2783,801,7010,1510,3273,826,14922,1694,18561,1492,6020,1016,1491,651,2248,869,2939,819,5863,1076,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4454492,36789,2136033,20016,532050,10801,210200,8257,35685,3715,147244,7705,15749,2170,123172,6037,950826,12821,381391,9432,65909,4921,277807,9382,48181,3733,177538,8168,653157,10350,265577,7470,37878,2679,185603,6467,62037,4092,102062,5583,2318459,25616,710852,13247,205246,8605,104834,6435,158323,8029,74058,5674,168391,7155,1058122,17025,255466,8832,157077,8396,252475,9530,177265,7425,215839,8464,549485,10947,94879,5566,74037,4569,62567,4357,205350,7230,112652,6440,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2131478,23197,977743,13715,301716,8491,132317,6532,14210,2304,77141,4103,10089,1873,67959,4705,484030,11376,201469,7894,27626,3138,141325,7173,24675,2485,88935,4320,191997,4826,71440,3396,12375,1709,59584,3733,15623,1697,32975,2818,1153735,14976,399271,10058,122133,7350,47986,3707,76615,4784,51959,4142,100578,6311,585482,10305,141180,5581,76760,4817,139877,6478,105412,6259,122253,5522,168982,5129,28929,2849,20732,2108,19944,2224,61836,3612,37541,3064,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,328680,8309,154983,4414,43167,3336,17890,1819,3775,1218,10126,1548,1535,667,9841,2056,71078,2679,31382,2724,4076,1007,16773,1869,4395,897,14452,1600,40738,2395,17793,1668,2655,805,9945,1291,4340,859,6005,1192,173697,5942,56128,3976,16628,2131,8021,1542,10452,1723,6559,1358,14468,1858,77622,3248,22916,1990,11191,1579,18459,2093,10060,1435,14996,1735,39947,2124,7765,948,4817,968,4806,1126,14671,1662,7888,1236,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,297658,8401,148650,6030,38635,2596,15710,1759,2809,854,7357,1452,2298,905,10461,1615,70170,4417,29995,2774,5710,1385,15499,2351,3919,894,15047,2337,39845,2672,18627,1800,2350,842,7744,1549,5202,1090,5922,1225,149008,5274,51613,3068,12837,1760,8725,1292,8875,1635,5877,1187,15299,2090,69667,4283,16798,2015,11510,2030,10570,1802,14696,1719,16093,2249,27728,2096,4728,1137,2759,749,2418,1032,12060,1321,5763,1202,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2997805,23230,1418224,14985,487952,9693,198668,7098,24146,2395,120659,5219,18422,2395,126057,6072,659830,10032,269801,7501,42539,2724,172432,5876,35514,2746,139544,5647,270442,6095,110753,4317,14327,1520,62052,3802,33637,2711,49673,3939,1579581,15766,584754,8917,174743,6044,70906,4296,112286,5841,74413,4085,152406,5661,737003,11813,176953,6517,104279,4397,158431,6591,124018,4915,173322,5991,257824,5445,45818,3113,37092,2993,17948,1652,101861,4101,55105,2921,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1189458,16756,556851,10003,182351,6541,71780,4545,12218,1921,41963,3444,10576,1826,45814,3448,257466,7015,93153,4664,23585,2266,67570,4111,18394,2195,54764,3612,117034,4189,44403,2841,8687,1668,23956,2393,21385,2397,18603,1617,632607,11605,230516,6879,60548,3573,39406,3175,39660,3273,31992,2694,58910,4533,298007,7528,59733,3700,56226,4075,62669,4098,61743,3979,57636,3641,104084,4477,14865,1956,16997,2043,8368,1438,44937,3106,18917,2118,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
