GEO_ID,C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,NAME,C06007_001MA,C06007_001EA,C06007_002MA,C06007_002EA,C06007_003EA,C06007_003MA,C06007_004EA,C06007_004MA,C06007_005MA,C06007_005EA,C06007_006MA,C06007_006EA,C06007_007MA,C06007_007EA,C06007_008EA,C06007_008MA,C06007_009EA,C06007_009MA,C06007_010MA,C06007_010EA,C06007_011MA,C06007_011EA,C06007_012MA,C06007_012EA,C06007_013EA,C06007_013MA,C06007_014EA,C06007_014MA,C06007_015MA,C06007_015EA,C06007_016MA,C06007_016EA,C06007_017MA,C06007_017EA,C06007_018MA,C06007_018EA,C06007_019MA,C06007_019EA,C06007_020EA,C06007_020MA,C06007_021EA,C06007_021MA,C06007_022EA,C06007_022MA,C06007_023MA,C06007_023EA,C06007_024MA,C06007_024EA,C06007_025MA,C06007_025EA,state
0400000US01,4585850,2856,4351451,10150,234399,9726,147031,7648,87368,6550,3152660,20018,3095322,19525,57338,4594,48502,4309,8836,1637,1221896,18778,1183889,18732,38007,3642,32315,3141,5692,1613,43989,3407,33706,3299,10283,2071,6744,1581,3539,1214,167305,6920,38534,4486,128771,6801,59470,4957,69301,5588,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,577422,5800,109454,5775,76069,4642,33385,4372,271408,7883,233338,7785,38070,3155,32913,2882,5157,1190,338867,7908,321400,7554,17467,2568,14925,2529,2542,1153,18866,3097,10682,1862,8184,2060,5664,1816,2520,1140,57735,4421,12002,2632,45733,3995,22567,2572,23166,2979,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,4778292,23692,1802937,23849,1228074,20077,574863,13940,2406325,27392,1705566,26407,700759,16296,615467,15247,85292,6002,3158269,25250,2861341,22183,296928,11246,258964,10348,37964,3879,98876,7446,61937,4651,36939,5216,28424,4286,8515,1843,917759,18036,149448,5868,768311,17470,325219,12268,443092,12937,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,2607648,8408,209991,8554,121609,8037,88382,5825,1661380,14591,1613818,15574,47562,5127,39134,4710,8428,1899,994050,15774,948213,14150,45837,4935,39857,4634,5980,1451,23198,3431,18654,2986,4544,1737,3446,1282,1098,697,139011,5019,26963,3466,112048,5109,39172,4004,72876,5046,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,20596574,61667,16479654,61083,9859436,51933,6620218,40360,19684506,47640,13489496,57636,6195010,43257,5403996,44941,791014,20312,6268169,40594,5656021,36051,612148,13506,516389,12659,95759,5055,524503,12732,292555,9151,231948,8946,177449,7432,54499,4690,10599050,45818,1158502,18652,9440548,42007,3761602,33528,5678946,34975,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,4383694,16954,890867,16884,599765,15339,291102,10122,2074796,23663,1816375,24279,258421,9278,224627,9443,33794,3201,2566982,23874,2399216,22359,167766,7563,147465,6831,20301,2692,87663,5278,65389,4445,22274,3656,16938,3110,5336,1371,545120,12442,102714,5493,442406,12877,210735,10439,231671,9266,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,2641553,12884,764437,12839,470115,12874,294322,10313,1788401,17841,1609700,19386,178701,8440,161718,8276,16983,2222,961877,15016,874627,13919,87250,6474,74330,6224,12920,1765,128787,6908,28698,3289,100089,6496,48124,4776,51965,4363,526925,11868,128528,6961,398397,10670,185943,7739,212454,8660,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,780824,6812,126208,6819,86619,6239,39589,3525,371583,10079,349490,10148,22093,3005,19525,2798,2568,1068,423876,10355,406186,10063,17690,2609,15584,2508,2106,589,14559,2560,5661,1298,8898,2079,5944,1655,2954,829,97014,6157,19487,3103,77527,5622,45566,5055,31961,3064,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,534769,5936,114138,5925,73360,4713,40778,4761,224332,7249,208659,6949,15673,2260,12362,1958,3311,1316,310035,7003,288927,6744,21108,1996,19367,1979,1741,704,14644,2769,8404,1774,6240,1976,4309,1308,1931,1089,99896,5604,28779,3286,71117,4909,37322,3792,33795,3870,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,13966876,40322,5888202,39858,3468120,33878,2420082,30655,6562454,45918,5432407,38140,1130047,24568,1022274,24760,107773,10094,8170148,44681,7477728,42569,692420,18469,619577,16792,72843,5596,771473,25655,227639,11283,543834,20781,343978,16065,199856,11748,4351003,36357,829102,20888,3521901,36105,1482291,26634,2039610,30795,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
