GEO_ID,B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,B15002A_018E,B15002A_018M,B15002A_019E,B15002A_019M,NAME,B15002A_001MA,B15002A_001EA,B15002A_002MA,B15002A_002EA,B15002A_003MA,B15002A_003EA,B15002A_004EA,B15002A_004MA,B15002A_005EA,B15002A_005MA,B15002A_006MA,B15002A_006EA,B15002A_007MA,B15002A_007EA,B15002A_008MA,B15002A_008EA,B15002A_009EA,B15002A_009MA,B15002A_010EA,B15002A_010MA,B15002A_011MA,B15002A_011EA,B15002A_012MA,B15002A_012EA,B15002A_013MA,B15002A_013EA,B15002A_014EA,B15002A_014MA,B15002A_015EA,B15002A_015MA,B15002A_016MA,B15002A_016EA,B15002A_017MA,B15002A_017EA,B15002A_018MA,B15002A_018EA,B15002A_019EA,B15002A_019MA,state
0400000US13,4251758,10732,2067611,6791,91100,6045,164896,6370,452587,10861,119883,6305,403982,11044,143206,6016,439504,10469,252453,8582,2184147,6742,78572,4707,148275,6387,484791,11385,100552,4859,447621,8527,186302,7304,452072,10330,285962,7744,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,270276,2850,144098,1795,1078,446,3021,770,24199,2430,4199,1142,35332,2611,13797,1754,35648,2514,26824,2237,126178,1736,1400,551,3299,831,23281,2140,2043,700,25953,2074,13455,1841,33641,2326,23106,2210,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1021668,4818,503267,3028,13612,1971,32566,3485,113926,4934,32567,3167,125137,5226,45395,3938,91957,5241,48107,3625,518401,2706,11845,1937,24485,2782,116172,5675,26686,2621,144766,5289,54892,3533,97935,4544,41620,3323,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6438389,15216,3133384,9044,115016,5548,171646,6159,705652,11888,129783,5329,644472,10769,243054,6550,701918,10868,421843,8431,3305005,7935,116329,5008,140708,6007,767721,10739,106539,5077,669100,11588,293365,7305,733309,11561,477934,9399,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3822117,5164,1850038,3842,65709,4158,144066,5254,521184,9520,112548,5338,370397,10019,146198,5982,314289,7226,175647,6578,1972079,3346,60147,4624,130176,6030,553371,9507,85826,5088,398061,8238,195823,7458,353146,9329,195529,7420,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1935933,3828,943428,2468,24938,1896,44997,2816,268745,5816,43008,2930,196058,5357,101677,4515,180867,5383,83138,3833,992505,2367,24184,2464,38319,2692,255619,6567,33627,2096,210630,5223,128931,4818,204377,6064,96818,3994,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1653177,4505,802896,2950,24321,2442,42394,2936,180616,5615,34245,2631,185279,6201,61003,3191,176824,5911,98214,3700,850281,2486,22418,2404,38286,3003,182920,5637,26572,2153,194945,5486,83286,4412,191162,5546,110692,4955,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2690118,4239,1295808,3104,78360,3845,117441,4921,360151,7941,95817,5042,260273,6854,85295,5276,182785,6165,115686,5608,1394310,2469,68746,4489,102891,5153,352249,8137,87728,4975,301866,8357,132418,5513,194219,6732,154193,5993,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2038970,4605,989212,3311,44678,4086,82784,4675,272654,7479,65325,3897,207753,6346,56133,4428,171247,6737,88638,4101,1049758,3015,35889,3214,70392,4473,293769,8430,53502,3923,218150,8042,71343,4841,202631,6439,104082,5273,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,932606,1145,448681,908,14566,1827,26602,2395,122101,4784,24367,2127,87305,3920,42455,3174,82710,3736,48575,3007,483925,787,8940,1689,18673,1828,122571,5322,21686,1913,88145,4305,54745,2823,104699,4218,64466,3349,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2403782,7063,1160834,4237,32612,2900,60602,3631,249863,7424,38150,3347,204930,6672,68455,3419,273079,7203,233143,5723,1242948,3816,29436,2626,58842,3467,250979,5887,32144,2825,220627,6536,97761,4777,294189,7320,258970,6672,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3884683,9052,1850025,5575,56897,4482,83913,5228,426485,9867,58001,3976,284189,9077,122001,5812,464181,8810,354358,7438,2034658,5328,63045,5088,81580,5371,418191,10330,43994,3203,317050,8479,184468,6098,511791,9626,414539,7449,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5525976,5396,2695312,3244,69751,3652,159034,5674,690037,10813,117923,4405,628394,8977,228990,5808,496626,8292,304557,6204,2830664,3334,67214,3291,140178,5492,731609,10136,77028,3186,642762,10489,316222,7615,529081,9293,326570,7775,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3263895,4107,1602754,2709,27861,2150,58585,3030,364815,7116,59838,3155,340575,7028,174273,5135,382341,6973,194466,5049,1661141,2541,23597,2283,43146,2765,362687,6744,37511,2573,347584,7696,207629,5638,420452,7256,218535,4491,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1211539,3974,581209,2952,28109,3356,54473,3774,135711,5502,39064,3413,134094,6096,48866,3728,90692,4968,50200,3919,630330,2481,20177,2305,51627,3995,135360,5953,41137,3528,138334,5650,77723,4380,103679,4826,62293,5146,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3511414,5299,1699988,3895,52358,3104,119212,5173,465609,10644,87428,5498,360681,8757,120388,4834,311074,7228,183238,5988,1811426,3038,50640,4286,109436,5700,464867,9498,72170,4054,397530,8687,158030,5694,348877,7595,209876,7182,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,658190,2281,328250,1334,8171,1507,14929,1929,82441,3747,16268,1808,74962,3345,26128,2323,69369,3434,35982,2865,329940,1422,5805,1049,12567,1660,73569,3420,12650,1721,78166,3406,32424,2801,78088,3708,36671,2713,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1131814,3145,555199,2103,18284,1926,25407,2224,132372,4054,20858,2011,124192,3884,61148,2864,115323,4440,57615,3271,576615,1873,16399,1814,22707,2149,128387,4447,16195,1699,140685,4423,57280,2609,129998,4569,64964,2800,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1395786,10243,709882,5821,27734,3050,48749,3894,167082,7165,37033,3435,183260,5438,55286,3613,123052,5553,67686,3248,685904,6054,24857,2908,46433,3101,171689,7029,24823,2335,177627,5342,62007,3970,110506,5010,67962,4616,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,902395,1748,439238,1469,8743,1497,23746,2500,112205,4383,23125,1953,79022,4131,38037,2934,97135,4071,57225,3134,463157,1139,5899,1177,21692,2371,104519,4004,15572,1714,84375,4640,55202,3588,107637,4334,68261,4236,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4360008,12862,2097621,7716,83946,6083,97822,5686,526870,10035,61428,3809,361065,8621,125288,5120,516106,10099,325096,7196,2262387,7360,92730,5586,96660,5450,596134,9773,44540,3145,350788,9483,176237,5887,563622,10187,341676,6457,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1087117,6564,527553,3740,27890,2877,40598,3718,118499,5397,28140,2974,124054,4961,40148,3029,82338,4010,65886,3415,559564,4410,29543,3045,37101,3340,114400,5281,22796,2593,135729,5074,49716,3949,95258,4345,75021,3913,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9034087,22784,4367739,12789,161164,8132,251697,7771,964214,15111,187432,6089,702697,12093,374566,9077,974240,13159,751729,12353,4666348,13359,159898,6775,222409,7830,1044550,13399,137407,5261,689761,14425,481477,11506,999434,14239,931412,13001,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5024276,9451,2411069,6177,102844,5839,186352,8060,501629,10847,114914,5883,489486,11140,209688,7162,517118,11024,289038,7433,2613207,5495,86452,4883,145950,7036,525585,10826,100129,5352,556370,9977,294555,7671,584467,10771,319699,7822,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,441932,1753,224922,1444,7206,1254,7741,1157,54857,2772,9710,1546,51619,2780,30133,2422,47670,2860,15986,2035,217010,982,5217,821,7901,1396,46619,2761,6201,972,47717,2915,29671,2146,52769,2806,20915,2030,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6695975,5102,3229716,3370,87851,5109,211730,7230,988337,11236,137091,6056,646243,11165,241218,7672,580108,10659,337138,7988,3466259,3273,81021,4097,208961,7264,1037243,13471,112159,5250,665018,10223,350359,8790,628790,10098,382708,7997,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1976555,4340,958431,2719,37953,2551,74518,3703,258163,6548,49071,2407,218605,5249,68805,3285,164915,5409,86401,3814,1018124,2498,30038,2138,71789,3671,258875,5971,45998,2995,237467,5915,88658,3864,191441,4844,93858,3866,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2526224,6879,1236156,4432,38037,3967,70054,4237,241475,7570,64373,4093,306583,7881,104062,5273,261997,7347,149575,5604,1290068,3694,31911,3481,59387,4214,246650,7173,44183,3734,341551,7748,122046,5802,275524,7079,168816,4929,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7482827,8137,3610683,4982,99113,5373,217406,6299,1143603,11707,149929,5800,561762,9619,283530,6531,723336,8953,432004,9193,3872144,5180,98262,4507,204694,5676,1241741,13182,121467,5121,580488,9951,359770,9144,760282,10130,505440,8964,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,627563,3704,298324,2292,11857,2074,19406,2068,79767,4212,15749,1857,48103,3623,23386,2794,63129,3304,36927,2956,329239,2346,13566,1931,20456,2484,77503,4205,11905,1623,60630,3834,28253,2390,69962,3785,46964,3172,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2423368,4986,1166021,3405,42268,3376,86867,4930,257231,8197,64538,3974,230964,7085,104884,4771,245585,7654,133684,5631,1257347,3330,35939,3654,78916,4920,288591,9196,51739,3740,254929,7339,135528,5829,257359,7138,154346,6261,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,507840,1444,252154,1073,6341,1038,10874,1383,71318,3364,11941,1612,52529,3074,25647,2241,48681,2935,24823,1947,255686,1124,6681,1340,9129,1352,65637,3579,7230,1423,56400,2930,32387,2494,54420,3506,23802,2259,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3682954,5377,1772988,3814,83722,5166,139572,5988,472717,10805,121173,5822,341144,8358,111935,4753,324574,8874,178151,6064,1909966,3352,70454,4298,134320,5906,496700,10334,111346,4962,402513,8736,157374,6159,339767,8884,197492,7289,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13642801,30768,6686123,18761,541934,15042,573421,14258,1380334,23523,328993,8606,1434608,19223,453963,12139,1297455,17322,675415,13343,6956678,16418,556320,13259,517701,12057,1420724,21817,286331,9138,1536859,19368,542407,13912,1433432,20225,662904,13313,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1600310,4924,790920,3278,13644,2350,34729,3399,136895,6850,25694,2425,205372,5798,66834,4188,187926,5970,119826,4498,809390,3068,12305,1752,31007,2609,164181,5639,21523,2406,220515,5586,91318,3802,191476,5524,77065,3953,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,419964,842,202711,565,4150,861,14302,1577,60034,3109,7420,1143,32056,2060,14692,1651,41919,2810,28138,1903,217253,680,3803,862,6632,1241,50613,2473,5499,1023,38805,2530,21202,2045,52978,2779,37721,2364,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4045095,9549,1970046,5658,74536,4479,106098,4479,393909,9931,91831,5325,357589,8514,134906,5253,450334,8660,360843,6658,2075049,5283,66668,4655,101335,5614,405263,9922,68512,3900,401205,9455,183660,5543,493712,8750,354694,8397,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4012319,7858,1981444,4433,42561,3136,97217,4567,371494,10377,90185,4137,478520,10060,191374,6231,449686,9221,260407,6690,2030875,5001,43924,3799,79602,4476,377774,8418,60222,4062,511716,11300,231938,7311,451273,10131,274426,7638,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1208741,2636,585181,1971,31722,2685,52102,3805,216272,6194,42039,3463,102616,4677,30185,2796,69621,4455,40624,2336,623560,1728,24171,2283,48676,4511,205656,5414,36697,3131,121084,5966,55038,3571,77584,4073,54654,3658,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3498535,5590,1719461,3161,36090,2474,87558,4256,478940,7859,71459,3288,348881,7026,181718,4718,336524,7079,178291,5820,1779074,3068,32481,2624,63074,3865,482769,7263,43844,3369,358330,7213,215135,5347,386851,8349,196590,4836,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,361360,2393,183340,1605,3674,940,9514,1703,49521,3363,10468,1518,45381,2936,16215,1888,30316,2764,18251,1557,178020,1657,2477,846,7892,1510,39598,2662,8259,1600,45398,2833,21413,2477,33560,2521,19423,2027,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1563207,16775,702936,9913,107524,4801,67082,5356,192302,9024,21021,2889,91386,5848,66075,5015,109992,6411,47554,4091,860271,10055,126448,6470,55051,4396,193396,7600,17353,2720,99591,5698,96313,6221,192949,8162,79170,5563,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
