GEO_ID,C27005_001E,C27005_001M,C27005_002E,C27005_002M,C27005_003E,C27005_003M,C27005_004E,C27005_004M,C27005_005E,C27005_005M,C27005_006E,C27005_006M,C27005_007E,C27005_007M,C27005_008E,C27005_008M,C27005_009E,C27005_009M,C27005_010E,C27005_010M,C27005_011E,C27005_011M,C27005_012E,C27005_012M,C27005_013E,C27005_013M,C27005_014E,C27005_014M,C27005_015E,C27005_015M,C27005_016E,C27005_016M,C27005_017E,C27005_017M,C27005_018E,C27005_018M,C27005_019E,C27005_019M,C27005_020E,C27005_020M,C27005_021E,C27005_021M,NAME,C27005_001MA,C27005_001EA,C27005_002MA,C27005_002EA,C27005_003EA,C27005_003MA,C27005_004MA,C27005_004EA,C27005_005EA,C27005_005MA,C27005_006MA,C27005_006EA,C27005_007EA,C27005_007MA,C27005_008EA,C27005_008MA,C27005_009EA,C27005_009MA,C27005_010EA,C27005_010MA,C27005_011MA,C27005_011EA,C27005_012EA,C27005_012MA,C27005_013EA,C27005_013MA,C27005_014EA,C27005_014MA,C27005_015MA,C27005_015EA,C27005_016MA,C27005_016EA,C27005_017MA,C27005_017EA,C27005_018EA,C27005_018MA,C27005_019MA,C27005_019EA,C27005_020EA,C27005_020MA,C27005_021MA,C27005_021EA,state
0400000US01,4793512,2005,2300832,5674,596872,6090,39037,3873,557835,6482,1362854,4533,161073,6434,1201781,7522,341106,2341,103544,3913,237562,3976,2492680,5724,572617,5779,38332,4335,534285,7015,1478253,5740,185180,6715,1293073,8762,441810,2129,144174,4890,297636,4792,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,99960,2241,5918,1740,94042,2535,225192,2474,15516,2471,209676,3182,40962,697,5713,1008,35249,1071,350064,2412,94423,2035,4268,1136,90155,2423,215091,1690,16612,2089,198479,2143,40550,840,6735,916,33815,1141,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,880537,4315,65135,5065,815402,5715,1968862,4663,199273,8345,1769589,9093,547828,1407,162466,5191,385362,4969,3510894,3887,848903,3593,64756,5302,784147,5746,2020797,3707,210157,8511,1810640,9167,641194,1474,215079,6075,426115,6228,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,387964,4417,22757,2673,365207,5337,838765,3166,103418,4755,735347,5609,215692,2050,75514,3350,140178,3801,1506884,4657,363830,4000,20635,2707,343195,4767,878427,3532,110696,5478,767731,6414,264627,2089,97503,3389,167124,3640,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,4880853,9401,383785,12913,4497068,14379,11982631,10162,1424208,20055,10558423,21554,2404335,3306,532569,10436,1871766,10179,19779016,6604,4686620,8614,376482,10284,4310138,14160,12086653,8516,1490760,18288,10595893,19775,3005743,4174,705332,10000,2300411,10281,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,684900,3979,57177,4513,627723,6113,1715478,3981,209844,7187,1505634,8082,347910,1649,99259,4073,248651,4176,2765782,3756,649335,4154,53355,4796,595980,5720,1705586,3003,215448,6862,1490138,8070,410861,1605,133492,4642,277369,4602,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,406892,2742,27346,2742,379546,3428,1057211,3129,119012,5520,938199,6132,252876,1105,75836,3145,177040,3371,1819543,2573,385989,2926,27679,2719,358310,3849,1106944,3169,118440,5824,988504,6660,326610,1546,101442,3942,225168,3943,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,111791,1667,5488,1253,106303,2222,267044,1766,24318,3040,242726,3469,75626,668,23070,1824,52556,1895,492798,1502,106682,1441,7206,1741,99476,2190,292611,1410,28093,2661,264518,2902,93505,702,30206,2096,63299,2179,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,66097,923,7306,1787,58791,1802,222199,1191,33717,3516,188482,3357,32639,367,7093,1196,25546,1245,362873,800,67538,1265,8548,2225,58990,2061,246490,1254,36109,3661,210381,3540,48845,453,12275,1670,36570,1761,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,2266960,7051,222909,10365,2044051,12532,5886588,8016,915409,17073,4971179,17416,1872603,3983,508266,10272,1364337,10856,10652553,6437,2183483,7531,211292,9644,1972191,11026,6194930,6660,1027466,19435,5167464,20972,2274140,3678,654539,12013,1619601,12012,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
