GEO_ID,C27021_001E,C27021_001M,C27021_002E,C27021_002M,C27021_003E,C27021_003M,C27021_004E,C27021_004M,C27021_005E,C27021_005M,C27021_006E,C27021_006M,C27021_007E,C27021_007M,C27021_008E,C27021_008M,C27021_009E,C27021_009M,C27021_010E,C27021_010M,C27021_011E,C27021_011M,C27021_012E,C27021_012M,C27021_013E,C27021_013M,C27021_014E,C27021_014M,C27021_015E,C27021_015M,NAME,C27021_001MA,C27021_001EA,C27021_002MA,C27021_002EA,C27021_003EA,C27021_003MA,C27021_004EA,C27021_004MA,C27021_005MA,C27021_005EA,C27021_006MA,C27021_006EA,C27021_007MA,C27021_007EA,C27021_008EA,C27021_008MA,C27021_009EA,C27021_009MA,C27021_010MA,C27021_010EA,C27021_011MA,C27021_011EA,C27021_012MA,C27021_012EA,C27021_013EA,C27021_013MA,C27021_014EA,C27021_014MA,C27021_015EA,C27021_015MA,state
0400000US01,4793512,2005,3970163,16676,2725990,32085,2556789,33751,169201,10514,1244173,30819,278647,15957,228869,14580,49778,6347,965526,27179,829864,24073,135662,8491,823349,16659,729064,15601,94285,6165,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,588403,5734,428691,11754,385606,11204,43085,5373,159712,10817,53938,6520,43211,5656,10727,1931,105774,9553,86178,7993,19596,3225,127775,6189,103387,5458,24388,2902,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,5658474,22494,3976014,41588,3647936,38266,328078,15972,1682460,37604,516312,24731,431721,21821,84591,8555,1166148,30327,1010129,27391,156019,10538,1249647,22177,1123545,19962,126102,7329,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,2427508,14681,1737790,24365,1631504,23699,106286,7596,689718,21010,180524,12367,153577,11029,26947,4461,509194,17139,461025,16231,48169,4432,521797,14932,471397,13643,50400,5464,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,32926951,43226,23512406,98072,22126084,91967,1386322,30376,9414545,96592,2965192,70185,2606075,63643,359117,16660,6449353,80979,5875423,72162,573930,20879,6119884,43037,5642664,40551,477220,13877,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,4397507,16193,3382949,30601,3181373,30088,201576,9984,1014558,25724,337635,17412,298359,16391,39276,6013,676923,22989,611559,20961,65364,6183,1116563,16140,1008702,15986,107861,7129,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,2865734,12636,2095793,24383,2007579,23765,88214,9534,769941,24495,204046,13701,180908,12789,23138,4311,565895,20696,528215,20216,37680,4928,670788,12656,626024,10321,44764,5609,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,774531,8289,562256,14440,536233,14225,26023,4231,212275,13763,60943,8357,51998,7165,8945,3364,151332,11622,144062,11066,7270,1760,172728,8150,163723,7671,9005,1781,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,419457,7516,227187,9724,220490,9345,6697,2331,192270,9645,40972,5995,36162,5407,4810,2089,151298,9618,146208,9416,5090,1417,264351,7468,254937,7014,9414,2568,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,16906306,37376,11607363,83174,10412079,77122,1195284,38776,5298943,80705,1455789,47640,1145822,39341,309967,17920,3843154,66634,3199183,58578,643971,23874,3772398,37318,3245473,33833,526925,15314,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10241594,3158,8572289,22585,5904852,56577,5299108,51660,605744,20942,2667437,51035,639473,32854,497452,26704,142021,11477,2027964,42538,1665544,38210,362420,15680,1669305,22557,1404314,19288,264991,11105,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1373202,2427,1182627,6122,839245,15879,815071,16007,24174,3206,343382,15319,108143,9966,99589,9225,8554,2104,235239,15562,224076,15148,11163,2380,190575,6224,181639,6235,8936,1419,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1695273,1260,1415816,11506,1127444,18177,1035355,16274,92089,7667,288372,17464,99265,11936,84924,10754,14341,3057,189107,13184,160047,11551,29060,4513,279457,11500,242934,10965,36523,3986,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12620126,1888,10320577,22296,7483202,45386,7083605,45464,399597,17059,2837375,47370,783561,30721,675002,27721,108559,8759,2053814,44919,1875371,40419,178443,11622,2299549,22193,2126891,20359,172658,8231,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6568434,898,5341836,17633,3895507,32901,3655850,33525,239657,13658,1446329,34269,425585,18896,364432,15945,61153,7795,1020744,27348,903711,26517,117033,9538,1226598,17623,1108042,15103,118556,7475,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3102179,690,2448167,10859,1933805,19209,1865738,19516,68067,5422,514362,15099,168990,11080,154160,10592,14830,2292,345372,12792,320700,11441,24672,3697,654012,10827,615564,10334,38448,3659,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2855454,1638,2325660,11309,1796511,20622,1681090,20435,115421,8291,529149,19674,169606,11007,145494,10167,24112,3330,359543,16211,306371,14547,53172,5206,529794,11385,473107,9557,56687,4480,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4370940,1538,3572498,15394,2614418,25350,2504002,25560,110416,9323,958080,23319,262718,15830,240529,14660,22189,3346,695362,19379,654071,18491,41291,4881,798442,15369,737111,13833,61331,6401,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4580258,1767,3765073,15408,2418654,31767,2282268,30861,136386,8835,1346419,26692,302350,19651,257035,17367,45315,5671,1044069,26200,941812,22919,102257,8818,815185,15597,716494,13385,98691,6672,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321649,577,1022804,8467,789082,16187,741834,16278,47248,4825,233722,13037,79972,7556,68795,6941,11177,2620,153750,10642,135583,9731,18167,2635,298845,8441,268370,8070,30475,2762,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5957871,2105,4960930,18206,3507216,39549,3343377,36823,163839,11916,1453714,34741,366581,22149,312498,19306,54083,7595,1087133,30498,998219,28394,88914,7475,996941,17945,938180,16281,58761,4921,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6785622,1021,5337842,22972,3933984,34228,3865469,34310,68515,5885,1403858,35108,365400,23436,340196,22132,25204,4673,1038458,29910,998759,28594,39699,4864,1447780,23078,1391397,21507,56383,5095,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9853156,970,7955683,19032,5791850,37504,5584650,40422,207200,10737,2163833,33296,621695,20330,558175,19076,63520,5393,1542138,31394,1437206,29768,104932,5748,1897473,18852,1763586,17361,133887,5472,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
