GEO_ID,C27021_001E,C27021_001M,C27021_002E,C27021_002M,C27021_003E,C27021_003M,C27021_004E,C27021_004M,C27021_005E,C27021_005M,C27021_006E,C27021_006M,C27021_007E,C27021_007M,C27021_008E,C27021_008M,C27021_009E,C27021_009M,C27021_010E,C27021_010M,C27021_011E,C27021_011M,C27021_012E,C27021_012M,C27021_013E,C27021_013M,C27021_014E,C27021_014M,C27021_015E,C27021_015M,NAME,C27021_001MA,C27021_001EA,C27021_002MA,C27021_002EA,C27021_003EA,C27021_003MA,C27021_004EA,C27021_004MA,C27021_005MA,C27021_005EA,C27021_006MA,C27021_006EA,C27021_007MA,C27021_007EA,C27021_008EA,C27021_008MA,C27021_009EA,C27021_009MA,C27021_010MA,C27021_010EA,C27021_011MA,C27021_011EA,C27021_012MA,C27021_012EA,C27021_013EA,C27021_013MA,C27021_014EA,C27021_014MA,C27021_015EA,C27021_015MA,state
0400000US27,5519199,675,4432546,15450,3480674,26198,3378677,25837,101997,7565,951872,23567,304460,14398,275105,13800,29355,3479,647412,21546,600603,19854,46809,4765,1086653,15434,1022305,14794,64348,4202,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2920808,1463,2432882,14643,1567288,28651,1431420,27773,135868,11344,865594,28128,196456,14627,156076,11853,40380,5423,669138,25032,563167,21226,105971,9110,487926,14584,418391,12535,69535,5623,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6000326,1538,4843875,20794,3548368,30420,3318583,30288,229785,10758,1295507,28045,359677,17869,302733,15511,56944,6432,935830,24060,799013,21208,136817,8962,1156451,20705,1031726,18785,124725,7699,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1036245,559,814444,8510,648532,15835,603297,15235,45235,4635,165912,13009,57380,7349,49382,6530,7998,2272,108532,9556,95489,8643,13043,2349,221801,8425,200368,8046,21433,2311,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1891453,931,1524677,8986,1198845,15899,1124825,15074,74020,5692,325832,13044,108346,8405,90909,6828,17437,3562,217486,11708,190497,10249,26989,3654,366776,9020,328438,7963,38338,3568,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2962236,1424,2423539,15856,1642573,29262,1495933,27098,146640,10368,780966,26616,251865,17029,204480,14597,47385,5804,529101,24904,459868,22501,69233,8088,538697,15707,469331,14335,69366,6023,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1325016,952,1059102,8063,832349,14937,799647,13952,32702,4157,226753,14102,84768,8997,75449,8741,9319,2045,141985,10795,131139,10019,10846,2457,265914,8073,241722,8098,24192,3177,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8902432,1561,7596505,20191,5603171,42497,5280267,40585,322904,14631,1993334,37143,551655,21608,457005,19143,94650,9856,1441679,32607,1280694,28819,160985,11274,1305927,20405,1196398,18834,109529,7352,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2054301,1433,1684348,11368,1090017,23793,1006932,22426,83085,7436,594331,22583,187637,14463,160882,12921,26755,4794,406694,20016,363831,18060,42863,5790,369953,11531,335660,10354,34293,3851,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19608066,2106,15796879,29512,10895576,63397,10413533,65027,482043,18125,4901303,57211,1273251,37925,1134960,36194,138291,11612,3628052,54476,3390659,50318,237393,12145,3811187,29711,3555972,26850,255215,13276,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10070781,3392,8243289,22857,5905315,57156,5436899,54092,468416,19262,2337974,51444,613667,28659,480793,22453,132874,9653,1724307,40276,1477942,35961,246365,12923,1827492,22598,1599164,21183,228328,10157,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,738177,1431,568410,6239,454857,10311,434943,9819,19914,3360,113553,8803,41183,5700,34326,5134,6857,1767,72370,7341,60019,6638,12351,2576,169767,6175,153307,5715,16460,2569,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11485078,1447,9208059,22718,6584328,42041,6275168,41173,309160,15591,2623731,44375,730891,23581,661527,21320,69364,6446,1892840,37786,1755861,35063,136979,9268,2277019,22594,2106508,21970,170511,7253,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3851302,1847,3174088,13414,2274870,22237,2023287,21790,251583,8062,899218,21603,261318,11628,198448,9264,62870,5247,637900,19090,517264,16033,120636,6218,677214,13203,566820,11261,110394,6200,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4102901,1020,3236698,17163,2462737,28976,2333713,29704,129024,7965,773961,27073,241923,17193,210638,14736,31285,5305,532038,23816,481550,22292,50488,6266,866203,17203,796184,16559,70019,5646,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12602472,1128,10102520,20780,7406901,43202,7060170,42908,346731,16259,2695619,44495,764872,29756,690198,28215,74674,6561,1930747,39026,1800498,37823,130249,8524,2499952,20677,2359403,19900,140549,6723,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1044111,858,822595,8094,594942,13916,574965,13463,19977,3507,227653,12371,54167,7741,49412,6833,4755,1787,173486,12547,162737,12400,10749,2395,221516,8027,208807,7971,12709,2115,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4928260,2320,4058908,18773,2814609,34252,2601656,32054,212953,10512,1244299,28473,274068,16709,216028,15265,58040,6109,970231,27827,817152,24590,153079,10254,869352,19272,751891,18114,117461,6727,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,851826,955,670932,6664,513999,11981,484070,11432,29929,3723,156933,9240,48984,4952,41593,4165,7391,1742,107949,8236,88299,7259,19650,2787,180894,6700,160526,6183,20368,2852,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6612552,2386,5450865,18582,3916808,37898,3647276,37726,269532,13443,1534057,32988,410615,22535,343080,19176,67535,7615,1123442,28397,985388,24676,138054,9867,1161687,18479,1007666,16096,154021,8191,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27836924,4153,23877715,39379,17157539,95457,14600975,88718,2556564,49853,6720176,87995,1800791,46479,1289156,36221,511635,22800,4919385,79607,3830671,66817,1088714,30144,3959209,39229,3299154,35423,660055,18792,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3076318,925,2691769,13372,2208942,22315,2049019,22377,159923,10197,482827,21620,157702,14366,128244,12073,29458,4443,325125,17592,275666,14624,49459,6656,384549,13373,341636,11402,42913,4928,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,617556,273,462891,5323,356970,7163,344505,7156,12465,2088,105921,7683,33474,4424,30623,4174,2851,1005,72447,6408,67049,5756,5398,1494,154665,5300,147268,5076,7397,1267,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8256810,4827,6808622,20281,5093084,39326,4746430,39417,346654,16376,1715538,37478,465011,21774,382269,17773,82742,7205,1250527,28588,1084349,25443,166178,10551,1448188,20981,1314583,19866,133605,6522,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7299812,2782,5876190,21919,4497993,38717,4283961,37529,214032,12741,1378197,32788,450023,20916,395655,19029,54368,5365,928174,27750,853387,26606,74787,5983,1423622,21883,1320703,21165,102919,5938,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1787126,719,1453736,8803,1057019,17333,1009292,16134,47727,4730,396717,14512,129230,9603,115040,8877,14190,3378,267487,14559,248509,13544,18978,3659,333390,8706,305396,8647,27994,3218,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5723963,784,4520363,16905,3428236,30668,3294234,30111,134002,7784,1092127,25724,340366,15714,306863,14982,33503,3743,751761,23091,690084,20117,61677,5683,1203600,16814,1123378,15624,80222,5242,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568891,1060,458731,4637,361036,10403,324403,9554,36633,5761,97695,9180,32544,5518,25882,4694,6662,1858,65151,6494,52254,5767,12897,3000,110160,4786,96637,4641,13523,2391,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3309977,1047,2856479,11184,1506211,31651,1420844,29609,85367,7888,1350268,29523,319763,22770,294848,21033,24915,4917,1030505,26745,953635,25406,76870,8428,453498,11307,413127,11072,40371,3896,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
