GEO_ID,B27007_001E,B27007_001M,B27007_002E,B27007_002M,B27007_003E,B27007_003M,B27007_004E,B27007_004M,B27007_005E,B27007_005M,B27007_006E,B27007_006M,B27007_007E,B27007_007M,B27007_008E,B27007_008M,B27007_009E,B27007_009M,B27007_010E,B27007_010M,B27007_011E,B27007_011M,B27007_012E,B27007_012M,B27007_013E,B27007_013M,B27007_014E,B27007_014M,B27007_015E,B27007_015M,B27007_016E,B27007_016M,B27007_017E,B27007_017M,B27007_018E,B27007_018M,B27007_019E,B27007_019M,B27007_020E,B27007_020M,B27007_021E,B27007_021M,B27007_022E,B27007_022M,B27007_023E,B27007_023M,B27007_024E,B27007_024M,B27007_025E,B27007_025M,B27007_026E,B27007_026M,B27007_027E,B27007_027M,B27007_028E,B27007_028M,B27007_029E,B27007_029M,B27007_030E,B27007_030M,B27007_031E,B27007_031M,B27007_032E,B27007_032M,B27007_033E,B27007_033M,B27007_034E,B27007_034M,B27007_035E,B27007_035M,B27007_036E,B27007_036M,B27007_037E,B27007_037M,B27007_038E,B27007_038M,B27007_039E,B27007_039M,B27007_040E,B27007_040M,B27007_041E,B27007_041M,B27007_042E,B27007_042M,B27007_043E,B27007_043M,B27007_044E,B27007_044M,B27007_045E,B27007_045M,B27007_046E,B27007_046M,B27007_047E,B27007_047M,B27007_048E,B27007_048M,B27007_049E,B27007_049M,B27007_050E,B27007_050M,B27007_051E,B27007_051M,B27007_052E,B27007_052M,B27007_053E,B27007_053M,B27007_054E,B27007_054M,B27007_055E,B27007_055M,B27007_056E,B27007_056M,B27007_057E,B27007_057M,NAME,B27007_001EA,B27007_001MA,B27007_002EA,B27007_002MA,B27007_003MA,B27007_003EA,B27007_004EA,B27007_004MA,B27007_005EA,B27007_005MA,B27007_006EA,B27007_006MA,B27007_007MA,B27007_007EA,B27007_008MA,B27007_008EA,B27007_009MA,B27007_009EA,B27007_010EA,B27007_010MA,B27007_011EA,B27007_011MA,B27007_012MA,B27007_012EA,B27007_013MA,B27007_013EA,B27007_014MA,B27007_014EA,B27007_015EA,B27007_015MA,B27007_016EA,B27007_016MA,B27007_017EA,B27007_017MA,B27007_018MA,B27007_018EA,B27007_019MA,B27007_019EA,B27007_020MA,B27007_020EA,B27007_021EA,B27007_021MA,B27007_022EA,B27007_022MA,B27007_023MA,B27007_023EA,B27007_024MA,B27007_024EA,B27007_025EA,B27007_025MA,B27007_026EA,B27007_026MA,B27007_027EA,B27007_027MA,B27007_028EA,B27007_028MA,B27007_029MA,B27007_029EA,B27007_030MA,B27007_030EA,B27007_031MA,B27007_031EA,B27007_032MA,B27007_032EA,B27007_033EA,B27007_033MA,B27007_034MA,B27007_034EA,B27007_035EA,B27007_035MA,B27007_036EA,B27007_036MA,B27007_037EA,B27007_037MA,B27007_038EA,B27007_038MA,B27007_039EA,B27007_039MA,B27007_040MA,B27007_040EA,B27007_041MA,B27007_041EA,B27007_042MA,B27007_042EA,B27007_043EA,B27007_043MA,B27007_044EA,B27007_044MA,B27007_045EA,B27007_045MA,B27007_046EA,B27007_046MA,B27007_047EA,B27007_047MA,B27007_048EA,B27007_048MA,B27007_049EA,B27007_049MA,B27007_050MA,B27007_050EA,B27007_051MA,B27007_051EA,B27007_052MA,B27007_052EA,B27007_053MA,B27007_053EA,B27007_054EA,B27007_054MA,B27007_055EA,B27007_055MA,B27007_056MA,B27007_056EA,B27007_057MA,B27007_057EA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,90483,4862,85941,4438,420448,6434,181707,7568,238741,6553,226085,5035,19998,2902,206087,5727,256087,5088,26142,3413,229945,5661,277336,3717,24785,2608,252551,4654,299187,3191,30902,3451,268285,4418,304159,2250,40294,3017,263865,3670,218704,2414,26236,2379,192468,2985,122402,1564,12985,1548,109417,1896,2492680,5724,167763,4244,86797,4305,80966,4675,404854,5054,170937,6646,233917,6429,230344,6195,34258,3579,196086,6114,282462,5515,49340,3964,233122,5162,301709,3327,40013,3787,261696,5021,323118,3004,31864,2915,291254,3772,340620,2018,47341,3554,293279,3885,256376,2450,37745,3087,218631,3241,185434,2029,30781,2432,154653,3217,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,13675,1538,17872,1779,68413,2358,26858,2485,41555,2778,33050,2664,5258,1110,27792,2702,51570,1973,9164,1706,42406,2210,46738,1845,6867,1390,39871,2097,45308,1380,4659,1177,40649,1565,48526,910,6108,983,42418,1300,29319,854,2981,724,26338,1080,11643,556,1315,397,10328,586,350064,2412,32900,1868,13823,1687,19077,2112,61523,1903,22135,2353,39388,2425,32603,1550,7678,1414,24925,1989,48438,2003,11895,1703,36543,2215,46398,2018,7863,1409,38535,1991,42337,1726,6414,1331,35923,1776,45315,791,7873,1191,37442,1272,27107,802,4839,867,22268,1191,13443,590,3204,643,10239,785,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,117048,4900,145037,5151,618452,4976,224228,7479,394224,7396,333965,5668,55319,4553,278646,6253,417137,4682,74011,4904,343126,5814,412301,2964,64858,4828,347443,5451,407134,2009,59157,3644,347977,4123,398325,1489,62972,4020,335353,4177,325812,1317,35883,3162,289929,3149,222016,1374,22842,2062,199174,2124,3510894,3887,251768,3734,116061,4869,135707,5188,597135,5137,217697,8137,379438,8633,324755,4964,80474,5089,244281,6263,403384,4178,103055,4613,300329,5196,422700,2322,84208,4150,338492,4521,428500,2092,73096,4319,355404,4778,441458,1059,78878,4851,362580,4712,370320,1497,44277,3318,326043,3470,270874,1364,40355,2722,230519,3016,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,68862,4507,47287,3256,271815,4346,133732,5889,138083,5415,141415,3978,24315,3128,117100,4744,163784,4511,31288,2826,132496,4656,173771,3114,28509,2737,145262,3640,180348,2786,28959,2668,151389,3426,179447,1792,32859,2732,146588,3105,134649,2156,15273,1864,119376,2872,81043,1222,11369,1821,69674,2056,1506884,4657,110061,3585,61827,3705,48234,3391,253769,4632,128565,6284,125204,5431,137389,3437,37462,3085,99927,4286,166863,3786,43836,3890,123027,4365,186810,3003,43736,3437,143074,4214,189031,2346,35075,2872,153956,3380,198334,1857,36782,2736,161552,2881,153140,1870,22803,2142,130337,2776,111487,1662,21106,2298,90381,2487,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,688484,12938,812757,13989,3379612,12332,1424376,18977,1955236,19468,1946447,12636,451723,11283,1494724,14931,2666750,11785,512333,12665,2154417,15071,2560912,5580,431169,12226,2129743,11908,2526206,4303,445749,13740,2080457,14278,2282316,3576,436867,10910,1845449,10922,1468783,2641,240842,6918,1227941,6702,935552,2759,198819,5806,736733,6355,19779016,6604,1430930,7691,646146,11548,784784,12682,3255690,10386,1365612,18627,1890078,17931,1883513,12504,538232,12530,1345281,14641,2584388,11218,667576,13853,1916812,16599,2591862,3513,580318,12101,2011544,13072,2584512,3253,536429,11514,2048083,11357,2442378,2947,531048,10478,1911330,10695,1699022,3522,344006,7471,1355016,8046,1306721,3392,342973,8166,963748,8734,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,77453,4197,128482,3943,478965,4933,158587,7340,320378,7962,263630,5590,43447,3730,220183,6104,384020,4969,55787,3898,328233,5926,376335,3554,48407,3212,327928,4230,353019,2914,41135,3331,311884,4252,338474,1785,45077,3123,293397,3362,227526,1732,22997,2172,204529,2533,120384,1522,12979,1607,107405,1920,2765782,3756,193747,3759,74060,3909,119687,4406,455588,4322,162407,6983,293181,7588,252631,4755,52823,3841,199808,4828,372453,4538,73769,3947,298684,4829,366941,2443,59470,4435,307471,4246,353088,2143,48963,3412,304125,4077,360473,1421,50742,3022,309731,3171,249596,1977,27636,2422,221960,2831,161265,1927,22204,1827,139061,2615,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,41946,3301,67850,3559,297096,2941,104566,5422,192530,5066,168094,3738,28053,3030,140041,4386,196907,3260,34567,3190,162340,4069,200678,1534,28700,2687,171978,2925,246338,1763,34421,3322,211917,3532,245194,1312,30478,3289,214716,3373,156934,1003,17731,1857,139203,2035,95942,1109,12969,1673,82973,1951,1819543,2573,105700,2643,36789,2777,68911,3167,280289,3335,89818,5324,190471,5093,168672,3590,37013,3589,131659,4238,195917,2461,47357,3458,148560,3760,214032,1455,43779,3359,170253,3100,264687,1508,43909,3465,220778,3655,263636,1173,37113,3123,226523,3320,179212,1333,24925,2671,154287,2967,147398,1444,29863,2830,117535,2964,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,11496,1550,21171,1822,79124,1860,26657,3345,52467,3145,39026,2163,4797,1246,34229,2573,55393,2069,8757,1777,46636,2128,51959,1580,7845,1460,44114,2152,58492,1199,6017,1298,52475,1744,62174,740,8293,1652,53881,1795,47492,714,2746,736,44746,1023,28134,688,2155,733,25979,977,492798,1502,31871,1458,14271,1838,17600,1917,74811,1891,24335,2788,50476,3111,42357,1944,5867,1470,36490,2208,58307,1991,12686,2042,45621,2410,56533,1002,9862,1497,46671,1668,64561,914,7988,1282,56573,1578,70853,523,11363,1696,59490,1680,55971,477,5068,944,50903,976,37534,650,5054,842,32480,981,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,9846,1339,16301,1350,39950,1365,20997,1654,18953,1904,37247,1846,7811,1776,29436,2071,66299,1657,7551,1711,58748,2084,49005,630,9132,1592,39873,1703,37234,644,9598,1426,27636,1518,32414,426,9256,1398,23158,1419,19989,540,4960,826,15029,848,12650,484,2787,785,9863,838,362873,800,25689,1060,12042,1552,13647,1865,41849,1884,21063,2041,20786,2054,45369,1865,7312,1379,38057,2287,75314,1715,13581,1625,61733,2079,51380,395,12408,1542,38972,1636,37764,225,10855,1418,26909,1430,36663,143,10814,1462,25849,1429,27099,384,7569,1209,19530,1248,21746,523,6936,1109,14810,1135,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,343443,9497,343430,10157,1580087,7926,628569,15037,951518,14313,893939,9738,78783,5070,815156,10386,1148101,9222,98736,6309,1049365,9317,1213805,6189,111667,6298,1102138,7511,1322190,5431,114811,5780,1207379,7537,1308553,3989,141215,7838,1167338,8541,1072077,3869,122191,5135,949886,6413,800526,3282,111493,6024,689033,6652,10652553,6437,653841,6523,323360,7502,330481,8636,1529642,8700,620469,14331,909173,14531,868340,9975,125065,8250,743275,11821,1187170,9165,187686,8301,999484,11403,1268760,5219,169882,6923,1098878,7597,1401479,4660,134350,6666,1267129,8564,1469181,3298,170559,7394,1298622,8250,1254343,3374,178491,5515,1075852,6358,1019797,3470,189338,7629,830459,8010,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
