GEO_ID,C18107_001E,C18107_001M,C18107_002E,C18107_002M,C18107_003E,C18107_003M,C18107_004E,C18107_004M,C18107_005E,C18107_005M,C18107_006E,C18107_006M,C18107_007E,C18107_007M,C18107_008E,C18107_008M,C18107_009E,C18107_009M,C18107_010E,C18107_010M,C18107_011E,C18107_011M,C18107_012E,C18107_012M,C18107_013E,C18107_013M,C18107_014E,C18107_014M,C18107_015E,C18107_015M,NAME,C18107_001EA,C18107_001MA,C18107_002MA,C18107_002EA,C18107_003MA,C18107_003EA,C18107_004EA,C18107_004MA,C18107_005EA,C18107_005MA,C18107_006EA,C18107_006MA,C18107_007MA,C18107_007EA,C18107_008MA,C18107_008EA,C18107_009EA,C18107_009MA,C18107_010EA,C18107_010MA,C18107_011EA,C18107_011MA,C18107_012MA,C18107_012EA,C18107_013MA,C18107_013EA,C18107_014EA,C18107_014MA,C18107_015EA,C18107_015MA,state
0400000US01,3701067,2610,1742003,3599,1400897,3646,73622,4454,1327275,5926,341106,2341,45357,3243,295749,3815,1959064,3527,1517254,3550,80212,4569,1437042,5868,441810,2129,88658,3851,353152,4081,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,531356,2202,272346,2200,231384,2410,8730,1784,222654,2874,40962,697,3926,851,37036,1054,259010,1329,218460,1359,7291,1557,211169,2015,40550,840,5775,992,34775,1329,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5278030,2464,2567217,2884,2019389,3071,72378,4489,1947011,5358,547828,1407,55470,3406,492358,3489,2710813,2321,2069619,2208,79186,4877,1990433,5455,641194,1474,94559,4552,546635,4909,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2242815,2257,1077755,3083,862063,2979,49303,3846,812760,4989,215692,2050,26893,2146,188799,3088,1165060,2892,900433,2801,50429,3915,850004,4617,264627,2089,50681,3037,213946,3228,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30004230,5801,14647533,6173,12243198,6481,359792,10121,11883406,11552,2404335,3306,300338,9004,2103997,9615,15356697,4684,12350954,4913,383734,10624,11967220,11790,3005743,4174,597853,10055,2407890,9121,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4253992,3506,2102544,3807,1754634,3743,45292,3536,1709342,5221,347910,1649,31642,2514,316268,2854,2151448,2407,1740587,2619,52836,4155,1687751,4652,410861,1605,55189,3427,355672,3826,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2795593,1476,1337829,2484,1084953,2317,29070,2624,1055883,3707,252876,1105,25120,2263,227756,2575,1457764,1886,1131154,1793,34681,3373,1096473,3755,326610,1546,52276,3892,274334,3935,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,743351,1053,350686,1030,275060,1171,7917,1528,267143,1871,75626,668,6174,1091,69452,1271,392665,783,299160,897,11996,1500,287164,1796,93505,702,12642,1711,80863,1670,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559436,823,258266,762,225627,730,6117,1285,219510,1456,32639,367,4663,1074,27976,1057,301170,697,252325,583,6872,1553,245453,1575,48845,453,9742,1386,39103,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16487490,4366,7892809,5095,6020206,6023,218310,8957,5801896,10889,1872603,3983,191143,7352,1681460,7799,8594681,4351,6320541,4332,234011,8723,6086530,9812,2274140,3678,343867,9672,1930273,10722,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
