GEO_ID,B18140_001E,B18140_001M,B18140_002E,B18140_002M,B18140_003E,B18140_003M,B18140_004E,B18140_004M,B18140_005E,B18140_005M,B18140_006E,B18140_006M,B18140_007E,B18140_007M,NAME,B18140_001MA,B18140_001EA,B18140_002EA,B18140_002MA,B18140_003MA,B18140_003EA,B18140_004EA,B18140_004MA,B18140_005EA,B18140_005MA,B18140_006MA,B18140_006EA,B18140_007MA,B18140_007EA,state
0400000US01,30549,261,21622,1052,26945,2280,17334,1355,30992,273,37845,1076,25299,474,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37852,1812,31164,3983,36660,7175,27099,3584,39129,2074,45445,1922,32035,866,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31756,215,22184,822,24837,1695,20542,969,32210,227,36753,392,29035,656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,30104,368,22141,1192,28060,2715,18591,2052,30615,340,35480,548,26086,450,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35626,126,25460,624,29402,1314,21681,512,36054,129,41063,136,30911,137,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36890,241,24170,1530,29412,2838,18449,2920,37500,459,43998,1066,31892,332,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41181,407,26831,1686,32034,2427,21427,1696,41839,406,50457,466,35021,730,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36328,925,20912,2834,21584,6262,20401,3310,37172,1035,41709,987,32440,1571,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,54841,1627,40637,4488,45591,10604,36283,6196,56033,1045,61097,1109,52842,1627,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30497,140,22426,755,26082,1059,20093,1060,30809,139,34687,589,26761,208,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,32113,195,23448,1388,30394,1661,19073,1641,32453,279,38550,832,28184,546,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,37093,585,31408,3020,36456,9441,30165,4810,37296,719,42303,812,32327,815,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,27775,922,18983,2405,21488,1649,15300,2618,29465,977,35825,751,21255,556,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35958,219,22492,1025,30104,2137,17702,1338,36601,218,43815,901,30534,193,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,32153,220,21866,798,27763,2071,17280,1013,33015,558,41230,336,26816,357,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,33565,644,20687,1403,27109,2563,15429,1562,34847,563,41338,340,28356,697,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32010,265,22199,1363,26408,1829,17387,2326,32855,814,40511,343,26748,459,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,30723,215,20466,858,22759,2600,16969,1257,31336,225,37388,530,26094,383,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,30646,281,22203,927,27428,3164,18850,1596,31104,299,40288,674,25114,476,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,31596,450,18559,2286,21432,4513,14869,2031,32333,595,37438,1399,29270,1068,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42195,233,30122,1544,35489,4203,25589,1538,43058,698,50230,354,38304,935,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,41754,224,25528,1512,31025,1687,20820,1349,42434,369,50967,256,36461,367,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,31789,130,21524,670,25406,1552,18299,1690,32260,135,40697,229,26627,254,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37475,404,20957,1068,24029,2312,18329,1552,39234,566,45514,463,32297,257,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29905,598,21358,1670,25127,3467,18002,2123,30357,299,35755,655,25069,708,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,31613,210,21978,800,26316,1128,18629,1433,32108,210,38354,860,27718,571,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,29111,961,20240,1684,21489,1557,16326,2267,30243,404,35447,877,25092,775,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33367,727,23208,2460,27223,2789,20840,1192,34678,757,41230,524,28140,807,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32378,290,26651,1070,31341,1882,24152,2456,32950,711,37215,651,30127,517,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37979,1172,24396,3556,29199,6024,21552,1911,39533,1198,47767,1244,31786,611,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41639,216,26581,1163,31018,1044,22353,1932,42113,236,51107,318,35252,374,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28185,892,18805,1896,21194,3529,16858,2271,29437,915,32433,1104,25144,842,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,37392,192,24195,924,27561,1760,21069,877,38510,422,42953,839,32894,532,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,31413,176,21192,574,24831,1926,18051,1230,31857,168,36931,306,27745,547,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35992,579,26277,3484,32858,4623,15045,6243,36555,582,42121,726,31166,544,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,32059,157,21323,525,25713,969,17329,704,32894,416,40801,218,27389,262,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30557,238,23140,1187,27499,1492,19405,1358,31103,251,36785,515,25644,390,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,32201,310,21415,1463,27017,2404,16246,1357,33181,809,39330,1013,28039,785,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,35130,199,22088,556,26863,927,18105,1325,35909,206,42039,220,30259,197,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,36265,842,22320,3677,26871,2469,20039,2519,37309,1084,43712,2445,31170,742,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,30140,221,22423,1311,26964,1902,18459,1652,30465,228,35763,618,25573,380,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,31465,377,21966,3609,28109,3264,14804,3810,31871,385,38054,1455,27298,705,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31015,198,22471,924,26128,1327,20283,964,31433,204,36228,346,27089,336,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,32344,118,23869,763,28307,1451,20007,665,33203,371,39870,468,27788,444,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31106,249,23640,1830,30318,1664,18057,2118,31450,251,41044,410,22940,739,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,31466,615,20651,2999,22676,3238,16131,6414,32207,698,36590,1064,28881,1582,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37565,545,25891,1338,32232,2026,20930,1336,38824,608,46482,445,31550,285,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,38765,601,27052,1052,32062,1481,22244,1301,40101,272,48417,808,31722,316,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29126,1234,22125,1802,25210,2675,20204,2310,30140,765,36474,876,24609,1090,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34996,428,19733,1366,23351,1887,15734,1062,35786,282,41966,257,29760,561,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,33228,1709,26069,4697,32097,6948,14848,13977,34278,1602,42109,1979,27604,1527,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16965,232,15932,843,16384,982,14904,1756,17059,246,16922,308,17250,417,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
