GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001MA,C16006_001EA,C16006_002EA,C16006_002MA,C16006_003EA,C16006_003MA,C16006_004EA,C16006_004MA,C16006_005EA,C16006_005MA,C16006_006MA,C16006_006EA,state
0400000US01,178415,2599,55143,5377,121346,5174,65842,4110,55504,4831,1926,882,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46087,431,28570,2524,15284,2418,10698,1963,4586,1536,2233,1860,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2005967,193,697585,19094,1301673,19149,868574,15809,433099,12509,6709,1656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,199570,2073,62756,5890,136056,6148,73563,5216,62493,4850,758,648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14204980,855,3805359,51369,10336254,52015,6149812,42505,4186442,35961,63367,5821,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1105608,1323,541582,15751,558549,15610,370089,12796,188460,9030,5477,2234,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,531361,700,140954,7968,388167,8065,219628,7635,168539,8227,2240,890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80547,-555555555,20114,3227,60008,3267,39178,3280,20830,2849,425,411,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,68767,-555555555,15819,2166,52453,2188,27474,2974,24979,3313,495,288,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010934,1666,926600,23888,4065031,23825,2231842,24016,1833189,24602,19303,3535,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,899356,4200,191377,9262,702333,9492,390996,12237,311337,9741,5646,2074,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,130650,-555555555,97243,3544,25103,3361,18443,2535,6660,1584,8304,2034,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,190714,1636,78406,5275,111390,5288,65789,4416,45601,4193,918,575,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2024120,1835,459876,14727,1554491,14844,941774,15371,612717,13289,9753,1849,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,416874,1810,156223,7583,258625,7416,152655,7572,105970,6622,2026,666,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,165297,1973,63283,4800,100784,4872,55413,3416,45371,3722,1230,645,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,309272,1944,111448,6826,196981,6738,118615,5209,78366,4408,843,503,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,137198,2565,52684,4900,84151,4557,37777,2854,46374,4222,363,272,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,219267,2774,79786,5170,138153,4816,64299,5375,73854,5400,1328,458,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19960,1020,12915,1695,6897,1471,4547,1034,2350,1108,148,171,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,547652,1168,107376,6410,436190,6636,235245,7885,200945,9072,4086,1298,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,737071,610,180328,8555,546716,8879,313908,10034,232808,9107,10027,2586,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,456818,1264,228810,6642,225848,6750,144680,6735,81168,4669,2160,762,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
