GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001EA,B12504_001MA,B12504_002EA,B12504_002MA,B12504_003MA,B12504_003EA,B12504_004MA,B12504_004EA,B12504_005EA,B12504_005MA,B12504_006EA,B12504_006MA,B12504_007EA,B12504_007MA,B12504_008MA,B12504_008EA,B12504_009MA,B12504_009EA,state
0400000US01,20.2,0.4,20.2,0.4,21.0,0.5,11.6,1.6,14.3,1.8,20.3,0.4,21.3,0.4,10.8,1.6,13.7,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16.0,0.8,16.2,0.9,16.6,0.9,11.3,3.6,16.9,2.3,15.8,0.8,15.9,0.8,11.5,3.6,21.0,6.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,19.9,0.4,19.9,0.4,20.5,0.4,11.5,0.9,16.4,2.0,20.0,0.4,20.5,0.4,13.4,1.3,17.1,1.3,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19.0,0.4,18.9,0.5,19.7,0.5,13.0,1.9,10.5,1.6,19.1,0.4,19.9,0.4,9.3,2.2,14.6,2.4,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18.8,0.1,18.6,0.2,19.2,0.1,12.2,0.5,18.0,0.6,19.0,0.2,19.3,0.1,13.4,0.6,19.3,0.5,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,17.6,0.3,17.5,0.3,17.9,0.3,10.5,1.3,14.6,1.1,17.8,0.2,18.1,0.3,12.6,2.1,16.8,0.9,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21.8,0.3,21.6,0.4,22.2,0.4,12.6,1.4,18.7,2.6,22.0,0.3,22.4,0.4,13.9,3.5,19.9,1.9,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21.2,1.0,20.9,1.0,22.1,1.0,12.1,2.9,14.5,2.8,21.4,1.2,22.3,0.8,17.2,7.7,16.4,4.2,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10.6,1.0,9.9,0.9,9.8,0.8,7.1,2.6,21.7,6.7,11.2,0.8,10.9,1.1,7.6,3.2,20.4,2.1,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20.3,0.2,20.3,0.2,21.0,0.2,12.4,1.3,16.8,0.9,20.3,0.2,21.2,0.2,13.8,1.2,16.4,0.7,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,18.2,0.3,18.1,0.3,18.7,0.3,9.5,1.1,16.0,1.3,18.2,0.3,18.8,0.3,11.7,1.1,15.7,1.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,18.8,0.5,18.6,0.5,19.5,0.5,9.5,1.8,18.8,3.0,19.0,0.6,19.7,0.7,11.9,2.2,13.3,3.8,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18.7,0.5,18.7,0.6,19.5,0.7,12.8,4.1,10.0,5.9,18.7,0.5,18.9,0.6,13.6,6.4,18.3,2.5,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20.7,0.2,20.7,0.2,21.2,0.3,14.0,1.6,17.1,0.8,20.8,0.3,21.2,0.3,15.0,1.4,17.8,0.8,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19.8,0.3,19.9,0.3,20.4,0.4,12.6,1.9,11.2,1.4,19.7,0.4,20.3,0.3,11.7,2.9,13.2,1.9,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
