GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002MA,B17016_002EA,B17016_003MA,B17016_003EA,B17016_004MA,B17016_004EA,B17016_005MA,B17016_005EA,B17016_006MA,B17016_006EA,B17016_007MA,B17016_007EA,B17016_008MA,B17016_008EA,B17016_009MA,B17016_009EA,B17016_010MA,B17016_010EA,B17016_011MA,B17016_011EA,B17016_012EA,B17016_012MA,B17016_013EA,B17016_013MA,B17016_014MA,B17016_014EA,B17016_015MA,B17016_015EA,B17016_016MA,B17016_016EA,B17016_017MA,B17016_017EA,B17016_018MA,B17016_018EA,B17016_019MA,B17016_019EA,B17016_020MA,B17016_020EA,B17016_021MA,B17016_021EA,B17016_022EA,B17016_022MA,B17016_023EA,B17016_023MA,B17016_024MA,B17016_024EA,B17016_025MA,B17016_025EA,B17016_026MA,B17016_026EA,B17016_027MA,B17016_027EA,B17016_028MA,B17016_028EA,B17016_029EA,B17016_029MA,B17016_030MA,B17016_030EA,B17016_031MA,B17016_031EA,B17016_032EA,B17016_032MA,B17016_033EA,B17016_033MA,B17016_034EA,B17016_034MA,B17016_035MA,B17016_035EA,B17016_036MA,B17016_036EA,B17016_037MA,B17016_037EA,B17016_038MA,B17016_038EA,B17016_039MA,B17016_039EA,B17016_040MA,B17016_040EA,B17016_041MA,B17016_041EA,B17016_042EA,B17016_042MA,B17016_043EA,B17016_043MA,B17016_044EA,B17016_044MA,B17016_045EA,B17016_045MA,B17016_046EA,B17016_046MA,B17016_047EA,B17016_047MA,state
0400000US13,2525783,17938,279748,11291,96992,7159,21156,3286,1376,616,2647,960,17133,2904,20555,2908,3094,927,5752,1452,11709,2040,55281,4532,9660,2165,8378,1836,37243,3345,182756,8684,26728,3060,6147,1860,8611,1771,11970,1878,156028,8376,35280,3911,53275,4453,67473,5728,2246035,17534,1691763,17964,992345,14734,563204,13254,189652,7831,239489,7042,264799,9076,136221,6312,64501,4380,64077,3853,434619,9002,140194,6720,45729,3343,248696,6123,554272,11265,151063,7245,109246,6880,16313,2010,25504,3082,403209,9506,244561,8447,64544,4649,94104,4262,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,23547,2448,9084,1261,1175,740,0,187,184,196,991,686,1856,544,58,77,403,194,1395,511,6053,1162,662,403,851,461,4540,987,14463,2094,2544,779,242,179,640,456,1662,685,11919,1823,1156,564,4254,1232,6509,1372,296789,5140,224289,4878,125320,4388,72578,4088,24365,2516,28377,2460,37862,2865,18070,2072,9320,1385,10472,1515,61107,2979,17316,1862,5898,1016,37893,2418,72500,3662,25977,2369,16591,2014,3465,899,5921,1017,46523,3092,24273,2513,6553,1131,15697,1624,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,36225,3347,17272,2316,2710,901,571,682,788,372,1351,546,5528,1330,831,490,2682,943,2015,810,9034,1696,2102,940,1779,789,5153,1078,18953,2379,2950,918,881,452,1122,515,947,522,16003,2134,3498,1021,7261,1675,5244,1139,383549,7091,321153,6567,156937,5884,80739,4579,40599,2871,35599,3424,73027,4360,40506,3376,17338,2152,15183,1992,91189,4548,26857,2930,9465,1646,54867,3122,62396,4543,23983,3061,17151,2419,2705,890,4127,1255,38413,2788,22019,2970,7628,1734,8766,1383,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,277866,10016,95833,5247,17745,2205,770,349,2901,733,14074,1966,26962,2713,3278,1089,8263,1428,15421,2210,51126,3478,7650,1276,8597,1493,34879,2583,182033,7742,29362,2857,6387,1196,10444,1627,12531,1932,152671,7009,25712,2764,69302,5410,57657,4064,2805677,18153,2181444,16902,1233705,14448,683659,13389,271789,7296,278257,7835,392724,8676,210226,6519,91994,4146,90504,4379,555015,7846,165833,5640,70087,3432,319095,5426,624233,10594,193673,7072,131304,6452,30211,2685,32158,2680,430560,10165,245836,7506,85749,4337,98975,4749,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,153371,6313,48517,3520,9793,1803,748,383,2154,786,6891,1578,11863,1580,1196,495,4341,936,6326,1287,26861,2486,4460,1178,3983,992,18418,2032,104854,5649,18200,2251,4061,1059,6190,1224,7949,1514,86654,4755,15059,2374,34612,2959,36983,3704,1506731,12719,1184256,12173,671356,10773,376535,9027,155332,6267,139489,5242,208129,6515,112765,4718,44886,2936,50478,3408,304771,6744,84818,4652,33404,2754,186549,4934,322475,8029,107783,5414,75334,4514,15183,2203,17266,1778,214692,5833,131108,5628,37014,2723,46570,3266,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,21000,2024,4196,968,562,330,986,464,2648,704,6214,1009,921,391,2557,702,2736,719,10590,1369,1696,466,1425,614,7469,1184,32223,2721,5577,1211,1214,534,2021,807,2342,733,26646,2528,5794,1190,12379,1909,8473,1397,741391,7660,613509,7696,361898,6619,232858,5294,74477,3294,54563,3522,107744,4133,56355,3128,25811,2024,25578,1915,143867,3464,37841,2699,17995,1693,88031,2702,127882,5247,46567,3710,34473,3088,7177,1418,4917,848,81315,3714,53466,3291,14709,1802,13140,1393,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,22452,2048,5311,1090,615,292,1140,463,3556,1104,6151,1166,1488,593,1955,710,2708,737,10990,1461,2289,826,1501,558,7200,1097,35783,2856,5538,1153,1382,697,2484,782,1672,556,30245,2552,6512,1161,12794,1550,10939,1673,675414,7801,549941,7474,328182,6565,197478,5309,66260,3374,64444,3631,94281,4318,52111,3499,22004,1985,20166,1767,127478,4505,39697,2795,14047,1700,73734,3324,125473,5206,44449,3053,34262,2938,4908,961,5279,921,81024,4280,52693,3627,13931,2072,14400,1712,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,59391,3950,7103,1482,516,350,2350,780,4237,1174,13062,1775,1555,669,4001,933,7506,1402,39226,3218,4341,1012,5389,1190,29496,2746,86606,4009,16044,2349,2102,848,5155,1276,8787,1523,70562,3747,11394,1956,27314,2384,31854,2795,983831,12470,778162,11143,417922,9092,248368,7169,83122,4251,86432,4406,129243,4604,65361,3048,29052,2498,34830,2264,230997,6279,63158,3607,27045,2274,140794,4216,205669,6936,65480,4213,44826,3759,9388,1499,11266,1521,140189,5328,77154,4231,23768,2283,39267,2613,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,44430,3552,8261,1734,571,503,1286,694,6404,1584,7842,1210,783,443,2341,663,4718,952,28327,3043,4227,1440,4557,1270,19543,2366,118851,5798,17965,2782,4074,1305,5554,1630,8337,1909,100886,5815,23871,2699,29910,3434,47105,3706,943964,13522,699581,11475,380561,9563,229724,6870,61496,4148,89341,5134,113551,5241,55107,3973,23634,2767,34810,2618,205469,5837,66882,4685,22253,2294,116334,4324,244383,8047,69374,4688,46708,4062,7806,1714,14860,2005,175009,6927,99031,5526,27921,2699,48057,3054,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,8316,1205,929,411,185,224,193,165,551,272,1966,594,220,189,656,330,1090,477,5421,964,300,175,753,296,4368,925,12603,1860,3084,945,222,209,1251,651,1611,598,9519,1443,569,338,4844,939,4106,1050,309187,6042,255562,6083,130764,5127,79248,3541,29385,2177,22131,1994,52039,3231,24938,2523,13546,1391,13555,1279,72759,3354,17367,1841,10634,1365,44758,2681,53625,3662,18392,1911,11825,1678,3140,824,3427,629,35233,2942,19522,2229,7822,1526,7889,1270,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,27300,2544,5548,1419,385,230,937,535,4226,1204,7270,1327,978,522,2214,816,4078,1016,14482,1771,1159,655,2743,795,10580,1545,64480,4082,10183,1806,867,449,3112,1003,6204,1532,54297,4002,8270,1825,22174,2701,23853,2448,1378050,13235,1024997,11798,627369,10409,378853,7460,129029,5248,119487,5311,177586,4781,94299,3618,42796,2906,40491,2867,220042,5534,65645,4189,27160,2257,127237,3961,353053,9293,94516,5059,67933,4208,11449,1736,15134,1949,258537,7658,160952,6601,46822,3517,50763,3173,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,36380,3385,4706,1106,329,249,1079,478,3298,1051,8647,1656,517,391,2852,896,5278,1422,23027,2638,1254,650,3550,923,18223,2424,83314,4548,10362,2012,1140,688,3989,1297,5233,1072,72952,4393,5239,1238,29746,2985,37967,3427,1532520,14082,1187021,12674,666757,11064,386999,9824,161727,5949,118031,5548,247258,6595,129580,5279,64323,3614,53355,3127,273006,6619,83452,3928,36746,2982,152808,5252,345499,11795,101296,6421,67354,5240,14652,1870,19290,2284,244203,8978,131698,6815,56526,3926,55979,4406,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,81980,4205,13598,1974,735,380,2652,918,10211,1550,23407,2482,2243,690,8121,1139,13043,1915,44975,2887,5351,1229,6607,1308,33017,2299,162680,5583,33846,2790,5494,1312,12034,1669,16318,1827,128834,4898,18036,1937,53623,3199,57175,3584,2273343,14494,1774770,14794,922583,12089,496140,7835,218068,7192,208375,5691,330694,7226,167148,5424,78441,3477,85105,3276,521493,8746,129785,4727,60698,3342,331010,6322,498573,8701,155712,5326,103380,4203,22588,2518,29744,2065,342861,8422,187380,6925,64909,3690,90572,4119,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
