GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001EA,B02001_001MA,B02001_002EA,B02001_002MA,B02001_003EA,B02001_003MA,B02001_004EA,B02001_004MA,B02001_005EA,B02001_005MA,B02001_006EA,B02001_006MA,B02001_007EA,B02001_007MA,B02001_008EA,B02001_008MA,B02001_009EA,B02001_009MA,B02001_010EA,B02001_010MA,state
0400000US13,10429379,-555555555,6122956,19518,3292061,14889,36855,4978,410915,7362,8594,4808,271833,18068,286165,15074,35867,5045,250298,14332,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1427538,-555555555,357113,4528,23386,2357,2661,899,545639,8663,145271,6984,21476,3232,331992,12399,8848,1911,323144,12237,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1716943,-555555555,1546011,8292,11347,2676,21589,2376,23113,3357,3079,1199,59093,7378,52711,6054,6236,1987,46475,5821,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12802023,-555555555,9119912,26997,1818986,10407,29910,4796,694968,6277,4860,1837,797916,26426,335471,13189,67492,7217,267979,11908,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6666818,-555555555,5577897,9067,623961,6948,12397,1742,148366,4377,1441,727,125725,8655,177031,8148,21398,3757,155633,7352,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3145711,-555555555,2831066,5732,107076,4342,10791,2128,81714,2862,5876,2224,41459,5461,67729,5542,5515,1443,62214,5285,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2913123,-555555555,2462215,8017,167207,5245,21426,2982,85840,3241,3712,1793,71385,7823,101338,6084,8273,1955,93065,5904,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4454189,-555555555,3872670,6224,361637,6545,7777,1749,64878,2732,3527,1493,42177,5939,101523,6447,7662,1789,93861,5999,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4684333,-555555555,2890818,7827,1521339,7479,23848,2438,84816,2218,1517,848,75586,7165,86409,7164,6691,1760,79718,6888,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1335907,-555555555,1261611,1419,16372,1321,9340,1227,15157,1289,228,186,2621,1063,30578,2319,1674,827,28904,2520,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6052177,-555555555,3322483,13226,1806673,11404,18931,3269,391328,4619,2143,792,305303,13239,205316,11384,24666,4246,180650,10200,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6859819,-555555555,5387411,16190,531887,11002,15097,2882,452717,5899,993,700,261841,16473,209873,13038,32071,4932,177802,12849,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9962311,-555555555,7814775,9756,1374615,9426,53461,3852,308052,5534,2951,1127,113928,8680,294529,10231,28363,3676,266166,9629,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5576606,-555555555,4610465,7477,361130,5956,60803,3655,273194,4115,2044,791,110733,7416,158237,8950,17213,3093,141024,7841,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2984100,-555555555,1735887,4826,1134333,6398,13746,2245,27694,2806,1095,933,30914,3890,40431,5134,4230,1315,36201,4862,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6113532,-555555555,5013597,7917,698380,8685,25567,3166,124518,4632,8956,2809,81237,8559,161277,8726,11084,2345,150193,8204,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1050493,-555555555,930548,2488,4635,1022,64908,3142,7366,1202,1150,802,7788,1937,34098,3173,2569,1192,31529,3145,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1920076,-555555555,1677092,5326,88952,3328,15619,1744,47118,1953,1244,485,38823,4822,51228,3493,4772,1187,46456,3335,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2998039,-555555555,1936859,16580,274550,5204,37910,3411,255025,4592,20761,1706,333731,16877,139203,8911,22325,3118,116878,8092,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1342795,-555555555,1249751,2780,22409,2820,1785,614,35663,1914,560,462,4518,1355,28109,2901,2009,957,26100,2850,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,9005644,-555555555,6112238,22177,1217572,10761,17843,2730,886261,5549,3771,1356,538371,20351,229588,10637,52851,6040,176737,9623,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2088070,-555555555,1582020,11641,44431,3251,199887,4107,29427,1834,1684,763,161056,10764,69565,5524,18807,3205,50758,4999,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19849399,-555555555,12523357,35841,3136984,21590,76069,6649,1734663,11426,7397,1742,1768858,37683,602071,18354,152509,11867,449562,14651,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10273419,-555555555,7066745,16775,2206579,12167,119909,5099,295672,4895,8385,2541,309141,16321,266988,13249,27007,4265,239981,11755,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,755393,-555555555,654116,2352,23294,2184,41706,2209,12699,1981,540,445,8251,1916,14787,2568,1019,516,13768,2418,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11658609,-555555555,9480074,9073,1441353,10913,23720,3264,257518,4828,4216,1398,110748,8860,340980,12350,27733,4262,313247,11534,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3930864,-555555555,2837492,6995,286716,5037,302400,6392,86704,3193,7163,2135,107507,7386,302882,8985,14917,2415,287965,8657,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4142776,-555555555,3497242,14004,77750,3874,47692,4485,181659,4496,16144,2093,123547,12664,198742,9132,20451,4647,178291,8083,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12805537,-555555555,10339488,16063,1437081,14280,23523,2945,444588,5037,3425,1423,243000,14284,314432,14624,34246,4576,280186,13610,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1059639,-555555555,866258,7073,66660,5240,5580,2229,38058,1655,1128,1171,47303,7153,34652,5370,8301,3514,26351,4005,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,5024369,-555555555,3380219,8607,1357385,9443,15007,2574,76181,3682,6389,4664,81959,8728,107229,9891,9274,2643,97955,9315,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,869666,-555555555,736581,2594,16987,1897,76078,2436,10775,1976,944,628,5647,1821,22654,2935,1275,1080,21379,2915,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6715984,-555555555,5221591,8339,1122675,7929,14637,2210,119115,4010,6380,3151,89260,8454,142326,8537,10405,2429,131921,8422,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,28304596,-555555555,20929140,49248,3423231,16872,135098,9085,1360248,12057,23905,2603,1683894,47259,749080,24596,162297,13215,586783,22816,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3101833,-555555555,2657013,9210,37669,3034,32694,2620,75691,3749,26547,3160,179943,9716,92276,7549,16977,3864,75299,6001,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,623657,-555555555,587265,1192,8260,1155,2355,731,11270,1081,166,230,1392,534,12949,1611,682,479,12267,1577,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8470020,-555555555,5714699,15261,1627641,10715,26792,3555,545776,7330,4225,1094,219501,14571,331386,14713,31959,4539,299427,13967,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7405743,-555555555,5582361,14609,271584,8603,93038,6275,632156,8576,48533,2714,339986,15931,438085,14801,41827,4912,396258,14268,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1815857,-555555555,1684321,4026,71991,4073,2438,1029,13733,1791,344,483,12506,3687,30524,3525,2384,980,28140,3396,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5795483,-555555555,4942176,10663,370335,4564,49261,2660,159530,3156,4177,2357,126767,10372,143237,6903,20513,3861,122724,5584,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,579315,-555555555,528414,3065,5766,1755,13944,1327,4832,1167,8,15,10001,2465,16350,2542,2247,1210,14103,2288,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3337177,-555555555,2210728,25678,403659,18645,7934,2447,5424,1934,0,262,533614,20287,175818,11637,17163,3105,158655,11338,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
