GEO_ID,B09021_001E,B09021_001M,B09021_002E,B09021_002M,B09021_003E,B09021_003M,B09021_004E,B09021_004M,B09021_005E,B09021_005M,B09021_006E,B09021_006M,B09021_007E,B09021_007M,B09021_008E,B09021_008M,B09021_009E,B09021_009M,B09021_010E,B09021_010M,B09021_011E,B09021_011M,B09021_012E,B09021_012M,B09021_013E,B09021_013M,B09021_014E,B09021_014M,B09021_015E,B09021_015M,B09021_016E,B09021_016M,B09021_017E,B09021_017M,B09021_018E,B09021_018M,B09021_019E,B09021_019M,B09021_020E,B09021_020M,B09021_021E,B09021_021M,B09021_022E,B09021_022M,B09021_023E,B09021_023M,B09021_024E,B09021_024M,B09021_025E,B09021_025M,B09021_026E,B09021_026M,B09021_027E,B09021_027M,B09021_028E,B09021_028M,NAME,B09021_001EA,B09021_001MA,B09021_002MA,B09021_002EA,B09021_003MA,B09021_003EA,B09021_004EA,B09021_004MA,B09021_005EA,B09021_005MA,B09021_006MA,B09021_006EA,B09021_007MA,B09021_007EA,B09021_008MA,B09021_008EA,B09021_009MA,B09021_009EA,B09021_010EA,B09021_010MA,B09021_011EA,B09021_011MA,B09021_012MA,B09021_012EA,B09021_013MA,B09021_013EA,B09021_014MA,B09021_014EA,B09021_015EA,B09021_015MA,B09021_016EA,B09021_016MA,B09021_017MA,B09021_017EA,B09021_018MA,B09021_018EA,B09021_019MA,B09021_019EA,B09021_020MA,B09021_020EA,B09021_021EA,B09021_021MA,B09021_022EA,B09021_022MA,B09021_023MA,B09021_023EA,B09021_024MA,B09021_024EA,B09021_025MA,B09021_025EA,B09021_026EA,B09021_026MA,B09021_027EA,B09021_027MA,B09021_028MA,B09021_028EA,state
0400000US01,3663701,1649,551243,10525,1715377,24154,150423,8822,510005,15659,561263,14322,175390,11593,1036327,5173,88694,4508,244466,9261,73154,7078,365698,13398,162305,8083,102010,7782,1846035,5933,250477,8474,1053350,17577,69152,5769,139762,8826,272634,9255,60660,5998,781339,2995,212072,6388,417561,8380,8117,1840,4545,1191,126324,6482,12720,2192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,527749,384,63468,3409,247782,7998,39241,4463,64285,3741,70442,4796,42531,5611,177681,2396,10974,1990,53707,4429,18654,2840,51775,3233,22555,2700,20016,3353,269193,2555,33587,2508,151576,5604,18913,2947,12453,1776,35081,3490,17583,3364,80875,1042,18907,1697,42499,2579,1674,607,57,67,12806,1746,4932,1561,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5232953,1463,710445,11776,2413139,29616,355810,12266,659899,15399,744150,16508,349510,18282,1545293,3848,111954,6499,334920,10291,162146,8077,521087,13767,221704,10056,193482,12664,2509389,3734,323548,7801,1407953,20324,157688,7734,136352,7045,362323,10596,121525,8919,1178271,1969,274943,6948,670266,9693,35976,4052,2460,812,160123,6964,34503,4094,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2212908,1856,336052,8949,1106349,19638,127853,7711,234729,9728,306939,10904,100986,9237,628249,3662,48474,4083,191521,9063,64673,6171,168180,7444,97565,6056,57836,6572,1106368,4080,156372,6327,645338,12192,57499,4782,64990,5627,147244,6865,34925,4495,478291,2487,131206,4079,269490,6568,5681,1629,1559,756,62130,4463,8225,2046,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29683168,2619,3125094,24401,12889799,55329,1718231,28447,4572896,37637,5057473,41499,2319675,41862,9395846,6779,463804,12158,1793032,24043,750196,20315,3690917,34533,1401721,22654,1296176,31278,14916618,7473,1431383,18081,8504787,42750,853671,22322,858997,19549,2441674,29458,826106,23115,5370704,5212,1229907,14156,2591980,19308,114364,5883,22982,2305,1214078,15252,197393,9373,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4228499,1680,578719,10650,2123946,22520,268529,10148,410792,10940,480719,12479,365794,12967,1319572,3797,104252,4697,361676,10402,144402,8051,330322,10287,138597,7510,240323,9769,2152233,3634,272881,8490,1333074,16199,109972,6711,78716,5196,250810,7952,106780,6734,756694,2268,201586,6247,429196,8053,14155,2164,1754,674,91312,4799,18691,2718,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2733197,926,393209,9365,1299267,16718,169293,9948,379988,11532,348834,11145,142606,9109,729438,2537,55972,4201,142259,6461,70899,5797,306700,9164,77545,4837,76063,6063,1428925,2755,178089,7213,855551,13082,85929,6253,72127,5762,183917,7999,53312,5802,574834,1703,159148,5508,301457,7195,12465,1666,1161,665,87372,5387,13231,2607,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,733488,528,99176,4857,353599,10441,45019,5041,102067,6700,92006,6039,41621,5480,200373,1851,14250,2223,43998,3679,18149,3206,75729,5569,24550,3173,23697,4393,364370,2022,47249,4000,212381,7462,22168,3513,25233,2920,43702,3762,13637,2448,168745,808,37677,2707,97220,3162,4702,985,1105,786,23754,2463,4287,1301,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,530083,577,127144,4582,140967,6365,34880,3436,47994,4209,90878,6309,88220,6110,208334,1135,35914,2775,31133,2883,16328,2006,32233,3677,26451,3118,66275,4891,241117,1075,61268,4098,84659,4511,16079,2502,15640,2228,45464,4061,18007,3240,80632,722,29962,1783,25175,2479,2473,806,121,148,18963,2231,3938,1331,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16367577,3183,2217861,22865,7175297,51844,1001772,26757,2287422,29254,2615401,33680,1069824,31638,4267513,8330,282455,8725,822007,20205,373725,16215,1707215,23618,598948,17023,483163,21632,7965801,9296,948126,16010,4216985,35630,509214,16211,560435,16241,1284521,23693,446520,19258,4134263,5490,987280,14987,2136305,22588,118833,6374,19772,3607,731932,14266,140141,9141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
