GEO_ID,B23002A_001E,B23002A_001M,B23002A_002E,B23002A_002M,B23002A_003E,B23002A_003M,B23002A_004E,B23002A_004M,B23002A_005E,B23002A_005M,B23002A_006E,B23002A_006M,B23002A_007E,B23002A_007M,B23002A_008E,B23002A_008M,B23002A_009E,B23002A_009M,B23002A_010E,B23002A_010M,B23002A_011E,B23002A_011M,B23002A_012E,B23002A_012M,B23002A_013E,B23002A_013M,B23002A_014E,B23002A_014M,B23002A_015E,B23002A_015M,B23002A_016E,B23002A_016M,B23002A_017E,B23002A_017M,B23002A_018E,B23002A_018M,B23002A_019E,B23002A_019M,B23002A_020E,B23002A_020M,B23002A_021E,B23002A_021M,B23002A_022E,B23002A_022M,B23002A_023E,B23002A_023M,B23002A_024E,B23002A_024M,B23002A_025E,B23002A_025M,B23002A_026E,B23002A_026M,B23002A_027E,B23002A_027M,B23002A_028E,B23002A_028M,B23002A_029E,B23002A_029M,B23002A_030E,B23002A_030M,B23002A_031E,B23002A_031M,B23002A_032E,B23002A_032M,B23002A_033E,B23002A_033M,B23002A_034E,B23002A_034M,B23002A_035E,B23002A_035M,B23002A_036E,B23002A_036M,B23002A_037E,B23002A_037M,B23002A_038E,B23002A_038M,B23002A_039E,B23002A_039M,B23002A_040E,B23002A_040M,B23002A_041E,B23002A_041M,B23002A_042E,B23002A_042M,B23002A_043E,B23002A_043M,B23002A_044E,B23002A_044M,B23002A_045E,B23002A_045M,B23002A_046E,B23002A_046M,B23002A_047E,B23002A_047M,B23002A_048E,B23002A_048M,B23002A_049E,B23002A_049M,B23002A_050E,B23002A_050M,B23002A_051E,B23002A_051M,B23002A_052E,B23002A_052M,B23002A_053E,B23002A_053M,B23002A_054E,B23002A_054M,B23002A_055E,B23002A_055M,B23002A_056E,B23002A_056M,B23002A_057E,B23002A_057M,B23002A_058E,B23002A_058M,B23002A_059E,B23002A_059M,B23002A_060E,B23002A_060M,B23002A_061E,B23002A_061M,B23002A_062E,B23002A_062M,B23002A_063E,B23002A_063M,B23002A_064E,B23002A_064M,B23002A_065E,B23002A_065M,B23002A_066E,B23002A_066M,B23002A_067E,B23002A_067M,B23002A_068E,B23002A_068M,B23002A_069E,B23002A_069M,B23002A_070E,B23002A_070M,B23002A_071E,B23002A_071M,B23002A_072E,B23002A_072M,B23002A_073E,B23002A_073M,B23002A_074E,B23002A_074M,B23002A_075E,B23002A_075M,B23002A_076E,B23002A_076M,B23002A_077E,B23002A_077M,B23002A_078E,B23002A_078M,B23002A_079E,B23002A_079M,NAME,B23002A_001EA,B23002A_001MA,B23002A_002EA,B23002A_002MA,B23002A_003EA,B23002A_003MA,B23002A_004EA,B23002A_004MA,B23002A_005MA,B23002A_005EA,B23002A_006EA,B23002A_006MA,B23002A_007EA,B23002A_007MA,B23002A_008EA,B23002A_008MA,B23002A_009MA,B23002A_009EA,B23002A_010MA,B23002A_010EA,B23002A_011EA,B23002A_011MA,B23002A_012EA,B23002A_012MA,B23002A_013EA,B23002A_013MA,B23002A_014MA,B23002A_014EA,B23002A_015MA,B23002A_015EA,B23002A_016EA,B23002A_016MA,B23002A_017EA,B23002A_017MA,B23002A_018EA,B23002A_018MA,B23002A_019MA,B23002A_019EA,B23002A_020MA,B23002A_020EA,B23002A_021EA,B23002A_021MA,B23002A_022EA,B23002A_022MA,B23002A_023EA,B23002A_023MA,B23002A_024MA,B23002A_024EA,B23002A_025MA,B23002A_025EA,B23002A_026EA,B23002A_026MA,B23002A_027EA,B23002A_027MA,B23002A_028EA,B23002A_028MA,B23002A_029MA,B23002A_029EA,B23002A_030MA,B23002A_030EA,B23002A_031MA,B23002A_031EA,B23002A_032EA,B23002A_032MA,B23002A_033EA,B23002A_033MA,B23002A_034MA,B23002A_034EA,B23002A_035MA,B23002A_035EA,B23002A_036MA,B23002A_036EA,B23002A_037EA,B23002A_037MA,B23002A_038EA,B23002A_038MA,B23002A_039EA,B23002A_039MA,B23002A_040EA,B23002A_040MA,B23002A_041MA,B23002A_041EA,B23002A_042MA,B23002A_042EA,B23002A_043MA,B23002A_043EA,B23002A_044EA,B23002A_044MA,B23002A_045EA,B23002A_045MA,B23002A_046MA,B23002A_046EA,B23002A_047MA,B23002A_047EA,B23002A_048MA,B23002A_048EA,B23002A_049EA,B23002A_049MA,B23002A_050EA,B23002A_050MA,B23002A_051MA,B23002A_051EA,B23002A_052MA,B23002A_052EA,B23002A_053MA,B23002A_053EA,B23002A_054EA,B23002A_054MA,B23002A_055EA,B23002A_055MA,B23002A_056EA,B23002A_056MA,B23002A_057MA,B23002A_057EA,B23002A_058MA,B23002A_058EA,B23002A_059EA,B23002A_059MA,B23002A_060EA,B23002A_060MA,B23002A_061EA,B23002A_061MA,B23002A_062MA,B23002A_062EA,B23002A_063MA,B23002A_063EA,B23002A_064MA,B23002A_064EA,B23002A_065EA,B23002A_065MA,B23002A_066EA,B23002A_066MA,B23002A_067EA,B23002A_067MA,B23002A_068MA,B23002A_068EA,B23002A_069MA,B23002A_069EA,B23002A_070EA,B23002A_070MA,B23002A_071EA,B23002A_071MA,B23002A_072EA,B23002A_072MA,B23002A_073EA,B23002A_073MA,B23002A_074MA,B23002A_074EA,B23002A_075MA,B23002A_075EA,B23002A_076EA,B23002A_076MA,B23002A_077EA,B23002A_077MA,B23002A_078EA,B23002A_078MA,B23002A_079MA,B23002A_079EA,state
0400000US01,2712192,5754,1315693,3779,85981,2900,30075,2476,243,313,29832,2425,24893,2411,4939,1229,55906,3018,100191,2609,74895,2977,1193,523,73702,2985,67247,3163,6455,1564,25296,2949,623021,2754,531940,5737,6873,1481,525067,5937,504270,6661,20797,2584,91081,4497,227381,816,146655,3893,264,246,146391,3913,142885,3908,3506,806,80726,3940,93429,2922,30076,2321,29209,2331,867,463,63353,3000,185690,3162,25314,2112,25178,2108,136,119,160376,3159,1396499,3864,84427,3987,28533,2806,0,200,28533,2806,24485,2619,4048,881,55894,3643,98743,3102,67303,2572,168,188,67135,2594,61647,2935,5488,1416,31440,3340,621909,2561,440704,6449,1074,596,439630,6506,418893,6706,20737,2573,181205,6518,240590,952,116673,3714,0,200,116673,3714,114094,3660,2579,828,123917,3847,105488,3618,23090,1963,22553,1907,537,366,82398,3491,245342,3630,17092,2003,16732,1995,360,385,228250,3384,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,385348,2261,206055,1529,10790,1103,4518,1040,456,330,4062,1043,3590,1041,472,279,6272,957,18392,1376,16133,1532,4692,1171,11441,1413,9121,1308,2320,898,2259,722,107884,1131,94806,2575,5520,1034,89286,2512,84431,2800,4855,964,13078,2163,36924,490,27127,1532,0,153,27127,1532,26001,1558,1126,447,9797,1544,13590,1058,4916,896,4681,886,235,184,8674,1175,18475,1129,3102,784,2941,804,161,186,15373,1162,179293,1486,8056,1010,4519,875,8,19,4511,868,4018,859,493,281,3537,701,13644,944,11270,1035,370,361,10900,1030,10268,1043,632,344,2374,678,94190,1010,73215,1860,616,411,72599,1890,69356,2017,3243,965,20975,1946,33070,280,19421,1362,0,153,19421,1362,18978,1378,443,280,13649,1311,12504,1034,3971,839,3899,836,72,100,8533,1150,17829,1034,1902,522,1897,522,5,9,15927,1074,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4413502,17685,2175275,9543,139543,3991,59267,4039,287,228,58980,4015,47879,3877,11101,1785,80276,3188,178906,3175,140070,4298,2273,610,137797,4249,126403,4379,11394,2201,38836,3353,1017087,6846,882980,8377,7529,1204,875451,8283,839450,8091,36001,3552,134107,5712,339364,1947,232031,4013,0,208,232031,4013,222334,4150,9697,1502,107333,3835,163902,4612,50192,3445,48736,3537,1456,576,113710,4357,336473,4659,39348,3392,38268,3319,1080,443,297125,4863,2238227,9843,134019,4134,56696,4155,225,211,56471,4164,46280,3895,10191,1742,77323,4165,160999,3687,124898,4234,535,334,124363,4203,114400,4765,9963,2049,36101,3599,992686,6347,746159,9419,2277,1060,743882,9412,712596,9470,31286,3548,246527,8059,371843,1903,204183,5695,0,208,204183,5695,196677,5870,7506,1366,167660,5692,183462,5124,42410,3055,41271,2917,1139,505,141052,5384,395218,5440,28343,2557,27437,2438,906,345,366875,5239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1860833,5131,907521,3485,61322,2965,20438,2137,75,115,20363,2153,16474,1900,3889,1051,40884,2734,72354,2035,53891,3607,546,305,53345,3594,48211,3477,5134,1546,18463,2829,431389,2926,362154,5709,2670,828,359484,5527,343744,6105,15740,2429,69235,4906,148654,904,93005,2972,0,201,93005,2972,90288,3029,2717,752,55649,2942,65884,2657,20657,1753,20186,1798,471,356,45227,2562,127918,2482,17649,1870,17432,1882,217,156,110269,2737,953312,3545,58371,2718,25055,2648,191,124,24864,2662,21044,2556,3820,979,33316,2457,68745,2346,52893,2792,94,196,52799,2812,47908,2941,4891,1479,15852,1737,426979,2502,310104,6026,339,366,309765,6030,297346,6097,12419,1802,116875,5448,159453,827,84174,2868,0,201,84174,2868,82427,2831,1747,640,75279,2951,69235,2896,16626,1919,15877,1893,749,433,52609,2756,170529,2920,13277,1754,12968,1713,309,232,157252,3154,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18831206,48598,9359948,27180,577974,7688,180547,6328,10614,2675,169933,6292,133836,5934,36097,3209,397427,8490,778015,7838,580171,9137,25245,2929,554926,9623,494025,9860,60901,4536,197844,6563,4770882,18799,4212931,21126,40102,3565,4172829,20903,3983644,22048,189185,7303,557951,12848,1509726,5995,1088763,10735,142,166,1088621,10761,1040244,10654,48377,3347,420963,9544,590072,8862,237246,6104,227520,6217,9726,1488,352826,7800,1133279,9872,185483,6094,176092,6040,9391,1457,947796,9717,9471258,28071,548718,7357,176197,6423,653,383,175544,6430,142106,6103,33438,3197,372521,7907,720647,7645,520889,9956,4078,1006,516811,10085,471890,9764,44921,3849,199758,7838,4539795,18237,3386699,21574,5271,1386,3381428,21800,3219720,21599,161708,7630,1153096,17354,1558035,7021,934301,11783,0,210,934301,11783,896763,11183,37538,3351,623734,10557,645916,7561,189792,6496,183004,6423,6788,1090,456124,8741,1458147,8467,122545,4919,118132,4910,4413,968,1335602,8981,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3831230,10326,1915391,6424,121967,3225,58490,2744,1570,336,56920,2766,49348,2752,7572,1309,63477,3325,157204,2949,129647,4723,5907,888,123740,4673,115141,4480,8599,1464,27557,3278,1007412,4765,906150,8221,16438,2380,889712,8255,859870,8193,29842,2436,101262,5610,306088,1625,228753,4095,0,200,228753,4095,221807,4095,6946,1042,77335,3785,122725,3479,49887,2650,48310,2597,1577,525,72838,3279,199995,3481,34386,2464,33671,2481,715,337,165609,3419,1915839,5881,115101,3384,52995,3115,736,379,52259,3045,46410,3073,5849,1279,62106,3485,143754,2651,115466,3645,1344,467,114122,3710,107435,3632,6687,1529,28288,2522,956221,3629,763353,8037,2086,844,761267,8125,736864,8082,24403,2923,192868,7854,318797,1507,203385,4071,0,200,203385,4071,197257,4188,6128,1048,115412,3899,127722,3576,37058,2434,35970,2556,1088,495,90664,3555,254244,3900,25014,2163,24322,2075,692,449,229230,4131,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282669,9486,1102776,6107,71139,2515,25653,2121,810,435,24843,2092,21021,2059,3822,955,45486,2435,91419,2044,66106,2488,1348,361,64758,2546,58015,2897,6743,1569,25313,2315,498709,3766,452150,4967,4143,952,448007,5139,427212,5085,20795,2340,46559,3387,209853,1478,165412,2974,242,260,165170,3004,158376,3375,6794,1342,44441,2912,78256,2326,34988,2211,33989,2190,999,475,43268,2310,153400,2568,25537,2361,24957,2293,580,298,127863,3268,1179893,5555,68114,1948,29241,2124,0,207,29241,2124,25358,2018,3883,978,38873,2752,86290,1906,67475,2686,350,404,67125,2733,61256,2948,5869,1289,18815,2316,504974,3508,412025,5611,534,367,411491,5622,391277,6698,20214,2943,92949,5324,221266,1533,152487,3354,0,207,152487,3354,147658,3385,4829,1133,68779,3540,84535,2751,30508,2176,29724,2185,784,392,54027,2805,214714,2908,22672,2331,21866,2309,806,444,192042,3385,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,552587,3357,266729,2157,15787,1101,6243,1119,119,192,6124,1133,5263,1108,861,515,9544,1198,17961,718,12927,1279,537,279,12390,1301,10354,1410,2036,726,5034,1250,121370,1239,106512,2239,1611,690,104901,2361,101086,2665,3815,1115,14858,1817,47458,723,32230,1870,0,198,32230,1870,30833,1790,1397,455,15228,1705,21240,1378,7884,906,7785,901,99,85,13356,1238,42913,1371,5690,801,5407,776,283,191,37223,1518,285858,1731,14427,976,5023,747,12,26,5011,749,4682,734,329,223,9404,1180,17773,791,13159,1223,61,88,13098,1236,12641,1240,457,342,4614,1102,123445,1182,93789,2589,156,245,93633,2592,89316,2641,4317,1364,29656,2537,52687,528,31434,1804,0,198,31434,1804,30448,1799,986,361,21253,1717,25273,1521,6876,1201,6235,1118,641,381,18397,1502,52253,1572,5139,1281,5112,1260,27,46,47114,1803,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252080,3248,124856,2034,5146,1028,1339,499,170,150,1169,488,1067,462,102,111,3807,872,10116,1049,6795,960,429,258,6366,990,6215,982,151,129,3321,757,83716,1607,80146,1757,1140,409,79006,1814,76865,2162,2141,906,3570,1050,11485,341,9058,701,0,208,9058,701,8884,696,174,177,2427,701,4625,737,2284,585,2284,585,0,208,2341,730,9768,748,3567,953,3435,941,132,161,6201,932,127224,1684,6104,1251,1764,584,0,208,1764,584,1628,591,136,192,4340,1116,12530,1309,8785,1396,20,49,8765,1389,8462,1373,303,216,3745,1102,82296,1343,75936,1727,396,297,75540,1684,73842,1770,1698,584,6360,1226,10204,441,7960,767,0,208,7960,767,7272,873,688,446,2244,651,5071,844,2752,662,2676,661,76,126,2319,648,11019,853,2477,767,2373,769,104,170,8542,941,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13302316,26456,6467041,14394,344792,6262,122181,5705,3001,844,119180,5651,99464,5410,19716,2588,222611,6044,442037,5990,334816,7255,9461,1815,325355,7506,295511,8151,29844,3943,107221,5756,2934250,10384,2544950,15004,20921,2390,2524029,15307,2422634,16850,101395,6329,389300,11367,1075545,3174,738867,8783,209,336,738658,8877,711992,9057,26666,3177,336678,8937,501245,8113,161713,5745,156906,5748,4807,946,339532,8405,1169172,8743,145178,5172,139673,5213,5505,930,1023994,8517,6835275,15295,325729,5428,110520,5665,311,226,110209,5635,95257,4856,14952,1906,215209,6028,414948,4133,306341,6796,1368,489,304973,6803,282137,6773,22836,2544,108607,6237,2912131,9708,2191425,14819,3677,858,2187748,14938,2094459,15653,93289,5716,720706,13847,1180355,3992,670063,9451,0,226,670063,9451,643482,9104,26581,3306,510292,9024,574145,8468,138880,5657,134690,5462,4190,941,435265,8574,1427967,7506,95557,5002,91145,4920,4412,824,1332410,8574,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
