GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,NAME,C24010_001EA,C24010_001MA,C24010_002EA,C24010_002MA,C24010_003EA,C24010_003MA,C24010_004EA,C24010_004MA,C24010_005MA,C24010_005EA,C24010_006EA,C24010_006MA,C24010_007EA,C24010_007MA,C24010_008EA,C24010_008MA,C24010_009EA,C24010_009MA,C24010_010MA,C24010_010EA,C24010_011MA,C24010_011EA,C24010_012EA,C24010_012MA,C24010_013MA,C24010_013EA,C24010_014EA,C24010_014MA,C24010_015EA,C24010_015MA,C24010_016MA,C24010_016EA,C24010_017EA,C24010_017MA,C24010_018MA,C24010_018EA,C24010_019EA,C24010_019MA,C24010_020EA,C24010_020MA,C24010_021EA,C24010_021MA,C24010_022MA,C24010_022EA,C24010_023EA,C24010_023MA,C24010_024EA,C24010_024MA,C24010_025EA,C24010_025MA,C24010_026MA,C24010_026EA,C24010_027MA,C24010_027EA,C24010_028EA,C24010_028MA,C24010_029EA,C24010_029MA,C24010_030EA,C24010_030MA,C24010_031MA,C24010_031EA,C24010_032MA,C24010_032EA,C24010_033MA,C24010_033EA,C24010_034EA,C24010_034MA,C24010_035EA,C24010_035MA,C24010_036MA,C24010_036EA,C24010_037MA,C24010_037EA,C24010_038MA,C24010_038EA,C24010_039EA,C24010_039MA,C24010_040EA,C24010_040MA,C24010_041EA,C24010_041MA,C24010_042MA,C24010_042EA,C24010_043MA,C24010_043EA,C24010_044MA,C24010_044EA,C24010_045EA,C24010_045MA,C24010_046EA,C24010_046MA,C24010_047EA,C24010_047MA,C24010_048EA,C24010_048MA,C24010_049MA,C24010_049EA,C24010_050MA,C24010_050EA,C24010_051EA,C24010_051MA,C24010_052EA,C24010_052MA,C24010_053EA,C24010_053MA,C24010_054MA,C24010_054EA,C24010_055MA,C24010_055EA,C24010_056EA,C24010_056MA,C24010_057EA,C24010_057MA,C24010_058EA,C24010_058MA,C24010_059EA,C24010_059MA,C24010_060MA,C24010_060EA,C24010_061EA,C24010_061MA,C24010_062EA,C24010_062MA,C24010_063EA,C24010_063MA,C24010_064EA,C24010_064MA,C24010_065MA,C24010_065EA,C24010_066MA,C24010_066EA,C24010_067EA,C24010_067MA,C24010_068MA,C24010_068EA,C24010_069EA,C24010_069MA,C24010_070EA,C24010_070MA,C24010_071MA,C24010_071EA,C24010_072EA,C24010_072MA,C24010_073EA,C24010_073MA,state
0400000US01,2065885,17766,1074365,11200,324511,7476,149724,5270,116975,4535,32749,2801,72636,4373,29634,2983,35986,2939,7016,1386,70919,4305,15437,2211,10111,1633,31757,2849,13614,2229,31232,2494,21508,2191,9724,1593,145895,6516,4814,1434,32555,3143,17786,2523,14769,1999,46443,4374,52952,3860,9131,1598,168885,6837,106226,4843,62659,4574,184812,6185,7928,1469,101583,5042,75301,4188,250262,9250,131878,5786,70857,5216,47527,4220,991520,11845,394432,10858,123251,5348,73238,4289,50013,3686,26371,2572,13054,1939,8136,1767,5181,1100,137366,6883,21929,2388,8094,1620,90543,5172,16800,2226,107444,5919,68863,4599,38581,3172,199488,7688,42920,4299,9574,1757,5167,1130,4407,1322,67339,5079,29345,3278,50310,3764,312511,8654,119823,6235,192688,6921,8980,1855,1792,680,3808,1320,3380,1099,76109,6042,52560,5221,13086,2029,10463,1652,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344982,5496,184802,4390,60074,3779,25502,2483,20472,2066,5030,1311,13748,2015,4699,1139,6233,1543,2816,812,13460,1949,2861,938,1118,506,6178,1177,3303,985,7364,1374,5115,1154,2249,895,28173,2810,1247,695,7337,1655,3733,969,3604,1006,7402,1712,8521,1696,3666,1277,29005,2282,13373,1671,15632,2028,36814,3230,2867,612,20044,2106,13903,2093,30736,3158,12454,2263,11567,1798,6715,1479,160180,3461,68848,3465,21991,2246,14419,1830,7572,1357,5617,1256,2270,1062,1242,543,2105,603,26556,2329,6852,1397,1989,779,15248,1899,2467,787,14684,1955,10144,1569,4540,1158,31742,2432,6015,1235,1468,484,937,426,531,267,9944,1887,4741,1164,9574,1659,51161,3403,16249,2155,34912,2879,1988,838,720,608,932,486,336,239,6441,1203,3097,834,2262,744,1082,459,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3125954,17075,1674070,12056,549947,11453,260170,8147,188080,6850,72090,5094,130196,5113,64601,4117,54492,3595,11103,1382,107143,5871,16207,2351,11723,1715,50879,4104,28334,3087,52438,3877,35139,3108,17299,2319,288957,8886,11512,2229,59896,4578,32827,3423,27069,2726,95701,5698,90766,5491,31082,3439,332964,10312,189859,7110,143105,7193,265642,10358,13411,2631,160057,8498,92174,6242,236560,9464,81688,5698,94308,5130,60564,4274,1451884,14885,579618,11397,221393,7134,133785,6333,87608,4553,37132,2954,19570,2016,7976,1433,9586,1468,195892,7458,30870,2869,14890,1567,122601,5983,27531,2973,125201,6448,85983,5024,39218,3373,312190,9195,49255,3654,19444,2624,10867,1888,8577,1640,98338,5401,48324,4277,96829,5572,482097,11063,162863,7484,319234,8690,13555,2324,3700,1069,4640,1305,5215,1501,64424,3799,31950,3026,15803,2252,16671,2348,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1296881,12974,672719,9323,189244,6747,91529,4619,72559,4327,18970,2372,33942,2925,18663,2356,11746,1751,3533,917,44456,3596,8747,1537,4344,1132,21074,2420,10291,1916,19317,2628,12762,1973,6555,1398,93594,5059,4449,1171,18574,2264,9508,1986,9066,1323,30439,3125,31861,3234,8271,1582,108526,5907,65989,4046,42537,3952,123348,5820,11217,1669,64472,4858,47659,3637,158007,6126,76729,4162,50878,3412,30400,2832,624162,8862,251483,7687,72013,3896,47118,3418,24895,2200,12472,1915,7944,1551,1720,801,2808,685,94704,4892,14376,1901,4507,1201,67629,4482,8192,1536,72294,4728,45572,3507,26722,3045,126518,5953,26817,3100,5334,1232,2765,906,2569,906,42053,3698,19563,2627,32751,3282,187613,7430,70267,4903,117346,6340,6836,1456,1520,708,2953,1217,2363,733,51712,4005,37469,3324,6641,1587,7602,1414,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18757501,47615,10142308,29712,3639248,26738,1621786,19420,1209077,17282,412709,9968,922373,16695,500216,11177,325806,10078,96351,5238,808265,13337,105804,6982,106849,5237,294454,8446,301158,9969,286824,8525,191008,6361,95816,4231,1603061,21401,61394,3925,305879,10485,186127,7985,119752,5948,558945,14907,466920,12028,209923,8277,1734933,27445,995851,19845,739082,15569,1581412,19405,196924,8886,891754,17484,492734,12519,1583654,21170,637282,13183,555962,12824,390410,12077,8615193,32545,3628635,28562,1348070,17509,825153,13387,522917,10141,322819,9930,161673,6723,67460,4185,93686,5060,1289568,17619,205915,7748,117412,5676,730817,14665,235424,7751,668178,13470,459094,10965,209084,9013,1889292,26356,274840,9546,76224,5137,47849,4008,28375,2811,538069,13437,308990,10218,691169,14170,2485526,21838,933857,18386,1551669,18002,123517,7097,88006,5944,18494,2143,17017,2605,488223,13912,274954,9387,93347,5063,119922,6832,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2899926,17053,1553053,10683,615541,9706,295665,7804,219698,7452,75967,4232,172867,5983,94816,4151,58568,3848,19483,2003,108492,4306,15149,1794,13853,1654,45905,2810,33585,2555,38517,2811,28703,2536,9814,1710,214854,8322,9175,1515,43725,3000,23924,2092,19801,2075,86550,5668,52983,3672,22421,2683,254606,9319,154266,6357,100340,5587,258815,8288,14962,2191,170219,6709,73634,4793,209237,8385,79823,5459,87119,5035,42295,3475,1346873,11010,600850,11410,229038,6725,144117,5261,84921,4618,55195,3800,26263,2595,12728,1690,16204,2024,195465,6835,32365,2985,18099,1955,111995,4827,33006,2750,121152,6209,85844,5117,35308,3317,277473,8483,45864,3633,15588,1978,9691,1575,5897,1149,93326,4808,45757,3885,76938,4364,394873,10007,141411,6164,253462,8338,14328,2228,4668,1286,6618,1488,3042,1134,59349,4307,30677,3060,15715,2044,12957,2035,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1805023,15003,923000,8937,371862,8703,183795,6923,129572,6193,54223,3127,80601,4543,38611,3257,33160,2629,8830,1382,79440,4233,9573,1541,12453,1634,33801,2684,23613,2698,28026,2445,20161,1768,7865,1571,140782,7073,6012,1380,27432,2374,13781,1552,13651,1929,42606,3798,46207,4474,18525,2321,154273,5961,91216,4838,63057,4673,128050,6708,907,603,83480,6195,43663,3029,128033,6755,62027,4648,40664,3671,25342,3056,882023,11854,415249,8978,144996,5761,84940,4685,60056,3458,30517,2801,14641,2144,5831,1163,10045,1614,150610,5664,25490,2483,11937,1403,94838,4480,18345,1933,89126,4286,63359,3759,25767,3102,186417,8407,44843,3877,4815,1067,3467,924,1348,490,46645,4063,28805,2861,61309,4800,239114,7038,82903,4911,156211,5463,4932,1100,1236,498,2074,777,1622,628,36311,3262,22313,2587,8710,1602,5288,1290,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,436376,6831,223263,3946,80439,3822,40158,2997,30054,2639,10104,1582,19630,2262,9917,1573,6132,1258,3581,955,14975,1997,2999,1051,1760,561,6794,1445,3422,957,5676,1080,4668,1025,1008,515,30258,2733,1426,783,7490,1386,3884,949,3606,989,9308,1640,8127,1642,3907,985,37971,3549,21016,2405,16955,2127,35204,3249,2189,1057,21097,2654,11918,1672,39391,3198,12701,1982,17525,2361,9165,1755,213113,4759,96979,4528,33884,3081,20380,2341,13504,1704,6432,1394,3782,1006,690,439,1960,819,34234,2829,8123,1628,3391,888,19005,1967,3715,974,22429,2346,14512,1937,7917,1339,38838,3401,8988,1988,2945,1010,1896,897,1049,493,12125,2034,4121,1066,10659,1595,64635,4083,23758,2552,40877,3159,1664,792,551,438,762,656,351,281,10997,1791,6175,1301,2548,937,2274,842,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,378780,6053,182464,3958,116177,4002,49406,3520,32042,2861,17364,2257,25558,2653,15570,2277,4140,892,5848,1210,37086,3016,2400,683,14534,1776,9244,1730,10908,1661,4127,1087,3331,877,796,539,23240,2493,445,360,3756,1094,2674,954,1082,540,10077,1783,6003,1450,2959,997,22772,2519,10014,1671,12758,1737,9669,2167,0,208,7144,1902,2525,994,10606,2035,1440,567,6074,1515,3092,1202,196316,4863,123714,4299,55483,2802,33297,2426,22186,2098,19366,1961,10403,1545,1529,590,7434,1220,41526,3106,6003,1443,12353,1709,12039,1776,11131,1624,7339,1375,6224,1254,1115,521,31202,3221,3407,1077,5162,2138,4410,2005,752,499,7529,1525,7184,1526,7920,1341,37583,3105,10737,1671,26846,2607,458,334,0,208,105,173,353,282,3359,905,630,369,1209,608,1520,659,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9488742,34438,4962607,21333,1576309,21278,801892,15296,596925,14148,204967,8227,299000,10685,163923,7159,110762,6727,24315,2720,317713,9700,48640,4283,54397,4250,115345,5722,99331,5770,157704,6636,110797,5461,46907,3959,870457,19834,38426,3687,168544,8304,103914,6499,64630,4885,310968,12050,259118,10484,93401,6209,970108,19217,579673,15512,390435,11137,846342,17685,42342,4937,513584,15004,290416,9908,699391,16144,215649,8667,323345,10180,160397,10517,4526135,20350,1768404,20487,629087,13232,384124,9861,244963,7574,99998,5586,56646,4292,18950,2591,24402,3001,592211,13040,87884,6001,67323,4659,360642,11220,76362,4567,447108,12216,294974,9718,152134,7800,1033454,19991,206895,11657,58126,4734,33997,4280,24129,3224,336933,12872,200457,9457,231043,11071,1486940,17924,590451,12974,896489,16105,46831,4384,14001,2570,21453,2897,11377,1894,190506,8233,98563,6610,57622,4848,34321,3334,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
