GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001MA,C24030_001EA,C24030_002MA,C24030_002EA,C24030_003MA,C24030_003EA,C24030_004EA,C24030_004MA,C24030_005EA,C24030_005MA,C24030_006MA,C24030_006EA,C24030_007MA,C24030_007EA,C24030_008MA,C24030_008EA,C24030_009EA,C24030_009MA,C24030_010EA,C24030_010MA,C24030_011EA,C24030_011MA,C24030_012EA,C24030_012MA,C24030_013MA,C24030_013EA,C24030_014MA,C24030_014EA,C24030_015EA,C24030_015MA,C24030_016EA,C24030_016MA,C24030_017EA,C24030_017MA,C24030_018MA,C24030_018EA,C24030_019MA,C24030_019EA,C24030_020EA,C24030_020MA,C24030_021EA,C24030_021MA,C24030_022EA,C24030_022MA,C24030_023EA,C24030_023MA,C24030_024MA,C24030_024EA,C24030_025EA,C24030_025MA,C24030_026EA,C24030_026MA,C24030_027EA,C24030_027MA,C24030_028MA,C24030_028EA,C24030_029MA,C24030_029EA,C24030_030MA,C24030_030EA,C24030_031EA,C24030_031MA,C24030_032EA,C24030_032MA,C24030_033EA,C24030_033MA,C24030_034MA,C24030_034EA,C24030_035MA,C24030_035EA,C24030_036EA,C24030_036MA,C24030_037EA,C24030_037MA,C24030_038EA,C24030_038MA,C24030_039MA,C24030_039EA,C24030_040MA,C24030_040EA,C24030_041MA,C24030_041EA,C24030_042EA,C24030_042MA,C24030_043EA,C24030_043MA,C24030_044EA,C24030_044MA,C24030_045MA,C24030_045EA,C24030_046MA,C24030_046EA,C24030_047EA,C24030_047MA,C24030_048EA,C24030_048MA,C24030_049EA,C24030_049MA,C24030_050MA,C24030_050EA,C24030_051MA,C24030_051EA,C24030_052MA,C24030_052EA,C24030_053EA,C24030_053MA,C24030_054EA,C24030_054MA,C24030_055MA,C24030_055EA,state
0400000US01,2065885,17766,1074365,11200,24571,2565,17632,2404,6939,1447,124817,6705,217067,7194,37029,3352,118860,5104,87143,5335,64428,5065,22715,2598,15608,2346,44005,3649,26611,2766,17394,2346,115943,6996,65664,4848,635,337,49644,4063,103523,5232,55241,4400,48282,3636,79299,4878,16488,2447,62811,4598,48723,4018,57777,3943,991520,11845,4466,1210,4002,1152,464,257,15772,2196,78886,5568,13108,2100,126249,5504,25261,2632,18325,2378,6936,1294,14149,2072,69965,4850,54253,4308,15712,1865,78185,4138,47591,3352,429,268,30165,2692,358277,10130,123787,5444,234490,8750,100661,6577,13794,2222,86867,6188,54931,4564,51610,4148,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344982,5496,184802,4390,12921,1568,4614,796,8307,1440,21795,2268,9125,1960,4274,1107,20534,2625,20642,2564,17245,2561,3397,774,4249,1075,4512,1070,1969,710,2543,757,14850,1892,9027,1454,570,470,5253,1184,26084,2449,11812,1557,14272,2066,14875,2598,3654,1199,11221,2503,7831,1263,23110,2694,160180,3461,2327,542,1086,311,1241,471,3385,1015,3219,732,1648,806,19847,2577,8199,1532,7727,1576,472,267,3200,975,6599,1270,4044,1030,2555,734,11542,1946,7787,1575,566,441,3189,958,59515,3168,20937,2272,38578,2314,17157,2303,3381,842,13776,2257,7252,1474,16290,2086,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3125954,17075,1674070,12056,30966,3102,20495,2758,10471,1676,197156,8893,150371,6964,53572,4297,211493,8410,124010,5337,101767,4565,22243,2595,32322,3537,122776,5032,83874,4668,38902,2899,231520,9635,114112,6095,2188,778,115220,7200,195194,8092,91043,5732,104151,5751,172597,8176,41158,3868,131439,7033,65694,5165,86399,4923,1451884,14885,8540,1513,6616,1401,1924,676,23930,2751,62490,4443,19043,2924,173651,7159,44893,3881,37832,3579,7061,1758,22161,2599,139887,5619,103879,5740,36008,2909,156451,6698,85112,3957,1582,656,69757,5085,484479,11301,185074,7103,299405,9755,167940,7209,35967,3362,131973,6676,84617,5784,63802,4594,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1296881,12974,672719,9323,31749,3045,25693,2496,6056,1587,77408,4907,119491,5647,21923,2371,86984,4524,56868,3744,45427,3532,11441,1553,11841,2272,30034,3250,18763,2149,11271,2455,55216,3812,28218,2992,1604,634,25394,2798,74836,4253,36892,2930,37944,3410,48614,4194,9320,1411,39294,3892,27873,2829,29882,3324,624162,8862,3535,836,3322,848,213,167,7487,1631,52519,3473,10337,1958,85848,4515,19171,2468,15758,2257,3413,994,8195,1507,37828,3542,29179,3033,8649,1741,43534,3361,25392,2825,872,516,17270,2344,242871,7997,89157,4180,153714,7613,54354,3571,7207,1298,47147,3581,29951,3222,28532,2578,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18757501,47615,10142308,29712,292750,9917,273234,9633,19516,2293,1084932,17952,1178398,17139,345540,10054,1043937,17924,761055,13210,652599,12567,108456,5687,347304,10156,546400,14041,323268,10773,223132,8578,1531614,21490,951758,15491,10831,1780,569025,14473,1130842,15522,525612,12916,605230,13927,1003717,20394,278413,9426,725304,17427,447465,11455,428354,10278,8615193,32545,115607,6766,112766,6741,2841,672,111027,4725,532222,12128,169229,6999,925188,17584,257146,8156,225252,8224,31894,2838,196454,6583,597376,12248,389619,10119,207757,6704,1005227,15519,691166,12399,9162,1363,304899,9696,2822034,27963,1080315,17582,1741719,25324,953798,18318,226621,8728,727177,14671,550095,13557,379790,10498,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2899926,17053,1553053,10683,50894,4266,27512,2700,23382,2624,215319,7538,143032,6252,46006,3154,158067,6705,102367,5225,85336,4856,17031,1947,47344,3169,103073,5132,67656,4019,35417,3168,229174,6692,157873,5595,1822,583,69479,4314,156450,5861,82557,4171,73893,4420,160806,7584,45145,3603,115661,6113,61918,4430,78603,3844,1346873,11010,14204,2047,9299,1805,4905,998,27223,2579,56460,3769,19412,2483,146212,6420,33420,2672,27515,2300,5905,1208,29695,2573,106179,5716,72195,4559,33984,2726,173270,5762,116754,4430,2058,641,54458,3761,445368,8470,169183,5286,276185,8008,154823,6510,37074,3205,117749,5435,78084,4293,62523,3584,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1805023,15003,923000,8937,3940,1165,3223,1044,717,562,98762,5475,137195,5661,29204,3070,103737,5646,54705,4002,43302,3512,11403,1680,24299,2852,80672,4613,63774,4027,16898,2519,118323,5366,73271,3995,1371,450,43681,3861,121746,5194,58521,3619,63225,3816,75099,4961,26163,2774,48936,4218,36856,3139,38462,3109,882023,11854,3028,796,2676,665,352,362,10187,1580,52642,3666,10589,1786,87709,5202,22267,2938,19133,2676,3134,866,17145,2298,75949,4500,63376,4350,12573,1547,87340,4736,56608,3729,1697,657,29035,2845,357637,7917,129997,5041,227640,6887,79983,5726,24325,3144,55658,4059,50014,3804,27533,2626,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,436376,6831,223263,3946,3595,1316,3494,1316,101,102,27709,2826,23142,2618,6775,1126,25937,2814,20490,2782,16697,2372,3793,1175,3867,1011,20245,2119,16198,1837,4047,1214,24645,2743,15352,2004,0,198,9293,1618,26270,2460,11334,1752,14936,1898,18427,2265,4468,1032,13959,1953,10626,1846,11535,1700,213113,4759,1368,543,1368,543,0,198,3010,1035,10823,1766,3097,916,26216,2692,5158,1148,4486,1055,672,425,3045,1115,24706,2471,20901,2256,3805,1027,16558,2002,10798,1539,41,67,5719,1249,77152,3747,24520,1995,52632,3589,20434,2684,4004,1039,16430,2404,7237,1073,14309,2156,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,378780,6053,182464,3958,161,222,161,222,0,208,8898,2013,2562,771,1377,533,7245,1355,7551,1649,7149,1591,402,244,6801,1404,15830,2527,9355,2029,6475,1496,45537,3124,39507,2782,99,164,5931,1315,22978,2901,15423,2412,7555,1512,17576,2535,4509,1103,13067,2154,13016,1708,32932,2705,196316,4863,326,402,296,398,30,50,833,456,2290,1061,907,454,9356,1747,3945,1234,3450,1158,495,340,5276,1066,10963,1889,6689,1561,4274,1102,42914,3372,34858,3014,149,182,7907,1460,42074,3816,20344,2754,21730,2727,18304,2521,6176,1901,12128,1826,24343,2470,34785,2825,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9488742,34438,4962607,21333,68964,5905,62980,5686,5984,1190,648427,15078,337408,10481,170034,9188,628160,14967,399866,12702,341569,10979,58297,5488,100420,6579,343701,9646,199590,8431,144111,6735,701186,15876,366026,12848,4178,1180,330982,11531,508660,11613,215213,7880,293447,9426,602317,15712,172031,9008,430286,13939,234500,10717,218964,9670,4526135,20350,23661,3412,22252,3144,1409,781,78938,5253,138500,5900,74573,5208,588348,12859,129675,6434,113328,6244,16347,2033,64935,5108,385890,11668,251455,10594,134435,5697,540985,12646,304230,8040,4158,928,232597,9529,1478882,22446,501073,12938,977809,20775,575720,15240,128869,7158,446851,13155,274499,10009,171529,7959,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
