GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001EA,B27019_001MA,B27019_002EA,B27019_002MA,B27019_003EA,B27019_003MA,B27019_004MA,B27019_004EA,B27019_005MA,B27019_005EA,B27019_006MA,B27019_006EA,B27019_007EA,B27019_007MA,B27019_008EA,B27019_008MA,B27019_009MA,B27019_009EA,B27019_010MA,B27019_010EA,B27019_011MA,B27019_011EA,B27019_012EA,B27019_012MA,B27019_013EA,B27019_013MA,B27019_014MA,B27019_014EA,B27019_015MA,B27019_015EA,B27019_016MA,B27019_016EA,B27019_017EA,B27019_017MA,B27019_018EA,B27019_018MA,B27019_019MA,B27019_019EA,B27019_020MA,B27019_020EA,B27019_021MA,B27019_021EA,B27019_022MA,B27019_022EA,B27019_023EA,B27019_023MA,B27019_024EA,B27019_024MA,B27019_025MA,B27019_025EA,B27019_026EA,B27019_026MA,B27019_027MA,B27019_027EA,B27019_028MA,B27019_028EA,B27019_029MA,B27019_029EA,B27019_030EA,B27019_030MA,B27019_031MA,B27019_031EA,B27019_032MA,B27019_032EA,B27019_033MA,B27019_033EA,B27019_034MA,B27019_034EA,B27019_035EA,B27019_035MA,B27019_036MA,B27019_036EA,B27019_037MA,B27019_037EA,B27019_038MA,B27019_038EA,B27019_039EA,B27019_039MA,B27019_040MA,B27019_040EA,B27019_041EA,B27019_041MA,B27019_042MA,B27019_042EA,B27019_043MA,B27019_043EA,state
0400000US01,3167594,7521,2384678,7402,273481,8711,189796,6084,106641,4895,96518,5006,83685,5925,720248,13200,597332,13635,466094,12425,174660,7789,122916,6858,748957,11466,663255,11025,579957,10498,132577,6195,85702,6805,641992,11144,613669,11355,590677,11829,49074,4050,28323,3153,782916,3004,145495,6080,144408,5949,65699,4096,142838,5885,1087,588,264838,7161,263486,7072,160210,5394,258249,7018,1352,584,196814,6669,196529,6634,133030,5396,193516,6708,285,288,175769,5264,175408,5292,136333,5189,170295,5173,361,303,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456142,2922,374630,3209,27287,2554,18354,2143,7648,1280,11797,1882,8933,1871,106178,4843,78435,4420,55441,4145,29116,2460,27743,3104,133274,4614,113716,4309,93419,4182,30422,3190,19558,2346,107891,5263,100703,5182,95922,4942,10092,2153,7188,1457,81512,1039,9952,1334,9505,1229,3782,861,9447,1222,447,373,19717,2045,19544,2057,9998,1334,18802,2077,173,109,26625,2158,26439,2161,18010,2003,24788,1982,186,100,25218,1895,25042,1856,18937,1609,23611,1703,176,254,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4519961,5606,3330939,6123,427568,11715,298484,10315,143924,8249,167634,8608,129084,7364,774285,13449,633537,12686,437939,11679,224869,8876,140748,5349,1130610,15823,1010757,15637,807444,13253,258579,8961,119853,6069,998476,15740,944546,15311,887414,15318,88602,5037,53930,4492,1189022,1729,143585,4911,138523,4811,48959,3063,134246,4876,5062,1186,307788,7967,305310,8060,167426,5656,299197,7859,2478,847,386440,8198,385382,8311,227039,7251,377093,8384,1058,603,351209,7414,350236,7444,219350,6477,337481,7453,973,427,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1918707,5747,1438388,6179,169416,7515,129539,7093,67133,5187,72168,4936,39877,3842,477043,10580,413915,10571,289000,9657,153382,6965,63128,4875,437794,8764,398204,8421,314174,8029,113319,6176,39590,3424,354135,9617,337913,9558,316776,9125,37016,3650,16222,2772,480319,2445,83380,3744,82670,3707,33246,2737,81818,3679,710,460,172190,5165,171939,5160,96427,4730,169796,4948,251,181,126449,5415,126354,5428,80132,4137,123916,5328,95,129,98300,4688,98109,4672,68958,4358,94533,4582,191,209,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25649402,17454,20239324,17721,3219645,29750,2465037,27730,1211945,18330,1344146,23754,754608,18484,4184500,33508,3632880,32584,2450672,27707,1321931,19588,551620,17333,5826987,39052,5381883,36208,4252104,28664,1363049,25125,445104,12448,7008192,42691,6730307,41146,6261987,37451,627814,16710,277885,10126,5410078,4040,1078870,14790,1049572,14335,266657,8424,1017638,14507,29298,2942,1098961,16778,1089871,16791,516348,13852,1047596,16141,9090,1849,1524989,16395,1515547,16285,875043,13405,1455119,16288,9442,1721,1707258,15390,1697514,15468,1058766,15864,1590739,15055,9744,1772,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3663574,7239,2904803,7591,237588,9468,167982,8776,95056,6557,81623,5292,69606,5865,586129,12402,494482,12439,369484,11164,151351,6889,91647,6054,846609,13610,763357,12672,621383,12077,184216,9030,83252,5908,1234477,12487,1182703,12348,1111954,12088,107114,5430,51774,3649,758771,2088,67778,4301,65531,4158,26585,2817,63941,3963,2247,1100,180217,5358,179204,5357,100089,3726,173690,5389,1013,669,216849,6365,215289,6385,129752,4521,208285,6250,1560,837,293927,7087,293056,7147,187766,5799,280130,7128,871,488,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2406875,4184,1827389,4570,147676,6673,116030,6900,51365,4492,70193,5404,31646,4387,469074,13029,416621,11790,304751,10242,127540,6957,52453,5911,460422,11502,428182,10917,347256,9767,97729,5669,32240,3667,750217,11449,727935,11683,688993,11492,53307,4299,22282,2583,579486,1389,78704,4446,76972,4345,35330,3160,75511,4376,1732,862,180215,6135,178892,6016,102036,5157,173731,5761,1323,853,128870,4963,128009,5000,83294,3905,123862,5084,861,524,191697,4642,191570,4645,134350,4446,179413,4892,127,214,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,647403,2580,478272,2841,39830,3866,29705,3001,16656,2046,14628,2322,10125,2998,150918,6847,138143,6480,107064,5386,38531,3654,12775,1730,130244,5015,122955,4927,103457,5141,27842,3171,7289,1507,157280,5927,152773,5653,146300,5826,10928,1590,4507,1345,169131,788,18385,2393,17700,2330,8839,1503,17263,2320,685,435,58628,2839,57722,2740,35545,2427,56658,2698,906,651,42288,2674,42288,2674,30842,2294,41689,2691,0,198,49830,2828,49819,2826,37571,2558,48416,2693,11,18,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,467557,2484,386073,2498,32339,3611,26143,3042,10694,1958,17055,2256,6196,1720,62416,4361,58270,4377,25911,2230,36150,3651,4146,1109,59739,4322,55655,4036,36997,3636,22528,2783,4084,1345,231579,5210,225523,4942,213892,4869,15369,2290,6056,1938,81484,478,13256,1644,13057,1670,5402,1093,12682,1647,199,308,17829,1879,17686,1890,9572,1396,16580,1755,143,156,13936,1879,13936,1879,8654,1274,13036,1804,0,208,36463,2154,36315,2168,29500,2234,33653,1971,148,171,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14465982,13135,10319239,14376,1069175,22687,662435,17044,409287,11663,288473,11105,406740,15753,2892614,29303,2166461,26034,1702461,23910,562493,15298,726153,17339,3212174,28062,2706130,27136,2352850,26534,503912,14891,506044,15317,3145276,29032,2861759,27544,2729445,26552,232788,10164,283517,12621,4146743,5008,586044,12153,567713,12808,170223,7803,554349,12206,18331,2538,1257037,16883,1242299,16846,600231,14180,1209766,16465,14738,2994,1109743,13593,1103351,13452,610433,10326,1071840,13655,6392,1817,1193919,16252,1184052,15942,723330,13367,1136287,15522,9867,2470,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
