GEO_ID,C17001G_001E,C17001G_001M,C17001G_002E,C17001G_002M,C17001G_003E,C17001G_003M,C17001G_004E,C17001G_004M,C17001G_005E,C17001G_005M,C17001G_006E,C17001G_006M,C17001G_007E,C17001G_007M,C17001G_008E,C17001G_008M,C17001G_009E,C17001G_009M,C17001G_010E,C17001G_010M,C17001G_011E,C17001G_011M,C17001G_012E,C17001G_012M,C17001G_013E,C17001G_013M,C17001G_014E,C17001G_014M,C17001G_015E,C17001G_015M,C17001G_016E,C17001G_016M,C17001G_017E,C17001G_017M,C17001G_018E,C17001G_018M,C17001G_019E,C17001G_019M,NAME,C17001G_001EA,C17001G_001MA,C17001G_002EA,C17001G_002MA,C17001G_003MA,C17001G_003EA,C17001G_004MA,C17001G_004EA,C17001G_005MA,C17001G_005EA,C17001G_006MA,C17001G_006EA,C17001G_007EA,C17001G_007MA,C17001G_008EA,C17001G_008MA,C17001G_009MA,C17001G_009EA,C17001G_010MA,C17001G_010EA,C17001G_011MA,C17001G_011EA,C17001G_012EA,C17001G_012MA,C17001G_013EA,C17001G_013MA,C17001G_014MA,C17001G_014EA,C17001G_015MA,C17001G_015EA,C17001G_016MA,C17001G_016EA,C17001G_017EA,C17001G_017MA,C17001G_018EA,C17001G_018MA,C17001G_019EA,C17001G_019MA,state
0400000US01,91940,6753,23059,4177,10392,2319,5750,1647,4313,1415,329,284,12667,2961,5460,1913,6398,1554,809,402,68881,5201,34236,3110,17378,1979,15243,2395,1615,558,34645,3573,14214,1949,17696,2597,2735,718,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60919,5321,6525,1370,3782,1032,2128,934,1538,632,116,168,2743,787,1291,586,1358,529,94,122,54394,5239,27299,3240,11943,2125,14202,2034,1154,335,27095,2970,13609,1838,12649,1766,837,342,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,258574,11346,45564,5293,21775,3335,10996,2216,9779,1955,1000,429,23789,3022,11506,2157,11347,1616,936,513,213010,11190,106787,6814,50154,4850,50776,4569,5857,1156,106223,6339,47722,3683,51294,4421,7207,1239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,83089,5683,15450,3004,6605,1557,3922,1318,2542,816,141,114,8845,2231,4383,1741,4355,1117,107,109,67639,5223,35099,3273,13626,2186,19185,2320,2288,632,32540,3463,15607,2529,13716,1770,3217,1020,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1892420,37887,235802,13771,109741,8752,52767,5955,52888,4466,4086,885,126061,7968,53189,4898,65740,5234,7132,1253,1656618,35987,837415,20789,359279,11588,436023,12906,42113,3145,819203,20717,351089,12240,419137,12098,48977,2968,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189342,10756,27204,4122,12627,2292,6228,1688,5706,1231,693,525,14577,2954,6674,1677,7223,1810,680,333,162138,9642,82724,6484,35486,3797,43608,4399,3630,815,79414,5149,32147,3422,42533,3120,4734,1087,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,113031,7673,14801,3276,6672,1936,3149,1441,3121,1080,402,250,8129,2097,3807,1551,4002,1082,320,254,98230,8224,50575,4742,25398,2717,23712,3147,1465,550,47655,5303,22098,2842,23485,3599,2072,715,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28771,3644,5245,2151,2002,1252,1064,842,900,918,38,63,3243,1396,1923,1226,1278,642,42,71,23526,3293,13541,2319,6638,1432,6557,1608,346,210,9985,1549,5031,1255,4227,1187,727,441,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,19785,3190,2110,1126,960,663,109,181,851,586,0,208,1150,754,121,203,950,646,79,149,17675,3034,8459,1693,3112,935,4910,1401,437,361,9216,1969,3346,1088,5234,1277,636,597,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,542550,21576,94494,9114,42559,4536,24156,3976,16220,2480,2183,745,51935,6216,23866,3845,23687,3456,4382,997,448056,19926,226735,11960,95130,6715,118491,8827,13114,1928,221321,12293,93417,6510,109425,7595,18479,2730,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,278222,14828,58195,7595,26427,3727,17795,3287,7744,1684,888,442,31768,5157,14460,3551,15068,2517,2240,923,220027,11486,107630,7584,54985,5567,48780,3804,3865,915,112397,7241,51363,4218,55580,4892,5454,1248,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324583,12425,31935,4469,14328,2330,6278,1538,7057,1587,993,531,17607,2840,7195,1822,8851,1458,1561,585,292648,11765,148447,7211,55746,3630,84055,4911,8646,1169,144201,6221,52828,3300,76921,4514,14452,1636,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,51915,6039,7995,2193,4834,1492,2458,1102,2376,1060,0,201,3161,1152,1235,586,1926,833,0,201,43920,5875,24342,3922,12142,2549,10793,1887,1407,648,19578,2677,8994,2033,9571,1541,1013,492,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,328325,13077,53439,5629,26413,3666,14564,2675,11606,2436,243,204,27026,3462,12947,2545,12817,1842,1262,532,274886,13560,139361,8478,68945,5482,64190,4903,6226,1146,135525,7025,62122,4503,66336,4906,7067,1231,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,171302,8089,38574,4767,16742,2676,10243,2114,6261,1358,238,222,21832,3259,11580,2408,9277,1722,975,438,132728,8281,66731,4588,33712,3112,31027,2712,1992,528,65997,5617,33141,3885,29252,2928,3604,1109,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,65247,5549,15861,2914,7289,1707,4659,1377,2417,820,213,290,8572,1995,4374,1369,4071,1038,127,141,49386,4935,23252,2791,13675,2335,9044,1514,533,294,26134,3276,14418,2335,10836,1841,880,370,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,96157,5954,19022,3560,7995,1787,4450,1333,3284,923,261,259,11027,2477,5188,1774,5306,1483,533,331,77135,5538,41070,3745,21085,2598,18235,2201,1750,527,36065,3093,18520,2137,15481,2328,2064,607,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,96807,6380,24825,3689,13142,2456,8899,2076,4035,1124,208,194,11683,2096,6514,1518,4887,1304,282,210,71982,5782,38016,3907,20082,2629,15796,2142,2138,690,33966,3356,16337,1919,15246,2504,2383,741,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,84159,7119,15549,3165,7672,2123,5799,2034,1358,536,515,319,7877,1767,3066,1095,4171,1184,640,336,68610,6931,33154,4089,15520,2515,15751,2708,1883,835,35456,4127,17814,2837,15579,2353,2063,795,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,28542,2191,6044,1407,2244,647,1359,512,781,330,104,124,3800,1041,2214,740,1547,698,39,46,22498,2159,11491,1392,4695,1018,5944,1130,852,322,11007,1580,5165,906,5163,1184,679,313,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,199857,11725,25114,4161,10412,2176,5418,1487,4479,1185,515,477,14702,2617,7358,1649,6481,1457,863,502,174743,10202,88334,6057,45411,4294,40330,3505,2593,652,86409,6478,40587,3675,41947,4163,3875,1012,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,201533,12965,36128,5999,17418,3042,9785,2504,6929,1786,704,555,18710,3829,7725,2336,9459,2043,1526,567,165405,10331,86013,6609,38692,3622,43798,4557,3523,889,79392,5569,34883,3360,40919,3822,3590,1027,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,282602,10115,69971,7308,31706,3903,20478,3040,10358,1783,870,438,38265,4618,19383,3205,17314,2545,1568,610,212631,9732,107883,5935,51177,4607,51512,3389,5194,938,104748,5278,46157,3082,51916,3772,6675,1205,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,152885,8852,23719,3388,12026,1908,7451,1573,4549,1251,26,33,11693,2138,5479,1148,5795,1415,419,236,129166,8439,65789,4874,33367,3057,30498,2945,1924,531,63377,4826,34116,3247,27886,2708,1375,442,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,38903,5115,8149,2143,4227,1532,2943,1256,1042,566,242,307,3922,1268,2040,850,1692,817,190,197,30754,4436,15090,2799,8195,2014,5154,1230,1741,843,15664,2660,7060,1641,7734,2082,870,388,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,155198,8787,27929,4192,12318,2286,7988,1900,4173,1203,157,138,15611,2598,9435,1968,5842,1365,334,179,127269,7539,66292,5077,28712,2820,34243,3373,3337,937,60977,4682,29151,3733,27395,2974,4431,974,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,33513,3211,6288,1519,2641,784,1149,441,1359,564,133,137,3647,1279,2010,941,1513,696,124,123,27225,3160,12905,1904,5617,1321,6599,1271,689,384,14320,2119,6247,1212,7090,1221,983,584,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,49823,3523,10560,2403,5137,1494,2969,1220,2119,732,49,80,5423,1334,3098,1111,2325,748,0,163,39263,2738,19907,2092,11392,1378,7691,1255,824,461,19356,1650,10068,1528,8489,1244,799,340,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
