GEO_ID,B25027_001E,B25027_001M,B25027_002E,B25027_002M,B25027_003E,B25027_003M,B25027_004E,B25027_004M,B25027_005E,B25027_005M,B25027_006E,B25027_006M,B25027_007E,B25027_007M,B25027_008E,B25027_008M,B25027_009E,B25027_009M,B25027_010E,B25027_010M,B25027_011E,B25027_011M,B25027_012E,B25027_012M,B25027_013E,B25027_013M,B25027_014E,B25027_014M,B25027_015E,B25027_015M,B25027_016E,B25027_016M,B25027_017E,B25027_017M,NAME,B25027_001EA,B25027_001MA,B25027_002EA,B25027_002MA,B25027_003MA,B25027_003EA,B25027_004EA,B25027_004MA,B25027_005EA,B25027_005MA,B25027_006EA,B25027_006MA,B25027_007EA,B25027_007MA,B25027_008EA,B25027_008MA,B25027_009MA,B25027_009EA,B25027_010MA,B25027_010EA,B25027_011MA,B25027_011EA,B25027_012EA,B25027_012MA,B25027_013EA,B25027_013MA,B25027_014EA,B25027_014MA,B25027_015EA,B25027_015MA,B25027_016EA,B25027_016MA,B25027_017EA,B25027_017MA,state
0400000US01,1253199,12678,706185,12254,99576,4731,140008,4896,168035,5132,82962,4417,76785,3977,100798,4393,38021,2571,547014,10244,29215,2570,40627,3657,71909,3723,58629,3858,69186,3430,142943,4967,134505,4834,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,102297,3493,14809,2033,25230,2046,23991,1730,13146,1617,9575,1177,12059,1529,3487,685,57047,2852,2848,662,5224,1152,8313,1030,7509,897,9066,1071,14325,1242,9762,899,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,1064351,11053,136653,5170,206509,6584,233382,6176,120416,5214,109210,4627,179788,5060,78393,3954,587970,9396,26444,2420,32999,2787,67028,3796,57293,3780,73776,4199,163452,4810,166978,5185,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,416168,10084,65668,4312,89844,4398,93456,4400,49595,2990,41432,2458,53585,3050,22588,2073,336231,7826,18558,2237,23497,2380,45357,3429,34312,2551,40727,3024,90352,3483,83428,3452,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,5026144,24796,466285,9669,941405,12743,1276480,14724,647319,11879,589910,10462,769091,11880,335654,7325,2098946,18787,88246,4466,143161,4886,253495,8396,205010,6622,252273,7104,537937,7929,618824,8395,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,994409,10836,144595,5125,216599,5878,236699,5615,120469,3765,99646,3654,131024,3580,45377,2665,400415,7760,19354,2106,25761,2276,45921,3274,42708,2629,57399,3603,113199,3877,96073,3269,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,611242,8820,66071,3524,108873,4130,168447,4850,83730,3904,72642,4124,83002,3802,28477,2014,286992,5911,8014,1272,15653,1821,31466,2293,31969,2557,37075,2742,78025,2853,84790,3121,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,164071,5348,20214,2076,29362,2530,38450,2841,19753,1778,19519,1872,26172,1771,10601,1227,89877,3601,3768,980,4821,1219,10415,1747,8973,1353,13093,1636,25733,1765,23074,1711,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,90270,3334,13797,1512,24664,1838,17635,1592,8581,1271,8311,1037,11341,1200,5941,948,28535,2032,1597,478,2011,603,2565,748,2519,685,3464,839,6796,1261,9583,1218,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,2850011,25547,280394,7992,496329,10516,665750,12057,354972,8718,319140,7671,499225,9544,234201,7101,2160176,20634,79795,4889,117037,6249,236632,7341,202233,6381,250115,6580,615387,10782,658977,9452,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2354922,19925,1529558,18602,195007,8757,318896,8833,404232,8233,181688,6369,153462,5330,203879,6395,72394,4467,825364,11595,39771,3140,67669,5258,121415,5900,82919,4225,108041,5184,215428,6182,190121,5170,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,268078,4714,172214,4524,12905,1637,28096,2416,38367,2195,21856,2351,21695,1763,35276,2359,14019,1527,95864,3693,3542,887,4683,872,9136,1395,7729,1176,12087,1506,27398,2019,31289,2168,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,435493,6933,280297,6541,41432,3211,61838,3504,61634,3533,31783,2913,29665,2697,39201,2712,14744,1768,155196,5564,8759,1470,10012,1803,19357,2036,15697,2120,18650,1770,43015,2822,39706,2335,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3182232,18239,2007439,17715,272289,7277,438519,8218,507559,8781,244940,5896,210194,6473,243252,5796,90686,4080,1174793,12243,54711,3738,83845,4481,150586,5886,120671,4237,149002,4965,302525,5722,313453,6014,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1765500,14956,1156805,14021,178379,7195,237053,6888,279923,5371,139875,5032,116123,4892,149525,5212,55927,2845,608695,10157,33085,3274,41657,3031,77291,4211,62728,3545,79656,3919,155955,4549,158323,3974,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,900362,9741,554182,8106,109206,4614,126966,4049,126358,3390,63672,2856,52889,2887,56139,2345,18952,1832,346180,7299,15181,1855,19395,2052,39820,2358,35327,2378,46859,2900,91694,3019,97904,3003,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,743508,8948,438620,8776,77416,3366,99302,3755,99036,4009,53196,2679,44702,2978,48550,2785,16418,1730,304888,6701,15294,2095,22345,2092,39469,2630,33710,2133,40258,2683,79695,2991,74117,2587,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1146668,12735,667936,11058,100922,4593,139457,4491,161300,4362,84873,4009,64759,3627,87594,3393,29031,2414,478732,9559,23100,2499,35902,2838,59750,3305,51729,2918,62576,3321,130188,4004,115487,3946,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1132229,12824,596545,11143,96786,5157,134086,5719,145285,5129,71021,4255,56074,3462,69028,3559,24265,2261,535684,8994,29271,3562,39166,3346,69416,4827,61071,3883,73255,3166,138244,4354,125261,3131,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,395809,5987,243301,5727,30134,2259,44571,2586,60764,2657,33618,2152,27592,1864,36551,2214,10071,1341,152508,4340,5858,1114,6929,1243,18921,1918,16471,1963,19764,1724,44378,2231,40187,2093,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1472500,10315,1073033,11268,126523,5136,204803,4817,278728,6409,141643,4885,118300,4240,148069,4164,54967,2876,399467,7518,12918,1721,25439,2479,46926,3288,42293,2507,50496,3078,106831,3597,114564,3559,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623515,11340,1135557,12226,122723,5057,221415,6044,306221,5948,151905,5529,129176,4851,151680,5743,52437,3131,487958,9103,13751,1437,21234,2096,54935,3237,46738,2496,61826,3487,138726,5330,150748,4768,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2803372,15813,1688608,13609,239693,5950,329604,5524,411801,6418,210679,5123,186695,5247,223064,5996,87072,3593,1114764,11369,62501,3608,81831,3505,148009,5452,120735,4639,143261,4265,280103,5595,278324,5160,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1547594,10546,1038893,8908,173297,5205,232786,4209,253676,4383,127720,3825,99172,3361,112229,3440,40013,2573,508701,7224,21555,2052,30563,2206,61680,3150,55946,2467,72281,3206,139263,3272,127413,3697,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,748055,10139,367369,8559,50141,3905,79108,4520,86765,4656,44430,3519,39176,3636,50744,2958,17005,1910,380686,8803,21857,2517,31605,3037,56121,4063,40469,3272,49924,3347,94399,3956,86311,3313,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1596870,15553,988869,13629,149914,6458,203809,6131,229396,5885,124604,4640,105278,4487,126876,4645,48992,3076,608001,8964,32317,2717,39118,2949,73791,3394,62847,3522,76285,3693,162207,4262,161436,4333,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,292585,4359,167138,4205,26341,2100,35133,2259,35649,2129,20370,2061,20121,1783,22069,1539,7455,1249,125447,4303,5991,1191,7742,1285,15124,1445,13492,1533,17547,1752,36765,2038,28786,1514,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,500086,6928,304828,5909,55698,2948,74290,2875,69749,3038,35700,2112,27034,1897,31543,2169,10814,1405,195258,4259,9905,1502,12495,1385,22616,2036,20167,1636,28740,1819,50385,2084,50950,2256,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
