GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,NAME,B16005H_001EA,B16005H_001MA,B16005H_002EA,B16005H_002MA,B16005H_003EA,B16005H_003MA,B16005H_004MA,B16005H_004EA,B16005H_005MA,B16005H_005EA,B16005H_006EA,B16005H_006MA,B16005H_007EA,B16005H_007MA,B16005H_008EA,B16005H_008MA,B16005H_009MA,B16005H_009EA,B16005H_010MA,B16005H_010EA,B16005H_011EA,B16005H_011MA,state
0400000US01,3027398,2149,2995982,4530,2968065,6356,27917,3617,24120,3200,3797,1220,31416,3966,15503,2379,15913,3104,12588,2631,3325,1000,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,421767,1022,410625,2324,398916,3048,11709,1997,11105,2002,604,352,11142,2303,4882,1256,6260,1758,4197,1201,2063,1002,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3672127,3800,3512002,10125,3412638,12206,99364,6152,87008,6113,12356,1964,160125,9174,81720,4806,78405,7977,48204,5351,30201,4961,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2057114,2041,2042903,3200,2022641,4625,20262,3124,18331,3044,1931,597,14211,2289,8645,1617,5566,1526,3659,1059,1907,863,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13984390,7642,12564989,23843,11949862,31858,615127,16350,557293,15722,57834,4172,1419401,23928,456617,11675,962784,24233,577193,16334,385591,13040,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3634042,2659,3519158,6914,3428552,8321,90606,5618,77240,5246,13366,1962,114884,6137,55541,3962,59343,5267,41012,4013,18331,2697,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2299157,2774,2137131,6989,2050179,10508,86952,6384,76738,5966,10214,1517,162026,7016,48699,3763,113327,6481,60038,4145,53289,4146,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,571267,678,554455,3235,543971,3959,10484,1932,8766,1764,1718,628,16812,3209,7154,1652,9658,2799,7153,2107,2505,901,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,240757,1003,217196,2683,206522,3481,10674,1735,10316,1718,358,262,23561,2512,10599,1671,12962,2144,11509,2031,1453,691,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10826303,7878,10115032,18823,9757958,23450,357074,13318,320701,12488,36373,2758,711271,17316,271064,10882,440207,15682,274755,11216,165452,9713,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5207597,4164,5046518,8725,4955948,11588,90570,6401,81238,6129,9332,1692,161079,7502,61354,5095,99725,6497,66151,5781,33574,4131,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,296266,954,277596,2367,264695,3174,12901,2026,11520,1928,1381,676,18670,2202,11604,1529,7066,1509,5425,1070,1641,959,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1322160,1414,1300293,4103,1275856,4605,24437,2476,21069,2361,3368,894,21867,3714,12334,2629,9533,2456,5493,1450,4040,1615,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7440120,4266,6959820,15517,6698566,19996,261254,10242,231150,9431,30104,3008,480300,15332,95854,4646,384446,14584,197539,8664,186907,10744,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4982213,2365,4917799,6912,4808447,9513,109352,6482,83107,5779,26245,3278,64414,6081,25533,3173,38881,5410,24391,3259,14490,3379,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2548377,1759,2521679,3868,2486767,5340,34912,3574,28054,3319,6858,1245,26698,3466,9761,1774,16937,2977,9880,1877,7057,1750,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2083505,1245,2056965,3212,2028153,4694,28812,2885,24200,2670,4612,1135,26540,3034,12020,1697,14520,2592,8014,1568,6506,1653,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3555371,2494,3515523,5593,3467213,8425,48310,5607,40780,5122,7530,1758,39848,4920,15313,1864,24535,4429,14993,2875,9542,2578,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2587979,2852,2560110,4464,2460622,7020,99488,5339,84304,5098,15184,2679,27869,3545,11822,2169,16047,2954,10063,2101,5984,1807,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1190130,783,1168338,2772,1129865,3903,38473,2914,33202,2784,5271,825,21792,2465,11889,1646,9903,1965,7090,1722,2813,870,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2919149,3146,2793889,6869,2721449,8985,72440,4938,62138,4725,10302,1560,125260,6813,41871,3938,83389,5676,58110,4616,25279,3319,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4701092,6987,4330351,15297,4161725,17259,168626,9098,149046,8049,19580,2679,370741,13159,102362,5254,268379,11977,145438,7078,122941,7697,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7100765,2045,6799473,13777,6617023,16251,182450,8330,155300,7746,27150,2648,301292,13625,82228,4698,219064,12346,114644,7059,104420,7725,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4212543,1540,4133912,5561,4065211,8176,68701,4309,57877,3992,10824,1593,78631,5136,33832,2686,44799,4157,28554,3034,16245,2501,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1601856,1843,1587323,2739,1572665,3548,14658,2033,11111,1873,3547,1123,14533,2385,6647,1413,7886,1924,4245,1201,3641,1507,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4587864,3083,4518693,5976,4449724,9086,68969,5947,56637,5181,12332,2016,69171,5555,25557,2991,43614,4794,26447,3587,17167,2240,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,857710,1028,846289,2321,829519,3292,16770,2573,13173,2309,3597,1138,11421,2044,9075,1837,2346,787,2017,757,329,218,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1428156,920,1410504,2745,1390420,3710,20084,2240,16983,2124,3101,718,17652,2675,6670,1192,10982,2320,7842,2049,3140,914,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1397753,2694,1326357,6848,1286072,8404,40285,3884,35792,3649,4493,954,71396,5872,30491,4028,40905,4823,28830,3650,12075,2699,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1158812,1279,1124998,3917,1100060,5070,24938,3212,21598,2809,3340,1260,33814,3794,16909,2128,16905,2654,11214,1746,5691,1917,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4715801,3199,4308787,12804,4092144,17120,216643,9747,195407,9415,21236,2752,407014,12476,108352,5699,298662,10997,161990,8237,136672,7052,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,749640,1407,728043,3354,698998,4586,29045,3156,26410,3010,2635,746,21597,3042,11201,2179,10396,2684,7424,1925,2972,1635,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10411052,5588,9437573,18564,8864325,23157,573248,15861,471222,15001,102026,6535,973479,19025,269459,10298,704020,18355,370551,13253,333469,11333,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6168886,2895,6024120,8121,5932699,11329,91421,6474,79755,6047,11666,2173,144766,7845,67827,5204,76939,6416,53758,5132,23181,3236,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,597262,1279,590072,1386,579076,1950,10996,1488,8955,1492,2041,703,7190,1102,4493,873,2697,715,2148,658,549,283,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8716207,2867,8554899,11017,8359411,16274,195488,9666,150962,9452,44526,5315,161308,9969,59225,4590,102083,8294,64393,5666,37690,4415,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2439032,2010,2410229,3662,2376433,5321,33796,3468,30506,3043,3290,1087,28803,3130,14663,2192,14140,2669,9430,1783,4710,1523,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2984135,1751,2888687,8445,2819017,10353,69670,5949,60838,5612,8832,1411,95448,8126,42570,3970,52878,6820,33483,4461,19395,3481,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9320192,2882,9075737,10996,8830819,13957,244918,9274,196707,9321,48211,5072,244455,10428,80025,4754,164430,9614,87770,6032,76660,6447,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,733806,1610,694706,4219,660261,6617,34445,4466,30634,4321,3811,1190,39100,3834,10745,1682,28355,3644,14665,2095,13690,2670,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3040958,2077,2980358,6113,2939782,8412,40576,4135,34341,3781,6235,1528,60600,5975,28224,3015,32376,5149,22494,3611,9882,2779,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,672609,823,665898,1546,653893,2902,12005,2034,8778,1672,3227,1115,6711,1321,4301,1179,2410,743,1764,579,646,425,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4703823,1814,4624063,6718,4573559,7735,50504,4086,40595,3983,9909,1948,79760,6246,31451,3103,48309,6055,25983,4839,22326,3761,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11230789,6564,10821656,18168,10466507,22475,355149,13534,311598,12855,43551,4126,409133,17449,151823,8069,257310,14963,163489,9531,93821,9543,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2245161,2325,2194070,4602,2116779,8125,77291,6069,69003,5918,8288,1291,51091,4344,24414,2721,26677,4027,18080,2565,8597,2276,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,552227,253,538243,1921,526973,2561,11270,1635,10195,1568,1075,420,13984,1922,7387,1277,6597,1633,5358,1374,1239,607,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4964793,2341,4767577,10268,4651793,12779,115784,6427,98891,5946,16893,2343,197216,10272,63916,4064,133300,9259,93296,6962,40004,4538,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4822045,2655,4579280,10198,4460975,13231,118305,7206,104535,6493,13770,2154,242765,9659,97975,5247,144790,9468,85849,6723,58941,5338,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1584331,3684,1573618,4129,1559657,4978,13961,2335,10083,1868,3878,1089,10713,1929,5648,1211,5065,1821,3339,1139,1726,1325,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4473509,3505,4405510,6204,4319338,8466,86172,5109,67549,4392,18623,2333,67999,4816,30233,2698,37766,3933,23853,3043,13913,2253,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,458620,575,452462,1656,441996,2677,10466,2052,9636,2016,830,574,6158,1569,4014,1131,2144,1064,1375,641,769,821,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22737,4300,20327,4264,7213,2722,13114,2738,6498,1898,6616,1853,2410,832,506,347,1904,711,1022,581,882,450,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
