GEO_ID,B13002H_001E,B13002H_001M,B13002H_002E,B13002H_002M,B13002H_003E,B13002H_003M,B13002H_004E,B13002H_004M,B13002H_005E,B13002H_005M,B13002H_006E,B13002H_006M,B13002H_007E,B13002H_007M,NAME,B13002H_001EA,B13002H_001MA,B13002H_002EA,B13002H_002MA,B13002H_003MA,B13002H_003EA,B13002H_004MA,B13002H_004EA,B13002H_005EA,B13002H_005MA,B13002H_006EA,B13002H_006MA,B13002H_007EA,B13002H_007MA,state
0400000US01,703697,2784,33792,2495,25089,2423,8703,1689,669905,3556,329268,7199,340637,7270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,99526,773,4301,1004,3945,1017,356,265,95225,1279,49203,2416,46022,2688,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,759944,3268,35798,2857,26968,2257,8830,2050,724146,4243,317587,7198,406559,6877,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,474799,2362,24428,2438,17227,1988,7201,1539,450371,3282,227859,6683,222512,6872,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3068321,6918,136639,5589,107708,4695,28931,2879,2931682,10181,1276731,15460,1654951,15627,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,881575,2858,42400,3205,34964,2710,7436,1605,839175,4406,392764,6844,446411,7084,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,496097,2046,19481,2047,14934,1497,4547,1309,476616,2669,194775,5553,281841,5007,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,122221,892,5099,1223,3738,1031,1361,608,117122,1454,47650,2562,69472,2772,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,86662,682,3751,766,3511,744,240,212,82911,1054,24760,1805,58151,2010,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2141327,6008,96309,5640,65574,4372,30735,3399,2045018,8667,883428,14479,1161590,14763,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1243588,3939,63122,4237,47983,3442,15139,2249,1180466,5922,583728,11216,596738,11643,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,61541,679,4677,1026,4235,969,442,247,56864,1206,30377,1836,26487,1504,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,310823,1766,20197,2293,15497,2076,4700,1163,290626,2833,147191,5211,143435,4895,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1718336,3258,83769,4041,61938,3431,21831,2343,1634567,5142,741724,9646,892843,9050,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1186411,3336,58313,4065,39471,3034,18842,2402,1128098,5134,525780,8691,602318,9202,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,585493,1915,32023,2413,24774,2240,7249,1340,553470,3283,256475,5190,296995,5218,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,480233,2163,27131,2546,21199,2176,5932,1425,453102,3340,221778,5306,231324,5502,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,854664,2923,44775,3257,30657,2658,14118,2218,809889,4249,388553,7362,421336,7378,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,614384,2790,32929,3359,23346,2569,9583,2140,581455,4206,273623,6323,307832,6499,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,261349,1327,13793,1775,9614,1659,4179,1047,247556,2166,107333,3672,140223,3817,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,665512,2722,35668,2838,29188,2636,6480,1298,629844,4427,290724,6208,339120,5672,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1110838,3458,48004,3894,33666,3041,14338,2374,1062834,5232,424510,6340,638324,6947,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1614479,3229,80899,3572,58213,2737,22686,1998,1533580,5147,684304,8749,849276,8500,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,971893,2512,51426,2985,41377,2565,10049,1286,920467,4013,425279,6355,495188,6221,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,369406,2883,17334,2204,12471,1781,4863,1284,352072,3386,177909,5308,174163,5169,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1073442,2945,60852,3656,41756,3140,19096,2054,1012590,4635,468003,7718,544587,7950,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,189461,1487,10581,1727,8248,1526,2333,817,178880,2386,83218,3700,95662,3679,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,331803,1326,20560,1991,16070,1621,4490,924,311243,2514,151768,3502,159475,3653,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,298008,1807,13442,2205,10091,1802,3351,1065,284566,2534,128656,4712,155910,4910,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,263105,1679,11751,1570,7820,1308,3931,1092,251354,2168,105579,3129,145775,3341,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1025972,3471,45811,3521,38942,3133,6869,1591,980161,4654,443073,7262,537088,6385,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,146549,1819,8149,1493,6146,1204,2003,804,138400,2670,62809,2983,75591,3128,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2416544,5070,109848,5505,85409,4854,24439,2694,2306696,6922,968531,11619,1338165,11101,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
