GEO_ID,B21007_001E,B21007_001M,B21007_002E,B21007_002M,B21007_003E,B21007_003M,B21007_004E,B21007_004M,B21007_005E,B21007_005M,B21007_006E,B21007_006M,B21007_007E,B21007_007M,B21007_008E,B21007_008M,B21007_009E,B21007_009M,B21007_010E,B21007_010M,B21007_011E,B21007_011M,B21007_012E,B21007_012M,B21007_013E,B21007_013M,B21007_014E,B21007_014M,B21007_015E,B21007_015M,B21007_016E,B21007_016M,B21007_017E,B21007_017M,B21007_018E,B21007_018M,B21007_019E,B21007_019M,B21007_020E,B21007_020M,B21007_021E,B21007_021M,B21007_022E,B21007_022M,B21007_023E,B21007_023M,B21007_024E,B21007_024M,B21007_025E,B21007_025M,B21007_026E,B21007_026M,B21007_027E,B21007_027M,B21007_028E,B21007_028M,B21007_029E,B21007_029M,B21007_030E,B21007_030M,B21007_031E,B21007_031M,B21007_032E,B21007_032M,B21007_033E,B21007_033M,B21007_034E,B21007_034M,B21007_035E,B21007_035M,B21007_036E,B21007_036M,B21007_037E,B21007_037M,B21007_038E,B21007_038M,B21007_039E,B21007_039M,B21007_040E,B21007_040M,B21007_041E,B21007_041M,B21007_042E,B21007_042M,B21007_043E,B21007_043M,B21007_044E,B21007_044M,B21007_045E,B21007_045M,B21007_046E,B21007_046M,B21007_047E,B21007_047M,B21007_048E,B21007_048M,B21007_049E,B21007_049M,B21007_050E,B21007_050M,B21007_051E,B21007_051M,B21007_052E,B21007_052M,B21007_053E,B21007_053M,B21007_054E,B21007_054M,B21007_055E,B21007_055M,B21007_056E,B21007_056M,B21007_057E,B21007_057M,B21007_058E,B21007_058M,B21007_059E,B21007_059M,B21007_060E,B21007_060M,B21007_061E,B21007_061M,NAME,B21007_001EA,B21007_001MA,B21007_002EA,B21007_002MA,B21007_003EA,B21007_003MA,B21007_004EA,B21007_004MA,B21007_005MA,B21007_005EA,B21007_006MA,B21007_006EA,B21007_007MA,B21007_007EA,B21007_008EA,B21007_008MA,B21007_009EA,B21007_009MA,B21007_010MA,B21007_010EA,B21007_011MA,B21007_011EA,B21007_012MA,B21007_012EA,B21007_013EA,B21007_013MA,B21007_014EA,B21007_014MA,B21007_015MA,B21007_015EA,B21007_016MA,B21007_016EA,B21007_017MA,B21007_017EA,B21007_018EA,B21007_018MA,B21007_019EA,B21007_019MA,B21007_020MA,B21007_020EA,B21007_021MA,B21007_021EA,B21007_022MA,B21007_022EA,B21007_023EA,B21007_023MA,B21007_024EA,B21007_024MA,B21007_025MA,B21007_025EA,B21007_026MA,B21007_026EA,B21007_027MA,B21007_027EA,B21007_028EA,B21007_028MA,B21007_029EA,B21007_029MA,B21007_030MA,B21007_030EA,B21007_031MA,B21007_031EA,B21007_032MA,B21007_032EA,B21007_033EA,B21007_033MA,B21007_034EA,B21007_034MA,B21007_035EA,B21007_035MA,B21007_036EA,B21007_036MA,B21007_037EA,B21007_037MA,B21007_038EA,B21007_038MA,B21007_039MA,B21007_039EA,B21007_040EA,B21007_040MA,B21007_041EA,B21007_041MA,B21007_042EA,B21007_042MA,B21007_043MA,B21007_043EA,B21007_044EA,B21007_044MA,B21007_045EA,B21007_045MA,B21007_046EA,B21007_046MA,B21007_047EA,B21007_047MA,B21007_048MA,B21007_048EA,B21007_049EA,B21007_049MA,B21007_050EA,B21007_050MA,B21007_051EA,B21007_051MA,B21007_052EA,B21007_052MA,B21007_053EA,B21007_053MA,B21007_054EA,B21007_054MA,B21007_055MA,B21007_055EA,B21007_056MA,B21007_056EA,B21007_057EA,B21007_057MA,B21007_058EA,B21007_058MA,B21007_059EA,B21007_059MA,B21007_060MA,B21007_060EA,B21007_061MA,B21007_061EA,state
0400000US01,3661833,2560,1032788,5382,25230,3161,3483,1346,217,215,3266,1358,21747,2965,2441,1013,19306,2691,1007558,6107,209607,10607,27035,3261,182572,9993,797951,11017,54814,4542,743137,11811,1201350,5238,85659,5130,6218,1516,2235,794,3983,1190,79441,4876,13420,2378,66021,4157,1115691,6731,154634,6855,50009,3547,104625,6192,961057,8657,104056,6045,857001,10202,644779,2769,69187,4162,7339,1303,4162,1096,3177,910,61848,3596,16819,1910,45029,3331,575592,4845,78327,4370,38603,3009,39724,3290,497265,6731,102662,5694,394603,7796,782916,3004,148673,4889,7826,1494,3362,956,4464,1031,140847,4720,62279,3749,78568,4215,634243,5147,70051,3655,39257,2933,30794,2752,564192,5614,217128,5927,347064,6134,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,529475,2202,173397,2929,10691,1877,869,457,0,153,869,457,9822,1845,1113,910,8709,1563,162706,3246,22540,3002,2823,809,19717,2798,140166,4113,9941,2074,130225,4001,180725,2554,19105,2118,621,328,239,191,382,264,18484,2041,3468,1075,15016,1905,161620,3131,14823,2036,3871,1293,10952,1438,146797,3324,12868,1991,133929,3717,93841,1299,12614,1404,992,577,471,380,521,444,11622,1344,2804,817,8818,1158,81227,1684,7124,981,2822,801,4302,827,74103,1850,12667,1866,61436,2198,81512,1039,21126,1625,1307,559,438,267,869,481,19819,1494,8079,1128,11740,1630,60386,1936,4736,1072,2008,714,2728,729,55650,2169,21031,1858,34619,1961,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5240533,2487,1541242,4008,42661,3310,3908,974,627,468,3281,904,38753,3482,5635,1439,33118,3213,1498581,5416,270553,11054,24725,3750,245828,9660,1228028,12025,70783,4665,1157245,12528,1670486,3697,101731,5083,5647,1278,1576,670,4071,1042,96084,5354,12405,2015,83679,5033,1568755,6258,196101,7998,42669,3582,153432,6564,1372654,8488,108678,6162,1263976,10560,839783,1837,79834,3984,8548,1640,3182,818,5366,1325,71286,3988,16186,2175,55100,3458,759949,4424,94277,5020,30842,3204,63435,3973,665672,6734,108813,4686,556859,7777,1189022,1729,250427,5296,16376,1971,7890,1488,8486,1337,234051,5340,94725,3784,139326,4785,938595,5446,91147,5127,37342,3165,53805,4211,847448,6744,266931,6625,580517,7753,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2215026,2225,626983,3988,18671,2586,2825,810,846,449,1979,672,15846,2499,2450,970,13396,2442,608312,4681,122597,6146,16519,2063,106078,5975,485715,6897,40766,3586,444949,7615,729943,3750,46697,3782,3747,943,1835,654,1912,609,42950,3623,8246,1690,34704,3374,683246,4978,95194,5291,35866,3511,59328,4409,588052,7025,69430,4883,518622,7665,377781,2425,36943,2468,5299,1406,3043,970,2256,789,31644,2374,10781,1480,20863,2110,340838,3298,43464,3445,22210,2368,21254,2397,297374,4059,71191,4059,226183,4773,480319,2445,97963,3684,5596,1134,2551,690,3045,958,92367,3552,42353,2438,50014,2865,382356,4240,43216,3036,23579,2443,19637,2314,339140,4815,133184,4254,205956,5096,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29797598,5906,9400493,7902,159196,7802,13797,2073,2151,837,11646,1744,145399,7096,16685,2158,128714,6879,9241297,10932,1382419,26865,106699,5729,1275720,26042,7858878,29448,364086,11253,7494792,32529,10262450,7025,336424,9743,24927,2420,6211,1384,18716,2329,311497,9561,42087,3742,269410,8726,9926026,10590,1079052,20075,182432,7923,896620,18079,8846974,22713,519912,13535,8327062,26477,4724577,4208,254941,7278,26976,2749,12097,1945,14879,2124,227965,6786,48464,3505,179501,6124,4469636,7857,461209,10908,148939,6308,312270,9981,4008427,13002,522054,11336,3486373,16681,5410078,4040,793521,11022,44185,3019,22048,2365,22137,2070,749336,10821,301171,7652,448165,7109,4616557,11297,506689,13134,231141,8481,275548,9507,4109868,16157,1320504,15457,2789364,17904,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4217444,3540,1310468,4175,40077,3949,3850,1253,559,376,3291,1145,36227,3766,5097,1452,31130,3517,1270391,5343,178983,7854,20399,2964,158584,7316,1091408,8334,53243,4098,1038165,8670,1449258,3760,100799,5621,4483,1215,1162,501,3321,991,96316,5374,12617,1908,83699,4996,1348459,6897,106610,6183,27208,2809,79402,5245,1241849,8871,84196,4989,1157653,9925,698947,2341,66341,3574,5112,1261,2204,771,2908,866,61229,3428,12622,1613,48607,2832,632606,4231,57041,3879,19279,2493,37762,3166,575565,5324,71327,3683,504238,6432,758771,2088,159633,4022,9547,1827,3473,1018,6074,1378,150086,3923,58482,3265,91604,3431,599138,4221,49381,3564,20933,2202,28448,2682,549757,5439,162319,5464,387438,5484,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2743953,1481,730099,2638,12808,2189,774,701,98,129,676,690,12034,2195,1617,827,10417,1891,717291,3010,87303,5477,10330,1993,76973,5322,629988,5756,33490,3500,596498,6401,925538,2411,28690,2573,985,491,646,419,339,265,27705,2635,2772,837,24933,2487,896848,3253,73080,6051,19006,2829,54074,4860,823768,6651,51382,3986,772386,7543,508830,1526,22688,2260,1563,715,561,440,1002,594,21125,2199,3400,828,17725,2086,486142,2695,36648,3317,13667,2140,22981,2633,449494,3669,50603,3577,398891,5050,579486,1389,96500,3268,4499,1138,1816,697,2683,826,92001,3431,30897,1898,61104,2924,482986,3683,36544,2943,15411,1841,21133,2430,446442,4232,123642,4800,322800,5148,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,733046,1143,199343,1915,4700,1318,498,433,0,198,498,433,4202,1377,387,302,3815,1363,194643,2137,31638,3349,1834,828,29804,3356,163005,4064,9712,2077,153293,4045,231545,1999,15093,2097,1431,678,228,222,1203,659,13662,2018,677,364,12985,2015,216452,2410,27854,3082,6495,1389,21359,2760,188598,3502,12464,1698,176134,3615,133027,907,10893,1722,1239,592,155,187,1084,607,9654,1701,1982,692,7672,1608,122134,1883,13076,2045,3055,799,10021,1849,109058,2419,15324,2036,93734,2755,169131,788,32586,2310,1952,716,521,240,1431,698,30634,2386,9653,1223,20981,2133,136545,2360,12406,1999,3599,1018,8807,1652,124139,2670,34856,2662,89283,3013,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,535140,883,209295,845,3647,1180,677,708,0,208,677,708,2970,1032,137,131,2833,1019,205648,1376,32633,2973,4342,1283,28291,2809,173015,3016,12053,2605,160962,3815,175284,820,7159,1512,783,530,356,362,427,372,6376,1399,932,522,5444,1250,168125,1587,21133,2000,5682,1097,15451,1949,146992,2316,9566,1521,137426,2571,69077,445,4517,1218,914,538,393,370,521,399,3603,1070,1115,558,2488,900,64560,1289,10603,1763,6106,1472,4497,1064,53957,2015,11632,1823,42325,2283,81484,478,12025,1309,1181,512,817,489,364,197,10844,1227,4258,812,6586,1261,69459,1378,10378,1838,6165,1597,4213,1086,59081,1987,20893,2042,38188,2298,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16393858,4367,4263280,8101,100549,6864,9765,1949,1174,646,8591,1785,90784,6628,10158,2017,80626,5968,4162731,10849,665404,20247,63594,5225,601810,19238,3497327,21187,190278,8507,3307049,20981,5206101,8383,302168,8694,20791,2834,6758,1856,14033,2458,281377,8411,35460,3724,245917,8317,4903933,11476,587795,17727,129213,8553,458582,13771,4316138,20284,322395,12244,3993743,22223,2777734,5486,248816,8170,28113,3085,11611,1909,16502,2290,220703,7816,50789,4079,169914,6781,2528918,9134,313002,10780,106969,6635,206033,8723,2215916,13544,327512,9689,1888404,15447,4146743,5008,768861,11452,43913,3832,19484,2511,24429,2772,724948,11419,289253,8561,435695,9089,3377882,11739,379610,12086,144429,6918,235181,8918,2998272,14644,911999,14418,2086273,20387,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
