GEO_ID,B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,NAME,B17026_001MA,B17026_001EA,B17026_002MA,B17026_002EA,B17026_003EA,B17026_003MA,B17026_004MA,B17026_004EA,B17026_005MA,B17026_005EA,B17026_006EA,B17026_006MA,B17026_007EA,B17026_007MA,B17026_008EA,B17026_008MA,B17026_009MA,B17026_009EA,B17026_010MA,B17026_010EA,B17026_011MA,B17026_011EA,B17026_012MA,B17026_012EA,B17026_013EA,B17026_013MA,state
0400000US01,1203689,13513,62288,4349,45842,4149,46240,3691,52993,3789,44994,3828,54859,4700,23681,2305,30292,2943,200282,6694,178230,6324,135290,5934,328698,8262,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,5828,1066,3021,837,3539,750,4363,937,5233,1178,6616,1407,2305,763,2687,805,23147,2469,23753,2171,18556,2078,68353,3051,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,72957,4896,50092,3323,53013,3830,67586,4704,66599,4568,67088,4922,31530,3250,36851,3066,264104,9000,240655,6682,189645,6761,512205,9148,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,34429,3099,26164,2664,27297,2255,34465,3140,37772,3050,41172,3819,16905,2166,20911,1970,143322,6212,106296,6291,84258,4883,181708,6186,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,327290,9542,246358,7679,284419,9231,354988,10868,338337,10298,340720,8826,140545,5877,197502,7367,1262841,18606,1069878,14212,879527,13762,3468212,20950,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,38342,3226,25858,2465,27760,2533,38209,3359,36760,3204,43453,3834,21040,2254,28438,2828,187068,6096,186278,6755,163006,5698,570595,9008,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,24771,2796,16286,1877,14699,2181,21292,2536,24310,2859,25155,2582,10489,1652,13078,2406,105984,5559,106520,5884,94513,4223,420196,7910,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,10363,1619,5198,1302,6104,1273,8409,1676,6565,1568,7804,1582,3311,891,3638,941,32996,3001,31141,2458,30098,2787,90168,3856,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,7493,1117,5033,1445,3403,1069,4322,1206,2521,780,2754,878,1445,688,1671,612,9627,1387,7725,1460,7802,1311,65561,3145,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,200277,9064,133170,6509,165582,7516,207531,8314,207949,7282,224341,8254,96699,5665,126079,5768,860312,15300,691439,12258,532983,11597,1497144,16167,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525783,17938,114939,6887,74071,5365,90738,6612,106200,6011,107763,5343,110978,5513,46202,4313,60998,4401,400956,12759,334107,9076,282540,8772,796291,12463,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,11345,1861,5500,1161,6702,1106,6158,1261,8678,1492,9876,1513,4404,1167,4500,938,44366,3162,44823,3470,42602,3316,131382,4474,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,13564,2061,8803,1941,13858,2089,15858,1997,18660,2198,20514,2414,8101,1698,13460,2187,80856,4399,67594,4200,46301,3554,112205,5204,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,114748,5975,77429,4579,85689,5303,105773,6202,98121,5429,105598,5532,45832,3315,64515,3912,453909,10606,409079,8663,355132,9039,1167718,12693,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,64105,4671,43776,3915,45490,3486,59108,4085,59838,3929,62466,3420,28148,3212,37768,2864,288062,7331,266532,8370,212324,6338,492485,9463,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,19863,2005,16375,1989,16985,2214,24245,2167,24123,2022,30109,2531,11280,1418,18050,1887,127916,4403,128136,4626,106281,4281,271251,6192,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,24120,2228,14756,2003,19359,2073,23793,2632,25672,2596,30459,2811,11997,1659,16194,1811,122754,4589,116178,4996,91500,3824,236867,5775,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,61078,4021,39469,3066,45450,3611,47410,3607,45185,3354,48982,3374,19906,2327,28494,2832,194539,6806,168500,6208,129398,5080,301417,6426,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,72949,4866,44100,3674,46232,3422,54224,4497,51944,3732,48764,3960,21982,2961,27724,2875,167174,6415,146113,6210,118349,5373,307690,6962,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,7835,1437,6163,1254,6921,1120,10025,1555,10980,1571,11045,1572,4769,902,7542,1267,55763,2967,50549,3316,46815,3267,111699,4767,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,41659,3294,23052,2797,27069,2352,33084,2987,40715,3641,42520,3002,20461,3008,22306,2392,170857,6652,169963,6860,164229,6893,713915,10330,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,54970,3786,29351,2836,35373,3690,40113,4009,41285,3277,42308,3361,19172,2392,24315,3005,180797,7061,183114,6483,179299,7138,822117,11449,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,98367,4086,75083,4418,71210,4175,87285,3571,88737,4787,92500,4464,40477,2930,58615,3041,409010,9359,382369,7722,301593,7153,812757,10055,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,29091,2231,24369,2648,26990,2723,32005,2683,34835,2540,39933,2749,17020,1764,22822,2009,192613,5433,197220,5609,183399,5264,588445,8251,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,44385,4064,32060,3042,30476,2913,36739,2913,33977,2661,36513,3612,14560,1987,18856,2323,124820,5769,104856,5726,79187,3751,160022,5783,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,52547,4009,43614,3636,44773,3855,60364,3898,54780,3985,59472,3998,27373,2927,36245,2454,256299,8070,240574,7382,186717,6379,464502,8100,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,9015,1673,4631,1090,6682,959,10343,1411,8468,1334,9913,1288,4829,1026,7127,1087,44689,3428,41016,2972,32776,2534,83237,3726,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,13764,2027,9536,1641,11828,1520,15601,1604,15693,1687,17050,1660,9075,1483,10306,1321,79236,4193,75495,3276,64473,3134,162932,3757,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,28245,3223,16755,2446,18517,2534,26962,2731,27725,2734,27717,2781,12789,1803,17573,2140,122685,5533,110115,4965,84505,4086,206861,6085,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,7397,1603,4972,1002,4593,967,7838,1716,8223,1627,7457,1425,3933,1011,5798,1203,42109,3240,49268,3616,47625,3330,157000,4670,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,67882,4683,43701,3357,51544,3923,60400,4811,55260,3917,62926,4337,32536,3683,35248,3114,260471,7767,244054,7768,243711,7427,1077498,12060,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,31031,3601,16396,2377,25202,2961,20932,2804,23180,2634,21401,2481,9891,1775,13082,1778,76776,4137,66188,4510,50757,3191,124256,5227,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
