GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001MA,B17006_001EA,B17006_002MA,B17006_002EA,B17006_003EA,B17006_003MA,B17006_004EA,B17006_004MA,B17006_005MA,B17006_005EA,B17006_006MA,B17006_006EA,B17006_007MA,B17006_007EA,B17006_008EA,B17006_008MA,B17006_009EA,B17006_009MA,B17006_010EA,B17006_010MA,B17006_011MA,B17006_011EA,B17006_012MA,B17006_012EA,B17006_013MA,B17006_013EA,B17006_014EA,B17006_014MA,B17006_015EA,B17006_015MA,B17006_016MA,B17006_016EA,B17006_017MA,B17006_017EA,B17006_018MA,B17006_018EA,B17006_019EA,B17006_019MA,B17006_020EA,B17006_020MA,B17006_021EA,B17006_021MA,B17006_022EA,B17006_022MA,B17006_023EA,B17006_023MA,B17006_024MA,B17006_024EA,B17006_025EA,B17006_025MA,B17006_026EA,B17006_026MA,B17006_027EA,B17006_027MA,B17006_028EA,B17006_028MA,B17006_029EA,B17006_029MA,state
0400000US01,1075127,3060,261570,12790,61905,5781,18811,2647,3191,757,39903,4445,199665,12619,19916,4072,6702,1875,960,635,12254,2811,179749,11162,54568,4291,11294,2029,113887,9063,813557,12780,600332,11963,155115,5519,30271,3038,414946,10011,213225,12371,50152,5187,13282,2354,2126,817,34744,4682,163073,11137,34292,4218,6590,1337,122191,8754,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178800,1659,25595,4368,11194,3703,3597,1357,795,392,6802,2366,14401,2690,3423,1120,1030,369,159,97,2234,1009,10978,2597,3308,831,608,290,7062,1941,153205,4546,117590,4434,35030,2126,7592,1812,74968,3336,35615,3769,11674,1875,2773,925,950,615,7951,1284,23941,3375,5388,1226,1090,493,17463,2751,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1593534,5048,325717,15113,114847,8636,32418,3655,5450,1076,76979,6716,210870,13873,38048,6041,13034,3032,2838,858,22176,3851,172822,12969,52811,4900,7500,1671,112511,9596,1267817,14738,912005,15783,238858,5486,45727,3483,627420,13136,355812,15050,111849,8649,30980,3673,4408,1024,76461,7130,243963,12747,57232,4356,11419,1788,175312,10899,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693144,3215,153384,9527,51060,6188,13900,2129,2924,750,34236,5039,102324,7629,10998,2437,4034,1172,726,481,6238,1785,91326,7376,26922,3405,5687,1465,58717,5335,539760,9097,397934,8864,104971,4425,22255,2525,270708,7296,141826,7615,42187,5496,12539,2672,2455,905,27193,3842,99639,6412,20891,2824,5386,1511,73362,5081,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8880165,10205,1580002,34690,634887,21137,170623,8405,32032,3311,432232,16736,945115,28477,159271,12872,49609,4704,11027,1934,98635,9217,785844,24089,234458,11447,44102,3805,507284,15657,7300163,36840,5504789,41367,1528457,14170,291761,8620,3684571,31984,1795374,35384,607169,22526,175547,9742,30526,3429,401096,15918,1188205,29253,262802,10932,55434,3841,869969,22022,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1236779,3541,145060,9846,53965,6891,16188,3274,2797,677,34980,5417,91095,8166,11642,3124,3311,1452,1205,604,7126,2161,79453,7975,23829,3530,3609,1133,52015,5748,1091719,9962,849515,12311,235956,6313,45991,3107,567568,10221,242204,10764,91415,6967,20994,2901,5735,1587,64686,5552,150789,8734,25834,3823,6955,1586,118000,7921,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,731408,2015,90557,9015,20390,3736,6334,1570,1211,623,12845,2690,70167,8043,7701,2497,1975,957,494,352,5232,1814,62466,7680,16445,2961,2221,826,43800,5660,640851,9314,475467,9139,121644,4086,23105,2528,330718,7241,165384,8400,42138,4708,10103,2314,1380,577,30655,3706,123246,8068,24266,2743,4400,1371,94580,6363,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,198713,1674,36282,5123,14570,3605,4790,1749,584,513,9196,2282,21712,3524,3696,1869,1634,1198,78,132,1984,1161,18016,3091,7131,2022,644,348,10241,2202,162431,4827,114970,6313,30069,2625,6312,1534,78589,4504,47461,4214,13329,2609,3017,1255,403,286,9909,2151,34132,3781,6088,1632,1526,633,26518,3431,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,123271,768,31538,3609,3506,1853,1590,1415,441,376,1475,857,28032,3504,2745,1499,1204,950,360,417,1181,665,25287,3796,8608,2306,953,586,15726,2738,91733,3678,56828,3747,24400,2021,3594,900,28834,2705,34905,3972,7617,2085,2162,947,620,556,4835,1596,27288,4197,6979,1839,803,450,19506,3423,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4116849,7441,822648,24983,257675,13772,78436,6489,13592,2221,165647,10758,564973,22546,83380,10781,25818,4609,3436,1324,54126,7832,481593,20793,136828,8587,25817,3664,318948,15476,3294201,26929,2331950,32389,636220,13884,119462,6321,1576268,23233,962251,25797,268477,14964,75250,6672,12381,2457,180846,11185,693774,19392,158293,8653,33036,3946,502445,15943,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
