GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001EA,C08006_001MA,C08006_002EA,C08006_002MA,C08006_003MA,C08006_003EA,C08006_004MA,C08006_004EA,C08006_005MA,C08006_005EA,C08006_006EA,C08006_006MA,C08006_007EA,C08006_007MA,C08006_008EA,C08006_008MA,C08006_009MA,C08006_009EA,C08006_010MA,C08006_010EA,C08006_011MA,C08006_011EA,C08006_012EA,C08006_012MA,C08006_013EA,C08006_013MA,C08006_014MA,C08006_014EA,C08006_015MA,C08006_015EA,C08006_016MA,C08006_016EA,C08006_017EA,C08006_017MA,C08006_018EA,C08006_018MA,C08006_019MA,C08006_019EA,C08006_020MA,C08006_020EA,C08006_021MA,C08006_021EA,C08006_022EA,C08006_022MA,C08006_023EA,C08006_023MA,C08006_024MA,C08006_024EA,C08006_025MA,C08006_025EA,C08006_026MA,C08006_026EA,C08006_027EA,C08006_027MA,C08006_028EA,C08006_028MA,C08006_029MA,C08006_029EA,C08006_030MA,C08006_030EA,C08006_031MA,C08006_031EA,C08006_032EA,C08006_032MA,C08006_033EA,C08006_033MA,C08006_034MA,C08006_034EA,C08006_035MA,C08006_035EA,C08006_036MA,C08006_036EA,state
0400000US01,2041619,17993,1922457,18547,1748949,19969,173508,7679,137015,7441,22909,2962,13584,2320,7234,1504,2058,785,23594,3529,17404,2602,68872,5117,1068859,11296,1006599,11279,915626,11806,90973,5401,71701,4992,11470,2033,7802,1726,3539,907,1487,658,11902,1971,11009,1840,34323,3559,972760,11973,915858,12438,833323,12512,82535,4723,65314,4449,11439,1742,5782,1128,3695,1140,571,286,11692,2822,6395,1534,34549,2977,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,285020,6651,243466,6186,41554,4193,28108,3354,7252,2135,6194,2107,5827,1561,2723,764,25829,2365,15899,1582,15984,2030,193709,4603,155416,5392,133469,5005,21947,2609,14637,2171,3978,1559,3332,1085,3475,1302,2038,723,15119,1812,10452,1294,7209,1469,157573,3426,129604,3450,109997,3686,19607,2488,13471,1884,3274,984,2862,1415,2352,842,685,344,10710,1399,5447,1019,8775,1113,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,2701752,18612,2362162,18831,339590,10803,258886,9693,49021,4009,31683,3912,55495,5174,25270,2743,61420,4149,48298,4015,193915,7427,1661218,12054,1457063,12671,1271918,13966,185145,7838,140457,6731,25944,3097,18744,3414,28842,3405,17964,2381,31950,3146,33133,3205,92266,4737,1424932,15853,1244689,15072,1090244,14954,154445,6299,118429,5707,23077,2305,12939,1825,26653,3259,7306,1361,29470,2942,15165,2035,101649,4875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,1194667,12515,1068253,12584,126414,6651,95082,6037,19650,2839,11682,2127,3788,1046,2338,1057,23112,3075,10605,1918,47156,3936,667989,9599,621152,8762,560340,8164,60812,4216,46792,4034,8655,1620,5365,1452,1626,714,1890,934,12483,2068,7497,1549,23341,2435,613677,8779,573515,8885,507913,8997,65602,4700,48290,3853,10995,2127,6317,1307,2162,966,448,391,10629,1917,3108,936,23815,2503,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,15378833,50709,13541563,56126,1837270,27936,1345308,20983,284597,11060,207365,11253,919579,16698,166029,7140,473375,12939,289926,10917,1092887,19780,9994178,30940,8428482,31910,7462129,33310,966353,18474,699686,14978,152892,7761,113775,7956,474001,11755,120511,6059,252384,9711,175325,8689,543475,13282,8326451,32140,6950351,34169,6079434,34523,870917,16850,645622,13537,131705,6212,93590,5611,445578,10380,45518,3396,220991,7626,114601,6039,549412,11467,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,2408517,16583,2161670,15648,246847,8470,187576,8468,35612,3808,23659,3123,92878,5937,31723,3535,77250,4817,32507,2640,244103,8996,1561365,10740,1303133,12075,1167710,11255,135423,6805,104313,5905,18183,2629,12927,2301,49339,4385,22084,2816,43558,3379,21541,2608,121710,6003,1325613,11102,1105384,11526,993960,11517,111424,4872,83263,4719,17429,2336,10732,1770,43539,3111,9639,1505,33692,3498,10966,1580,122393,5791,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,1531473,14710,1391813,14671,139660,7956,110642,6631,15617,2523,13401,2126,83460,4978,5483,1621,49471,4116,16939,2677,91174,4559,913679,9217,786711,9253,715561,10240,71150,5049,55502,4362,8740,1753,6908,1372,44055,3223,3585,1292,23977,2974,8769,1781,46582,3403,864321,11609,744762,10966,676252,9754,68510,5024,55140,4179,6877,1562,6493,1513,39405,3806,1898,782,25494,2675,8170,1748,44592,2955,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,384125,7390,353445,7749,30680,3402,22590,2735,5969,1827,2121,748,9598,1594,1566,655,9566,1521,3698,1295,22227,2459,222295,3947,197867,4576,183757,4565,14110,1964,10858,1696,1882,780,1370,648,4659,1116,903,488,5178,1198,2729,1065,10959,1907,208485,4743,186258,4828,169688,5037,16570,2271,11732,1729,4087,1568,751,371,4939,1118,663,340,4388,989,969,600,11268,1513,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,148546,5267,129051,5201,19495,2415,13411,2094,3626,1052,2458,1390,122643,5311,18624,2587,47625,3750,10275,2080,27667,2948,182905,3943,72664,3824,63478,3735,9186,1620,6024,1223,1393,802,1769,1245,57663,4121,12102,1885,22573,2610,5781,1641,12122,1790,192475,4975,75882,4223,65573,4250,10309,1676,7387,1573,2233,658,689,436,64980,3552,6522,1291,25052,2445,4494,1045,15545,2606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,8274363,38485,7423934,39897,850429,21057,653683,18435,122642,8008,74104,6665,162401,8778,53751,4538,132386,8683,157674,8873,574506,15223,4926482,21728,4330393,25245,3886857,27677,443536,15821,332776,13557,67480,5847,43280,4819,81346,6403,38564,3993,71517,5744,104957,7714,299705,10270,4428599,21669,3943970,24763,3537077,24738,406893,11071,320907,10282,55162,4202,30824,3295,81055,6110,15187,2117,60869,5863,52717,3939,274801,9220,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
