GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001MA,B18108_001EA,B18108_002MA,B18108_002EA,B18108_003EA,B18108_003MA,B18108_004MA,B18108_004EA,B18108_005MA,B18108_005EA,B18108_006MA,B18108_006EA,B18108_007EA,B18108_007MA,B18108_008EA,B18108_008MA,B18108_009EA,B18108_009MA,B18108_010MA,B18108_010EA,B18108_011MA,B18108_011EA,B18108_012MA,B18108_012EA,B18108_013MA,B18108_013EA,B18108_014EA,B18108_014MA,B18108_015MA,B18108_015EA,B18108_016MA,B18108_016EA,B18108_017MA,B18108_017EA,B18108_018MA,B18108_018EA,B18108_019EA,B18108_019MA,B18108_020EA,B18108_020MA,B18108_021MA,B18108_021EA,B18108_022MA,B18108_022EA,B18108_023MA,B18108_023EA,B18108_024MA,B18108_024EA,B18108_025EA,B18108_025MA,state
0400000US01,4793512,2005,288897,2856,1484,714,414,453,286999,2839,803548,2915,34288,3807,12674,2145,756586,5338,1072022,5327,46542,4848,39921,3453,985559,8689,1846129,5936,168279,8051,163687,6528,1514163,12434,475080,3519,83045,4457,70988,4030,321047,4955,307836,2645,60337,3383,107656,3868,139843,4156,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,52917,845,447,320,53,50,52417,914,131905,865,3355,866,1900,831,126650,1589,175222,2925,7973,1667,5904,1420,161345,3063,274622,2524,22221,2478,16989,2445,235412,4164,56426,1275,11945,1699,5498,854,38983,1783,25086,849,5913,901,8200,932,10973,1067,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,434940,1309,2892,1047,710,684,431338,1873,1195151,1673,45460,4420,15669,2590,1134022,5507,1578590,4028,61552,4599,42295,4473,1474743,6997,2510418,3824,176189,7291,148162,6925,2186067,10694,696132,1840,101051,4177,72414,3900,522667,5682,492890,1960,101847,4479,131576,5242,259467,5455,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,186612,2629,913,363,554,569,185145,2782,519878,2848,31631,3258,10852,2383,477395,4881,654755,3988,34209,3231,28212,3006,592334,5590,1107741,4099,112598,6688,110004,5930,885139,8630,287789,2999,49500,2995,47744,3027,190545,4287,192530,1999,39883,2204,64540,3225,88107,3418,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,2460102,3204,11099,1850,4930,1516,2444073,3790,6582503,4117,190856,8193,88618,5882,6303029,11718,9605966,7720,294811,10480,203667,9389,9107488,15269,14988186,6979,792657,17144,689542,14843,13505987,24687,3167805,3925,396616,9434,355397,9567,2415792,12449,2242273,3941,399181,8441,723670,10317,1119422,12463,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,332593,2114,1721,590,757,442,330115,2296,927485,2401,32157,3175,12313,2018,883015,4487,1346891,4165,52068,4139,28766,3234,1266057,5977,2148330,3785,129175,5959,101440,5699,1917715,9028,477122,2418,65896,3784,44165,3195,367061,4748,281649,2173,56650,3248,78496,3944,146503,4073,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,182194,1224,1288,569,344,440,180562,1430,558735,1206,21887,2343,7158,1334,529690,2670,781542,2631,29300,3854,18082,2194,734160,5017,1434565,2784,82447,4650,59590,3823,1292528,6387,336146,1812,38508,2544,27209,2446,270429,3394,243340,1455,42568,3142,63481,3867,137291,4189,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,54907,341,20,37,0,198,54887,345,149001,456,3942,973,2225,878,142834,1201,209648,1869,6618,1634,5949,1786,197081,2639,364572,2125,20477,2223,19903,2275,324192,3397,103463,891,11382,1360,7938,1462,84143,2212,65668,938,12944,1819,16365,1714,36359,1977,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,45065,115,323,273,0,208,44742,307,79307,490,3593,1227,1522,790,74192,1575,233492,764,13440,2692,4594,1252,215458,2775,244460,1046,22106,2825,13676,2068,208678,3612,47088,696,8727,1568,6116,1401,32245,1765,34396,778,6326,1119,10964,1460,17106,1298,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,1129322,4120,4023,1275,2540,1026,1122759,4360,3061892,4541,138009,6999,43380,4430,2880503,8736,4356779,8121,148392,8866,119262,6625,4089125,11464,7983968,9056,520686,12602,470021,13122,6993261,21969,2326420,5077,308903,8474,223870,7192,1793647,10721,1820323,4927,339118,9135,493274,10112,987931,11660,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10241594,3158,655223,5384,3571,1241,998,748,650654,5714,1856821,5598,69880,4910,23862,2651,1763079,8412,2354202,7117,83647,6049,55249,4605,2215306,9819,4003212,8420,281335,7473,241267,10473,3480610,14521,859628,5356,128603,5562,104473,5182,626552,7555,512508,4671,93934,4694,164140,5678,254434,5773,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1373202,2427,89573,223,545,386,269,407,88759,514,216078,484,5409,1054,1926,530,208743,1315,294943,2438,9144,1984,5024,1314,280775,3334,523181,2478,25986,2467,19315,2322,477880,4061,143832,1052,18272,1775,10261,1597,115299,2475,105595,1100,20172,1669,32536,2283,52887,2289,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1695273,1260,116063,1911,533,291,59,70,115471,1938,326693,2238,16900,2371,4583,1138,305210,3148,373986,3621,16753,2648,14046,2318,343187,4943,619993,3266,50013,4003,44931,4183,525049,6544,159072,1546,25486,2296,15337,1879,118249,2721,99466,1133,20709,2159,30794,2812,47963,2665,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12620126,1888,767348,2622,3819,954,994,750,762535,2897,2123908,2989,64377,4284,23570,2281,2035961,5431,2913489,4973,96141,5276,66436,5024,2750912,8615,4933907,5716,286922,8125,241954,8613,4405031,12823,1105954,3718,140189,5549,117068,5298,848697,6951,775520,2795,146776,4123,215769,6049,412975,6967,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6568434,898,419552,2273,2089,723,328,283,417135,2464,1150646,3228,58761,4938,21626,2505,1070259,5591,1499761,4853,63400,4473,48815,4409,1387546,7442,2510812,5782,190329,6017,175116,6399,2145367,10461,591184,2703,88301,3995,65868,3872,437015,5845,396479,2378,84503,3839,115916,4334,196060,5039,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3102179,690,198623,2385,1261,581,281,175,197081,2473,529516,2893,19910,2578,6270,1181,503336,4397,705411,3629,25307,2334,15359,1796,664745,4557,1168146,4607,72015,3498,57505,3772,1038626,6691,286456,1780,36763,2346,21425,1481,228268,3180,214027,1749,41998,2345,50942,3270,121087,3304,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
