GEO_ID,C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,NAME,C17004_001MA,C17004_001EA,C17004_002MA,C17004_002EA,C17004_003EA,C17004_003MA,C17004_004EA,C17004_004MA,C17004_005MA,C17004_005EA,C17004_006MA,C17004_006EA,C17004_007MA,C17004_007EA,C17004_008MA,C17004_008EA,C17004_009MA,C17004_009EA,state
0400000US01,3798508,4467,560343,16988,48579,3708,147805,7715,363959,13224,3238165,17267,1475644,17332,591459,14529,1171062,15775,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558665,1294,55563,4330,4177,1108,22136,2748,29250,2992,503102,4422,237795,5764,137371,5000,127936,5364,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5440690,4791,719622,19528,75246,5256,210156,8157,434220,14992,4721068,19426,2159576,18183,964869,14043,1596623,12290,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2298216,3132,336630,11339,35517,3204,88064,6012,213049,8944,1961586,11779,930543,12741,360957,10087,670086,10019,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30890520,11129,3716292,49910,342367,10366,1094175,22016,2279750,35193,27174228,50988,12579317,47004,6327311,44392,8267600,39741,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4383662,4588,431906,12157,43242,3788,169521,6902,219143,8998,3951756,12273,2029484,15616,932782,13624,989490,14324,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839951,3245,251706,12533,11056,1777,79408,5421,161242,9581,2588245,12607,1230817,15028,628542,12335,728886,9704,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,759386,1690,93376,6554,7368,1702,23022,2514,62986,5051,666010,6467,309605,6877,132499,5371,223906,6294,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,547095,1114,81024,5262,3541,954,24199,2404,53284,4788,466071,5368,286325,6161,86756,4726,92990,4527,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16923186,7507,2133848,40671,195202,6930,573006,16736,1365640,32275,14789338,41712,6618268,38395,2923324,34282,5247746,33044,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7958664,6591,1044551,29238,122394,8347,302290,11759,619867,20499,6914113,30798,3469207,32869,1378006,22411,2066900,20745,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1120501,1588,102055,6042,6656,1286,27490,2831,67909,4999,1018446,6349,515018,8830,202496,6829,300932,5781,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1303102,2433,156106,8294,17789,2800,59182,4470,79135,6279,1146996,8433,508703,11085,290179,8712,348114,8273,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9986750,6146,1130967,23304,101546,5543,354698,10489,674723,17576,8855783,23316,4316377,23992,1984151,20655,2555255,19940,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5105770,4860,616545,16693,58032,4761,208431,8350,350082,13241,4489225,18136,2204704,18293,980134,16735,1304387,12997,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2410345,3199,246404,8336,24824,2604,101553,5042,120027,6053,2163941,8652,1139288,9926,474827,8646,549826,7719,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2206124,3679,242697,8876,29093,2643,92300,5144,121304,5821,1963427,10015,1019477,9424,424806,9998,519144,7074,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3435790,4347,541539,15058,44653,3565,149373,6742,347513,12013,2894251,15859,1372218,14201,593506,11810,928527,10678,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3582024,4906,622465,17926,67068,4634,163511,7276,391886,14542,2959559,19667,1418880,17675,564248,13609,976431,15933,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1084551,1981,115625,5847,6217,1192,37485,2974,71923,4447,968926,6519,447008,7482,242483,6772,279435,6118,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4731515,4230,404486,14725,33881,3365,124006,7779,246599,10560,4327029,15638,2261801,16318,935239,14747,1129989,13090,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5441898,4008,531397,16137,26367,2497,165542,8620,339488,11502,4910501,16269,2426347,18376,1222189,16862,1261965,15393,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7865547,5395,1000673,19670,84158,4531,327441,10086,589074,13987,6864874,19969,3106310,18280,1575003,18711,2183561,17541,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4320439,3763,382601,9828,30015,2893,156699,6136,195887,7059,3937838,11778,1996968,14656,1003917,12631,936953,8752,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2267595,3824,402260,11592,37457,3346,93567,6180,271236,9701,1865335,12533,874339,11122,342528,10262,648468,11456,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4731033,6349,571625,15248,54739,4243,189691,7195,327195,11215,4159408,16350,2054609,14836,879219,14502,1225580,13347,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,826616,1907,97280,6118,10818,1842,43764,4221,42698,3924,729336,6506,329388,7416,189857,6722,210091,5501,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
