GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001EA,B08113_001MA,B08113_002EA,B08113_002MA,B08113_003MA,B08113_003EA,B08113_004MA,B08113_004EA,B08113_005MA,B08113_005EA,B08113_006EA,B08113_006MA,B08113_007EA,B08113_007MA,B08113_008EA,B08113_008MA,B08113_009MA,B08113_009EA,B08113_010MA,B08113_010EA,B08113_011MA,B08113_011EA,B08113_012EA,B08113_012MA,B08113_013EA,B08113_013MA,B08113_014MA,B08113_014EA,B08113_015MA,B08113_015EA,B08113_016MA,B08113_016EA,B08113_017EA,B08113_017MA,B08113_018EA,B08113_018MA,B08113_019EA,B08113_019MA,B08113_020MA,B08113_020EA,B08113_021MA,B08113_021EA,B08113_022MA,B08113_022EA,B08113_023EA,B08113_023MA,B08113_024MA,B08113_024EA,B08113_025MA,B08113_025EA,B08113_026MA,B08113_026EA,B08113_027MA,B08113_027EA,B08113_028MA,B08113_028EA,B08113_029EA,B08113_029MA,B08113_030EA,B08113_030MA,B08113_031MA,B08113_031EA,B08113_032MA,B08113_032EA,B08113_033MA,B08113_033EA,B08113_034EA,B08113_034MA,B08113_035EA,B08113_035MA,B08113_036MA,B08113_036EA,B08113_037MA,B08113_037EA,B08113_038MA,B08113_038EA,B08113_039MA,B08113_039EA,B08113_040EA,B08113_040MA,B08113_041EA,B08113_041MA,B08113_042EA,B08113_042MA,B08113_043MA,B08113_043EA,B08113_044MA,B08113_044EA,B08113_045EA,B08113_045MA,B08113_046EA,B08113_046MA,B08113_047EA,B08113_047MA,B08113_048MA,B08113_048EA,B08113_049MA,B08113_049EA,B08113_050EA,B08113_050MA,B08113_051EA,B08113_051MA,B08113_052EA,B08113_052MA,B08113_053MA,B08113_053EA,B08113_054MA,B08113_054EA,B08113_055MA,B08113_055EA,B08113_056EA,B08113_056MA,state
0400000US01,2041619,17993,1931440,17989,62008,4237,31349,2802,30659,3410,48171,4119,33594,3657,14577,2264,1748949,19969,1664198,19510,47276,4003,25945,2738,21331,2735,37475,3594,26496,2990,10979,1984,173508,7679,155318,7242,12529,2641,3993,1080,8536,2389,5661,1512,3421,1260,2240,789,7234,1504,6879,1486,148,133,50,51,98,121,207,253,207,253,0,200,23594,3529,21818,3180,427,262,363,261,64,76,1349,694,882,627,467,272,19462,2821,18179,2709,161,186,161,186,0,200,1122,788,684,545,438,404,68872,5117,65048,4967,1467,615,837,479,630,384,2357,892,1904,861,453,362,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,293119,6069,13164,1995,10247,1751,2917,1119,44999,3505,29643,2803,15356,2093,243466,6186,212614,6260,8488,1941,6682,1687,1806,1019,22364,2507,15372,2086,6992,1354,41554,4193,29802,3162,1801,817,1282,646,519,304,9951,2513,4973,1245,4978,1726,5827,1561,4330,1158,629,526,629,526,0,153,868,533,194,184,674,482,25829,2365,18055,2140,1240,544,881,479,359,266,6534,1321,4923,1110,1611,685,18622,1701,15002,1552,208,198,195,198,13,23,3412,536,2897,514,515,219,15984,2030,13316,1856,798,374,578,317,220,239,1870,647,1284,635,586,316,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,2212346,18053,672592,12239,444391,10563,228201,8312,201212,7424,152313,6500,48899,4040,2362162,18831,1713303,17608,500936,10683,339012,9697,161924,7603,147923,6571,112788,5921,35135,3874,339590,10803,201826,7973,112971,7202,65507,5140,47464,4549,24793,2827,18820,2362,5973,1347,55495,5174,37226,4133,13485,2383,8306,1907,5179,1469,4784,1257,3689,1067,1095,598,61420,4149,43475,3520,11362,1930,7849,1719,3513,1098,6583,1749,4078,1320,2505,912,73568,5031,57354,4679,12001,2213,7929,1739,4072,1120,4213,1090,3442,963,771,354,193915,7427,159162,6892,21837,3405,15788,2784,6049,1526,12916,2115,9496,1705,3420,1144,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,1176094,12997,76979,4136,37659,3720,39320,3628,28593,3137,17441,2591,11152,2426,1068253,12584,989678,13007,58567,4746,30302,3493,28265,3521,20008,2452,12703,2118,7305,1526,126414,6651,108193,6406,12694,2280,4800,1131,7894,1928,5527,1397,3388,1099,2139,1026,3788,1046,3260,1084,447,405,365,388,82,129,81,142,0,201,81,142,23112,3075,19146,2419,2431,1315,539,278,1892,1258,1535,940,414,268,1121,936,12943,2357,11500,2311,928,541,620,450,308,324,515,438,139,139,376,399,47156,3936,44317,3739,1912,797,1033,564,879,595,927,467,797,437,130,151,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,10025250,40037,5340392,36588,3104145,30474,2236247,24006,2954987,27349,1898742,28028,1056245,19143,13541563,56126,7526652,42674,3922509,34310,2381539,28368,1540970,21813,2092402,27834,1373453,25481,718949,16730,1837270,27936,775763,14302,715705,18192,358400,11777,357305,14037,345802,13143,188927,8927,156875,8818,919579,16698,448857,12462,281121,9921,132468,7754,148653,7110,189601,7766,124469,6456,65132,4463,473375,12939,264502,9459,124112,6247,67505,4513,56607,4428,84761,5820,53643,4537,31118,3452,455955,12634,261732,8943,123406,6949,59461,4457,63945,4967,70817,5739,45635,3833,25182,4000,1092887,19780,747744,16245,173539,8214,104772,6037,68767,4975,171604,6650,112615,5145,58989,4371,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,2416163,18106,316202,11658,201969,9741,114233,6750,154613,7347,107711,6545,46902,4039,2161670,15648,1817733,16367,237484,10121,153986,7908,83498,5768,106453,6386,77895,5789,28558,3235,246847,8470,184966,7590,42912,4180,24385,3150,18527,2338,18969,2718,9204,1635,9765,2139,92878,5937,69468,4980,12171,2299,7143,1831,5028,1349,11239,2286,6957,1688,4282,1245,77250,4817,69088,4765,4706,1141,3433,890,1273,576,3456,964,2437,752,1019,530,64230,3878,55814,3835,4890,1240,3229,1009,1661,662,3526,921,2296,662,1230,632,244103,8996,219094,7981,14039,2670,9793,2040,4246,1590,10970,1790,8922,1578,2048,668,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,1384753,13496,204736,6547,113685,6736,91051,6174,188511,7114,127078,5868,61433,4091,1391813,14671,1107003,14913,147163,6302,85011,6206,62152,5727,137647,5740,93416,5077,44231,3418,139660,7956,90414,6308,28827,3700,13160,2513,15667,2398,20419,3107,11198,2321,9221,1727,83460,4978,59780,4240,12383,2157,7794,1919,4589,1299,11297,1636,8638,1407,2659,809,49471,4116,35392,3370,6690,1607,3444,1038,3246,1268,7389,1807,4824,1247,2565,1033,22422,3214,15740,2554,3699,1314,1119,566,2580,1246,2983,934,2381,914,602,354,91174,4559,76424,4429,5974,1398,3157,1206,2817,987,8776,1476,6621,1274,2155,823,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,368842,6525,29196,2463,18549,2683,10647,1800,32742,3233,23731,2762,9011,1913,353445,7749,305295,7301,23028,2161,14938,2290,8090,1582,25122,2733,19198,2360,5924,1546,30680,3402,22868,2666,4207,1634,2329,1348,1878,871,3605,1195,1558,715,2047,868,9598,1594,8166,1389,181,233,81,160,100,160,1251,674,920,672,331,214,9566,1521,7905,1419,355,316,306,251,49,109,1306,616,1121,573,185,161,5264,1415,4487,1278,689,605,159,186,530,563,88,107,0,198,88,107,22227,2459,20121,2340,736,412,736,412,0,198,1370,541,934,419,436,285,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,302216,6412,37423,2445,20361,2468,17062,2542,35741,4065,26790,2756,8951,2710,129051,5201,108878,4570,10684,1747,6600,1461,4084,1402,9489,1597,6677,1244,2812,1019,19495,2415,13887,1960,2867,1108,1482,698,1385,900,2741,1335,1737,931,1004,610,122643,5311,97230,4034,14411,2786,5476,1452,8935,2204,11002,2153,7983,1507,3019,1489,47625,3750,37469,3521,5081,1334,4077,1201,1004,619,5075,1230,4299,1074,776,458,28899,3336,21987,3068,3065,1008,1752,695,1313,791,3847,1252,3615,1226,232,246,27667,2948,22765,2540,1315,564,974,513,341,311,3587,1019,2479,863,1108,639,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,6316583,37580,2264710,23084,1288969,18849,975741,19511,773788,16765,519676,13902,254112,12496,7423934,39897,5106810,33507,1732722,24243,1032444,19625,700278,17246,584402,15896,400251,13453,184151,10068,850429,21057,485640,14137,277782,14378,130130,8747,147652,10221,87007,5826,50476,4154,36531,4410,162401,8778,77733,6373,59339,5264,23058,3015,36281,4603,25329,4001,13093,2662,12236,2653,132386,8683,87118,6500,31493,3757,15511,2811,15982,2894,13775,2743,8933,1935,4842,1595,211425,10124,136531,7523,51445,5612,21772,2872,29673,4835,23449,3156,15821,2570,7628,1877,574506,15223,422751,11022,111929,8530,66054,5470,45875,5339,39826,4521,31102,3648,8724,1983,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
