GEO_ID,B19128_001E,B19128_001M,B19128_002E,B19128_002M,B19128_003E,B19128_003M,B19128_004E,B19128_004M,B19128_005E,B19128_005M,B19128_006E,B19128_006M,B19128_007E,B19128_007M,B19128_008E,B19128_008M,B19128_009E,B19128_009M,B19128_010E,B19128_010M,B19128_011E,B19128_011M,NAME,B19128_001MA,B19128_001EA,B19128_002EA,B19128_002MA,B19128_003EA,B19128_003MA,B19128_004MA,B19128_004EA,B19128_005MA,B19128_005EA,B19128_006EA,B19128_006MA,B19128_007EA,B19128_007MA,B19128_008EA,B19128_008MA,B19128_009MA,B19128_009EA,B19128_010MA,B19128_010EA,B19128_011EA,B19128_011MA,state
0400000US01,96066725200,1547638000,81316373200,1496204034,29457422900,918268751,51858950200,1215166544,14750352000,682148540,4167652100,337121325,1399691200,158463043,2767960900,312057176,10582699900,591790191,4512988500,497981723,6069711400,411474153,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17560519900,732720627,14886259800,739799261,6578940500,565435468,8307319300,522736786,2674260100,238501335,1083551200,164284724,505135500,102812660,578415600,140500865,1590708900,171260921,794000500,148945784,796708300,118699305,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,148125675100,1923017964,124677687000,1952922986,46786130400,1259787430,77891556600,1679553731,23447988100,823318986,8324352300,479439807,3565197500,360804039,4759154800,313944631,15123635800,589666063,6231424500,390020213,8892211300,432822078,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57457905100,1194705517,49045657700,1183446850,19145502700,797672820,29900155000,1030914852,8412247300,406203235,2758370700,279683797,1246476800,189227180,1511894000,192914982,5653876600,318657722,2447730900,190777187,3206145700,280795517,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1011250892900,6277235554,849784618900,6317941020,370871296800,4045007725,478913322100,5113339997,161466274100,2829350350,58615130300,1927286205,22817384700,1123704789,35797745600,1380010448,102851143800,1885672353,37011304700,1017380256,65839839000,1740314857,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,149011629100,2077806230,130332740600,2196650181,55046472700,1397979343,75286267900,1611863895,18678888500,653622009,7518273000,505871256,3863496600,436100697,3654776400,348446010,11160615500,470819706,4804823500,301394919,6355792000,368182045,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,113971524300,2202360064,99434683900,2115567179,41762564000,1479398581,57672120000,1820490507,14536840400,672081547,4794138600,427873691,2066191300,287469467,2727947300,326214724,9742701700,443618122,3766086200,266558331,5976615600,414314763,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23859077300,918193880,20666022400,926257278,7347358100,579370988,13318664400,715971242,3193054900,301289662,1031233300,205495290,386321700,91000176,644911500,176947328,2161821600,229974106,876424400,124522587,1285397200,181464526,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,18552399400,991785660,15277075800,965655310,6411133600,735557737,8865942200,732977313,3275323600,335091360,976027400,234421303,317530700,137833819,658496700,203537781,2299296100,213348880,761615100,136114366,1537681000,179876364,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,437936767900,3946859341,367563209700,4058551168,126010331900,2775885607,241552877800,2959997738,70373558200,1659603719,23046059100,843654345,9175408300,606163467,13870650800,746740885,47327499100,1356210159,17411525800,655716520,29915973300,1067949735,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
