GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001EA,B23008_001MA,B23008_002EA,B23008_002MA,B23008_003EA,B23008_003MA,B23008_004EA,B23008_004MA,B23008_005MA,B23008_005EA,B23008_006MA,B23008_006EA,B23008_007EA,B23008_007MA,B23008_008EA,B23008_008MA,B23008_009EA,B23008_009MA,B23008_010EA,B23008_010MA,B23008_011MA,B23008_011EA,B23008_012MA,B23008_012EA,B23008_013MA,B23008_013EA,B23008_014EA,B23008_014MA,B23008_015EA,B23008_015MA,B23008_016EA,B23008_016MA,B23008_017MA,B23008_017EA,B23008_018MA,B23008_018EA,B23008_019EA,B23008_019MA,B23008_020EA,B23008_020MA,B23008_021EA,B23008_021MA,B23008_022MA,B23008_022EA,B23008_023MA,B23008_023EA,B23008_024MA,B23008_024EA,B23008_025EA,B23008_025MA,B23008_026EA,B23008_026MA,B23008_027MA,B23008_027EA,state
0400000US01,1018842,5129,323597,5669,192552,6684,108506,6488,72359,5821,7650,2049,4037,1109,131045,6756,24198,3212,18614,2873,5584,1657,106847,6257,75880,5623,30967,4271,695245,6538,427605,11070,274342,9521,123185,8619,20152,3482,9926,2154,267640,11601,47073,5760,40683,5526,6390,1684,220567,10984,167428,10457,53139,5941,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,172645,2126,60763,2408,45026,2575,22375,2211,18552,2204,2665,988,1434,1382,15737,1733,4685,1090,4120,1088,565,311,11052,1368,8301,1289,2751,634,111882,2460,78365,3420,46315,2955,24197,2848,4694,1375,3159,2088,33517,3273,9810,1533,8981,1516,829,240,23707,2932,20504,2842,3203,730,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1532662,7662,488517,5188,296773,7637,157550,6830,125089,6443,9444,2299,4690,1377,191744,6513,53685,4630,46469,4603,7216,1948,138059,6623,100809,6564,37250,3094,1044145,7472,663547,14395,391652,13364,231611,13087,26423,3765,13861,2798,380598,14038,98606,8303,85060,7549,13546,2977,281992,12417,230888,11566,51104,5794,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,663663,4415,215615,4637,134360,4758,76040,4509,48672,4182,6481,1852,3167,1136,81255,5296,20006,3114,17983,3029,2023,805,61249,4698,43930,4374,17319,2749,448048,4671,285903,7349,185991,8190,76572,6732,14226,2700,9114,2547,162145,7581,35041,4375,26979,4047,8062,2265,127104,6931,100179,6300,26925,3587,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8636131,16233,2824448,12078,1865171,19141,1051195,19494,725429,19288,60201,6445,28346,3816,959277,16970,268914,12246,244494,12169,24420,3896,690363,15294,483542,14731,206821,10027,5811683,15977,3900777,31784,2338749,30392,1332062,27617,158435,8199,71531,5610,1910906,29005,480184,16106,427674,14665,52510,4847,1430722,23833,1127012,22352,303710,12623,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1202723,5307,384808,4649,287363,6998,168661,6075,106663,6686,9381,2264,2658,1030,97445,6393,30008,4230,27218,4030,2790,1349,67437,5406,51022,4795,16415,2545,817915,5762,577661,9936,377800,10433,170759,10065,21338,3123,7764,2009,240254,9595,67696,5454,61923,5209,5773,1412,172558,8842,144970,8963,27588,3973,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,714184,3142,210300,3312,144444,4538,94959,4623,43741,4229,4338,1262,1406,845,65856,3746,14430,2502,12387,2237,2043,1002,51426,4224,40933,3735,10493,2227,503884,3797,330640,7026,235031,8082,78793,6659,13938,2835,2878,987,173244,6814,34435,3625,31435,3583,3000,960,138809,6827,116667,6657,22142,3381,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,189011,2931,61245,2350,37445,2987,21910,3001,13998,2200,1211,801,326,251,23800,2723,5362,1897,4471,1594,891,1074,18438,2479,14955,2137,3483,1421,127766,3162,80906,4407,49139,3701,24394,3176,5155,1568,2218,1111,46860,4438,11746,2373,10918,2377,828,714,35114,3969,30283,3796,4831,1465,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,115684,2794,48988,1959,28486,2576,20711,1899,7075,2315,700,580,0,208,20502,2404,3496,1736,2571,1231,925,1116,17006,2198,11242,1905,5764,2037,66696,2450,28588,2233,19401,2268,7985,2030,948,699,254,281,38108,2847,5971,1687,5555,1662,416,291,32137,2903,22343,2973,9794,2473,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3980211,12944,1287270,10058,782923,15108,447567,13679,293043,11150,26808,3517,15505,3333,504347,15218,121211,8570,109938,8374,11273,2337,383136,14000,287006,11286,96130,7007,2692941,13600,1646170,23254,1052704,22562,465997,15792,86196,8550,41273,5868,1046771,22464,230426,13637,196081,12333,34345,5146,816345,19969,664370,18026,151975,12170,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
