GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001MA,B27002_001EA,B27002_002MA,B27002_002EA,B27002_003MA,B27002_003EA,B27002_004EA,B27002_004MA,B27002_005EA,B27002_005MA,B27002_006MA,B27002_006EA,B27002_007MA,B27002_007EA,B27002_008MA,B27002_008EA,B27002_009EA,B27002_009MA,B27002_010EA,B27002_010MA,B27002_011MA,B27002_011EA,B27002_012MA,B27002_012EA,B27002_013MA,B27002_013EA,B27002_014EA,B27002_014MA,B27002_015EA,B27002_015MA,B27002_016EA,B27002_016MA,B27002_017MA,B27002_017EA,B27002_018MA,B27002_018EA,B27002_019MA,B27002_019EA,B27002_020EA,B27002_020MA,B27002_021EA,B27002_021MA,B27002_022MA,B27002_022EA,B27002_023MA,B27002_023EA,B27002_024MA,B27002_024EA,B27002_025EA,B27002_025MA,B27002_026EA,B27002_026MA,B27002_027EA,B27002_027MA,B27002_028MA,B27002_028EA,B27002_029MA,B27002_029EA,B27002_030MA,B27002_030EA,B27002_031EA,B27002_031MA,B27002_032EA,B27002_032MA,B27002_033MA,B27002_033EA,B27002_034MA,B27002_034EA,B27002_035MA,B27002_035EA,B27002_036EA,B27002_036MA,B27002_037EA,B27002_037MA,B27002_038EA,B27002_038MA,B27002_039MA,B27002_039EA,B27002_040MA,B27002_040EA,B27002_041MA,B27002_041EA,B27002_042EA,B27002_042MA,B27002_043EA,B27002_043MA,B27002_044MA,B27002_044EA,B27002_045MA,B27002_045EA,B27002_046MA,B27002_046EA,B27002_047EA,B27002_047MA,B27002_048EA,B27002_048MA,B27002_049EA,B27002_049MA,B27002_050MA,B27002_050EA,B27002_051MA,B27002_051EA,B27002_052MA,B27002_052EA,B27002_053EA,B27002_053MA,B27002_054EA,B27002_054MA,B27002_055MA,B27002_055EA,B27002_056MA,B27002_056EA,B27002_057MA,B27002_057EA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,87520,4423,88904,5155,420448,6434,238779,6787,181669,7354,226085,5035,159583,5774,66502,4938,256087,5088,174876,5596,81211,5583,277336,3717,203436,5703,73900,4282,299187,3191,225704,4531,73483,4503,304159,2250,222187,4711,81972,4539,218704,2414,135514,4114,83190,3724,122402,1564,84108,2720,38294,2731,2492680,5724,167763,4244,80909,4720,86854,4319,404854,5054,235664,6709,169190,6795,230344,6195,164017,6355,66327,4236,282462,5515,196051,4752,86411,5457,301709,3327,220425,5380,81284,4698,323118,3004,250090,4444,73028,4417,340620,2018,250600,5431,90020,5196,256376,2450,161034,4024,95342,4117,185434,2029,114616,2634,70818,2859,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,17367,1656,14180,1299,68413,2358,39608,2724,28805,2553,33050,2664,20848,2844,12202,1892,51570,1973,28780,2177,22790,2354,46738,1845,31631,2231,15107,1615,45308,1380,29860,1738,15448,1702,48526,910,34722,1509,13804,1418,29319,854,18885,1207,10434,1270,11643,556,6910,821,4733,780,350064,2412,32900,1868,17014,1798,15886,2042,61523,1903,35570,2407,25953,2177,32603,1550,19345,1690,13258,1326,48438,2003,31120,2068,17318,1642,46398,2018,31834,2294,14564,2135,42337,1726,30708,1641,11629,1461,45315,791,33775,1505,11540,1418,27107,802,16902,1486,10205,1295,13443,590,8030,786,5413,858,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,139466,5441,122619,5192,618452,4976,366474,8047,251978,8521,333965,5668,225172,6478,108793,5370,417137,4682,266510,7067,150627,6344,412301,2964,281603,6381,130698,6388,407134,2009,288132,4776,119002,4705,398325,1489,276463,4997,121862,4865,325812,1317,173758,3968,152054,3925,222016,1374,131512,3370,90504,3386,3510894,3887,251768,3734,130871,4746,120897,5203,597135,5137,348575,9590,248560,8716,324755,4964,201689,6737,123066,5992,403384,4178,259138,5922,144246,5550,422700,2322,289052,5376,133648,5220,428500,2092,305199,6043,123301,5843,441458,1059,310624,4848,130834,4955,370320,1497,200238,4303,170082,4374,270874,1364,157266,4410,113608,4007,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,48083,3499,68066,4516,271815,4346,136042,5376,135773,6007,141415,3978,96836,3958,44579,3370,163784,4511,106285,4843,57499,3773,173771,3114,118721,4468,55050,3934,180348,2786,130104,3823,50244,3666,179447,1792,121946,3739,57501,3831,134649,2156,74971,2571,59678,2866,81043,1222,51479,2455,29564,2429,1506884,4657,110061,3585,47123,3526,62938,3789,253769,4632,123612,5711,130157,7156,137389,3437,89485,4881,47904,4100,166863,3786,107964,4075,58899,3721,186810,3003,124306,4126,62504,4051,189031,2346,136209,3892,52822,3995,198334,1857,141548,3150,56786,3309,153140,1870,87794,3254,65346,3207,111487,1662,64519,2870,46968,2885,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,820974,13235,680267,12406,3379612,12332,1955065,17394,1424547,16451,1946447,12636,1275223,16065,671224,14514,2666750,11785,1786676,15791,880074,16379,2560912,5580,1805814,12938,755098,12564,2526206,4303,1832603,15649,693603,15274,2282316,3576,1650695,12008,631621,11881,1468783,2641,757606,8430,711177,8701,935552,2759,484750,7781,450802,7766,19779016,6604,1430930,7691,790822,12050,640108,11591,3255690,10386,1880898,18559,1374792,18500,1883513,12504,1207795,14220,675718,12636,2584388,11218,1712794,16753,871594,14685,2591862,3513,1792243,12475,799619,11493,2584512,3253,1854160,12426,730352,12386,2442378,2947,1741723,11107,700655,10705,1699022,3522,844410,9615,854612,9024,1306721,3392,630048,9024,676673,9462,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,126265,3945,79670,4482,478965,4933,314532,7096,164433,5895,263630,5590,192001,5982,71629,4943,384020,4969,267884,6679,116136,5834,376335,3554,282058,4740,94277,4511,353019,2914,277977,4101,75042,4404,338474,1785,264243,3635,74231,3413,227526,1732,123926,3672,103600,3621,120384,1522,74888,2404,45496,2580,2765782,3756,193747,3759,118973,4606,74774,4090,455588,4322,287584,6962,168004,6781,252631,4755,180909,4442,71722,3887,372453,4538,263970,5277,108483,4719,366941,2443,277386,4209,89555,4378,353088,2143,279328,3948,73760,3465,360473,1421,285031,3422,75442,3391,249596,1977,145005,3503,104591,3428,161265,1927,100373,3262,60892,3261,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,68041,3124,41755,2942,297096,2941,194928,5127,102168,5032,168094,3738,125301,4073,42793,3559,196907,3260,136535,3944,60372,4036,200678,1534,148602,3519,52076,3565,246338,1763,194091,3638,52247,3340,245194,1312,199065,3303,46129,3339,156934,1003,95610,2760,61324,2583,95942,1109,63044,2140,32898,2072,1819543,2573,105700,2643,69462,3148,36238,2670,280289,3335,193906,4946,86383,4951,168672,3590,124955,4788,43717,3708,195917,2461,136816,4406,59101,3823,214032,1455,157979,3469,56053,3655,264687,1508,206521,4084,58166,4000,263636,1173,212756,3473,50880,3383,179212,1333,107168,3721,72044,3604,147398,1444,89188,3243,58210,3004,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,20291,1992,12376,1954,79124,1860,53669,3172,25455,3335,39026,2163,31612,2423,7414,1642,55393,2069,41143,2465,14250,2199,51959,1580,37391,2089,14568,1864,58492,1199,47944,1598,10548,1610,62174,740,49219,1918,12955,1865,47492,714,33713,1392,13779,1312,28134,688,19115,1295,9019,1397,492798,1502,31871,1458,17384,1938,14487,1916,74811,1891,54095,2882,20716,2602,42357,1944,33681,2088,8676,1516,58307,1991,42120,2152,16187,2086,56533,1002,44653,1957,11880,1784,64561,914,54507,1577,10054,1396,70853,523,56500,1699,14353,1808,55971,477,36012,1536,19959,1541,37534,650,23957,1453,13577,1448,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,17231,1558,8916,1505,39950,1365,19608,1994,20342,1667,37247,1846,27392,1913,9855,1882,66299,1657,54063,2416,12236,2186,49005,630,35566,1963,13439,1937,37234,644,26400,1494,10834,1435,32414,426,21303,1470,11111,1459,19989,540,12719,1014,7270,1098,12650,484,8655,924,3995,868,362873,800,25689,1060,14992,1638,10697,1425,41849,1884,21940,2406,19909,1986,45369,1865,37356,2370,8013,1442,75314,1715,59654,2003,15660,1731,51380,395,37959,1612,13421,1532,37764,225,27132,1497,10632,1472,36663,143,25417,1356,11246,1383,27099,384,17096,1386,10003,1284,21746,523,14658,1022,7088,1054,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,321522,9824,365351,9302,1580087,7926,865662,13792,714425,14370,893939,9738,615510,10648,278429,9679,1148101,9222,731139,13109,416962,12104,1213805,6189,815620,11873,398185,11299,1322190,5431,950406,11392,371784,10453,1308553,3989,937282,11350,371271,11231,1072077,3869,537169,9107,534908,9207,800526,3282,439690,7885,360836,7587,10652553,6437,653841,6523,308462,8056,345379,7171,1529642,8700,838612,15399,691030,15719,868340,9975,586782,12215,281558,10270,1187170,9165,772581,12954,414589,11977,1268760,5219,888716,10786,380044,10595,1401479,4660,1035363,11804,366116,10383,1469181,3298,1062936,10970,406245,10662,1254343,3374,619734,9136,634609,8750,1019797,3470,507624,8995,512173,8489,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
