GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002MA,B20017D_002EA,B20017D_003MA,B20017D_003EA,B20017D_004EA,B20017D_004MA,B20017D_005EA,B20017D_005MA,B20017D_006EA,B20017D_006MA,B20017D_007EA,B20017D_007MA,state
0400000US01,37270,5531,43575,7821,60201,13305,14963,7287,26961,7404,46429,4081,11137,1928,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31176,1809,35715,6648,44502,3110,23766,3477,27644,4910,35426,2209,14436,5173,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37145,2756,44987,4357,66009,3856,11197,1583,31748,1630,51951,3740,12671,1847,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31740,4337,46981,14466,61128,4757,10949,2961,24929,3147,28961,4045,14371,7609,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,45122,726,51143,415,69492,2318,15621,486,40112,541,56785,836,14638,612,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35652,1359,45940,4018,68750,8694,10725,1585,30845,2612,43095,3906,12116,1601,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,47037,4830,57918,6085,76091,6820,17514,5025,35036,4222,61302,3024,11382,1110,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,49063,6583,73179,12659,88315,14970,20846,8441,36311,7542,47390,13566,11701,6141,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60965,5258,71060,15770,91389,24046,17205,15757,46854,11233,66245,12548,11661,8067,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,35057,1921,40635,2420,58443,5926,14994,1649,30747,1299,41708,2392,12414,900,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,37329,2356,47936,3120,60478,4982,14870,2802,29210,3677,45979,6545,10957,976,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38683,1707,42435,1867,51782,1215,13760,2814,35118,1476,41409,564,12829,1766,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24918,10875,40365,13518,70073,28629,7030,1721,21028,4962,31949,9106,10657,2858,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,46167,2391,52920,3195,70721,1636,14882,1523,38376,2824,60896,1054,11299,786,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30601,4081,44449,9227,62273,7900,12198,3748,23962,2478,42324,8863,10023,2529,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31422,1503,35809,4797,45256,7643,12324,5907,26278,3164,42762,10048,10229,3751,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32234,2999,41722,6879,55567,12703,13077,5191,21796,1445,31984,2793,8124,2983,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,28001,3748,35751,5408,51083,8548,16786,2653,21951,2111,40003,10002,10383,2108,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,29999,3554,40125,9012,51145,9336,15272,6887,23996,2346,35898,11539,11145,4505,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24375,6308,27974,3907,51010,36313,9583,4841,20111,5685,30767,3557,6708,2850,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,48733,2755,55335,4274,73967,4966,16580,1925,41825,3181,60232,3194,14973,1857,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,45347,2547,52309,5112,80018,4897,13182,2137,37227,3788,65291,4469,11825,1149,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,41037,1584,51307,2663,72442,3327,12044,1256,31047,2472,52068,4071,10413,1108,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34833,1868,40406,2259,51590,1259,13812,2787,30745,1266,42526,3432,11632,1236,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27063,2206,36414,9558,41435,7660,12165,11688,20158,7944,30513,5412,10345,2226,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,33237,2411,41989,9966,67267,6325,13755,3661,29562,3840,41818,5055,11650,1410,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21005,9410,24811,25586,28702,9247,2499,-333333333,20534,11703,26775,3990,11655,473,Montana,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,30
0400000US31,32162,4493,38288,6485,46363,4916,7488,7186,26594,3870,40633,5736,10381,1934,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32624,2156,36123,1689,44208,4581,17425,3666,31407,651,40377,1473,14933,2607,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27214,6396,39712,12057,88942,18892,12720,4448,22911,4467,42061,7102,15586,1695,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,61455,1126,74145,2898,89617,3875,16904,1661,50355,1461,67790,3448,15824,1480,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,47749,8266,56220,12037,62969,8586,21332,9098,41282,11687,60785,15831,14619,8868,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,35359,1028,37586,1937,51897,1299,14182,1290,31442,689,53096,2642,12057,345,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,36686,2566,52409,4202,71243,4932,20199,2856,27083,1899,43837,4774,11052,1032,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,24697,17032,16771,7025,38681,24048,8626,3428,40397,15428,46591,10289,10566,12788,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,38510,4091,51763,3332,70030,4785,12072,1377,29104,3041,50236,3322,10819,1792,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27038,1473,30955,1753,45087,6265,10414,2158,23298,3342,33789,5066,9595,1813,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,36553,2556,50348,5237,77621,12962,14107,3439,30437,2311,47816,4183,13805,3216,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,37205,2127,48046,3403,63750,4682,12663,1978,29123,2694,47054,3171,10804,658,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35591,7608,42282,13939,54642,15459,20070,3058,22486,10199,50300,13988,8447,1972,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,32162,2527,36114,8177,51646,11474,9895,7757,27006,6079,36721,1864,12102,5711,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28252,8602,32931,3695,34172,14988,8750,13592,20435,7814,32395,9549,7186,12599,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,36369,5413,46735,8363,59195,11058,16890,4537,27346,3379,46461,7076,10785,1586,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,43217,2603,52256,2374,71319,1065,17474,1981,34830,2045,51405,1152,12316,545,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32590,2164,34220,3465,51360,7401,9639,5006,31174,2709,39221,3259,11352,2292,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25570,7115,30812,9564,37071,7564,4652,1145,23617,2864,26845,10082,12009,12286,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
