GEO_ID,B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,NAME,B08007_001EA,B08007_001MA,B08007_002MA,B08007_002EA,B08007_003MA,B08007_003EA,B08007_004MA,B08007_004EA,B08007_005MA,B08007_005EA,B08007_006EA,B08007_006MA,B08007_007MA,B08007_007EA,B08007_008MA,B08007_008EA,B08007_009MA,B08007_009EA,B08007_010MA,B08007_010EA,B08007_011EA,B08007_011MA,B08007_012EA,B08007_012MA,B08007_013EA,B08007_013MA,B08007_014MA,B08007_014EA,B08007_015MA,B08007_015EA,state
0400000US26,4560646,19707,4476018,19744,3157518,21073,1318500,14424,84628,3923,2387232,13294,2333976,13201,1590482,12816,743494,11103,53256,2966,2173414,14870,2142042,15101,1567036,15439,575006,9128,31372,2025,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2908771,11921,2837470,12105,1838053,14218,999417,12498,71301,3368,1520633,8201,1475728,8442,922126,10098,553602,9399,44905,2588,1388138,9219,1361742,9571,915927,10442,445815,8674,26396,2028,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1214929,13583,1113358,13915,762324,11547,351034,11200,101571,5258,622837,9342,559050,9611,377325,7855,181725,7788,63787,4600,592092,9032,554308,9266,384999,8279,169309,7037,37784,2690,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2881692,17530,2710869,17916,1873260,18363,837609,14422,170823,5477,1496055,11738,1393675,11612,944271,12142,449404,11003,102380,4812,1385637,12212,1317194,12582,928989,12385,388205,8998,68443,4308,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,508613,6858,500573,7125,465414,7409,35159,2291,8040,1531,268278,4725,261757,4896,240705,5092,21052,1652,6521,1386,240335,4636,238816,4736,224709,4637,14107,1678,1519,476,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,996639,7497,968928,7688,780154,8348,188774,4965,27711,2651,530857,4573,512012,5062,406453,5657,105559,3782,18845,2012,465782,5137,456916,5267,373701,5398,83215,3392,8866,1341,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1402611,11140,1374224,11521,1326459,11962,47765,3270,28387,3659,761282,8059,741048,8091,710545,8421,30503,2744,20234,2900,641329,7969,633176,8106,615914,8053,17262,1792,8153,1549,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,712701,7576,601563,9486,454528,8204,147035,5901,111138,5762,372887,4866,304706,5734,223968,5587,80738,4286,68181,4142,339814,5355,296857,6586,230560,6552,66297,4185,42957,3159,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4409601,22026,3778821,22679,2369124,23281,1409697,19814,630780,13333,2326667,12114,1943457,14089,1162959,14277,780498,13539,383210,9476,2082934,14591,1835364,14560,1206165,14871,629199,12035,247570,8107,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,866572,11960,835216,11962,734159,12213,101057,5172,31356,3302,454838,8401,435515,8256,377131,8344,58384,4103,19323,2578,411734,7794,399701,7641,357028,7527,42673,2797,12033,1908,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9427680,30893,9196246,30963,6044342,31196,3151904,26830,231434,8579,4873656,20964,4734118,21679,2993352,22100,1740766,18139,139538,5870,4554024,21192,4462128,21703,3050990,20609,1411138,17348,91896,5548,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4780350,24489,4654385,24746,3404862,25034,1249523,22060,125965,5808,2494045,15761,2410820,15507,1715569,16340,695251,14964,83225,4689,2286305,16534,2243565,16900,1689293,15678,554272,14512,42740,3287,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,405145,4371,392183,4678,346063,5489,46120,2915,12962,1863,223008,3085,215939,3037,187007,3728,28932,2287,7069,1298,182137,3129,176244,3200,159056,3568,17188,1518,5893,1182,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5476583,23581,5326083,22796,3809993,24239,1516090,19289,150500,6342,2840866,15936,2749583,16198,1892882,16032,856701,12467,91283,4920,2635717,16801,2576500,15820,1917111,17637,659389,11884,59217,3508,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1744677,12690,1705597,12458,1297793,13044,407804,8240,39080,1961,931500,7978,906836,7723,672733,8992,234103,6220,24664,1705,813177,7953,798761,8137,625060,8138,173701,4889,14416,1294,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1953055,14969,1911162,14765,1522040,15821,389122,8914,41893,3532,1031248,10212,1002840,10485,782264,11192,220576,7108,28408,3458,921807,10249,908322,10419,739776,10213,168546,5563,13485,1636,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,6056160,22146,5741452,22260,4268358,25254,1473094,15827,314708,8558,3165480,15289,2970896,15642,2152240,16333,818656,12515,194584,6610,2890680,16928,2770556,17443,2116118,19356,654438,10227,120124,4586,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,522214,6772,441072,8109,328979,7958,112093,5518,81142,4705,269743,5007,220227,5560,162768,5598,57459,3324,49516,3841,252471,4847,220845,5028,166211,5291,54634,3652,31626,3041,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2259936,17207,2134288,18511,1607076,17557,527212,10117,125648,6317,1166140,9444,1090303,11046,803611,11897,286692,7896,75837,4047,1093796,12161,1043985,12273,803465,11632,240520,7678,49811,3982,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,436376,5284,423225,5484,343848,6082,79377,3812,13151,1866,235182,3583,226441,3891,182007,4169,44434,2639,8741,1393,201194,3560,196784,3571,161841,3735,34943,2771,4410,1032,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3079158,18127,2969445,18117,2194092,16720,775353,13279,109713,6156,1618323,10922,1546425,11443,1109861,12202,436564,9582,71898,4872,1460835,15119,1423020,15450,1084231,12610,338789,8399,37815,3146,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13051002,37723,12928764,39351,10044617,40358,2884147,31620,122238,7215,7142499,23805,7050773,25196,5311727,29201,1739046,22701,91726,5689,5908503,29435,5877991,29969,4732890,30317,1145101,17813,30512,3478,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1486681,9125,1469619,9663,1208233,10898,261386,7501,17062,2049,832067,6445,819382,6963,649148,8015,170234,6183,12685,1863,654614,6757,650237,6918,559085,7349,91152,4429,4377,1033,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,318995,4208,297913,4378,246384,5186,51529,3273,21082,1869,161291,3199,150292,3297,121300,3914,28992,2281,10999,1495,157704,2962,147621,2751,125084,3085,22537,1861,10083,1039,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4195387,19113,3827954,19348,2041855,17839,1786099,21912,367433,9395,2202120,12430,1980677,12677,1011758,13376,968919,14442,221443,6185,1993267,15544,1847277,16470,1030097,13300,817180,14070,145990,6214,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3566785,15915,3458856,15616,2897064,18956,561792,12249,107929,5229,1936937,11310,1864131,11812,1520115,12528,344016,9021,72806,4814,1629848,12136,1594725,11936,1376949,13507,217776,7635,35123,2586,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,711997,10856,613589,9879,465769,9449,147820,6478,98408,4669,377112,6639,315527,6665,229710,6672,85817,4672,61585,3695,334885,7359,298062,6626,236059,6121,62003,3908,36823,2939,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2938890,12379,2822281,12729,2099735,13409,722546,11709,116609,4824,1532738,9726,1462340,9609,1056441,10201,405899,8244,70398,3261,1406152,9109,1359941,9817,1043294,9022,316647,6774,46211,2807,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,279145,4794,273214,5041,259987,5164,13227,1865,5931,1353,153647,3747,148693,3992,138746,3845,9947,1668,4954,1243,125498,3635,124521,3661,121241,3632,3280,914,977,480,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,978691,16266,976175,16481,454959,14719,521216,12312,2516,1081,507617,10427,506557,10511,229656,9474,276901,8940,1060,629,471074,11301,469618,11378,225303,8958,244315,8083,1456,881,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
