GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001MA,B08412_001EA,B08412_002MA,B08412_002EA,B08412_003MA,B08412_003EA,B08412_004MA,B08412_004EA,B08412_005MA,B08412_005EA,B08412_006MA,B08412_006EA,B08412_007MA,B08412_007EA,B08412_008MA,B08412_008EA,B08412_009MA,B08412_009EA,B08412_010MA,B08412_010EA,B08412_011EA,B08412_011MA,B08412_012MA,B08412_012EA,B08412_013MA,B08412_013EA,B08412_014MA,B08412_014EA,B08412_015MA,B08412_015EA,B08412_016EA,B08412_016MA,B08412_017MA,B08412_017EA,B08412_018MA,B08412_018EA,B08412_019MA,B08412_019EA,B08412_020MA,B08412_020EA,B08412_021MA,B08412_021EA,B08412_022MA,B08412_022EA,B08412_023MA,B08412_023EA,B08412_024EA,B08412_024MA,B08412_025EA,B08412_025MA,B08412_026MA,B08412_026EA,B08412_027MA,B08412_027EA,B08412_028MA,B08412_028EA,B08412_029EA,B08412_029MA,B08412_030EA,B08412_030MA,B08412_031MA,B08412_031EA,B08412_032MA,B08412_032EA,B08412_033MA,B08412_033EA,B08412_034EA,B08412_034MA,B08412_035EA,B08412_035MA,B08412_036MA,B08412_036EA,B08412_037MA,B08412_037EA,B08412_038MA,B08412_038EA,B08412_039MA,B08412_039EA,state
0400000US01,1929489,17511,54284,4762,197121,7448,269178,8845,325745,10651,300605,10561,129414,6844,275691,10849,55573,4106,57405,4576,140999,6594,87509,5062,35965,3189,1008392,11610,25510,3038,95791,4680,131874,5546,164307,6451,150302,6852,67147,4561,151344,6160,29217,3018,32594,3223,81091,5006,52983,4051,26232,2521,921097,11639,28774,3287,101330,5979,137304,6843,161438,6880,150303,6853,62267,4421,124347,6450,26356,2712,24811,2752,59908,4687,34526,3382,9733,1730,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,341809,6675,24229,2387,63477,3796,65927,4507,59488,3926,48646,3941,15308,2441,26420,2817,3285,1011,5078,1271,11209,1747,9705,1629,9037,1429,192588,5079,14212,1843,35836,3070,34406,2978,31548,2542,27259,2668,8143,1863,15941,2174,2255,828,3095,944,6346,1036,6872,1291,6675,1210,149221,3586,10017,1329,27641,2192,31521,3029,27940,2827,21387,2355,7165,1241,10479,1635,1030,509,1983,764,4863,1191,2833,676,2362,871,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2864151,16718,69862,4453,272326,9429,372810,11221,431370,9194,429068,12385,221977,7915,436360,10647,91637,4963,123052,6063,224796,8666,137981,6458,52912,4073,1551000,12012,37045,3308,132047,6481,188814,7696,231152,7825,233588,8579,120080,6589,248989,9444,51766,4419,70933,5318,120537,5500,82832,4915,33217,3256,1313151,14236,32817,2659,140279,6354,183996,6526,200218,6391,195480,8053,101897,5461,187371,7268,39871,2889,52119,3649,104259,5770,55149,4063,19695,2555,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1232061,13269,54801,3523,164915,8249,210895,7904,221596,7647,173899,7030,66512,4348,138954,6573,29146,2709,36773,2957,73922,4329,43230,3452,17418,2300,646173,9279,28094,2278,81158,5636,107204,6064,117272,6604,85996,4907,34078,3002,74697,4535,16935,2169,19265,2198,39355,2741,29337,3069,12782,1919,585888,8270,26707,2773,83757,5201,103691,5224,104324,5013,87903,5138,32434,2827,64257,4484,12211,1706,17508,2080,34567,3013,13893,1894,4636,941,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17234644,48669,314222,10821,1258133,17561,2086056,24786,2482344,26838,2428904,26547,1051289,20422,2610332,29666,471012,14321,758322,15760,1576417,21181,1471050,18988,726563,15737,9458102,29976,157670,6942,631751,14159,1049891,16908,1307490,21452,1294460,18929,578443,14685,1482229,20916,264933,9653,434349,11695,897157,15703,882618,15374,477111,12503,7776542,32884,156552,6997,626382,11988,1036165,17012,1174854,16927,1134444,16277,472846,11323,1128103,20714,206079,7851,323973,8983,679260,13094,588432,11863,249452,7859,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2633086,18006,69107,4908,244308,7896,357111,10069,402160,10678,400545,11388,177159,6866,383067,12482,88069,5509,102229,5036,215324,7647,143343,6654,50664,3849,1432959,12040,36283,2840,121111,6545,182336,7138,204715,7472,216635,8051,95179,4579,218244,8116,49195,4374,59041,4145,128448,5806,87363,5051,34409,3232,1200127,11015,32824,3320,123197,4795,174775,7114,197445,7502,183910,7012,81980,4363,164823,7281,38874,3487,43188,3328,86876,4329,55980,3738,16255,2251,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648061,15533,39757,4088,153683,6151,243496,7516,264891,9754,274342,9196,112389,5165,215122,8011,50184,3795,64122,4220,113308,5664,83157,4356,33610,3071,840713,10981,18894,2470,70825,4739,119269,5411,127870,5943,136346,5833,55337,3474,113476,5418,28159,2942,33330,2464,63766,3951,52805,3558,20636,2399,807348,11668,20863,2547,82858,4639,124227,5808,137021,6467,137996,6377,57052,3092,101646,5385,22025,2334,30792,3036,49542,3968,30352,2869,12974,1902,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415340,7188,8167,1732,30219,3447,57021,4521,65384,3838,71929,4446,31870,3669,61134,4182,11962,1877,18844,2387,28909,2429,22350,2072,7551,1235,211158,5396,5452,1339,16228,2217,26773,2848,30885,2672,34303,3141,16252,2411,31173,3056,6283,1270,9787,1576,14667,2065,14219,1766,5136,1071,204182,4897,2715,882,13991,2389,30248,2925,34499,2970,37626,2891,15618,2442,29961,3440,5679,1466,9057,1669,14242,1912,8131,1356,2415,757,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,816678,11175,5631,1299,14258,2013,32318,2902,53050,4285,69779,4298,42067,3726,130621,6466,41861,3425,62572,4630,144968,6030,149023,5890,70530,4401,425560,7324,3732,1232,6486,1097,17102,2287,28425,2605,36765,2942,22283,2824,67887,4734,23174,2843,30730,2945,74199,4292,80442,5059,34335,2824,391118,8279,1899,677,7772,1678,15216,1882,24625,3114,33014,3403,19784,2339,62734,4247,18687,2080,31842,3115,70769,4018,68581,4031,36195,2729,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8726129,38035,150710,8154,610654,15665,992141,16879,1266407,22609,1377905,23407,599691,15270,1474832,23071,299485,10477,390264,10627,839127,21103,528048,14427,196865,9949,4585659,23684,77932,5454,301784,11315,488046,12785,628494,15997,718634,18055,310796,10893,803784,17234,161860,7531,207393,7705,467532,14936,296126,10724,123278,7979,4140470,23200,72778,5339,308870,10635,504095,13594,637913,12306,659271,14113,288895,11027,671048,14039,137625,6618,182871,8074,371595,13127,231922,9466,73587,4859,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
