GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001EA,C08501_001MA,C08501_002MA,C08501_002EA,C08501_003MA,C08501_003EA,C08501_004EA,C08501_004MA,C08501_005EA,C08501_005MA,C08501_006EA,C08501_006MA,C08501_007EA,C08501_007MA,C08501_008MA,C08501_008EA,C08501_009EA,C08501_009MA,C08501_010EA,C08501_010MA,C08501_011EA,C08501_011MA,C08501_012EA,C08501_012MA,C08501_013MA,C08501_013EA,C08501_014MA,C08501_014EA,C08501_015EA,C08501_015MA,C08501_016EA,C08501_016MA,C08501_017EA,C08501_017MA,C08501_018EA,C08501_018MA,C08501_019MA,C08501_019EA,C08501_020EA,C08501_020MA,C08501_021EA,C08501_021MA,C08501_022EA,C08501_022MA,C08501_023EA,C08501_023MA,C08501_024MA,C08501_024EA,C08501_025MA,C08501_025EA,C08501_026EA,C08501_026MA,C08501_027EA,C08501_027MA,C08501_028EA,C08501_028MA,C08501_029EA,C08501_029MA,C08501_030MA,C08501_030EA,C08501_031EA,C08501_031MA,C08501_032EA,C08501_032MA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035MA,C08501_035EA,C08501_036MA,C08501_036EA,C08501_037MA,C08501_037EA,C08501_038EA,C08501_038MA,C08501_039EA,C08501_039MA,C08501_040EA,C08501_040MA,C08501_041MA,C08501_041EA,C08501_042MA,C08501_042EA,state
0400000US01,1998361,17735,69672,4447,201001,6230,856506,10076,433017,6611,187654,6403,250511,8077,1714031,19366,55151,3955,166314,6172,733862,11492,379370,6716,162989,5726,216345,7610,167513,7476,9143,1776,22696,2813,78187,5030,31066,2819,12573,1560,13848,1789,7109,1483,174,215,1160,680,3071,998,1381,564,591,359,732,361,40836,4011,3262,1000,8473,2605,14733,2367,6012,1254,3262,1042,5094,981,68872,5117,1942,977,2358,591,26653,3017,15188,2085,8239,1647,14492,1770,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,13941,2076,38280,2596,162479,3964,67481,2725,33136,2177,42476,2913,244976,6359,9127,1718,26124,2813,113017,3659,47025,2277,21534,1763,28149,2424,42156,4237,2167,676,5410,1471,20852,2699,6011,1205,3619,1082,4097,817,6095,1567,201,297,882,569,2819,873,630,372,1121,647,442,221,48582,3270,2123,624,5513,1226,19806,1737,10322,1399,5038,950,5780,1217,15984,2030,323,228,351,204,5985,1362,3493,1026,1824,550,4008,905,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,122991,6198,320681,7081,1350774,9634,621902,7273,276944,7140,364774,8015,2342418,18961,81813,5533,237954,6996,1045660,10434,483905,8136,219792,6619,273294,7664,335213,10743,20375,2236,45524,3696,158224,7753,62775,4461,22587,2031,25728,2661,54740,5185,3251,806,7909,1777,24403,3765,8818,1752,4092,910,6267,1260,131780,6031,13975,2067,21299,2628,54367,4615,19219,2246,7240,1145,15680,2114,193915,7427,3577,985,7995,1548,68120,4567,47185,3170,23233,2542,43805,3142,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,49478,3905,127656,5562,550630,9144,270241,5829,121719,4690,159493,5245,1065999,12780,36023,3199,104803,5442,456676,9208,228333,5722,105783,4710,134381,4648,126071,6447,9114,1964,14985,2170,61285,4285,23345,2812,7712,1360,9630,1484,3835,1032,125,164,427,454,1482,606,1014,562,439,361,348,176,36156,4040,3634,1042,5671,1235,13937,2633,6381,1507,2858,772,3675,847,47156,3936,582,278,1770,668,17250,2961,11168,1864,4927,983,11459,1893,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,481332,9960,1733828,17832,8446245,29883,3837190,17149,1681951,18373,2146985,20921,13544216,56744,284758,8766,1229218,18402,6312820,35314,2882968,17060,1272672,17615,1561780,18956,1840872,27432,79850,4636,206828,8384,853719,17002,387928,10631,147084,5994,165463,6916,918989,16819,29090,3013,105317,6098,460851,11463,160036,6054,70544,4515,93151,4383,930567,18808,70310,4263,148042,7493,417232,13244,144940,6972,63311,5064,86732,4382,1092887,19780,17324,3394,44423,3087,401623,11746,261318,8975,128340,6328,239859,7602,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,113620,4910,278097,6181,1307337,9595,567708,6740,263845,6213,346582,8638,2158675,16124,74874,3927,199588,6128,985486,10284,432809,7249,207468,6134,258450,6688,245867,8636,19403,2414,30383,3592,118880,6034,42408,3348,16109,2008,18684,2381,91772,5885,3792,1126,12463,2162,44021,3620,15615,2101,7765,1571,8116,1430,136772,6113,11763,1693,26629,2578,57514,4107,19992,2258,7963,1241,12911,1580,244103,8996,3788,1059,9034,1952,101436,5887,56884,4090,24540,2164,48421,3358,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,60157,3836,158289,4973,671562,8609,390588,5995,194014,5856,264625,7139,1384005,15380,34979,2427,113850,4620,538812,8439,319315,6271,160994,5685,216055,6383,139839,7585,9678,1904,16061,2071,56936,4720,30424,2988,12596,2165,14144,1666,53225,4477,3930,1404,7629,1717,24088,3032,8471,1548,3502,833,5605,1057,70992,4923,8585,1497,14823,2236,26283,3058,9877,1755,4766,1181,6658,1469,91174,4559,2985,743,5926,1278,25443,2640,22501,1929,12156,1402,22163,2326,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,12742,1849,35945,3091,182444,3994,99102,3643,45294,3090,62040,3925,361055,7691,9260,1729,27218,2992,154097,4156,81948,3545,36863,2744,51669,3330,31175,3436,1991,602,3381,1104,13563,2149,6408,1096,2881,941,2951,1029,8022,1567,233,170,772,440,3309,851,2113,919,744,434,851,376,15088,2055,1019,423,3494,1172,5533,1342,1868,773,1409,604,1765,573,22227,2459,239,194,1080,595,5942,1494,6765,1322,3397,913,4804,1093,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,8064,1345,52377,3568,417898,8358,187623,6376,73188,4296,105195,4828,358317,10218,1928,759,15286,2144,165170,8079,91516,4711,32497,2650,51920,3433,72227,5042,619,315,3184,828,34908,3033,17005,2289,8783,1574,7728,1563,299423,7322,2125,666,21478,2697,154705,5862,59892,4050,26928,2417,34295,2899,86711,4949,2416,876,9568,1444,51391,3622,13919,1677,3503,935,5914,1022,27667,2948,976,454,2861,1428,11724,1846,5291,1178,1477,593,5338,1097,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,265309,9276,830614,12703,3961343,22631,2052958,15625,942373,16413,1248038,18054,7392830,40790,180639,7538,643052,13029,3177522,22252,1645483,17023,756973,14347,989161,19263,846056,20556,45539,4043,96545,6584,380648,13722,177653,7917,72648,4454,73023,5237,160963,8893,8926,1888,20082,3632,65682,6038,34445,3355,13537,2056,18291,2510,326280,13488,23424,3232,48682,5428,129680,8223,55469,4396,29499,3607,39526,3202,574506,15223,6781,1370,22253,3026,207811,9045,139908,7250,69716,5774,128037,6641,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
