GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001EA,B13010_001MA,B13010_002EA,B13010_002MA,B13010_003EA,B13010_003MA,B13010_004EA,B13010_004MA,B13010_005MA,B13010_005EA,B13010_006EA,B13010_006MA,B13010_007MA,B13010_007EA,B13010_008EA,B13010_008MA,B13010_009EA,B13010_009MA,B13010_010MA,B13010_010EA,B13010_011MA,B13010_011EA,B13010_012MA,B13010_012EA,B13010_013MA,B13010_013EA,B13010_014EA,B13010_014MA,B13010_015EA,B13010_015MA,B13010_016MA,B13010_016EA,B13010_017EA,B13010_017MA,B13010_018MA,B13010_018EA,B13010_019EA,B13010_019MA,state
0400000US20,642003,3671,38836,2824,28900,2540,2788,747,6811,1328,19301,2044,9936,1846,4022,1049,3373,992,2541,940,603167,4430,294652,6553,20891,2608,42292,3266,231469,5655,308515,7193,71105,4661,68685,4702,168725,6226,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,992692,5037,53252,3417,34937,2812,5272,1116,6722,1441,22943,2379,18315,2450,10155,1840,4154,1103,4006,968,939440,6302,441847,7813,50889,3627,66073,3849,324885,7766,497593,8449,134157,6724,107362,5885,256074,7190,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1092560,4696,58146,5078,31165,3085,4474,1449,6234,1245,20457,2373,26981,3705,13567,2613,8157,1851,5257,1281,1034414,7354,400475,8629,44337,3755,64342,4350,291796,7449,633939,9582,195571,7557,148723,7724,289645,8687,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,274817,2032,14945,1807,10430,1652,542,406,1287,516,8601,1500,4515,1114,2745,922,793,479,977,586,259872,2689,113950,3889,5336,1118,15564,2025,93050,3570,145922,4370,27076,2860,29855,2854,88991,4539,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415531,4452,74631,4397,50514,3556,2630,776,4930,1092,42954,3400,24117,2789,9520,1810,5855,1757,8742,1628,1340900,6605,557832,9591,25071,2193,57078,3948,475683,8804,783068,10503,111653,7245,125027,6283,546388,9617,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1583800,4454,76690,5348,50305,3935,2949,992,6505,1621,40851,3536,26385,3332,10151,1937,6588,1680,9646,1904,1507110,7293,618392,9839,33326,3245,50568,4790,534498,8822,888718,10591,150905,7075,123893,7838,613920,12704,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2220243,5423,117523,5227,75681,3970,8973,1593,16345,1966,50363,3267,41842,3308,21856,2554,8419,1549,11567,1538,2102720,7487,870550,10757,64156,4229,116424,5264,689970,9478,1232170,10922,290237,9074,269584,8174,672349,11843,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1243960,3898,70954,3841,54087,3304,3709,931,6849,1088,43529,2874,16867,1601,6043,1037,5235,930,5589,1307,1173006,5782,535675,8100,23166,2416,47736,2944,464773,8153,637331,9178,112794,5301,120552,5530,403985,8146,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,686147,5965,38297,4123,18634,2625,1703,731,3794,1448,13137,1917,19663,2887,9165,1886,5193,1426,5305,1410,647850,7175,267275,7020,31643,3321,47340,4770,188292,6832,380575,8304,118015,7050,101446,5813,161114,7206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1356175,5302,79729,3864,50347,3142,5676,1225,10236,1826,34435,2468,29382,2453,11850,1901,7035,1363,10497,1945,1276446,6672,565067,10115,41369,3364,80157,4751,443541,8800,711379,10986,163681,6191,156878,6207,390820,9726,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222134,2157,12976,1874,9693,1724,1435,803,1470,496,6788,1491,3283,924,1056,477,923,539,1304,630,209158,2738,97197,4144,8050,1752,13042,1665,76105,3787,111961,4224,26313,2553,28071,2786,57577,3326,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,419253,2667,29423,2549,21619,2073,2246,742,4303,1043,15070,1678,7804,1219,3659,985,2387,714,1758,559,389830,3891,189375,4500,10376,1698,24075,2001,154924,4332,200455,5385,41801,3114,47529,4070,111125,5017,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,702359,2383,37555,3407,23341,2734,2790,925,5082,1123,15469,2209,14214,2090,6605,1611,3393,1040,4216,1200,664804,3998,281347,7097,22402,2805,44123,3459,214822,7256,383457,7213,72416,5628,83588,5826,227453,7862,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,284617,3222,13849,1740,9093,1458,334,288,1081,514,7678,1331,4756,1201,1674,621,1152,806,1930,685,270768,3722,119827,3548,3895,1111,8779,1582,107153,3552,150941,4173,22229,2926,24168,3269,104544,4083,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2067142,4331,98578,5606,72466,4487,5322,1131,8742,1797,58402,4236,26112,3277,8575,1654,7270,1790,10267,1887,1968564,7192,862375,12271,52979,4092,84644,5256,724752,10295,1106189,13118,167527,8235,173955,9252,764707,14907,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,463433,3394,28257,3149,14804,1935,2526,887,3416,979,8862,1489,13453,2479,6200,1637,3435,1432,3818,1412,435176,4981,165818,4542,23471,2750,30288,3140,112059,4455,269358,6244,72759,4487,66459,4447,130140,5547,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4669450,8800,218270,7703,151662,6716,21171,2532,26719,2878,103772,5006,66608,5107,26735,2904,17821,2793,22052,2746,4451180,12425,1756952,17689,160950,7706,242745,8177,1353257,16471,2694228,19391,529686,13357,465158,12651,1699384,18685,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2395716,7550,127528,5754,81668,4323,10486,1446,14874,1906,56308,3954,45860,4320,23354,2733,12069,2427,10437,2162,2268188,9820,1017970,13748,90086,5171,151330,7013,776554,12477,1250218,16092,291882,11010,275050,10412,683286,13220,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,163374,1930,10767,1397,7747,1172,153,124,1255,551,6339,1057,3020,832,1166,554,1177,569,677,420,152607,2384,74004,3109,2118,716,5312,1041,66574,3025,78603,3638,18423,2009,15726,1876,44454,3310,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2589698,6888,150186,6530,95510,5271,10466,2023,16964,2028,68080,3553,54676,4084,28939,2547,14012,1925,11725,2190,2439512,8589,1032632,11917,72794,4444,122924,5792,836914,11523,1406880,12721,326255,11589,302460,9870,778165,12951,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,886117,3399,59738,3204,37999,2739,5027,857,9794,1515,23178,2180,21739,2369,10427,1625,6312,1503,5000,1182,826379,4704,389002,6597,40438,3042,67668,3609,280896,5843,437377,6242,111139,5102,110250,5327,215988,6707,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,948873,4239,48040,3509,33208,2676,4609,1236,6061,1446,22538,2502,14832,2517,7739,1710,3385,1109,3708,1034,900833,5044,401139,8224,28854,3611,59356,4522,312929,7456,499694,10045,108863,5461,105351,6056,285480,8713,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2781141,6075,142640,6337,95970,4541,6816,1513,14670,1993,74484,3831,46670,3923,19744,2623,11754,1694,15172,2187,2638501,8766,1113066,11636,69395,4303,121754,5117,921917,11606,1525435,12426,334589,10688,288359,9894,902487,14101,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,239085,2353,11516,1805,8203,1597,676,601,712,603,6815,1336,3313,1123,1446,742,1057,613,810,495,227569,3015,88296,3754,4900,1332,8047,1729,75349,3362,139273,3854,25026,3842,27142,3356,87105,4579,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1129649,5759,66670,5095,37708,3408,4398,1281,7381,1310,25929,2865,28962,3396,12772,2578,9249,1809,6941,1647,1062979,6781,447295,9822,41903,3310,72724,5381,332668,8383,615684,9694,146278,6818,153526,7300,315880,8244,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,178955,2503,12807,1856,8848,1240,853,358,1442,431,6553,1082,3959,1307,1780,849,989,752,1190,489,166148,2929,79781,2542,5208,1044,7991,1257,66582,2795,86367,3216,20314,2181,22027,2269,44026,2783,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1546576,6048,76206,5278,46663,4097,5727,1143,10978,1836,29958,3287,29543,2998,13416,1870,7412,1428,8715,1942,1470370,7933,665379,11558,60455,4522,105078,5918,499846,11209,804991,11055,187368,8199,184275,9231,433348,10835,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6884749,10881,394415,11291,270084,9919,38374,2970,58843,4970,172867,8442,124331,6794,54901,4064,31667,3980,37763,4347,6490334,14149,3002917,24931,299359,11200,509282,12746,2194276,20888,3487417,25014,754219,20872,770911,15584,1962287,24669,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,764349,3059,51040,3997,44011,3228,4243,974,9260,1375,30508,2648,7029,1637,2731,1001,1733,809,2565,850,713309,4782,367219,6369,23912,2886,53159,3773,290148,6474,346090,8024,59638,4962,69139,4723,217313,6507,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,130292,1440,5052,1237,3543,1010,269,316,493,352,2781,862,1509,572,501,412,595,317,413,286,125240,1722,54913,2557,3491,1239,6664,1462,44758,2396,70327,2554,14418,1783,15524,2017,40385,2827,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1974525,7026,100592,5336,71821,3880,7442,1503,10026,1800,54353,3361,28771,3104,10331,2139,6623,1401,11817,2009,1873933,8405,864066,11800,51631,4730,95306,5379,717129,10760,1009867,12065,184252,8257,178807,8083,646808,11120,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1721666,5107,97515,4483,70071,4019,6870,1429,11474,1626,51727,3153,27444,3578,11276,2198,6736,1626,9432,1952,1624151,6806,765660,10156,42545,3259,81793,4995,641322,9900,858491,12156,160337,7992,159327,7713,538827,12197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,384603,3119,18763,2134,10745,1562,2016,754,2065,605,6664,1320,8018,1629,4847,1207,980,606,2191,865,365840,3747,166776,5475,21888,2614,24485,2248,120403,4935,199064,5546,65645,4647,42637,3385,90782,4692,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1267438,4262,67112,3439,46219,3032,3700,956,7651,1387,34868,2563,20893,2393,10482,1552,4997,1253,5414,1161,1200326,5719,521310,7635,24180,2148,56367,3508,440763,7545,679016,8918,146974,5896,143431,6963,388611,8751,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,122555,2288,7000,1432,4982,1209,221,191,1217,566,3544,1066,2018,906,1135,606,141,143,742,665,115555,2807,57977,3162,4092,1171,6378,1273,47507,2989,57578,3032,12223,1767,13618,2186,31737,2808,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,790603,4321,22117,3104,7551,1991,3417,1403,2070,874,2064,927,14566,2267,10000,2054,3116,1293,1450,785,768486,5067,219552,7736,74307,4847,61973,5119,83272,5936,548934,9408,282881,11828,131725,8187,134328,8550,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
