GEO_ID,B27022_001E,B27022_001M,B27022_002E,B27022_002M,B27022_003E,B27022_003M,B27022_004E,B27022_004M,B27022_005E,B27022_005M,B27022_006E,B27022_006M,B27022_007E,B27022_007M,B27022_008E,B27022_008M,B27022_009E,B27022_009M,B27022_010E,B27022_010M,B27022_011E,B27022_011M,B27022_012E,B27022_012M,B27022_013E,B27022_013M,B27022_014E,B27022_014M,B27022_015E,B27022_015M,NAME,B27022_001MA,B27022_001EA,B27022_002MA,B27022_002EA,B27022_003MA,B27022_003EA,B27022_004EA,B27022_004MA,B27022_005EA,B27022_005MA,B27022_006MA,B27022_006EA,B27022_007MA,B27022_007EA,B27022_008MA,B27022_008EA,B27022_009EA,B27022_009MA,B27022_010EA,B27022_010MA,B27022_011MA,B27022_011EA,B27022_012EA,B27022_012MA,B27022_013MA,B27022_013EA,B27022_014MA,B27022_014EA,B27022_015EA,B27022_015MA,state
0400000US30,96823,2632,52602,1771,17091,2055,15909,2098,1182,617,35511,2464,28950,2552,6561,1239,44221,2042,15134,2137,14489,2138,645,404,29087,2574,24653,2470,4434,1036,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,183833,3717,93309,2407,38126,2439,34432,2160,3694,1153,55183,2773,43790,2495,11393,1802,90524,2529,42763,2906,38894,2968,3869,999,47761,2890,40672,2770,7089,1330,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,255741,4041,132121,3318,36240,3364,32467,3377,3773,1048,95881,4134,73991,4159,21890,2703,123620,2960,42246,3105,37439,3176,4807,1317,81374,3822,68194,3384,13180,1950,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,121654,2940,61387,2270,24401,2224,23059,2071,1342,660,36986,2234,31703,2048,5283,1238,60267,2079,28539,2341,27055,2302,1484,644,31728,2548,29123,2505,2605,997,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,781097,8626,398381,6229,175585,5426,162755,5267,12830,1656,222796,7088,183346,7054,39450,3471,382716,5452,183316,5240,169597,5706,13719,2179,199400,5583,173670,5351,25730,3691,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,195923,5435,100257,4266,28311,3002,24461,2857,3850,1349,71946,4649,54844,4351,17102,2881,95666,2903,35158,3094,32019,3084,3139,1264,60508,3550,51891,3876,8617,1735,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1896211,11049,944685,8363,409979,8884,386826,8562,23153,2894,534706,10700,469093,10339,65613,5239,951526,8861,459700,9579,435372,9385,24328,2491,491826,10411,456434,10403,35392,3310,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,907254,9851,451910,7302,165454,7510,152071,7275,13383,2374,286456,8595,210140,8499,76316,5682,455344,6011,202571,6733,184981,6457,17590,2591,252773,7456,205574,7235,47199,3652,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,83499,2889,43777,2573,16146,2243,14807,2298,1339,469,27631,2655,23745,2579,3886,1003,39722,1603,17672,1609,16720,1549,952,409,22050,1881,18310,1746,3740,1310,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1061083,9569,534149,6138,199509,6550,187644,6428,11865,1907,334640,7588,285771,7300,48869,4068,526934,6366,227507,6791,218532,6768,8975,1667,299427,8429,267192,8968,32235,3326,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,366224,4862,187317,3653,65348,3621,54598,3264,10750,1746,121969,3630,82006,3102,39963,3351,178907,3403,76652,3150,64770,2936,11882,1914,102255,3804,72572,3110,29683,2169,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,363038,6404,182185,4186,62670,4242,56396,4166,6274,1722,119515,4481,100286,4305,19229,2551,180853,4005,76958,4921,71136,4578,5822,1458,103895,4898,92578,4633,11317,1977,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1157779,9495,576946,5864,225569,7025,214700,6556,10869,1859,351377,8172,302268,7091,49109,4439,580833,6523,267886,6458,255792,6649,12094,2162,312947,6927,281237,7371,31710,3089,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,112473,3587,55748,2423,27150,2256,25992,2218,1158,624,28598,2748,23929,2581,4669,1364,56725,2395,34654,2621,33172,2611,1482,743,22071,2604,19502,2570,2569,950,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,447632,7522,228669,5914,85831,5084,75306,4775,10525,2206,142838,6424,109534,5376,33304,3888,218963,5364,90917,4772,80337,4662,10580,1792,128046,5440,100607,5077,27439,2971,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,78510,2427,39375,1757,16118,1744,14476,1716,1642,640,23257,1902,17534,1832,5723,1188,39135,1591,14877,1697,13890,1741,987,395,24258,2042,20727,1945,3531,973,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,603636,8546,298833,5927,98651,4893,89393,4673,9258,1521,200182,5880,157964,5690,42218,4330,304803,5629,117766,4948,106861,4881,10905,1840,187037,6703,158621,6535,28416,3010,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2711206,20002,1374379,14315,497431,14833,395156,13046,102275,6530,876948,15586,556979,13058,319969,10275,1336827,9613,559793,11757,441216,12046,118577,7246,777034,11786,524085,12229,252949,9389,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,341327,4979,175463,3836,77430,4036,72826,4008,4604,1190,98033,4583,80176,4266,17857,2581,165864,3141,71541,3638,67675,3618,3866,1233,94323,3733,82467,3533,11856,1899,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,63619,2190,33406,1428,15428,1975,14982,1962,446,239,17978,2081,16298,2188,1680,488,30213,1443,14576,1688,14061,1650,515,351,15637,1450,13629,1527,2008,1051,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,775189,8491,385066,6233,164004,6306,150325,6139,13679,2307,221062,6870,173545,6833,47517,3778,390123,6178,181806,6491,166194,6462,15612,2271,208317,7441,169183,7410,39134,3377,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,649101,10393,329074,6400,110385,5064,102914,4679,7471,1460,218689,7270,187620,6787,31069,3672,320027,6625,123495,6755,117712,6435,5783,1489,196532,5823,176912,6114,19620,3247,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,158693,3909,84967,2738,27864,2338,26173,2363,1691,609,57103,3144,46910,2866,10193,1614,73726,2744,31905,2818,28987,2775,2918,822,41821,2592,37267,2675,4554,1385,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,535676,5748,270861,4052,107241,5100,100317,4904,6924,1400,163620,5266,139784,5132,23836,2553,264815,3604,121280,4655,114321,4366,6959,1590,143535,4758,128783,4548,14752,2236,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50908,2876,25745,2011,9429,1447,7102,1147,2327,1092,16316,1963,11420,1749,4896,1424,25163,1823,9511,1233,8578,1230,933,394,15652,1675,11392,1692,4260,1268,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,327756,6494,166048,5079,72675,4546,68593,4375,4082,1372,93373,4995,76752,4777,16621,2697,161708,4853,85447,5352,79595,5269,5852,1556,76261,5437,67872,5505,8389,1933,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
