GEO_ID,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,NAME,B25072_001EA,B25072_001MA,B25072_002EA,B25072_002MA,B25072_003EA,B25072_003MA,B25072_004EA,B25072_004MA,B25072_005MA,B25072_005EA,B25072_006EA,B25072_006MA,B25072_007EA,B25072_007MA,B25072_008EA,B25072_008MA,B25072_009EA,B25072_009MA,B25072_010MA,B25072_010EA,B25072_011MA,B25072_011EA,B25072_012EA,B25072_012MA,B25072_013EA,B25072_013MA,B25072_014EA,B25072_014MA,B25072_015MA,B25072_015EA,B25072_016MA,B25072_016EA,B25072_017EA,B25072_017MA,B25072_018EA,B25072_018MA,B25072_019MA,B25072_019EA,B25072_020EA,B25072_020MA,B25072_021MA,B25072_021EA,B25072_022MA,B25072_022EA,B25072_023EA,B25072_023MA,B25072_024MA,B25072_024EA,B25072_025EA,B25072_025MA,B25072_026EA,B25072_026MA,B25072_027MA,B25072_027EA,B25072_028EA,B25072_028MA,B25072_029EA,B25072_029MA,state
0400000US01,588466,10414,61870,4868,10549,1906,5371,1440,5387,1083,5364,1075,26849,3143,8350,1709,144061,6080,37349,3404,17597,2212,16256,2040,10284,2254,49106,4149,13469,2061,297251,7127,81800,4342,31671,3086,28672,3292,19011,2278,93507,5034,42590,3614,85284,3712,13092,1850,7833,1353,10828,1643,7122,1106,29023,2480,17386,2055,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91397,3639,10001,1738,1895,811,932,685,1369,632,1100,572,4288,1271,417,324,30693,2206,7502,1299,4800,1404,3165,929,2911,838,10680,1485,1635,514,41397,2169,11892,1325,5562,1180,4510,1075,3467,1064,11560,1560,4406,777,9306,1250,2123,687,1257,476,382,220,845,366,3547,874,1152,420,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,900651,12842,88281,4799,12744,2054,11817,2005,8522,1808,6475,1130,41657,3467,7066,1171,229183,6720,59585,4327,32815,3413,25868,3143,19541,2651,79935,5166,11439,1845,454454,10286,126546,6008,63346,4590,48340,3897,34767,3135,150396,5684,31059,3090,128733,4670,20236,2417,10236,1599,12765,1762,9126,1377,61892,3590,14478,2062,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,400683,9039,47999,3382,11545,2069,4973,1207,4955,1293,4333,1499,17885,2383,4308,1093,101931,5373,31912,3350,14156,2021,10877,1813,8188,1718,27504,3328,9294,1841,195212,6644,53498,3710,25398,2944,17738,2258,16821,2390,60366,4709,21391,2074,55541,3437,11177,1898,4705,1249,6615,1096,4781,1087,18433,2167,9830,1363,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5880007,28546,321001,9738,33642,3130,26068,2556,31509,2948,26778,2857,177859,6724,25145,2365,1461356,15328,328391,9768,194226,7348,176831,7320,142625,6926,569865,12116,49418,4674,3257772,23851,715752,12768,391301,9986,355867,9857,295971,10278,1352107,17682,146774,6903,839878,13435,106213,4848,59313,3803,82902,4652,80677,4265,440677,10769,70096,4197,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,744383,11664,82230,3547,10696,1664,8664,1740,9273,1540,8070,1458,41004,3011,4523,1243,223721,6944,53431,3217,32328,2845,25271,2722,24254,2953,81419,4726,7018,1379,344006,10015,79611,5217,45513,3551,40044,3323,32470,3071,127122,6148,19246,2140,94426,5105,13944,1759,7918,1454,13009,1732,9017,1554,43241,3430,7297,1371,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,458528,7656,29135,3086,4750,1378,2766,882,3164,1211,1991,806,14247,2081,2217,868,105066,5145,25985,2795,14775,2175,13794,2046,8585,1557,37107,3210,4820,1318,236983,6796,58133,4087,26094,2253,24995,2404,21605,3205,93171,5356,12985,1880,87344,3631,15533,2336,7520,1472,11613,1583,8792,1505,35899,3062,7987,1333,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103989,4386,7401,1196,1167,528,752,482,587,466,419,364,3871,908,605,362,28912,2529,8078,1670,3115,909,3675,1095,3089,1031,9187,1779,1768,749,51659,3664,12664,1957,6157,1386,5874,1785,3823,1071,17214,2041,5927,1398,16017,1805,2882,789,1132,456,1735,528,1138,557,6605,1200,2525,993,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162670,3861,9386,1156,703,351,720,348,748,353,967,412,5416,978,832,390,58292,2896,15784,1873,9154,1344,8141,1391,5370,1204,17366,2020,2477,860,72922,3807,19808,2140,8356,1406,6922,1308,6574,1445,25986,3014,5276,1267,22070,1758,4434,1001,1662,538,2949,805,2154,835,9174,1363,1697,650,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2679777,21534,168886,6584,19167,1950,14944,2183,18091,2555,14628,2303,88208,4656,13848,2085,624313,13056,124706,6876,81251,5475,75500,4594,57954,5025,251961,7861,32941,3760,1457803,16361,292103,9029,175891,8128,153139,7617,127949,5629,614195,14240,94526,5605,428775,10408,57153,3587,30213,2805,45128,3707,37757,3031,212879,6709,45645,3912,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
