GEO_ID,B19037I_001E,B19037I_001M,B19037I_002E,B19037I_002M,B19037I_003E,B19037I_003M,B19037I_004E,B19037I_004M,B19037I_005E,B19037I_005M,B19037I_006E,B19037I_006M,B19037I_007E,B19037I_007M,B19037I_008E,B19037I_008M,B19037I_009E,B19037I_009M,B19037I_010E,B19037I_010M,B19037I_011E,B19037I_011M,B19037I_012E,B19037I_012M,B19037I_013E,B19037I_013M,B19037I_014E,B19037I_014M,B19037I_015E,B19037I_015M,B19037I_016E,B19037I_016M,B19037I_017E,B19037I_017M,B19037I_018E,B19037I_018M,B19037I_019E,B19037I_019M,B19037I_020E,B19037I_020M,B19037I_021E,B19037I_021M,B19037I_022E,B19037I_022M,B19037I_023E,B19037I_023M,B19037I_024E,B19037I_024M,B19037I_025E,B19037I_025M,B19037I_026E,B19037I_026M,B19037I_027E,B19037I_027M,B19037I_028E,B19037I_028M,B19037I_029E,B19037I_029M,B19037I_030E,B19037I_030M,B19037I_031E,B19037I_031M,B19037I_032E,B19037I_032M,B19037I_033E,B19037I_033M,B19037I_034E,B19037I_034M,B19037I_035E,B19037I_035M,B19037I_036E,B19037I_036M,B19037I_037E,B19037I_037M,B19037I_038E,B19037I_038M,B19037I_039E,B19037I_039M,B19037I_040E,B19037I_040M,B19037I_041E,B19037I_041M,B19037I_042E,B19037I_042M,B19037I_043E,B19037I_043M,B19037I_044E,B19037I_044M,B19037I_045E,B19037I_045M,B19037I_046E,B19037I_046M,B19037I_047E,B19037I_047M,B19037I_048E,B19037I_048M,B19037I_049E,B19037I_049M,B19037I_050E,B19037I_050M,B19037I_051E,B19037I_051M,B19037I_052E,B19037I_052M,B19037I_053E,B19037I_053M,B19037I_054E,B19037I_054M,B19037I_055E,B19037I_055M,B19037I_056E,B19037I_056M,B19037I_057E,B19037I_057M,B19037I_058E,B19037I_058M,B19037I_059E,B19037I_059M,B19037I_060E,B19037I_060M,B19037I_061E,B19037I_061M,B19037I_062E,B19037I_062M,B19037I_063E,B19037I_063M,B19037I_064E,B19037I_064M,B19037I_065E,B19037I_065M,B19037I_066E,B19037I_066M,B19037I_067E,B19037I_067M,B19037I_068E,B19037I_068M,B19037I_069E,B19037I_069M,NAME,B19037I_001EA,B19037I_001MA,B19037I_002EA,B19037I_002MA,B19037I_003MA,B19037I_003EA,B19037I_004MA,B19037I_004EA,B19037I_005MA,B19037I_005EA,B19037I_006EA,B19037I_006MA,B19037I_007EA,B19037I_007MA,B19037I_008MA,B19037I_008EA,B19037I_009MA,B19037I_009EA,B19037I_010MA,B19037I_010EA,B19037I_011MA,B19037I_011EA,B19037I_012EA,B19037I_012MA,B19037I_013EA,B19037I_013MA,B19037I_014MA,B19037I_014EA,B19037I_015EA,B19037I_015MA,B19037I_016MA,B19037I_016EA,B19037I_017EA,B19037I_017MA,B19037I_018EA,B19037I_018MA,B19037I_019MA,B19037I_019EA,B19037I_020MA,B19037I_020EA,B19037I_021MA,B19037I_021EA,B19037I_022EA,B19037I_022MA,B19037I_023EA,B19037I_023MA,B19037I_024EA,B19037I_024MA,B19037I_025MA,B19037I_025EA,B19037I_026EA,B19037I_026MA,B19037I_027EA,B19037I_027MA,B19037I_028EA,B19037I_028MA,B19037I_029EA,B19037I_029MA,B19037I_030MA,B19037I_030EA,B19037I_031MA,B19037I_031EA,B19037I_032MA,B19037I_032EA,B19037I_033MA,B19037I_033EA,B19037I_034EA,B19037I_034MA,B19037I_035EA,B19037I_035MA,B19037I_036MA,B19037I_036EA,B19037I_037EA,B19037I_037MA,B19037I_038MA,B19037I_038EA,B19037I_039EA,B19037I_039MA,B19037I_040MA,B19037I_040EA,B19037I_041EA,B19037I_041MA,B19037I_042MA,B19037I_042EA,B19037I_043MA,B19037I_043EA,B19037I_044MA,B19037I_044EA,B19037I_045MA,B19037I_045EA,B19037I_046EA,B19037I_046MA,B19037I_047MA,B19037I_047EA,B19037I_048EA,B19037I_048MA,B19037I_049MA,B19037I_049EA,B19037I_050EA,B19037I_050MA,B19037I_051EA,B19037I_051MA,B19037I_052MA,B19037I_052EA,B19037I_053MA,B19037I_053EA,B19037I_054MA,B19037I_054EA,B19037I_055MA,B19037I_055EA,B19037I_056EA,B19037I_056MA,B19037I_057EA,B19037I_057MA,B19037I_058MA,B19037I_058EA,B19037I_059MA,B19037I_059EA,B19037I_060MA,B19037I_060EA,B19037I_061EA,B19037I_061MA,B19037I_062EA,B19037I_062MA,B19037I_063MA,B19037I_063EA,B19037I_064MA,B19037I_064EA,B19037I_065MA,B19037I_065EA,B19037I_066MA,B19037I_066EA,B19037I_067EA,B19037I_067MA,B19037I_068EA,B19037I_068MA,B19037I_069MA,B19037I_069EA,state
0400000US01,49012,2831,3683,1122,554,499,407,395,258,212,200,207,93,132,407,354,282,204,84,120,764,695,281,242,263,315,56,72,34,57,0,200,0,200,0,200,29090,2777,2387,960,2386,1040,2934,1223,2361,864,1605,649,1823,855,1631,951,1408,563,1534,625,2432,760,2235,922,2945,1099,1587,1004,681,416,628,448,513,345,12133,2070,1215,641,641,447,795,572,2064,762,680,548,802,505,130,183,631,446,382,296,483,261,1600,730,1000,498,740,396,523,433,144,211,303,251,4106,966,159,178,274,229,202,280,69,89,195,177,498,465,293,375,162,135,198,207,392,340,471,280,785,583,66,107,145,186,37,60,160,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,589735,7446,38404,3941,4469,1126,1235,547,3055,1053,2925,828,3257,1126,3173,1027,2446,874,3177,955,2556,966,4476,1445,4184,1330,1540,680,1299,613,238,238,320,352,54,91,266029,7298,14582,2166,9399,1822,13355,2061,17158,2606,17094,2509,18328,2384,17945,2784,18177,2854,12192,2296,23915,2716,27975,3109,32203,3458,21637,2709,9517,2046,8625,1873,3927,965,206952,5156,12619,1902,8808,1621,11450,1975,11138,1745,12138,1737,10264,1799,9451,1450,9673,1677,11962,1839,20701,2535,23285,2483,26620,2697,15664,2299,9356,1674,8914,1487,4909,1128,78350,2919,6946,1477,7515,1215,7839,1241,6780,1551,2953,746,4426,946,5818,1242,3926,1130,3581,926,5514,965,7861,1460,6553,1163,4156,947,2164,716,1120,417,1198,465,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57711,2877,6413,1515,183,190,392,381,669,540,946,631,796,498,149,204,90,133,644,495,279,258,404,448,1054,693,691,608,61,123,0,201,0,201,55,103,29077,2684,1078,442,1322,691,1896,854,2654,908,3018,1123,2639,1038,1876,879,2011,996,1750,670,3721,1224,3065,1321,2099,805,843,558,466,365,452,528,187,178,17949,2176,1471,716,678,461,618,408,1933,881,1399,665,550,309,1201,488,925,481,915,487,1516,655,2694,873,1525,604,1214,714,517,422,216,204,577,490,4272,811,263,205,532,390,336,249,56,66,364,330,379,272,306,247,60,83,191,251,173,181,299,285,461,376,342,285,72,100,147,195,291,327,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3815347,14822,135591,6483,14962,1973,6929,1315,8594,1496,10356,1847,10340,1501,11097,1908,7646,1757,9112,1789,7057,1404,11196,1697,15438,2241,10569,1843,5726,1175,2797,983,2202,929,1570,780,1656142,13968,68846,4491,53967,3262,70022,4621,95132,5688,88224,5679,92917,5456,89594,5019,92161,6015,81618,5436,152002,7341,192828,7221,222001,8453,138953,6772,85088,5196,81706,5076,51083,3824,1507022,12450,61305,3841,50764,3933,49002,3522,63580,4042,59998,4230,72436,5278,67329,3951,73868,4852,63295,4173,130455,6309,172175,7799,213536,7075,152918,6563,89654,4527,105857,5413,80850,5312,516592,8234,43857,3739,57190,3476,42864,2911,37714,3231,28505,2891,27827,2494,25469,2434,23455,1960,19047,2009,37473,2781,43588,3098,50839,3542,32205,2576,16246,1995,17376,1897,12937,1618,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,345855,5690,25596,2495,1824,712,1405,662,998,606,811,498,2506,854,1233,659,2277,843,1888,778,2077,933,2842,931,2971,960,3355,1247,885,515,367,498,58,92,99,159,160791,5223,8230,1439,4805,1061,4541,1125,7527,1638,7760,1902,11790,2106,9826,1963,9195,1519,9633,1851,15871,2335,21478,2970,21036,3041,13429,1804,6545,1658,6188,1387,2937,1009,113692,3569,8942,1473,4624,1186,3383,1135,5366,1331,4178,1281,5327,1236,5959,1064,6284,1601,5268,1197,7806,1183,14291,1976,16163,1940,10954,1758,5223,1093,5114,1112,4810,1031,45776,1924,5456,1182,4350,1030,3715,850,3458,1005,2983,774,3408,814,2066,687,2395,769,1900,479,4315,942,3950,1022,3569,950,1946,549,938,406,613,342,714,406,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,172282,4298,8421,1805,1783,868,1163,563,541,407,859,496,631,454,665,382,276,319,519,377,542,404,165,235,774,471,401,298,102,129,0,207,0,207,0,207,82584,3504,5805,1649,3031,1047,4358,1136,4926,1475,5190,1280,4100,1246,5600,1403,6318,1339,3555,1224,8652,2097,9056,1886,10129,1551,4627,1348,2071,694,2940,1143,2226,775,62390,2846,5377,1174,4567,1162,1751,663,2626,685,2627,848,2684,1021,3140,1120,3047,836,2248,840,5841,1337,5047,1398,8172,1769,5348,1272,3268,1047,2914,1004,3733,905,18887,1697,4272,1032,2096,789,576,334,1232,642,1754,931,745,423,890,559,886,419,820,448,1301,551,1560,642,1255,548,435,336,310,219,207,191,548,326,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1586395,13200,47248,3554,7213,1590,2409,809,3707,1086,3411,913,4227,1007,3461,932,2781,815,3358,1024,2382,831,5379,1409,3320,756,3778,1096,1473,685,282,197,33,55,34,56,627778,10508,27875,3368,24379,2690,34443,3706,38772,3941,38477,4275,39055,3692,37197,3751,38866,3520,28021,3513,64276,4575,70084,5110,80321,5139,44971,4294,19989,2442,22361,2666,18691,2903,614806,9035,42228,4006,22766,2782,29235,3194,32788,3373,31894,3461,32699,3254,32385,3163,30447,2907,27898,2996,53420,4140,66041,4529,73663,4907,47987,4090,32340,2902,29230,2872,29785,2560,296563,7830,48521,3952,35426,3127,26517,3037,23001,2572,20042,2472,16183,2108,12974,2188,10826,1760,12861,2230,16759,2047,20614,2115,22495,2522,12307,1685,5999,1286,5899,1223,6139,1113,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
