GEO_ID,B14007G_001E,B14007G_001M,B14007G_002E,B14007G_002M,B14007G_003E,B14007G_003M,B14007G_004E,B14007G_004M,B14007G_005E,B14007G_005M,B14007G_006E,B14007G_006M,B14007G_007E,B14007G_007M,B14007G_008E,B14007G_008M,B14007G_009E,B14007G_009M,B14007G_010E,B14007G_010M,B14007G_011E,B14007G_011M,B14007G_012E,B14007G_012M,B14007G_013E,B14007G_013M,B14007G_014E,B14007G_014M,B14007G_015E,B14007G_015M,B14007G_016E,B14007G_016M,B14007G_017E,B14007G_017M,B14007G_018E,B14007G_018M,B14007G_019E,B14007G_019M,NAME,B14007G_001MA,B14007G_001EA,B14007G_002MA,B14007G_002EA,B14007G_003EA,B14007G_003MA,B14007G_004EA,B14007G_004MA,B14007G_005MA,B14007G_005EA,B14007G_006MA,B14007G_006EA,B14007G_007MA,B14007G_007EA,B14007G_008EA,B14007G_008MA,B14007G_009EA,B14007G_009MA,B14007G_010MA,B14007G_010EA,B14007G_011MA,B14007G_011EA,B14007G_012MA,B14007G_012EA,B14007G_013EA,B14007G_013MA,B14007G_014EA,B14007G_014MA,B14007G_015MA,B14007G_015EA,B14007G_016MA,B14007G_016EA,B14007G_017MA,B14007G_017EA,B14007G_018EA,B14007G_018MA,B14007G_019EA,B14007G_019MA,state
0400000US13,257675,13534,125654,9925,10170,2021,9051,1808,7414,1550,7446,1772,5885,1407,7789,1680,8252,1373,7334,2153,5924,1079,6396,1711,9078,1753,6773,1885,5264,1257,5171,1350,19176,2884,4531,1401,132021,7002,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309906,11717,116205,5708,10173,1662,6552,1306,6040,1199,7211,1376,7307,1284,6297,1251,7782,1258,5610,1086,6878,1163,7123,1188,4913,1027,4344,818,6733,1093,6102,1176,19374,2910,3766,951,193701,9238,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,49048,5828,23082,3971,1795,730,1052,632,907,664,1807,1006,776,655,1607,605,1238,679,1214,623,1158,592,1346,828,616,327,1371,523,1710,930,1738,1022,4522,1519,225,166,25966,3071,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,305044,12315,152097,7497,13629,1720,8802,1438,9459,1560,7421,1392,10417,2177,7305,1317,9425,1673,8662,1504,8603,1740,7482,1294,8006,1282,7939,1378,9558,1560,6292,1214,23699,2647,5398,1052,152947,8141,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,159542,7825,80669,5611,7355,1626,5800,1316,4635,1188,4612,966,5214,1097,5141,1263,4978,1098,3630,1018,4443,1301,5457,1331,3620,927,5497,1379,3453,1152,4005,1232,11723,2324,1106,495,78873,5045,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,60583,5156,34311,3758,2993,822,2215,839,2125,936,2447,878,2911,798,2382,687,1840,660,1137,532,2170,645,1108,494,2671,1556,866,382,2155,784,1341,535,5140,1200,810,496,26272,2869,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,91610,5764,46327,4128,4319,1068,3007,836,2501,885,2356,672,2331,748,3020,952,2411,746,1721,702,3157,929,2084,679,3544,1000,2233,651,2559,763,1873,563,7557,1388,1654,627,45283,3578,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90120,5910,47771,4061,4179,1147,2752,944,2918,844,4393,1486,2127,692,3569,819,1898,527,2631,752,2112,686,2516,861,2472,758,2926,939,2289,781,2539,978,6917,1530,1533,766,42349,3917,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,78593,6908,40187,4331,3588,1108,2646,1034,3050,1110,1674,883,2793,917,2702,1229,2688,986,1638,643,2345,779,2396,854,2051,833,1856,970,1970,866,2017,785,5970,1355,803,481,38406,4738,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,28723,2199,14407,1569,774,339,853,340,530,336,844,425,773,325,807,305,1136,420,737,346,776,382,386,216,777,349,1127,711,647,399,1262,553,2669,830,309,216,14316,1480,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,188525,11092,93091,7384,9102,1536,5000,1206,6587,1414,5983,1175,5432,1433,5576,1372,4624,1165,5814,1132,5216,1322,4691,1065,5061,1054,3983,1209,4272,1051,5184,1420,13049,1931,3517,934,95434,6342,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,193389,12270,94086,7494,7699,1384,6225,1331,5357,1080,5982,1422,5920,1348,3833,1160,4668,1482,6150,1433,4572,1141,4792,1440,4364,1157,4277,969,3930,1005,4861,1192,16907,2127,4549,1537,99303,7687,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,269580,10014,134752,7000,10174,1861,8851,1452,7778,1387,8805,1407,7905,1444,6635,1359,8226,1355,9012,1708,7060,1373,7727,1544,8240,1555,7784,1709,6557,1207,7848,1244,17459,2033,4691,1093,134828,6144,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,141362,7724,73720,5131,7144,1303,5489,1140,4759,895,4369,884,4941,1042,4010,1038,5862,1086,3952,868,4083,903,3212,722,3062,718,3474,906,3016,680,4618,1060,10304,1633,1425,459,67642,4440,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36331,4763,16882,3118,1483,760,1941,701,883,516,1070,512,541,432,1196,632,1487,898,380,259,774,394,1368,901,1094,503,1558,824,628,315,744,581,1432,700,303,219,19449,2871,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,146178,8475,71957,6040,6668,1678,5418,1443,3984,1101,4184,1214,5796,1315,4806,1500,4412,1306,3355,887,5187,1307,3431,1032,2659,964,2367,793,3277,806,4332,1130,10149,1915,1932,673,74221,4868,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,31260,3219,13654,2016,941,538,631,346,607,390,1147,581,599,306,607,343,643,310,969,663,764,419,562,305,850,486,985,445,1241,674,643,379,1744,629,721,430,17606,2267,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,44576,3318,22741,2579,1804,629,1628,541,1063,414,1109,471,1467,404,1366,723,1707,569,1721,706,1176,537,1553,559,1119,377,1194,712,1357,514,585,326,3303,873,589,388,21835,2414,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,127250,8213,53656,5450,4306,1207,3407,1143,3100,964,5006,1521,4851,1228,2663,876,2957,997,3173,1052,1937,562,3791,1138,1859,549,3754,1037,1675,642,2049,647,6647,1191,2481,947,73594,5404,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25774,2854,12001,1985,816,483,663,452,1410,791,861,564,1271,589,783,382,577,352,634,440,204,167,647,361,552,361,559,428,593,352,278,211,1739,707,414,277,13773,1840,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,210643,9768,98335,5775,11497,1512,6128,1312,5256,1299,5783,1317,7641,1573,5285,1104,5748,1230,6175,1247,5844,1437,4892,935,5002,1064,4231,989,4996,1281,3867,1033,13611,1793,2379,823,112308,7061,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,64458,5071,28516,3862,1949,852,960,504,2324,955,1719,689,1733,752,1673,878,1713,746,2120,906,1540,530,1979,797,1437,712,1342,537,1245,588,1850,669,4102,1066,830,416,35942,3567,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,551114,17119,234923,10071,21546,2825,14503,1949,13788,1892,12011,1970,14241,1724,13371,1823,13224,1980,11170,1851,11916,1766,9335,1617,10621,1696,11758,1608,11073,1827,10330,1643,44711,3979,11325,1445,316191,12613,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,242269,12399,122300,7616,8740,1586,9105,1841,7075,1528,7339,1412,6325,1467,6651,1359,8251,1534,7606,1261,7711,1590,6948,1284,6043,1728,6263,1522,5752,1376,7304,1557,17838,2394,3349,989,119969,7363,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13333,2299,6451,1756,408,350,446,379,233,230,548,371,204,228,600,428,281,232,576,408,617,509,161,267,167,174,347,308,136,193,382,277,1244,486,101,137,6882,1231,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,307603,11489,156187,7354,10771,1830,8426,1472,9557,1574,10899,1730,11031,1813,12067,1648,8958,1746,9031,1669,8630,1682,6543,1264,10709,1679,6052,1325,9021,1440,7543,1784,23257,2561,3692,905,151416,7698,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,278773,8676,118978,5771,8693,1148,6815,900,8180,1205,8716,1447,6830,1015,6973,983,6592,919,6468,1212,6964,1209,5820,1237,6915,1171,5549,905,6163,1246,7108,1380,18671,2171,2521,779,159795,5235,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,186266,8665,81002,5384,6790,1498,3567,805,4893,1343,4829,1028,3342,662,5577,1312,4722,1047,3613,1125,4045,1108,4494,1197,4685,1023,4364,1148,3863,1092,4348,1222,15391,2353,2479,675,105264,5611,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,283910,13729,144141,8990,12183,1928,8709,1762,10167,1861,8906,1707,8260,1608,10465,1794,8236,1454,9308,1840,6835,1206,6804,1477,8221,1764,7452,1524,5998,1222,7317,1371,20769,2347,4511,1246,139769,7708,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32300,5116,15680,2766,681,469,803,515,606,377,1050,580,1261,655,634,575,927,573,783,508,282,279,1899,918,562,409,445,316,431,343,965,413,3840,1160,511,316,16620,3087,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,97934,9168,46663,5638,3304,926,4307,1135,2707,1014,3917,1350,2403,876,3380,1379,3116,1104,2151,798,2665,1024,2301,751,2705,881,2295,885,2474,846,1778,668,6238,1585,922,541,51271,5331,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21367,2801,9528,1612,372,248,520,381,419,264,1558,692,686,382,243,137,457,241,954,538,651,355,266,242,403,265,159,168,588,368,404,362,1515,751,333,328,11839,2214,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,129293,7802,61692,5579,4830,1249,4509,1068,4373,1173,3581,1119,3517,951,4143,1234,4899,1479,2810,924,3888,1077,3485,1194,3486,1123,4192,1323,2103,834,3648,1144,7033,1343,1195,601,67601,4837,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,681084,22634,318092,14803,25300,3120,21069,2813,20389,2421,18997,2745,18288,2456,17455,2373,18821,2877,17889,2658,19082,2458,16759,2481,17841,2580,14896,1985,13255,2057,15321,2319,52679,4713,10051,1921,362992,13159,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,83792,6821,43902,4083,2866,900,1487,431,2608,738,2933,671,2556,870,2821,946,2329,832,2270,787,3028,859,2834,643,1764,784,2947,949,2784,986,1802,675,7615,1612,1258,781,39890,4216,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11967,1602,5235,1190,506,390,272,205,331,191,388,310,363,250,183,148,363,191,157,138,273,211,249,167,504,380,295,200,69,99,186,188,854,348,242,268,6732,1158,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,301199,14302,151317,8771,12892,2032,9150,1520,8460,1611,8370,1354,8098,1423,9062,1866,7518,1443,7317,1285,6664,1342,7260,1362,9102,1703,8381,1378,7747,1287,8321,1672,28467,2976,4508,1070,149882,8070,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,403649,13916,181389,7989,13026,2015,12032,2146,9634,1642,12214,2006,11850,2073,10078,1791,10091,1622,11991,2289,9152,1763,10513,1799,10395,2083,8986,1676,9411,1623,11451,2021,26659,2631,3906,944,222260,9172,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,27338,3243,15768,2523,757,361,688,505,1858,760,1485,708,911,482,1349,588,1025,453,486,313,1001,463,574,362,327,272,939,507,1325,875,636,379,2121,608,286,338,11570,1969,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,129552,6664,67188,4646,4041,1111,4594,852,3666,932,4729,1168,4719,1105,3446,855,4523,1096,5064,1113,2970,704,3855,936,3097,835,2890,840,3998,1076,3901,1044,10437,1634,1258,508,62364,4029,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14892,2372,7883,1646,572,521,155,156,590,349,425,299,736,429,143,147,630,387,428,261,285,251,869,761,238,222,160,171,215,261,433,354,1441,579,563,447,7009,1409,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,170483,11127,45082,4735,3639,1297,955,574,2529,841,1941,819,1625,727,1463,708,2709,1282,2041,636,1512,776,3215,1184,2756,963,3273,1030,1639,720,2508,1094,11776,2271,1501,720,125401,8791,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
