GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001MA,B13016_001EA,B13016_002MA,B13016_002EA,B13016_003EA,B13016_003MA,B13016_004EA,B13016_004MA,B13016_005EA,B13016_005MA,B13016_006MA,B13016_006EA,B13016_007EA,B13016_007MA,B13016_008EA,B13016_008MA,B13016_009EA,B13016_009MA,B13016_010EA,B13016_010MA,B13016_011MA,B13016_011EA,B13016_012MA,B13016_012EA,B13016_013EA,B13016_013MA,B13016_014EA,B13016_014MA,B13016_015EA,B13016_015MA,B13016_016EA,B13016_016MA,B13016_017MA,B13016_017EA,state
0400000US13,2596009,7657,141334,8179,4792,1400,29645,3857,37193,2897,36264,4022,25130,2776,5693,1713,2617,869,2454675,10996,365570,6295,315797,6143,327723,5572,318889,6140,341887,8592,341064,9430,443745,6654,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318332,1807,19672,1962,370,330,2622,814,5757,1172,4835,1208,3987,878,1461,619,640,322,298660,2588,35538,1149,38609,1275,43977,1346,44731,1432,44498,2239,38898,2366,52409,1703,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,390629,2839,24723,2550,1106,928,4915,1152,7734,1496,7441,1336,2729,902,442,312,356,253,365906,3872,60012,2218,47057,2068,47024,1692,47233,1699,57759,2896,45555,3036,61266,2287,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3036571,5530,153400,6254,4127,1195,23319,2912,37463,3026,48237,3201,28773,2752,8120,1412,3361,890,2883171,8318,406450,4026,400841,3693,405786,3386,380368,3958,405900,8108,383046,7908,500780,4542,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1554098,5450,77269,4446,2602,969,16208,2200,23909,2395,21083,2160,9466,1394,2706,690,1295,668,1476829,7767,220569,4277,212574,4689,200081,3288,188005,2983,207268,5661,193446,5789,254886,4115,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,703390,3115,41142,3077,1359,576,7335,1419,11332,1239,13133,1684,5799,1288,1257,560,927,337,662248,4564,103463,2882,100604,2719,85954,2351,82454,2459,89756,4279,87330,3915,112687,2447,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,658164,3752,38940,2826,1258,524,7560,1468,10483,1397,11951,1829,6010,1344,1156,488,522,354,619224,4600,95338,2824,93777,2991,82597,2316,79575,2544,84470,3411,84748,3965,98719,2418,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1024808,4597,53444,3431,2512,732,10445,1669,17454,2118,13981,1810,6265,1261,1142,396,1645,803,971364,5784,142463,3464,129834,3518,132732,2989,120840,2762,135125,4208,137422,4606,172948,2597,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1114054,4435,58623,5103,3878,1309,10815,1520,17922,2552,15557,2477,7699,1609,1630,752,1122,449,1055431,7444,152527,4735,143541,4632,148719,3358,150917,4065,151418,5486,135899,4904,172410,3602,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,284247,1896,14945,1807,153,141,2301,890,3424,922,5092,969,2895,963,787,370,293,250,269302,2583,40449,1481,32993,1644,35870,1358,34019,1245,36559,1970,37004,2184,52408,1471,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445888,4101,74868,4386,2284,915,8877,1604,18298,2065,24144,2449,14223,2077,5611,1515,1431,523,1371020,6515,185157,3026,179756,3095,191822,2937,186995,2838,191912,5360,184428,5557,250950,4042,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1669962,3565,76690,5348,562,376,8528,1827,18753,2552,22903,2151,19210,2332,5088,1540,1646,565,1593272,6419,227791,2476,236438,2615,229307,2673,214707,2504,196799,5456,204556,6480,283674,3552,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2265857,4934,117528,5227,2880,704,23112,2477,31939,3210,35377,2883,17057,1785,4407,788,2756,668,2148329,7513,323270,3237,314616,3810,297664,3592,258926,3489,282008,5163,279739,4536,392106,3664,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1272536,3660,70957,3841,1325,482,7802,1372,17461,1639,26689,2559,13208,1567,3317,904,1155,516,1201579,5710,175346,2765,164165,3029,165105,2680,163049,2918,175424,4448,152944,4237,205546,2693,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,707332,5197,38333,4124,2175,956,9738,1924,12906,2483,7219,1545,4903,1653,843,404,549,478,668999,6799,102974,4581,94300,4084,84771,3520,80134,3266,106048,4933,87956,4329,112816,3679,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1393765,4905,80273,3905,4144,796,14183,2215,27423,2493,19681,2173,9493,1589,3723,999,1626,706,1313492,6266,190136,4013,184530,3335,181470,3044,177740,2875,179803,4802,173414,5327,226399,3493,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,227365,2033,13055,1876,701,463,2257,859,2747,841,4624,956,1971,750,480,312,275,231,214310,2654,32917,1763,29983,1804,29414,1375,28029,1389,31389,2050,28234,2288,34344,1472,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,432721,2448,29620,2592,1174,485,5396,1103,8963,1548,8534,1258,4402,1055,814,353,337,187,403101,3779,61753,1944,59025,1849,55200,1897,55291,1710,57862,2418,50963,2221,63007,1355,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,707423,2163,37802,3381,1365,555,6948,1258,12179,1938,7946,1581,6090,1177,2224,765,1050,566,669621,3914,86092,1680,83078,2084,97129,2266,95915,1898,94472,4092,96352,4010,116583,2033,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,298149,2813,13862,1735,13,28,1705,709,3956,1035,5097,1036,1878,693,832,464,381,346,284287,3315,42512,1710,41392,1528,35603,1374,35383,1620,34554,2319,39094,2244,55749,1800,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2100680,3804,98578,5606,1842,785,9938,2034,19606,2546,33658,2735,24230,2602,6701,1611,2603,716,2002102,6839,276258,3142,269136,3290,264520,2918,254240,3135,276174,6447,278341,6224,383433,3482,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,470244,3404,28338,3140,1916,994,7554,1819,7681,1646,5894,1321,3376,1125,845,546,1072,640,441906,5254,70200,2782,61777,3035,58729,2071,62372,2108,59640,3989,60827,3571,68361,2360,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4799180,7760,219214,7747,3601,952,26677,2644,54211,3926,67803,4510,47022,3831,13862,2001,6038,1227,4579966,11400,602537,3913,643523,4269,706530,4488,635766,5553,609488,9033,585429,9123,796693,7058,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2457927,6631,127760,5742,5265,1348,23933,2750,37014,3308,32724,2762,17697,2357,7350,1520,3777,999,2330167,9294,336222,5983,302237,4880,319695,4885,296741,4789,325183,6762,321201,7253,428888,5311,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,168998,1960,10777,1395,481,299,1666,588,3968,889,2906,754,1388,526,329,242,39,52,158221,2369,21669,1206,27631,1518,23800,1669,21309,1435,19956,1769,20935,1795,22921,1141,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2657129,5900,151068,6588,5086,979,27142,2951,44095,3477,43344,2991,23746,2576,4860,1101,2795,753,2506061,8378,372164,4369,347247,4540,349813,3852,321382,3448,338693,6443,328487,5618,448275,4723,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,908348,3198,59955,3174,2958,778,12805,1492,16906,2029,16199,1826,7213,1413,2439,694,1435,496,848393,4456,129842,2722,116122,2978,120323,2863,114327,2405,121484,3860,110349,3922,135946,2476,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,966206,3833,48087,3511,1355,549,8048,2048,14055,2286,13261,1975,8271,1366,2269,779,828,510,918119,4807,121998,2975,120694,3359,127604,2886,130691,3282,135552,4807,127228,4760,154352,3342,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2888159,5110,143272,6371,4657,1017,21747,2352,39153,3187,44401,3521,22839,2158,7556,1467,2919,678,2744887,7806,395888,3686,387510,3542,387467,3845,360132,4262,351100,6401,362868,6662,499922,3984,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,255137,2060,11713,1776,245,214,1843,784,2187,671,4489,1178,2338,870,552,552,59,98,243424,2755,39326,1313,35749,1580,35266,1180,30425,1340,30320,2534,29255,2510,43083,1635,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1166121,5040,66875,5092,3529,1045,13450,2385,19635,2720,16550,2230,8944,1834,3468,1018,1299,683,1099246,6157,161077,4026,143975,4658,154421,3502,141190,3469,154943,5720,149238,5691,194402,3866,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186271,2404,12915,1866,294,247,2792,951,3568,1059,3404,811,2392,759,260,209,205,176,173356,2831,26265,1458,25143,1530,24680,1477,23980,1327,25716,1992,20234,1761,27338,1421,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1582664,5391,76574,5313,4109,1111,18230,2517,21099,2763,20306,2319,9317,1471,2249,816,1264,481,1506090,7696,212984,4352,197477,4270,216426,3908,197634,3153,217295,5921,199008,5463,265266,3654,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6994872,10815,395121,11292,13641,2243,83206,5579,103765,6539,110730,6522,59668,4670,17942,2593,6169,1283,6599751,14191,974766,8011,876890,8149,919920,7585,895110,7962,913740,14319,927040,13937,1092285,9341,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,775337,2776,51456,3999,696,440,9052,1622,15831,1924,14167,1618,9430,1681,1480,688,800,425,723881,4529,118118,2344,115081,2359,100137,2384,93911,2092,104202,3497,94570,3573,97862,1991,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,138607,1280,5096,1240,213,263,720,452,1393,592,1344,539,637,372,748,458,41,81,133511,1668,19270,950,21669,1129,17408,1075,16687,636,18449,1649,15240,1628,24788,968,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2034362,6532,100976,5328,2195,901,15148,2392,25731,2778,30566,2592,20195,2203,4672,1192,2469,795,1933386,8118,269659,5581,268990,5064,261135,4014,260130,4482,274901,6891,259249,7362,339322,4970,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1748909,4828,97643,4476,3020,1147,14047,1857,27932,2910,30035,2840,16194,1988,4339,1018,2076,757,1651266,6642,215034,3456,218026,3977,241262,3685,233081,3309,243067,4944,218432,5398,282364,4104,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,395793,3222,18881,2154,1016,615,4374,1212,6431,1329,3662,824,1673,626,758,476,967,525,376912,3750,55451,2928,50200,2128,47089,1593,46158,1541,51340,2534,55964,2551,70710,2228,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1302943,4033,67283,3481,1562,566,10787,1564,19401,1876,20488,1820,10930,1317,2682,645,1433,650,1235660,5376,186144,2679,186343,2286,155950,2411,159501,2199,169345,4704,162400,4570,215977,3046,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,125353,2285,7002,1432,621,663,1592,624,1643,558,1889,602,706,439,254,176,297,362,118351,2796,17506,1561,16429,1647,17128,1482,16901,1299,16521,1680,16323,1640,17543,981,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,794095,4251,22160,3112,1870,931,5723,1467,5237,1559,4824,1643,2763,1023,1184,771,559,392,771935,4989,109951,5379,110305,3868,103775,2796,90793,2460,115719,4666,108647,5408,132745,2814,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
