GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001EA,B17021_001MA,B17021_002EA,B17021_002MA,B17021_003EA,B17021_003MA,B17021_004MA,B17021_004EA,B17021_005MA,B17021_005EA,B17021_006MA,B17021_006EA,B17021_007MA,B17021_007EA,B17021_008EA,B17021_008MA,B17021_009EA,B17021_009MA,B17021_010MA,B17021_010EA,B17021_011MA,B17021_011EA,B17021_012MA,B17021_012EA,B17021_013MA,B17021_013EA,B17021_014MA,B17021_014EA,B17021_015MA,B17021_015EA,B17021_016MA,B17021_016EA,B17021_017MA,B17021_017EA,B17021_018EA,B17021_018MA,B17021_019EA,B17021_019MA,B17021_020MA,B17021_020EA,B17021_021MA,B17021_021EA,B17021_022MA,B17021_022EA,B17021_023MA,B17021_023EA,B17021_024MA,B17021_024EA,B17021_025EA,B17021_025MA,B17021_026EA,B17021_026MA,B17021_027EA,B17021_027MA,B17021_028MA,B17021_028EA,B17021_029MA,B17021_029EA,B17021_030EA,B17021_030MA,B17021_031EA,B17021_031MA,B17021_032EA,B17021_032MA,B17021_033MA,B17021_033EA,B17021_034MA,B17021_034EA,B17021_035EA,B17021_035MA,state
0400000US01,4752560,2493,802656,24897,587222,23370,180318,10887,171758,10825,8560,1662,406904,21703,59089,7589,45254,6631,13835,2338,347815,19159,336092,18828,11723,2063,215434,8781,149863,6511,125555,5478,24308,2859,65571,5411,3949904,24843,3383051,26373,2548662,30288,2540476,30526,8186,2287,834389,28904,218406,13650,206773,13204,11633,2249,615983,24677,593425,23777,22558,2822,566853,14575,488113,11591,425790,10342,62323,4291,78740,5736,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,80012,7303,57143,6650,26160,5659,23504,5670,2656,849,30983,4326,8812,1942,6422,1811,2390,752,22171,4046,18693,3887,3478,1221,22869,2901,11076,1919,7728,1424,3348,987,11793,2205,640460,7366,535763,9040,408477,11916,405122,11981,3355,1352,127286,9013,45170,5565,42181,5197,2989,818,82116,8086,75106,7726,7010,1641,104697,4589,72264,2841,55776,2974,16488,1994,32433,2884,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,1018935,28419,742211,27509,308619,18171,294385,18220,14234,2585,433592,22930,104344,11621,80883,10879,23461,2807,329248,19569,306619,19258,22629,3237,276724,10080,170142,6661,130541,5880,39601,3532,106582,6612,5837132,28204,4909347,30324,3668226,38590,3650967,38757,17259,2841,1241121,32390,406970,20777,369858,19155,37112,4564,834151,26597,785856,25965,48295,3853,927785,18137,730505,11828,580079,10341,150426,7424,197280,9392,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,478365,17030,336334,15937,130141,11641,125051,11217,5090,1517,206193,12727,33762,4599,24687,4282,9075,1752,172431,11811,161043,11411,11388,2104,142031,6921,101075,5125,82520,4685,18555,1944,40956,3740,2437956,17140,2090319,21915,1608949,24757,1604646,24747,4303,1268,481370,17904,145583,11565,136109,10863,9474,1709,335787,15263,319559,14289,16228,2489,347637,10928,297308,8122,253532,7196,43776,4003,50329,4617,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,5160208,71947,3783359,66157,1694184,44132,1577859,43137,116325,5316,2089175,50672,490852,24139,343133,22707,147719,6298,1598323,41305,1460709,39226,137614,8197,1376849,24654,765347,14606,587239,12161,178108,7168,611502,16069,33632819,72987,29118051,74442,21829494,101136,21644251,101428,185243,9097,7288557,83529,2459191,64121,2266039,59855,193152,10197,4829366,78091,4518300,73915,311066,12636,4514768,35149,3329133,24030,2538185,24034,790948,13137,1185635,23473,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,564312,17223,350177,16505,151533,13349,139539,13185,11994,1965,198644,13783,41768,6722,28115,5813,13653,2013,156876,13024,146737,12972,10139,1813,214135,7363,126376,4976,92196,5180,34180,2635,87759,6141,4918792,17310,4055292,21364,3242881,30215,3223604,29905,19277,2851,812411,24505,293004,15979,271011,14686,21993,3022,519407,21121,485401,19909,34006,3256,863500,13705,646024,9019,486539,9150,159485,5805,217476,8877,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,334128,18741,219363,17374,68376,7728,61517,7685,6859,1530,150987,14451,25612,4978,17381,4504,8231,1440,125375,13278,116400,12710,8975,1990,114765,6316,71820,4456,57697,3846,14123,2188,42945,3915,3148456,18868,2646870,20110,2029866,25689,2019510,25500,10356,2089,617004,23876,177660,12350,163066,11555,14594,2686,439344,19100,415661,18429,23683,3095,501586,10801,407649,8450,335512,8660,72137,4441,93937,6065,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,126986,9341,85617,9680,38066,7085,36782,7212,1284,736,47551,6248,11725,3982,7885,3127,3840,1346,35826,5314,34404,5217,1422,739,41369,3353,24543,2279,19785,2262,4758,887,16826,2367,807961,9034,688656,10598,525263,15352,522528,15429,2735,1122,163393,11202,48143,6594,44871,6314,3272,1378,115250,9371,108857,8765,6393,1750,119305,6430,97599,4780,79391,4238,18208,2641,21706,2989,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,109920,7135,65065,6093,9939,3367,8551,3452,1388,856,55126,5595,7530,2733,6155,2587,1375,705,47596,5794,45749,5708,1847,856,44855,4295,26068,3000,21704,2728,4364,962,18787,2725,550722,7081,355006,8715,217902,9987,213366,9821,4536,1399,137104,9515,33485,5444,31253,5256,2232,824,103619,9358,100473,9019,3146,1052,195716,6782,136050,4166,105440,4134,30610,2254,59666,4652,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,2889506,57828,2039040,51602,808196,30440,764616,30204,43580,4549,1230844,41124,249850,19504,180383,16451,69467,6181,980994,36959,907490,35861,73504,6296,850466,16873,536081,11466,431204,11002,104877,5407,314385,12636,17680414,58572,14864815,64733,10812599,90163,10753416,90043,59183,5822,4052216,71052,1197797,42208,1102063,38353,95734,7522,2854419,59375,2692049,56164,162370,8799,2815599,33333,2210377,22485,1786789,19926,423588,10043,605222,18401,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
