GEO_ID,C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,NAME,C19201_001MA,C19201_001EA,C19201_002MA,C19201_002EA,C19201_003MA,C19201_003EA,C19201_004EA,C19201_004MA,C19201_005EA,C19201_005MA,C19201_006EA,C19201_006MA,C19201_007EA,C19201_007MA,C19201_008EA,C19201_008MA,C19201_009EA,C19201_009MA,C19201_010EA,C19201_010MA,C19201_011MA,C19201_011EA,state
0400000US01,637976,11803,101492,5056,76702,4345,125634,6172,81977,4539,87459,4982,89031,3926,35204,3132,27841,2438,6531,1569,6105,1317,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,83340,3526,7169,1441,4897,855,9714,1514,9050,1378,12117,1590,16690,1900,8657,1206,10364,1666,2702,853,1980,583,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,900647,12664,115115,6034,67838,4054,136458,5723,111392,4995,143284,6505,148166,6108,76382,3830,62770,4071,19645,2069,19597,2387,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,398383,9741,65208,4179,51706,3311,81022,4123,54782,3965,52449,3608,51790,4298,19742,2217,15283,2342,3883,1098,2518,830,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4094480,23476,422274,11758,366625,9946,481368,9879,383005,9915,483889,11105,652430,11047,426140,10815,467965,11981,189424,6762,221360,6743,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,772400,9837,77408,4728,47830,3352,93416,5321,88426,4783,121981,5937,147508,5206,76239,3852,75084,3956,22935,2618,21573,1936,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,479469,8915,45844,3460,34637,3190,62252,3927,52990,3295,66652,4570,89042,4356,48915,3584,44577,3089,18323,2285,16237,1943,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,122142,5418,15299,2026,11145,1853,15789,2203,15345,1960,17058,2102,20802,2183,11650,1655,9613,1474,3325,946,2116,749,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162118,4407,18470,2557,8221,1465,11630,1639,10415,1699,13803,2019,25350,2500,19447,2019,27043,2950,12668,1538,15071,1693,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2746458,24558,355116,9946,240062,8663,449797,10816,356079,11032,423193,12397,442369,11837,204628,7201,160068,5293,54729,3700,60417,3622,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1219291,15231,165997,7617,111713,5394,185025,7392,155794,7131,182973,7349,197608,8107,97981,5538,76030,5156,22035,2525,24135,2673,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,137742,4408,18220,1972,8952,1398,15768,2055,14488,1629,20992,2346,24005,2246,14773,2111,12881,1841,3622,716,4041,902,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,205361,6826,28139,3288,20569,2681,37367,3513,27829,3134,34998,3502,29857,2876,12698,1833,10050,2072,2253,733,1601,565,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1725129,16145,220044,7292,134321,5700,254879,7851,196634,6353,237748,8056,287339,7166,162775,6626,142459,5983,43850,3557,45080,2857,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,897197,11650,115153,4839,82233,4341,160384,6337,130109,6005,147105,5675,137438,5028,61899,4304,42920,3613,9238,1581,10718,1811,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,462891,6834,48666,2943,41982,2858,80953,4041,63250,3885,79303,4299,79335,4363,35760,3265,23921,2431,4935,1018,4786,905,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,395334,7647,45914,3377,36498,2775,69924,3866,57602,3525,68606,3841,63094,4056,27644,3171,17241,2074,4366,792,4445,863,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,595206,10481,100579,4164,67759,4571,106394,4427,82958,4186,91401,4604,76797,4544,34563,2906,22933,2103,5681,1172,6141,1067,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,629878,10181,115395,5149,75995,4347,111423,5801,84236,4989,80251,4561,85229,5080,37201,3211,27722,2525,6810,1368,5616,1196,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,210853,5332,24503,2301,25036,2501,36886,3215,26663,2548,32112,2642,34200,2988,15256,1754,10700,1538,2200,601,3297,923,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,737513,11304,70805,4185,42423,3179,81381,4272,74006,4381,95953,4760,143915,5915,85283,4831,88299,4825,32100,2876,23348,2098,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952740,14640,98302,4168,86711,4763,122018,6037,93025,4859,116135,5640,151251,6028,97136,5497,104705,5586,41941,2962,41516,2883,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1412014,13836,182759,6340,122980,5118,240409,6625,198240,6768,225377,7151,223506,6550,100363,4660,77101,4622,20704,1842,20575,1773,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,773469,11006,73320,3121,59851,3225,113115,5157,95578,4420,123596,4803,147964,5504,74766,4408,51797,3102,18168,1700,15314,1622,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,375529,9737,77963,4934,46693,3260,70307,4218,48469,3983,51943,4054,42505,3714,20031,2772,12752,2121,2422,1010,2444,733,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,857875,12000,108291,4884,79195,4236,152512,5946,117583,5801,140270,6147,134502,6918,62194,4128,40883,2728,11971,1545,10474,1704,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,160365,5736,19672,2557,14425,1833,30155,2714,23728,2345,23908,2588,26380,2298,10251,1504,7619,1212,2306,738,1921,691,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,269501,5711,28365,2141,20447,1762,46002,2800,37532,2885,48070,2911,49588,3109,21115,2210,12366,1574,3169,850,2847,669,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,394164,9417,44579,3395,29086,3003,57111,3550,49943,3197,63210,3740,71784,4101,32548,3075,29207,2711,8327,1528,8369,1243,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,182487,5118,15681,2127,11917,1922,26785,2758,24760,2971,24521,2424,34714,2482,18375,1925,15335,2133,5161,1115,5238,1067,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,983567,14794,115618,5743,67005,4391,125822,4979,101814,5393,122932,4769,163206,7028,106750,4978,100226,5647,40375,3304,39819,3371,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,288613,7273,48247,3761,28205,3413,47842,3725,40663,3644,42499,3725,39687,3009,19094,2225,14494,2164,4636,1018,3246,787,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2684324,20809,367106,11772,225989,7837,355864,7816,272907,8105,323008,9134,414017,11329,248303,8034,253305,8014,102974,5746,120851,5292,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1364889,14584,177934,6714,145458,6696,227817,7606,184126,7699,216394,7578,210455,6905,92379,4596,69694,4577,22120,2677,18512,2187,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,126089,4441,14149,1852,9532,1238,19988,2282,18947,2191,20449,2461,21625,2484,11341,2071,5817,1121,2142,669,2099,665,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1716022,16369,230221,8163,155398,5124,293220,9026,241703,7044,269147,7598,275497,7791,123916,5517,84538,4747,21637,2446,20745,2226,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,506220,8756,69171,3636,54968,3081,97791,3335,71506,3765,74272,3395,73349,3892,31762,2742,23001,2145,4790,897,5610,905,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,592660,10036,73556,4370,49948,3299,89641,4528,70987,3959,87829,4392,98192,5173,52145,3771,43142,3268,15581,2079,11639,1626,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1831462,14594,270781,7280,158977,6622,306709,8372,234883,6107,258797,6653,290546,7324,137195,6063,111428,4730,31343,2833,30803,2722,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,156937,5506,19909,2537,16524,2098,25535,2335,17323,2422,20248,2548,25128,2573,14208,1807,10748,1701,3624,993,3690,923,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,651840,12411,98982,5654,67056,4758,114871,5199,93970,5584,91123,4582,98155,5745,41655,3292,29703,2839,6911,1284,9414,1852,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,130858,3852,13723,1504,11535,1748,21528,2171,22911,2223,22651,2221,21061,1961,8167,1111,5788,1124,1881,621,1613,499,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,881167,12559,125380,6539,95363,5655,150252,6044,122329,5391,138219,5847,132458,6591,55225,4246,40984,2943,8813,1521,12144,1799,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2927813,23626,387781,11891,236941,9383,431028,10545,350852,10798,428884,12024,500385,12384,245708,8574,209653,7976,70014,5161,66567,4046,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,252273,6766,26530,2832,17367,1755,36362,2758,34999,3236,40055,2737,48359,3503,18624,2153,20045,2487,5260,988,4672,1063,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,102981,3696,9770,1354,10636,1730,16948,1883,14357,1833,15255,1744,18137,2144,8506,1296,5872,1061,1539,476,1961,566,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1029643,14682,109663,5352,79331,4634,130287,6886,106724,5621,149087,6323,176299,5937,105940,4715,102165,4328,37432,2626,32715,2957,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1006584,14859,106004,5835,67690,4941,124285,5659,111484,4667,144022,6187,177135,6619,108164,6172,103593,5317,31585,3086,32622,2521,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,253766,6305,46709,3489,29677,2616,54418,3437,34142,2659,33811,2276,30436,2795,13291,1797,7492,1536,2103,720,1687,547,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,871918,11420,85504,4165,79823,3708,149860,5792,119281,4984,148954,5380,150827,6009,68983,3491,46567,3164,11803,1405,10316,1142,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,80077,3441,9248,1682,6207,1162,14321,1712,11759,1729,12179,1659,12051,1900,7808,1299,4542,1058,1060,589,902,540,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,385732,9377,170003,6886,61864,3777,66711,3883,32151,2814,24076,2678,18184,2484,5993,1365,3734,1097,1373,580,1643,673,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
