GEO_ID,B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,NAME,B17020I_001MA,B17020I_001EA,B17020I_002MA,B17020I_002EA,B17020I_003MA,B17020I_003EA,B17020I_004EA,B17020I_004MA,B17020I_005MA,B17020I_005EA,B17020I_006MA,B17020I_006EA,B17020I_007MA,B17020I_007EA,B17020I_008MA,B17020I_008EA,B17020I_009EA,B17020I_009MA,B17020I_010EA,B17020I_010MA,B17020I_011EA,B17020I_011MA,B17020I_012MA,B17020I_012EA,B17020I_013MA,B17020I_013EA,B17020I_014EA,B17020I_014MA,B17020I_015EA,B17020I_015MA,B17020I_016EA,B17020I_016MA,B17020I_017MA,B17020I_017EA,state
0400000US01,197000,2484,60420,6888,10630,1530,12763,2282,8957,1781,26284,3749,1416,746,165,253,205,189,136580,6924,16789,2238,17812,2695,13665,2094,77845,3807,8284,1429,1751,630,434,295,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50078,531,4433,1484,584,396,482,367,815,537,2449,926,83,79,20,38,0,153,45645,1465,6170,917,4604,912,4241,994,27251,1097,2881,738,327,207,171,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2146596,3558,428910,21188,62393,5497,71980,5837,58933,5063,202907,10621,24551,3157,5182,1218,2964,1034,1717686,21922,162234,5991,175764,6476,179140,6500,1010809,12016,143396,4517,34932,2214,11411,1906,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,220754,1564,51167,6310,9995,2375,9796,1750,8301,1652,21631,3233,1155,537,170,209,119,158,169587,6443,20404,2602,20626,2241,18417,2450,98307,3656,10425,1661,1201,549,207,231,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15211283,7900,2653621,51589,374433,13350,398866,12914,347876,13025,1298905,25045,168800,6984,46625,3224,18116,2183,12557662,52451,1117315,14466,1191167,16276,1211726,14242,7619181,24799,1060341,11181,252781,5369,105151,4779,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1182429,2255,185046,13041,26255,3572,26694,3596,24545,3949,92225,6575,11169,1839,2774,857,1384,620,997383,13026,92936,4475,111614,4690,106783,5149,582205,7654,79178,3324,18977,1701,5690,1315,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,566659,1388,119085,10651,14139,2640,17225,3160,13822,2282,62174,6046,8680,1669,2204,725,841,629,447574,10662,41062,2747,43393,3458,47097,3251,273997,6503,32804,2177,6703,1032,2518,795,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,86856,1544,18740,3843,3759,1399,2972,1219,1701,665,9229,1988,956,616,123,116,0,198,68116,3550,5714,1386,8760,1268,7698,1208,40310,2216,4705,1085,503,383,426,296,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,73440,848,9648,2780,2079,1200,399,517,208,206,5815,1559,855,454,183,197,109,188,63792,2926,6762,1517,6519,942,4354,861,40571,1779,4255,717,592,373,739,284,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5299726,3994,936804,33477,109132,7519,111792,8545,95719,8387,456663,18001,102388,6500,42981,3954,18129,2346,4362922,33309,312312,8464,324870,9219,338070,9676,2683437,18312,484139,9437,158855,5263,61239,4670,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,977433,4144,228841,16645,42002,4794,43852,4521,31568,4102,102670,8141,6921,1695,1528,778,300,363,748592,18058,76388,4575,83573,5710,84342,5032,450856,9636,43023,3169,7948,1680,2462,844,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,144657,1191,21651,3864,5228,1687,2125,825,2197,901,10777,2009,899,402,346,327,79,92,123006,3861,17873,1770,16171,1210,10861,1106,68186,2108,7712,862,1510,405,693,279,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,208443,1552,40613,6337,7575,1965,7570,1865,4627,1759,18698,3132,2126,1077,12,25,5,14,167830,6479,19064,2377,19828,2468,21112,2497,94430,3516,11585,1332,1053,514,758,527,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2171100,3222,326042,19588,47168,4751,52111,5303,43368,4269,157179,9409,20141,2665,4912,1074,1163,472,1845058,20381,169750,6392,195311,6642,198869,6443,1102753,10579,138066,4056,32123,2173,8186,990,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,448734,2282,95303,9512,16559,2362,17250,2705,14522,2679,42631,4349,3600,1070,186,185,555,300,353431,9987,37138,2474,43419,3373,41703,3535,204723,5180,20724,2080,4200,855,1524,684,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,180559,1464,32414,4586,6674,1755,3651,916,5067,1237,16122,2409,786,494,103,120,11,22,148145,4811,17810,1597,20530,1968,16508,2118,84889,3309,6757,1505,1216,509,435,289,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,336893,1532,61771,8046,11701,2336,10090,2095,7063,1504,29740,3909,2493,942,503,352,181,152,275122,8064,33995,3023,35364,2925,31337,2341,153556,4154,17020,1546,2736,687,1114,461,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,148974,2851,38407,5448,6772,1563,7028,1502,5382,1355,18350,2929,549,319,326,389,0,195,110567,5990,13130,2026,13516,2245,12661,1724,63934,3540,6102,998,1029,498,195,182,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,235031,2709,59070,5729,10352,2029,8183,1460,5211,1220,31713,3157,2247,938,978,580,386,335,175961,6308,17878,2102,15162,1846,15016,1987,106108,3753,15190,1207,5163,927,1444,551,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20605,992,4193,1264,749,401,654,320,558,470,1785,807,16,35,423,400,8,21,16412,1557,1521,458,1480,547,2694,1263,8892,1214,1472,363,353,230,0,175,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,601643,1769,79049,9223,14415,3051,10905,2137,9097,2353,40394,4467,2923,994,980,421,335,224,522594,9484,61599,2897,55642,3120,50056,3247,314978,4638,31477,1930,6068,1250,2774,958,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,785051,2321,197688,10384,28898,3684,27635,3160,25147,2698,95314,5566,16229,2451,3514,839,951,516,587363,10608,58355,3777,54393,3316,53821,3360,369812,6661,38723,3067,9796,1415,2463,754,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,491001,1946,103186,7702,19730,2487,15944,2190,12891,2090,48730,4035,4008,868,1461,653,422,268,387815,7897,35283,2300,48383,3066,45165,2865,222329,4205,27486,1796,6400,836,2769,734,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
