GEO_ID,B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,NAME,B17020I_001MA,B17020I_001EA,B17020I_002MA,B17020I_002EA,B17020I_003MA,B17020I_003EA,B17020I_004EA,B17020I_004MA,B17020I_005MA,B17020I_005EA,B17020I_006MA,B17020I_006EA,B17020I_007MA,B17020I_007EA,B17020I_008MA,B17020I_008EA,B17020I_009EA,B17020I_009MA,B17020I_010EA,B17020I_010MA,B17020I_011EA,B17020I_011MA,B17020I_012MA,B17020I_012EA,B17020I_013MA,B17020I_013EA,B17020I_014EA,B17020I_014MA,B17020I_015EA,B17020I_015MA,B17020I_016EA,B17020I_016MA,B17020I_017MA,B17020I_017EA,state
0400000US27,288298,1772,54785,6302,7614,1882,10188,1729,8395,1884,26102,2822,2040,617,152,155,294,332,233513,6520,25870,2099,28938,2067,29331,2573,135952,3104,10279,1409,2805,835,338,222,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,80295,2734,17343,3469,2455,1027,2681,853,2094,877,10067,2133,46,75,0,217,0,217,62952,3714,7684,1378,7713,1290,6974,1126,34304,2589,4832,1003,1159,615,286,234,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,248274,2671,44556,6220,6909,2023,6782,1482,6608,1745,20783,2976,2907,1100,485,275,82,99,203718,6033,22664,2574,24896,2672,24284,2549,112973,3710,14103,1550,4182,1051,616,282,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,36498,901,6438,1282,1170,518,1023,610,794,503,2986,744,393,420,72,126,0,174,30060,1529,2575,679,4422,1077,3312,840,16906,1177,2219,729,523,389,103,125,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,205254,1114,41742,6039,6747,1549,9226,1926,6641,1373,18255,2936,565,360,193,196,115,155,163512,5942,21136,1730,18934,2321,18245,1989,92657,3141,10667,1417,1401,476,472,328,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,852901,1565,133780,10574,20760,2830,22533,3056,17277,2781,62669,5148,7959,1778,2240,773,342,306,719121,10426,67951,3544,75476,3913,73608,4058,437898,5421,49033,2600,11631,1194,3524,1082,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,47365,1417,8339,3332,1376,497,1965,1132,1056,668,3794,1813,148,134,0,192,0,192,39026,3310,4519,872,3627,942,3463,891,23141,1853,3993,702,283,234,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1813038,2202,316243,17143,41968,4818,41687,4886,36251,3450,155325,8155,27451,3280,10803,1736,2758,850,1496795,17370,138877,5501,134127,5987,133431,5335,919468,9113,129670,4354,29135,2040,12087,1654,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,998193,2119,230001,13280,27452,4027,32470,3889,27222,3241,108973,7230,25033,2847,6355,1387,2496,795,768192,13263,61421,4032,73727,4264,67474,4300,438666,7698,90836,3565,27066,1756,9002,1577,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3725564,4507,813764,23962,98462,6627,97171,5773,90403,5829,410490,13496,80985,4862,27181,2891,9072,1459,2911800,23729,251147,6839,231036,8469,240638,6662,1797506,15217,290479,6663,73487,3722,27507,2555,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,942489,3340,255598,13944,48223,4156,47287,4290,38597,3874,112193,7461,7647,1713,899,496,752,491,686891,13953,73306,3993,81041,4768,77915,5022,415795,7523,30735,2192,6422,1281,1677,548,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25264,544,3876,1071,927,599,198,244,59,94,2623,836,24,45,34,61,11,21,21388,1085,2744,848,2794,593,2062,776,12520,959,1177,611,91,77,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,423405,2448,113301,8527,19676,2345,20130,2959,13555,2043,53637,4327,3936,885,2062,659,305,211,310104,8908,31393,2748,38041,3572,32931,2757,177833,4787,23186,1832,5022,901,1698,738,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,403454,1506,91765,6918,15863,2136,17515,2561,14530,2319,40161,3200,2743,592,743,339,210,231,311689,7337,36711,2634,39100,3027,38341,2298,175785,3552,17080,1465,3157,537,1515,532,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,530591,1640,102711,10492,15878,3129,17230,3386,11845,2191,52481,5275,3675,1116,1086,504,516,587,427880,10390,43134,3010,52373,3760,49431,3420,250412,5440,25552,2607,5088,1383,1890,803,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,906900,3517,260303,14113,44142,4914,37705,4648,30887,3234,127081,7765,15514,1974,3714,878,1260,800,646597,14450,63556,4335,70512,4482,69279,3895,388866,8513,41996,2621,9337,1445,3051,961,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,158218,1065,37027,5985,5785,1603,7337,1923,4603,1515,16532,3298,1950,807,449,435,371,398,121191,5762,11119,2019,11328,1882,10775,1710,75765,3030,10484,1212,1580,629,140,168,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,273897,2246,72519,7681,12499,1729,13771,2197,10540,2117,32494,3842,2627,1030,372,254,216,217,201378,7980,19536,2237,21310,2362,20070,2550,121704,4738,13767,1921,4607,1008,384,266,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,29485,959,4377,1607,522,411,893,491,503,301,2120,860,339,479,0,163,0,163,25108,1729,4030,1246,2692,742,2744,1052,13977,1207,1494,927,129,154,42,59,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,353657,2645,86505,8063,17332,2671,16465,3059,14151,2640,36446,3218,1921,615,190,183,0,208,267152,8420,31706,2678,32533,3584,28437,3669,159006,3583,12514,1695,2278,888,678,403,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10963250,7828,2274000,50903,359423,13496,366209,12540,314422,13709,1016029,25005,152589,8301,48042,3584,17286,2431,8689250,52138,823772,15721,868352,14193,878298,16013,5163507,26355,732760,11116,170973,5646,51588,4380,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,424635,2689,70986,8002,12447,2259,12822,2204,9217,1960,33809,3939,1817,819,804,503,70,130,353649,9182,38529,2443,41372,3150,44216,3701,203368,4867,21805,1856,3345,760,1014,462,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10376,897,1705,644,226,238,361,259,202,173,799,446,14,33,22,35,81,113,8671,954,902,523,427,243,1267,487,5193,904,678,329,204,162,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,766908,3094,104858,10089,16694,2659,16403,2368,14193,2609,52320,5599,3540,1301,1381,735,327,274,662050,9836,71368,3821,67864,3868,65688,3510,403394,5292,42049,2445,8530,1506,3157,872,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,922099,2434,174138,12775,26607,3364,35234,4073,24965,3790,78983,5652,6119,1833,1908,952,322,255,747961,12512,88174,3354,88190,4751,80887,4813,438159,5919,41038,2716,9208,1661,2305,708,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20704,1614,5024,1465,635,475,770,481,730,402,2609,962,135,187,145,234,0,200,15680,1784,1527,604,1369,551,1872,526,8318,1291,1892,815,478,438,224,310,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,387124,1612,78947,7300,13453,1933,14963,2492,11182,2068,35174,3526,3150,869,779,462,246,199,308177,7272,32875,2144,39033,2384,37036,3051,176495,3875,17249,1613,3997,1048,1492,564,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56208,383,12788,3778,2275,944,2556,1036,543,318,6323,2167,796,421,295,273,0,201,43420,3799,4561,816,5330,979,4472,1368,24106,2306,3963,1069,800,399,188,209,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3276534,5003,1458788,31676,113350,4992,126591,7011,135767,7318,752350,20759,216439,8750,84429,5487,29862,3478,1817746,31916,65002,4822,93021,6844,113944,6502,1018512,20860,358059,8779,126744,6152,42464,4180,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
