GEO_ID,B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,NAME,B06008_001EA,B06008_001MA,B06008_002EA,B06008_002MA,B06008_003EA,B06008_003MA,B06008_004MA,B06008_004EA,B06008_005MA,B06008_005EA,B06008_006EA,B06008_006MA,B06008_007EA,B06008_007MA,B06008_008EA,B06008_008MA,B06008_009EA,B06008_009MA,B06008_010MA,B06008_010EA,B06008_011EA,B06008_011MA,B06008_012EA,B06008_012MA,B06008_013EA,B06008_013MA,B06008_014EA,B06008_014MA,B06008_015MA,B06008_015EA,B06008_016MA,B06008_016EA,B06008_017MA,B06008_017EA,B06008_018MA,B06008_018EA,B06008_019EA,B06008_019MA,B06008_020EA,B06008_020MA,B06008_021MA,B06008_021EA,B06008_022MA,B06008_022EA,B06008_023MA,B06008_023EA,B06008_024MA,B06008_024EA,B06008_025EA,B06008_025MA,B06008_026MA,B06008_026EA,B06008_027MA,B06008_027EA,B06008_028MA,B06008_028EA,B06008_029MA,B06008_029EA,B06008_030EA,B06008_030MA,state
0400000US01,3972124,3503,1266979,13910,1852339,21251,490318,12592,90495,5450,271993,7076,2648095,17652,922583,13730,1134463,17151,332744,10245,65088,4685,193217,6030,1126082,17333,288363,10933,603703,13670,141995,6197,21030,2678,70991,4394,40289,3232,13178,2578,19675,2349,4437,1028,1162,718,1837,957,157658,6317,42855,4049,94498,6120,11142,1913,3215,977,5948,1492,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,583639,1229,198675,6510,281374,7721,71435,4225,10310,1611,21845,1999,197596,5928,107017,4389,64179,3159,17936,2311,3763,1101,4701,757,314667,6503,73229,4574,176195,7358,46249,3327,5367,1081,13627,1454,16594,2763,5954,1650,8656,1886,1497,696,204,261,283,216,54782,3993,12475,2081,32344,3171,5753,1250,976,460,3234,771,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5663228,2008,1896795,18387,2656007,25994,701770,15548,102495,6965,306161,9474,1698814,25047,932253,16078,530746,14522,162191,7043,27787,3360,45837,3250,2984768,21966,734968,14849,1545242,21272,447779,11857,45260,4219,211519,7278,86620,6739,30700,4127,40642,3678,11413,2088,1649,737,2216,730,893026,17036,198874,11234,539377,13580,80387,5320,27799,3389,46589,3280,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2418049,3055,673065,12025,1190687,19624,328321,9919,60213,4764,165763,6183,1355845,12689,419861,9474,620077,13823,183257,7740,33885,3467,98765,4502,906206,13350,216966,8691,474546,11194,130968,5867,22636,2710,61090,3775,21483,3385,7275,1699,9500,1748,3108,1180,511,523,1089,702,134515,4617,28963,3450,86564,4721,10988,2140,3181,937,4819,1140,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32009857,3422,11911149,43233,14919610,56474,2983494,33019,630637,14656,1564967,18118,15216937,44956,7807202,40564,5402699,38092,1328419,20821,244022,10133,434595,10787,5968915,37486,1540234,20027,2995661,29146,816649,15089,99095,6230,517276,10496,455057,11636,180102,6832,202167,8727,47608,3595,9301,1710,15879,2110,10368948,44689,2383611,30449,6319083,42006,790818,18158,278219,10101,597217,13226,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4558575,2194,1467541,15888,2287829,20656,542114,12437,62913,5472,198178,5948,1553376,20016,679888,12701,629192,14145,169375,7364,18123,2365,56798,4094,2410474,20532,643760,14278,1303869,16658,315493,9176,28487,3403,118865,4303,76351,4524,27094,3111,36915,3490,9459,1787,1365,853,1518,573,518374,11288,116799,6399,317853,8585,47787,3844,14938,2413,20997,2185,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2986837,1938,1047626,11642,1400164,15890,326972,9206,38497,3687,173578,6138,1469789,15538,624732,12743,592598,12257,163751,7237,12250,1989,76458,4343,892191,13093,248130,7735,472301,10693,101613,4794,9655,1936,60492,3465,116852,6190,48416,4166,41720,4191,14068,1991,5877,1656,6771,1469,508005,11620,126348,7338,293545,8159,47540,4577,10715,2021,29857,3134,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,792511,507,269171,6636,375262,10620,86012,5167,14029,2461,48037,2887,292660,8784,133692,6740,111706,6120,30353,3068,4302,1170,12607,1623,393180,9377,108992,6070,200237,7298,46899,3489,6077,1948,30975,2495,13506,2406,4884,1481,5456,1304,1697,738,760,475,709,465,93165,5727,21603,3241,57863,4482,7063,1769,2890,1123,3746,917,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,585161,295,334735,5752,164435,6440,48606,3250,12337,1936,25048,2075,175796,6390,115468,5540,29180,3167,16752,2089,5597,1331,8799,1422,298558,6117,170404,5072,88720,4435,22075,2573,4152,1018,13207,1613,13310,2634,7048,1756,4439,1217,1417,784,136,172,270,294,97497,5193,41815,4579,42096,3602,8362,1340,2452,754,2772,811,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17514198,4283,5568197,38265,8080557,53698,2283989,30902,381193,13076,1200262,17833,4841818,40089,2599570,30898,1504461,23753,481053,14625,91573,5809,165161,7267,7770038,41053,1752813,29651,3999169,29125,1162500,22191,132548,7339,723008,12956,698658,24187,229065,12895,314803,13416,98302,5556,17711,2551,38777,3690,4203684,36534,986749,23685,2262124,34431,542134,14763,139361,7339,273316,9371,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8349724,5029,2872022,26783,3901373,36483,941834,19043,184405,7603,450090,11555,4078990,33185,1671383,21946,1609826,21194,462278,14748,92537,5708,242966,8653,3131159,31412,906212,20095,1607544,22763,389974,11963,61072,4879,166357,6813,119317,7029,42365,4374,60403,4771,11250,1955,2258,791,3041,953,1020258,17870,252062,12196,623600,14970,78332,6193,28538,3676,37726,4003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1167820,763,391898,7637,576207,9430,112929,5614,13426,1877,73360,3867,556728,10024,235395,6393,230000,6689,49191,3389,6204,1254,35938,2421,317691,5804,92932,4975,170782,5448,37576,3383,4299,1190,12102,1242,35454,3484,12433,2297,17181,1795,3798,927,443,331,1599,543,257947,10108,51138,4879,158244,8230,22364,2503,2480,940,23721,2742,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1349449,1444,374720,9605,722087,12633,164563,7640,13424,2088,74655,4154,556169,9744,199917,8111,263060,10378,61681,5476,3904,1011,27607,2958,683258,10648,146934,6927,393261,9363,91812,5689,8086,1681,43165,3282,14268,2421,4762,1622,7735,1733,1399,540,252,235,120,130,95754,6179,23107,2756,58031,5360,9671,1744,1182,612,3763,1316,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
