GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,NAME,B24092_001EA,B24092_001MA,B24092_002MA,B24092_002EA,B24092_003MA,B24092_003EA,B24092_004MA,B24092_004EA,B24092_005EA,B24092_005MA,B24092_006EA,B24092_006MA,B24092_007EA,B24092_007MA,B24092_008MA,B24092_008EA,B24092_009MA,B24092_009EA,B24092_010EA,B24092_010MA,B24092_011MA,B24092_011EA,B24092_012EA,B24092_012MA,B24092_013MA,B24092_013EA,B24092_014MA,B24092_014EA,B24092_015EA,B24092_015MA,B24092_016EA,B24092_016MA,B24092_017EA,B24092_017MA,B24092_018EA,B24092_018MA,state
0400000US01,48407,1088,46916,986,45687,945,70452,4399,52016,2596,45584,1281,51673,1515,76267,4568,40797,2243,35425,444,32096,392,31987,388,41647,3863,37913,2560,40228,1561,44499,1898,61163,4318,24108,3311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60952,1838,56929,4175,55805,4477,66641,4631,65225,9934,68726,3267,65715,2788,69294,5501,41917,8718,47990,2180,40430,2143,40239,2266,55976,16620,50534,2743,59969,5673,58615,6057,62003,3382,41575,23375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,46888,562,46475,613,45765,643,63959,6113,49330,2947,50272,1641,48110,3298,63956,5833,36669,1726,39879,559,37909,840,37468,664,51272,1354,45011,2139,40736,1075,40748,917,56405,7210,34341,4108,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,43444,1481,42293,641,41853,581,61138,9456,53271,5984,40614,3065,46934,3345,60961,5287,36334,3319,34260,873,31607,583,31602,602,31763,8154,39840,3069,35780,1467,39934,1684,56195,5647,22343,5497,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,53115,562,51517,158,50873,161,80530,882,60862,933,71367,834,72116,1278,68344,2749,40890,591,46892,258,42445,260,42231,187,59991,5410,55352,1066,57116,990,59434,2382,61594,1266,33308,2609,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,55322,730,53933,1376,52341,564,69672,3884,57306,2211,59280,3391,56436,2547,72795,4425,43719,3304,44874,814,41905,363,41724,386,51303,2878,49361,1521,48533,2153,48079,2200,63459,4487,31282,3411,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,63682,2008,63044,2342,62132,711,81557,4992,69503,5382,68557,4787,75104,6238,65591,3401,50319,1721,52148,688,49567,1470,49146,1584,61498,2736,56019,2010,61138,1360,70425,5934,62150,4674,37984,5044,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,54952,2560,53775,3493,52525,3013,61203,4201,64516,5828,62059,7257,51097,4509,67272,10183,40741,9710,47022,1665,44998,3330,45248,3124,40608,6202,55910,8926,46884,3769,50831,2321,61888,20637,40434,10019,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,75124,3931,70240,5369,67039,5125,120797,28437,71572,3270,57244,14624,77425,19546,101800,3598,70362,10059,66646,1257,60620,3784,60457,4375,71731,42656,65874,4544,68775,5675,61880,5982,97041,7284,52140,6483,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,42289,210,41612,252,41052,268,52458,1935,50234,1422,50834,716,47542,1744,66361,1990,31576,746,36811,251,35269,310,35065,401,41433,1305,42448,1464,41269,389,41175,774,55431,2257,25695,1593,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,47417,616,47250,609,46539,547,61632,1473,51017,1364,43816,1263,50069,1543,65500,2767,38434,3979,39110,583,36744,415,36554,421,45655,3183,46195,1931,41570,1028,42268,1118,61252,2552,29004,3509,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52231,899,50137,1248,48726,2020,74355,13561,57161,7191,61754,2088,53932,2821,67006,5207,42337,10164,41709,501,39807,1670,39559,1895,44389,11705,47086,5112,50164,3658,51021,1715,54406,4972,31581,3557,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,46506,1211,44550,2105,42498,2307,54084,8814,55784,10187,46598,2532,49154,2611,67250,6020,41655,4206,34886,1099,32098,627,31965,650,40035,7101,41739,4247,38240,1884,37012,2251,49167,2793,21246,4742,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,55811,461,54175,966,53174,975,66482,3889,59553,2572,69316,2371,66578,1951,66250,3237,41146,790,43303,713,41008,236,40850,245,52255,4101,50330,908,51074,594,51842,1260,60083,2133,28629,3490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,50832,293,50843,315,50611,322,62093,3223,52411,2194,50450,1556,51209,2044,63862,4100,40016,5580,37252,305,35773,397,35713,415,40087,4957,43267,2427,40166,832,40325,1489,56096,2342,21658,1118,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,50361,308,49626,892,48825,1019,58487,4509,52087,2320,52040,1306,64796,2664,60467,4391,41206,1737,39749,680,36491,467,36408,471,42150,9047,44706,1662,46923,1172,52457,1688,55500,3987,23181,2463,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,50115,575,50256,619,49638,1175,61721,1266,50753,1722,49156,2482,47865,3223,60739,5363,41084,1631,38111,957,36189,630,36067,649,42280,7880,42222,1627,41529,1079,41820,853,50399,3451,26796,2173,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,46740,569,46840,601,46296,597,62376,4958,48725,3657,45224,2890,45486,2549,61512,1761,37012,3433,36539,490,34537,1210,34347,1230,42485,12878,40842,1040,41463,1029,39956,1885,52499,2624,26832,3137,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,50726,423,51149,472,50724,506,61670,1754,50719,2944,45087,4076,53178,2935,62089,5869,40869,3835,34867,1063,31684,478,31542,475,43660,6770,42035,2109,40454,901,41496,770,54384,3921,24675,3204,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,49432,1575,48315,2002,47148,1595,59473,7028,56843,4715,50866,3878,50782,4918,61708,2629,37318,4149,40597,478,38361,1485,38303,1557,39415,5490,45110,3241,43041,2420,44952,4688,58522,3401,31143,3321,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,61452,461,56470,783,55797,858,72287,6396,70148,4899,60955,1636,61262,2108,100438,1159,42592,2300,52460,692,45326,839,45101,1035,55736,10310,58888,2552,58530,3123,52643,2142,91903,1571,30690,2446,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,66128,589,65693,781,64572,1699,85531,10792,65617,2875,73833,3483,76294,2200,72468,6136,50736,1913,54790,902,51859,363,51700,361,61717,6351,58690,2777,62408,1697,61808,1288,62095,3651,37360,4757,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
