GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001MA,B25070_001EA,B25070_002EA,B25070_002MA,B25070_003MA,B25070_003EA,B25070_004EA,B25070_004MA,B25070_005EA,B25070_005MA,B25070_006MA,B25070_006EA,B25070_007EA,B25070_007MA,B25070_008EA,B25070_008MA,B25070_009EA,B25070_009MA,B25070_010EA,B25070_010MA,B25070_011MA,B25070_011EA,state
0400000US01,588466,10414,25689,2529,52265,3269,64836,4341,62472,4506,61143,3913,41781,3490,31170,3224,44723,3819,122592,5829,81795,4038,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91397,3639,4313,1036,7493,1230,11606,1950,12551,1694,9426,1641,8323,1618,5997,1292,6910,1297,17168,2307,7610,1115,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,900651,12842,30862,2893,73095,4756,115154,5433,118214,6040,95495,5556,69909,4272,57911,4025,77334,3841,198635,7824,64042,3555,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,400683,9039,17607,2259,43254,3269,47271,4357,49232,4205,40185,3515,34123,3600,23309,3244,28551,2922,72328,4310,44823,2952,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5880007,28546,170564,6300,386710,10410,626724,13134,670908,13566,647109,13242,546051,13197,404527,9770,568613,13552,1567368,20220,291433,9100,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,744383,11664,20870,2193,51380,3316,85432,5134,94423,4935,87597,5119,73811,4958,50156,3958,71926,4787,170704,6574,38084,3119,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,458528,7656,20057,2639,32067,3010,52277,4037,51155,3620,53566,3694,40973,3866,28550,2783,39463,3320,112411,5837,28009,2872,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103989,4386,3537,1029,8684,1618,12570,2121,11156,1702,11871,2181,8469,1604,6579,1384,7557,1528,22741,2460,10825,1841,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162670,3861,7494,1637,13424,1615,19811,2496,19892,1968,18760,2068,15065,1905,8802,1614,11224,1737,37916,3154,10282,1781,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2679777,21534,66127,4321,156362,8019,270640,9217,302299,10929,291858,10440,238288,7825,184761,7883,265280,8977,717202,14018,186960,7373,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1390152,18759,53669,4447,125223,7805,175439,8395,163937,7651,150262,7024,119453,6876,81364,5422,120349,7338,295601,10234,104855,5266,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,190000,4482,6087,1000,12340,1595,17650,1920,21142,2423,19429,2214,17033,2221,14074,2096,18569,2076,48554,3381,15122,2003,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,189642,6433,7805,1630,19532,2273,22293,2805,21853,2927,22121,3081,14517,1876,13600,1715,16589,2568,34448,3058,16884,2300,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1626440,15529,72542,4586,145363,6632,197058,7364,193444,7559,169857,5875,130857,6369,90673,4442,131113,5758,381980,9707,113553,6170,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
