GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001EA,C17015_001MA,C17015_002EA,C17015_002MA,C17015_003MA,C17015_003EA,C17015_004EA,C17015_004MA,C17015_005EA,C17015_005MA,C17015_006EA,C17015_006MA,C17015_007MA,C17015_007EA,C17015_008EA,C17015_008MA,C17015_009MA,C17015_009EA,C17015_010EA,C17015_010MA,C17015_011EA,C17015_011MA,C17015_012MA,C17015_012EA,C17015_013EA,C17015_013MA,C17015_014MA,C17015_014EA,C17015_015EA,C17015_015MA,state
0400000US37,2590180,17902,275466,8835,53308,3436,8581,1398,44727,3179,222158,8458,30067,2937,192091,7545,2314714,18204,722671,9366,58911,3640,663760,9357,1592043,15080,57565,3816,1534478,15296,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,11644,1393,1641,557,226,200,1415,514,10003,1382,1174,466,8829,1392,178573,4250,43625,2172,2025,510,41600,2230,134948,3790,4807,1340,130141,3678,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,289955,8347,51671,3225,12836,1499,38835,2826,238284,7677,55471,3608,182813,6465,2661215,14383,809320,9165,75181,3704,734139,8877,1851895,13144,96252,5241,1755643,13824,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,111543,4691,22424,1890,4665,999,17759,1737,89119,4141,14142,1422,74977,4098,852601,8054,258352,4100,24236,2061,234116,3588,594249,7168,24912,2151,569337,7268,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,89471,5572,16998,2384,4092,1028,12906,1939,72473,4802,15607,2665,56866,3944,921504,11352,293408,6167,24249,1870,269159,6178,628096,10178,31428,3058,596668,9942,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,255788,8649,53089,2776,13797,1767,39292,2285,202699,8202,48353,4219,154346,7291,2921501,13989,946786,9339,74637,4294,872149,9265,1974715,13366,92480,4344,1882235,12974,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,19788,2832,3847,1025,1369,696,2478,831,15941,2780,5151,1388,10790,2481,232023,5765,64740,2635,7761,1539,56979,2597,167283,4956,12868,2323,154415,4847,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,141086,5864,31089,2680,4555,1048,26534,2443,109997,5546,13301,1944,96696,5295,1112174,13649,394883,8110,28053,2854,366830,7653,717291,11500,29582,2602,687709,12070,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,17910,1813,3514,764,745,346,2769,701,14396,1831,3310,864,11086,1634,195492,3969,55653,2551,3510,760,52143,2548,139839,3834,4632,1040,135207,3788,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,186917,6304,40192,2876,8876,1668,31316,2454,146725,5793,27879,2585,118846,5716,1520571,15258,492752,7001,39406,2855,453346,6668,1027819,13112,45263,3129,982556,13404,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,758203,13848,127297,6405,25138,2664,102159,6124,630906,13077,62737,4278,568169,12754,5937858,23931,1462413,14647,139353,5301,1323060,14423,4475445,22844,164409,7448,4311036,22924,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,48446,3547,6959,1206,1202,531,5757,1158,41487,3213,4249,981,37238,2927,674729,7721,153240,4191,12875,1415,140365,4100,521489,7374,18090,1946,503399,7398,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,10822,1610,2386,723,575,432,1811,579,8436,1318,1767,590,6669,1188,142826,3435,47068,2032,3578,841,43490,2126,95758,3127,5055,1024,90703,3029,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,149002,7059,32236,3375,8165,1713,24071,2883,116766,5832,21788,2568,94978,5421,1942235,14619,547139,8345,40369,3030,506770,8707,1395096,13956,48299,2943,1346797,13676,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,130438,5965,22038,2418,5061,1158,16977,2070,108400,5461,21365,2252,87035,4907,1703355,15636,477068,8241,42852,2666,434216,7829,1226287,13390,53364,3619,1172923,13351,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,65092,4086,17875,2033,3755,978,14120,1856,47217,3609,10730,1409,36487,3219,396450,6881,162342,3646,14215,1745,148127,4043,234108,5228,13118,1977,220990,5230,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,104945,5258,19096,1942,3020,748,16076,1598,85849,4715,16139,1920,69710,4252,1373430,10305,401959,6235,27573,2391,374386,6127,971471,8376,33981,2254,937490,8646,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,11003,1819,2242,902,584,438,1658,736,8761,1477,767,475,7994,1476,134716,3730,37419,1894,1362,538,36057,1957,97297,3681,2276,624,95021,3692,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,805573,12009,329568,7906,111825,5416,17670,2340,94155,4982,217743,7327,35615,3432,182128,6312,476005,11944,232124,7536,14274,2013,217850,7464,243881,8834,7536,1604,236345,8497,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
