GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001EA,C17015_001MA,C17015_002EA,C17015_002MA,C17015_003MA,C17015_003EA,C17015_004EA,C17015_004MA,C17015_005EA,C17015_005MA,C17015_006EA,C17015_006MA,C17015_007MA,C17015_007EA,C17015_008EA,C17015_008MA,C17015_009MA,C17015_009EA,C17015_010EA,C17015_010MA,C17015_011EA,C17015_011MA,C17015_012MA,C17015_012EA,C17015_013EA,C17015_013MA,C17015_014MA,C17015_014EA,C17015_015EA,C17015_015MA,state
0400000US01,1203689,13513,154370,6386,36962,3361,7412,1339,29550,3081,117408,6188,21669,2824,95739,5003,1049319,13531,371614,6172,35350,2776,336264,6202,677705,12466,32498,3404,645207,11760,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,1841,501,619,256,1222,403,10547,1501,2215,725,8332,1453,155013,3917,34325,1946,4735,959,29590,1886,120688,3973,6665,1416,114023,3687,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,31929,2516,5378,1173,26551,2251,144133,5941,16726,1981,127407,5690,1476263,14537,498762,8615,38251,2660,460511,7716,977501,12573,35987,3239,941514,12816,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,20385,2392,4111,886,16274,2263,67505,4725,13115,2197,54390,4036,666809,11484,228931,5685,20582,2251,208349,5959,437878,9262,21770,2287,416108,9450,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,135711,5580,31891,2699,103820,4866,722356,14023,154721,7610,567635,13255,8052550,26039,2127090,15823,262622,7274,1864468,15671,5925460,26361,352491,9693,5572969,26799,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,14923,1851,2462,765,12461,1633,77037,4709,12064,1773,64973,4205,1274847,10110,315211,6411,23423,2230,291788,5982,959636,9359,30004,2978,929632,10208,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,9937,1781,2294,749,7643,1535,45819,4149,9163,1755,36656,3570,821537,8644,237606,5465,23114,2368,214492,5023,583931,8549,24878,2671,559053,8607,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,4455,1274,463,369,3992,1171,17210,2171,1896,715,15314,2186,214130,5465,75127,3289,4455,998,70672,2991,139003,4391,7104,1187,131899,4386,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,3550,974,815,428,2735,886,12379,1560,5416,1178,6963,1129,103428,3668,23657,1609,4099,1070,19558,1497,79771,3378,4790,897,74981,3480,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,110067,6506,19394,2809,90673,5664,388962,10315,50585,4153,338377,9660,4444477,28838,1623755,15107,143557,6183,1480198,14631,2820722,23704,128429,6240,2692293,22968,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525783,17938,279748,11291,52931,4331,9482,1836,43449,3849,226817,9897,32329,3313,194488,9251,2246035,17534,634661,8420,64313,3632,570348,8529,1611374,18171,63365,4133,1548009,17474,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,23547,2448,5533,990,1273,531,4260,875,18014,2195,2738,882,15276,2008,296789,5140,108681,3129,7640,1159,101041,3081,188108,4580,7847,1323,180261,4780,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,36225,3347,5928,1279,966,554,4962,1201,30297,3056,4930,904,25367,2848,383549,7091,115361,3450,9767,1559,105594,3462,268188,6809,12223,1956,255965,6686,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,277866,10016,44421,3582,10214,1305,34207,3185,233445,8597,38357,3080,195088,7726,2805677,18153,762356,8795,60645,2923,701711,8315,2043321,16205,78923,4273,1964398,16676,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,153371,6313,28866,2700,5548,1060,23318,2412,124505,5269,17909,2213,106596,5339,1506731,12719,449941,6621,34055,2734,415886,6753,1056790,11575,39785,2685,1017005,11510,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,9044,1206,2011,693,7033,957,44179,3196,6740,1236,37439,2880,741391,7660,206352,4025,12544,1406,193808,3885,535039,6879,20024,1904,515015,6767,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,9653,1342,1890,616,7763,1208,48582,3378,7481,1552,41101,3188,675414,7801,181335,4410,12255,1450,169080,4141,494079,7371,16269,1944,477810,7109,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,32057,2725,8297,1503,23760,2280,113940,4901,25742,2323,88198,4114,983831,12470,332897,6085,30559,2406,302338,5468,650934,10789,31095,2341,619839,10430,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,30867,2838,7646,1455,23221,2305,132414,6353,25214,2706,107200,5940,943964,13522,292754,6806,31355,2717,261399,6448,651210,12223,32558,3023,618652,11773,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,5950,1084,1255,532,4695,1021,14969,1955,3925,981,11044,1675,309187,6042,107113,3437,7690,1161,99423,3337,202074,5545,11640,1796,190434,5354,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,19596,2423,4211,1132,15385,2034,72184,3873,14177,2205,58007,3853,1378050,13235,362520,5736,31125,2758,331395,5843,1015530,12030,43069,3304,972461,12443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,21432,2316,5492,1245,15940,2187,98262,4976,27056,2907,71206,4853,1532520,14082,420817,6980,39363,3059,381454,6825,1111703,12244,55548,4307,1056155,12327,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,48492,2758,10940,1402,37552,2619,196168,6495,35242,2488,160926,6362,2273343,14494,745062,8153,64270,3111,680792,8303,1528281,13638,68372,3611,1459909,13329,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,12603,1371,2969,660,9634,1229,67847,4003,16557,1995,51290,3463,1308292,10634,348831,5066,24710,2018,324121,4789,959461,10118,38519,2953,920942,10205,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,106921,5365,23031,2535,5250,1063,17781,2377,83890,5218,17233,2666,66657,4272,609530,9658,200588,6218,22077,2408,178511,5547,408942,7838,27505,3007,381437,7833,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,140934,6046,31521,2491,5433,1304,26088,2404,109413,5728,17270,2220,92143,5656,1386326,14329,432144,7050,36705,2511,395439,6765,954182,12833,39420,2724,914762,12648,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,20328,2505,3509,1027,912,454,2597,871,16819,2338,2721,767,14098,2114,242398,5204,80266,3048,5193,950,75073,3081,162132,4640,5116,970,157016,4830,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,35128,3384,4288,938,649,325,3639,832,30840,3172,4291,955,26549,2799,449861,6887,118685,2918,8594,1276,110091,2718,331176,6254,10775,1582,320401,6225,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,63517,3984,11074,1608,1326,727,9748,1372,52443,3825,9290,1923,43153,3419,636932,10213,191888,4735,14147,1643,177741,4785,445044,8657,16583,1695,428461,8582,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,3851,1093,855,490,2996,908,13111,1857,2880,873,10231,1682,329251,5091,102468,3133,7044,1015,95424,3130,226783,4572,9731,1765,217052,4667,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,31885,2930,6382,1473,25503,2639,131242,6032,20985,2633,110257,5703,2072104,16546,579858,10121,48739,3681,531119,9309,1492246,14636,56347,4172,1435899,14744,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,15530,2044,3514,940,12016,1691,57099,3533,10968,1679,46131,3300,406463,8204,139015,4071,14005,1878,125010,3938,267448,6842,13901,1571,253547,6478,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,86180,4775,21084,2603,65096,4053,395768,8875,104270,5769,291498,8837,4138060,21829,1226559,11265,121901,4895,1104658,10988,2911501,18525,142097,7136,2769404,18104,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
