GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001EA,B10051_001MA,B10051_002EA,B10051_002MA,B10051_003MA,B10051_003EA,B10051_004MA,B10051_004EA,B10051_005EA,B10051_005MA,B10051_006MA,B10051_006EA,B10051_007EA,B10051_007MA,B10051_008EA,B10051_008MA,B10051_009MA,B10051_009EA,B10051_010MA,B10051_010EA,B10051_011MA,B10051_011EA,state
0400000US23,19812,2588,5158,1036,2374,701,997,382,1377,537,2784,869,1793,613,991,530,14654,2287,6288,1494,8366,1725,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149727,8759,49228,5203,15280,2150,7535,1525,7745,1586,33948,4366,19848,3448,14100,2551,100499,6152,39531,4207,60968,4435,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124318,7794,31557,3944,9680,2083,4377,1447,5303,1333,21877,3487,11709,2430,10168,2185,92761,6743,30820,4111,61941,5789,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172666,6765,60750,4111,20884,2459,9517,1719,11367,1679,39866,3269,25854,2902,14012,1939,111916,4982,49858,3549,62058,4258,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67191,4753,20949,2453,8057,1391,4022,1033,4035,867,12892,1965,6572,1278,6320,1248,46242,3950,18908,2698,27334,2505,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,36229,3507,13462,2117,5588,1510,7874,1491,22767,3047,13922,2240,8845,1980,40822,3895,19192,2836,21630,2464,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116368,7418,53800,4802,21423,2948,10857,2019,10566,2071,32377,3667,21252,3028,11125,2013,62568,4921,30450,3234,32118,3481,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16093,2192,8479,1479,4301,1230,1747,950,2554,870,4178,981,2341,817,1837,562,7614,1627,2912,929,4702,1118,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,9519,1595,3906,1160,2057,806,1849,652,5613,1133,3106,781,2507,815,16850,2123,8346,1529,8504,1492,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,22892,3540,6350,1771,3099,938,3251,1321,16542,2955,9166,2116,7376,1788,53671,4138,25334,3271,28337,3195,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,8267,1854,4383,1411,2747,1092,1636,645,3884,1143,2488,865,1396,654,17101,2743,5893,1504,11208,2010,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204275,8976,53384,5785,13318,2401,5536,1473,7782,2037,40066,4337,21920,2936,18146,2892,150891,7330,49168,4107,101723,6069,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58002,5633,27314,4150,11469,2659,5136,1797,6333,1742,15845,2798,10258,2331,5587,1412,30688,3878,14813,2716,15875,2284,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,444978,13066,111553,6750,31864,2824,14715,2136,17149,2205,79689,5739,42436,4095,37253,3759,333425,11868,114985,7016,218440,8816,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219799,9608,95936,6106,41119,4188,17966,2995,23153,2809,54817,4600,34512,3983,20305,2676,123863,6971,52747,4510,71116,5013,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7394,1392,3521,896,1124,389,475,248,649,353,2397,837,1878,794,519,242,3873,1147,2033,845,1840,822,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211168,9312,93181,6220,39794,3380,18813,2085,20981,2574,53387,4712,33663,4043,19724,2447,117987,5648,49571,4264,68416,4806,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88620,4507,40854,3356,17821,2229,8679,1319,9142,1449,23033,2380,13291,1827,9742,1375,47766,3454,19757,2460,28009,2707,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76379,5651,23791,3236,8478,1824,3026,1015,5452,1463,15313,2415,8746,1806,6567,1479,52588,4316,20629,2946,31959,3145,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228109,8813,75892,5052,29258,3420,13185,1922,16073,2341,46634,3974,28244,2898,18390,2622,152217,6969,62006,5116,90211,5451,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20569,3107,5135,1353,989,596,475,474,514,408,4146,1164,2026,854,2120,834,15434,2825,6407,1717,9027,2138,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119471,6501,55549,4549,20278,2725,8559,1642,11719,1922,35271,3637,22136,2716,13135,2324,63922,4810,29928,3237,33994,3305,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10651,1415,5315,903,2111,640,988,497,1123,394,3204,686,1863,461,1341,402,5336,1184,2896,858,2440,798,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158223,8673,74623,5300,35082,3620,17841,2821,17241,2313,39541,4061,23170,2960,16371,2295,83600,6295,39665,4101,43935,4179,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760638,19171,271719,10835,93521,5840,41487,4073,52034,4177,178198,9085,118289,7163,59909,5180,488919,16529,227491,10715,261428,11926,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,17738,2709,5014,1226,2601,1130,2413,726,12724,2446,7384,1884,5340,1277,47860,3747,19893,2815,27967,2643,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7287,1532,2734,1090,1329,648,739,476,590,371,1405,693,936,521,469,353,4553,1051,2116,844,2437,670,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183894,9109,61949,5588,23791,2972,11664,2066,12127,1937,38158,4437,22041,3277,16117,2570,121945,7060,46672,4669,75273,4981,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143125,7119,46521,4099,15573,2627,7092,1818,8481,1841,30948,3999,18286,2671,12662,2544,96604,5833,39629,4596,56975,3890,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,20522,2547,11512,2274,5155,1469,6357,1725,9010,1465,5891,1100,3119,867,23819,3174,11313,2357,12506,2174,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69377,4191,25642,2592,11544,1830,5833,1460,5711,1176,14098,1688,10037,1494,4061,1040,43735,2975,18409,1818,25326,2596,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,4174,1437,2299,1014,832,525,1467,832,1875,1019,743,398,1132,863,4207,1254,1976,784,2231,930,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81428,6831,28309,4049,8270,1864,3968,1223,4302,1096,20039,3107,11729,2658,8310,1801,53119,5529,19601,3140,33518,3798,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
