GEO_ID,B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,NAME,B25045_001EA,B25045_001MA,B25045_002EA,B25045_002MA,B25045_003MA,B25045_003EA,B25045_004MA,B25045_004EA,B25045_005MA,B25045_005EA,B25045_006MA,B25045_006EA,B25045_007MA,B25045_007EA,B25045_008MA,B25045_008EA,B25045_009MA,B25045_009EA,B25045_010MA,B25045_010EA,B25045_011EA,B25045_011MA,B25045_012MA,B25045_012EA,B25045_013EA,B25045_013MA,B25045_014MA,B25045_014EA,B25045_015MA,B25045_015EA,B25045_016EA,B25045_016MA,B25045_017MA,B25045_017EA,B25045_018EA,B25045_018MA,B25045_019MA,B25045_019EA,state
0400000US01,1841665,12421,1253199,12678,35825,3145,2124,956,11902,1653,21799,2156,1217374,12665,126667,5274,696239,10256,394468,6188,588466,10414,73449,4290,13622,2083,36280,2913,23547,2352,515017,9503,192309,7390,260971,6195,61737,3118,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,10958,876,792,183,6137,559,4029,635,148386,3577,16865,2061,95917,2701,35604,1740,91397,3639,14183,1919,4142,1109,6499,1074,3542,825,77214,3382,36552,2546,34898,2105,5764,1100,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,37990,2716,2372,729,14446,1620,21172,2279,1614331,12524,160725,5526,886167,9395,567439,7311,900651,12842,110693,4846,28049,2602,48144,4051,34500,2523,789958,12371,289415,7411,406310,10397,94233,4956,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,19202,2149,1448,532,8019,1288,9735,1502,733197,11210,82778,4841,410201,7347,240218,5011,400683,9039,53095,3603,10850,1872,27052,2682,15193,1759,347588,9100,139080,5535,168160,6184,40348,3303,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,181559,6788,10964,1519,61927,3835,108668,5184,6943531,26148,543567,9827,4247126,23341,2152838,14456,5880007,28546,734494,11814,152685,7483,301460,8832,280349,8924,5145513,28222,1629672,16655,2956312,23103,559529,10182,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,26060,2002,1785,580,11158,1514,13117,1424,1368764,11019,162164,5663,834044,9422,372556,4463,744383,11664,82433,4552,19302,2667,34164,2981,28967,2831,661950,11849,286649,7533,309842,10060,65459,4391,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,22022,2353,761,385,8669,1285,12592,1773,876212,7616,73324,3619,541186,6948,261702,4877,458528,7656,94239,5133,18442,2609,44473,3757,31324,2977,364289,7369,115759,5252,192510,6076,56020,3183,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,4916,1096,335,229,2389,809,2192,711,249032,5144,23647,2258,141997,4624,83388,2375,103989,4386,15227,2088,2750,819,7255,1511,5222,1153,88762,4630,33563,3033,44404,3842,10795,1521,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,16784,1821,2513,662,8175,1256,6096,1172,102021,3352,12881,1498,61575,3172,27565,1856,162670,3861,82987,3667,33244,2360,34973,2721,14770,1768,79683,3774,34434,2901,37949,2701,7300,1321,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,151550,5858,5471,1279,47295,3820,98784,4256,4858637,25705,354718,8511,2594913,19690,1909006,12635,2679777,21534,334636,10759,65357,4331,144351,7339,124928,6396,2345141,22176,727842,15462,1313452,17046,303847,9413,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
