GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001MA,C15010_001EA,C15010_002MA,C15010_002EA,C15010_003MA,C15010_003EA,C15010_004MA,C15010_004EA,C15010_005EA,C15010_005MA,C15010_006MA,C15010_006EA,state
0400000US21,723552,14286,211025,8671,84753,4750,139806,6695,116392,5336,171576,5830,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,742525,14163,208710,7835,89924,5551,151637,6280,117113,5234,175141,6437,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,311607,7617,107701,5043,32332,2744,43584,3020,41159,2903,86831,3993,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1652580,17874,679920,11017,148040,5727,291772,8833,158619,5389,374229,7804,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2078671,18160,838278,14503,172279,6566,364370,9937,187627,6250,516117,10399,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1985564,19449,665965,12228,223008,7914,411278,9301,276420,7423,408893,8183,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1362126,13345,468071,8915,139313,4977,265369,6937,182459,5736,306914,8748,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,428497,12883,109476,6597,52663,4211,91709,5062,88680,5192,85969,5147,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1205839,16749,351354,10055,132533,5234,265175,8197,192163,6970,264614,8119,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233817,6847,80978,4686,25763,2740,36441,2885,41300,3186,49335,3761,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,398780,8240,112797,4513,43265,3043,88232,3898,71526,3594,82960,3617,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,513280,12255,167196,7546,52134,3916,117712,5318,62748,3886,113490,5844,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,353892,8074,134844,4904,32163,3005,65662,4159,39639,2468,81584,4457,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2476707,21359,934313,13082,211480,7709,551580,10420,270123,7671,509211,10912,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,376500,9609,135911,5194,36689,2939,59902,4215,58549,3927,85449,4149,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4980162,29355,1710603,16871,432877,8523,944103,17499,555814,12739,1336765,18698,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2190679,22249,750547,13301,207956,7183,449417,10959,275605,8617,507154,12470,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,152439,5274,43292,3502,22894,2127,31033,2709,25352,2085,29868,2542,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2231350,22780,685791,14286,250897,6929,479253,10786,353098,10253,462311,10761,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,660536,9491,185389,5324,65623,3748,149991,5091,128040,4784,131493,4844,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,978417,12587,392826,9425,85874,4418,145829,6005,98242,5465,255646,7660,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2817236,18314,945416,14748,300973,8356,549338,11809,411393,8680,610116,10588,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246524,5906,83484,4298,24694,2624,51152,3851,29034,2746,58160,3473,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,964340,14375,297715,8921,94231,4896,206922,8050,153198,6507,212274,8891,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,161738,5477,45585,2931,20612,2056,31995,2858,31280,2461,32266,2477,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1254162,18442,373435,9426,129277,5981,288908,8195,181795,6854,280747,8932,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5371489,37768,1887929,26624,498850,12532,1235152,21993,653790,12756,1095768,17000,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,632442,11105,205215,7308,63141,3807,119982,5432,89137,4436,154967,5684,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,168166,5716,64878,3849,13393,1615,21465,1922,20576,1997,47854,3051,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2237216,22519,902135,15518,174187,5637,420988,10123,218707,8017,521199,10724,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1811119,18918,761724,12225,159984,5891,292780,9302,173726,5860,422905,10903,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,258456,7992,72789,4134,35563,2870,50522,3383,51452,3175,48130,3243,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1202530,14720,388975,8056,131020,4628,233952,6503,193001,5588,255582,6881,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,107097,4891,38060,3307,10537,1763,14807,2036,20327,2310,23366,2251,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,602519,14582,148104,7481,73950,6217,183402,9055,115174,5614,81889,5639,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
