GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001MA,B16005_001EA,B16005_002EA,B16005_002MA,B16005_003EA,B16005_003MA,B16005_004MA,B16005_004EA,B16005_005MA,B16005_005EA,B16005_006MA,B16005_006EA,B16005_007MA,B16005_007EA,B16005_008EA,B16005_008MA,B16005_009MA,B16005_009EA,B16005_010MA,B16005_010EA,B16005_011MA,B16005_011EA,B16005_012MA,B16005_012EA,B16005_013EA,B16005_013MA,B16005_014EA,B16005_014MA,B16005_015MA,B16005_015EA,B16005_016MA,B16005_016EA,B16005_017MA,B16005_017EA,B16005_018EA,B16005_018MA,B16005_019EA,B16005_019MA,B16005_020MA,B16005_020EA,B16005_021MA,B16005_021EA,B16005_022MA,B16005_022EA,B16005_023EA,B16005_023MA,B16005_024EA,B16005_024MA,B16005_025EA,B16005_025MA,B16005_026MA,B16005_026EA,B16005_027MA,B16005_027EA,B16005_028EA,B16005_028MA,B16005_029MA,B16005_029EA,B16005_030EA,B16005_030MA,B16005_031MA,B16005_031EA,B16005_032MA,B16005_032EA,B16005_033EA,B16005_033MA,B16005_034EA,B16005_034MA,B16005_035EA,B16005_035MA,B16005_036EA,B16005_036MA,B16005_037MA,B16005_037EA,B16005_038MA,B16005_038EA,B16005_039EA,B16005_039MA,B16005_040EA,B16005_040MA,B16005_041EA,B16005_041MA,B16005_042MA,B16005_042EA,B16005_043MA,B16005_043EA,B16005_044EA,B16005_044MA,B16005_045EA,B16005_045MA,state
0400000US01,4585850,2856,4418545,7335,4312917,9613,74461,4776,60878,4436,8630,1865,4364,1042,589,499,16015,2522,13732,2248,882,432,1053,725,348,400,9882,1832,8060,1621,1484,863,338,326,0,200,5270,1968,4891,1925,104,168,275,335,0,200,167305,6920,38534,4486,67155,4501,21806,3034,19948,3095,16597,2124,8804,1944,22267,3665,16171,3060,5349,1500,669,325,78,78,32258,3088,15894,2290,9189,1588,5761,1749,1414,806,7091,2101,5599,1848,1165,562,327,273,0,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,629141,4568,565420,5810,14043,2165,12575,2058,1338,658,130,174,0,153,8660,2020,8142,2025,310,237,141,123,67,109,12464,2402,7851,2232,2602,974,1536,1333,475,399,28554,2768,24934,2569,3103,710,493,177,24,31,57735,4421,12002,2632,5849,1616,2561,761,2199,1136,863,468,226,229,7169,1909,4802,1337,1633,808,458,392,276,424,28280,2606,12505,1843,7699,1381,6048,1824,2028,1239,4435,2020,2699,1362,857,560,704,521,175,258,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,5663470,17986,4628844,23923,841734,16902,742195,16403,65787,5617,24023,2994,9729,2425,40537,3879,36909,3933,2114,767,1514,621,0,208,27435,2808,24373,2701,1972,716,958,509,132,156,124920,6358,99378,5675,15962,1621,7412,1190,2168,437,917759,18036,149448,5868,533633,14346,188430,8627,119866,6762,132768,6635,92569,6635,85426,6709,60483,4721,17748,2506,4823,1430,2372,987,106377,5416,54229,4527,33431,3775,13374,1888,5343,1830,42875,6617,22077,3636,13021,2567,5456,2320,2321,841,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,2678628,5520,2580685,7431,79482,5659,66338,5212,9732,1992,2710,887,702,521,8618,2068,8188,2060,235,176,195,188,0,201,7631,1592,5825,1501,958,767,739,646,109,130,2212,1217,2086,1244,98,127,0,201,28,48,139011,5019,26963,3466,73150,4426,20446,2704,23677,2909,21506,3082,7521,2013,10959,2596,7890,2318,2831,1411,146,142,92,150,24280,3234,8179,1723,9922,1783,4594,1657,1585,793,3659,1696,2657,1226,389,301,596,658,17,30,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,26477178,46190,19438072,62074,5692390,40444,4924882,40045,595523,17185,145231,6748,26754,3028,435616,13837,400495,13155,24452,2536,9395,1638,1274,684,811000,16113,681556,15025,91468,6095,33890,3586,4086,1069,100100,8556,90901,8143,7450,1723,1649,609,100,119,10599050,45818,1158502,18652,5005747,38637,1531965,22117,1192534,21052,1460008,22150,821240,21244,1266298,25444,792096,20311,274472,10874,145710,8544,54020,5285,2894102,22039,1272628,19257,831256,17484,585431,15338,204787,10230,274401,15109,164913,9826,66152,5741,29295,3540,14041,3240,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,4729441,12773,4280980,15720,355193,10400,308813,9859,30071,2864,14137,2314,2172,953,47832,4358,41923,4036,3134,817,2775,987,0,200,27479,3057,22912,2604,2755,785,1812,799,0,200,17957,3183,15382,2695,1016,499,1559,937,0,200,545120,12442,102714,5493,254751,10911,101312,7147,61863,4925,66766,5527,24810,3485,71707,6228,49298,4515,13286,1970,6622,1579,2501,850,77331,5119,34631,3708,23488,2338,13248,2000,5964,1477,38617,5648,25494,4174,8769,1829,3118,1212,1236,765,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,2879065,11926,2513025,14358,263999,8876,191809,8332,34562,3260,26639,2821,10989,2871,74771,6459,68735,6241,4107,886,1730,591,199,226,16703,2443,14351,2356,1704,832,587,373,61,99,10567,2243,9277,1999,804,470,486,441,0,207,526925,11868,128528,6961,150664,7981,48595,4582,48497,4541,38834,4192,14738,2434,147837,7933,79893,5231,41561,3582,19850,2657,6533,1532,69503,4810,36721,3426,21418,2593,9100,1893,2264,797,30393,4483,20734,3398,7765,2026,1774,687,120,155,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,810018,6193,761337,7201,34916,3115,29325,2881,3142,806,2016,789,433,327,8120,1603,6658,1527,1084,582,378,287,0,198,3276,901,2947,893,224,155,105,126,0,198,2369,1312,2123,1262,246,189,0,198,0,198,97014,6157,19487,3103,31311,2991,14884,2630,7661,1647,7400,1652,1366,877,19760,3632,12671,2519,3250,1250,2965,1270,874,515,20278,3153,12798,2374,5024,1217,1174,606,1282,840,6178,1950,5213,1850,877,437,88,105,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,549011,5617,505990,6190,26131,2485,21072,2323,4151,1567,823,437,85,141,9694,1739,9082,1705,363,293,224,203,25,43,2829,897,2657,871,106,114,0,208,66,123,4367,1764,3227,1256,758,836,382,409,0,208,99896,5604,28779,3286,34873,2547,13480,2171,7850,1917,10725,2449,2818,1079,17217,2584,14106,2284,2399,856,712,497,0,208,9369,1818,4901,1008,2905,995,1454,780,109,176,9658,2454,4835,1292,3217,1322,1420,1302,186,229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,15504075,36392,13137774,35485,1935064,30062,1594472,26612,218621,12051,95616,7031,26355,4057,319949,13945,293295,13071,17284,2457,8094,1507,1276,846,72963,5354,64383,5409,6283,1607,2159,1025,138,177,38325,4141,33679,4047,3138,1188,902,572,606,592,4351003,36357,829102,20888,2391222,27416,856004,19348,559903,13575,597715,18689,377600,13992,775034,23082,431854,15855,196969,10395,111382,7992,34829,4629,260507,9384,131405,7179,74734,5336,43597,4518,10771,2053,95138,7634,63028,6034,22517,3313,6458,1577,3135,1490,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
